CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA
21;CH;8416;C;17;0;;1.14700;3.06700;0.24400;BRANCA;139;
21;CH;14192;E;28;0;;1.31800;2.64000;0.28600;ROSA;140;
21;CH;18306;B;25;0;;2.05600;-0.59500;0.19200;BRANCA;154;
22;CH;6899;E;2;0;;2.16500;0.33300;0.14500;AMARELA;138;
22;CH;7559;E;8;0;;0.89100;2.34800;0.15100;ROSA;140;
22;CH;7600;C;10;0;;1.54400;0.87100;0.12900;AZUL;137;
22;CH;7600;C;10;0;;1.54400;0.87100;0.12900;BRANCA;139;
22;CH;9599;A;23;0;;2.61900;1.17300;0.15600;BRANCA;154;
23;CH;8120;C;16;0;;2.44200;0.20800;0.17100;AMARELA;138;
23;CH;10814;D;11;0;;1.00500;2.87600;0.22600;BRANCA;154;
23;CH;13971;D;15;0;;1.15700;2.74700;0.27100;AZUL;137;
23;CH;13971;D;15;0;;1.15700;2.74700;0.27100;BRANCA;139;
23;CH;15288;E;18;0;;1.91800;2.12700;0.14300;ROSA;140;
24;CH;7408;B;14;0;;1.51200;1.56700;0.10900;BRANCA;154;
24;CH;7589;E;12;0;;2.15500;0.21100;0.17100;ROSA;140;
24;CH;8166;A;6;0;;2.01300;0.90900;0.13400;AZUL;137;
24;CH;8454;E;27;0;;2.15600;2.56700;0.14800;AMARELA;138;
24;CH;10932;D;4;0;;2.45100;0.54200;0.14000;BRANCA;139;
25;CH;7561;A;22;0;;1.94000;0.22700;0.16200;BRANCA;154;
25;CH;7569;B;9;0;;2.85100;0.68300;0.13300;AMARELA;138;
25;CH;7597;E;7;0;;1.25300;1.64000;0.26700;ROSA;140;
25;CH;9218;D;1;0;;1.27600;1.19600;0.27400;AZUL;137;
25;CH;13850;A;26;0;;1.68700;1.22700;0.12300;BRANCA;139;
26;CH;7572;E;15;0;;1.19400;1.19700;0.22200;ROSA;140;
26;CH;7592;D;21;0;;2.37500;1.92100;0.06600;AMARELA;138;
26;CH;8447;C;28;0;;2.07300;1.02900;0.11600;AZUL;137;
26;CH;9101;E;4;0;;1.68800;2.01000;0.18700;BRANCA;139;
26;CH;10186;D;3;0;;2.68500;1.14200;0.22500;BRANCA;154;
27;CH;6899;E;2;0;;2.16500;0.33300;0.14500;ROSA;140;
27;CH;7586;D;2;0;;1.49300;0.70500;0.14600;AMARELA;138;
27;CH;11338;C;1;0;;1.52400;2.79600;0.13200;BRANCA;154;
27;CH;11449;C;23;0;;1.13500;2.45200;0.18900;BRANCA;139;
27;CH;14075;E;13;0;;1.13600;0.80600;0.16200;AZUL;137;
28;CH;8416;C;17;0;;1.14700;3.06700;0.24400;AMARELA;138;
28;CH;8452;A;27;0;;2.04500;0.58900;0.19200;BRANCA;139;
28;CH;8532;A;11;0;;1.82300;0.25300;0.14900;BRANCA;154;
28;CH;9054;C;25;0;;2.16900;1.62100;0.18800;ROSA;140;
28;CH;10932;D;4;0;;2.45100;0.54200;0.14000;AZUL;137;
29;CH;7012;B;20;0;;1.85300;1.53900;0.11100;BRANCA;139;
29;CH;8450;E;26;0;;0.92900;0.51800;0.17100;ROSA;140;
29;CH;8865;E;2;0;;2.04200;0.94000;0.10900;BRANCA;154;
29;CH;11330;C;11;0;;1.22500;0.04300;0.19100;AMARELA;138;
29;CH;13850;A;26;0;;1.68700;1.22700;0.12300;AZUL;137;
30;CH;8109;C;3;0;;1.46500;0.31400;0.16100;BRANCA;154;
30;CH;8503;B;9;0;;2.61700;1.09900;0.25200;ROSA;140;
30;CH;9101;E;4;0;;1.68800;2.01000;0.18700;AZUL;137;
30;CH;11559;D;5;0;;1.53900;1.94300;0.13500;AMARELA;138;
30;CH;14192;E;28;0;;1.31800;2.64000;0.28600;BRANCA;139;
31;CH;7559;E;8;0;;0.89100;2.34800;0.15100;BRANCA;139;
31;CH;7971;A;19;0;;1.45100;1.86100;0.10600;AMARELA;138;
31;CH;8121;A;5;0;;1.51500;1.35300;0.11500;BRANCA;154;
31;CH;11449;C;23;0;;1.13500;2.45200;0.18900;AZUL;137;
31;CH;14529;E;11;0;;2.38300;0.00300;0.16700;ROSA;140;
32;CH;7612;C;22;0;;1.27200;-0.22400;0.20200;ROSA;140;
32;CH;8166;A;6;0;;2.01300;0.90900;0.13400;AMARELA;138;
32;CH;8452;A;27;0;;2.04500;0.58900;0.19200;AZUL;137;
32;CH;15288;E;18;0;;1.91800;2.12700;0.14300;BRANCA;139;
32;CH;18307;B;5;0;;1.90100;-0.23100;0.15300;BRANCA;154;
33;CH;7012;B;20;0;;1.85300;1.53900;0.11100;AZUL;137;
33;CH;8449;A;29;0;;1.78600;1.58000;0.28500;BRANCA;154;
33;CH;8451;A;29;0;;1.39800;-0.29500;0.15000;ROSA;140;
33;CH;9218;D;1;0;;1.27600;1.19600;0.27400;AMARELA;138;
33;CH;11330;C;11;0;;1.22500;0.04300;0.19100;BRANCA;139;
34;CH;7600;C;10;0;;1.54400;0.87100;0.12900;ROSA;140;
34;CH;11559;D;5;0;;1.53900;1.94300;0.13500;BRANCA;139;
34;CH;12077;A;29;0;;1.12600;1.08200;0.15400;AMARELA;138;
34;CH;14192;E;28;0;;1.31800;2.64000;0.28600;AZUL;137;
34;CH;18308;A;28;0;;2.03600;0.29600;0.16600;BRANCA;154;
35;CH;7559;E;8;0;;0.89100;2.34800;0.15100;AZUL;137;
35;CH;7971;A;19;0;;1.45100;1.86100;0.10600;BRANCA;139;
35;CH;8438;E;30;0;;0.91400;1.00000;0.19000;AMARELA;138;
35;CH;12819;D;26;0;;2.11200;1.05200;0.17800;BRANCA;154;
35;CH;13971;D;15;0;;1.15700;2.74700;0.27100;ROSA;140;
36;CH;6893;C;8;0;;2.02900;1.93800;0.12400;BRANCA;154;
36;CH;8424;E;14;0;;2.15300;1.26700;0.10000;AMARELA;138;
36;CH;8447;C;28;0;;2.07300;1.02900;0.11600;BRANCA;139;
36;CH;11330;C;11;0;;1.22500;0.04300;0.19100;ROSA;140;
36;CH;15288;E;18;0;;1.91800;2.12700;0.14300;AZUL;137;
37;CH;8452;A;27;0;;2.04500;0.58900;0.19200;AMARELA;138;
37;CH;11559;D;5;0;;1.53900;1.94300;0.13500;ROSA;140;
37;CH;12077;A;29;0;;1.12600;1.08200;0.15400;AZUL;137;
37;CH;14075;E;13;0;;1.13600;0.80600;0.16200;BRANCA;139;
37;CH;18309;E;27;0;;1.03900;1.97700;0.14300;BRANCA;154;
38;CH;7012;B;20;0;;1.85300;1.53900;0.11100;AMARELA;138;
38;CH;7971;A;19;0;;1.45100;1.86100;0.10600;ROSA;140;
38;CH;7974;C;30;0;;1.95300;0.90700;0.16900;BRANCA;154;
38;CH;8166;A;6;0;;2.01300;0.90900;0.13400;BRANCA;139;
38;CH;8438;E;30;0;;0.91400;1.00000;0.19000;AZUL;137;
39;CH;8013;B;4;0;;2.36700;1.35600;0.18600;BRANCA;154;
39;CH;8166;A;6;0;;2.01300;0.90900;0.13400;ROSA;140;
39;CH;8424;E;14;0;;2.15300;1.26700;0.10000;AZUL;137;
39;CH;9218;D;1;0;;1.27600;1.19600;0.27400;BRANCA;139;
39;CH;14192;E;28;0;;1.31800;2.64000;0.28600;AMARELA;138;
40;CH;7559;E;8;0;;0.89100;2.34800;0.15100;AMARELA;138;
40;CH;9218;D;1;0;;1.27600;1.19600;0.27400;ROSA;140;
40;CH;10133;D;27;0;;1.71600;1.06000;0.22400;BRANCA;154;
40;CH;12077;A;29;0;;1.12600;1.08200;0.15400;BRANCA;139;
40;CH;14529;E;11;0;;2.38300;0.00300;0.16700;AZUL;137;
41;CH;7612;C;22;0;;1.27200;-0.22400;0.20200;AZUL;137;
41;CH;8438;E;30;0;;0.91400;1.00000;0.19000;BRANCA;139;
41;CH;10286;B;10;0;;1.33200;1.07000;0.22400;BRANCA;154;
41;CH;12077;A;29;0;;1.12600;1.08200;0.15400;ROSA;140;
41;CH;15288;E;18;0;;1.91800;2.12700;0.14300;AMARELA;138;
42;CH;8424;E;14;0;;2.15300;1.26700;0.10000;BRANCA;139;
42;CH;8438;E;30;0;;0.91400;1.00000;0.19000;ROSA;140;
42;CH;8451;A;29;0;;1.39800;-0.29500;0.15000;AZUL;137;
42;CH;10932;D;4;0;;2.45100;0.54200;0.14000;AMARELA;138;
42;CH;18310;A;20;0;;2.11700;0.80100;0.24900;BRANCA;154;
43;CH;8424;E;14;0;;2.15300;1.26700;0.10000;ROSA;140;
43;CH;10862;B;6;0;;1.44900;0.44700;0.18300;BRANCA;154;
43;CH;11330;C;11;0;;1.22500;0.04300;0.19100;AZUL;137;
43;CH;13850;A;26;0;;1.68700;1.22700;0.12300;AMARELA;138;
43;CH;14529;E;11;0;;2.38300;0.00300;0.16700;BRANCA;139;
44;CH;7612;C;22;0;;1.27200;-0.22400;0.20200;BRANCA;139;
44;CH;8447;C;28;0;;2.07300;1.02900;0.11600;ROSA;140;
44;CH;9101;E;4;0;;1.68800;2.01000;0.18700;AMARELA;138;
44;CH;10456;A;16;0;;2.37700;0.10800;0.16400;BRANCA;154;
44;CH;11559;D;5;0;;1.53900;1.94300;0.13500;AZUL;137;
45;CH;7971;A;19;0;;1.45100;1.86100;0.10600;AZUL;137;
45;CH;8451;A;29;0;;1.39800;-0.29500;0.15000;BRANCA;139;
45;CH;11449;C;23;0;;1.13500;2.45200;0.18900;AMARELA;138;
45;CH;14075;E;13;0;;1.13600;0.80600;0.16200;ROSA;140;
45;CH;18311;C;25;0;;2.20100;-0.14600;0.15800;BRANCA;154;
46;CN;7720;B;2;0;;2.08800;1.09600;0.07200;AZUL;141;
46;CN;8039;E;23;0;;1.07300;-0.20300;0.20600;BRANCA;143;
46;CN;8987;D;15;0;;1.88700;0.89700;0.27900;ROSA;144;
46;CN;10813;C;23;0;;1.73800;1.22600;0.14500;AMARELA;142;
46;CN;18379;A;6;0;;1.55700;-0.17000;0.24200;BRANCA;153;
47;CN;7859;B;12;0;;1.53200;2.28800;0.18400;AMARELA;142;
47;CN;10549;E;4;0;;1.58900;0.26600;0.10100;BRANCA;143;
47;CN;12242;D;28;0;;1.17500;2.96500;0.16300;ROSA;144;
47;CN;13481;A;19;0;;2.71800;0.37100;0.17200;AZUL;141;
47;CN;18380;E;2;0;;1.25700;-0.16900;0.16900;BRANCA;153;
48;CN;7530;A;29;0;;3.04200;0.65000;0.22900;AMARELA;142;
48;CN;13470;D;10;0;;1.02700;-0.63900;0.19300;BRANCA;143;
48;CN;13701;A;25;0;;1.65100;0.81100;0.26200;ROSA;144;
48;CN;14970;E;11;0;;2.23200;1.76600;0.21500;AZUL;141;
48;CN;18377;D;4;0;;1.47300;-0.24000;0.13900;BRANCA;153;
49;CN;8845;C;5;0;;3.25400;1.48600;0.20000;BRANCA;153;
49;CN;9749;B;26;0;;3.55800;1.37200;0.20600;ROSA;144;
49;CN;11971;B;1;0;;2.27500;0.95700;0.15000;AMARELA;142;
49;CN;13100;B;24;0;;3.12200;1.11800;0.15000;AZUL;141;
49;CN;14952;A;19;0;;1.96200;0.73600;0.17700;BRANCA;143;
50;CN;7720;B;2;0;;2.08800;1.09600;0.07200;BRANCA;143;
50;CN;8039;E;23;0;;1.07300;-0.20300;0.20600;AZUL;141;
50;CN;11088;D;6;0;;2.21400;2.17000;0.06800;AMARELA;142;
50;CN;12176;A;24;0;;3.80500;0.70800;0.19200;BRANCA;153;
50;CN;13755;E;26;0;;2.22600;-0.36500;0.14500;ROSA;144;
51;CN;8998;D;7;0;;1.42500;1.59200;0.20100;AMARELA;142;
51;CN;10549;E;4;0;;1.58900;0.26600;0.10100;AZUL;141;
51;CN;10698;C;20;0;;1.88300;0.11800;0.16300;ROSA;144;
51;CN;13481;A;19;0;;2.71800;0.37100;0.17200;BRANCA;143;
51;CN;14947;B;16;0;;2.37700;1.71800;0.20600;BRANCA;153;
52;CN;9598;C;18;0;;2.70900;0.28200;0.09600;BRANCA;153;
52;CN;10766;E;5;0;;1.84900;2.33600;0.15500;ROSA;144;
52;CN;13155;A;2;0;;1.78100;1.58300;0.17300;AMARELA;142;
52;CN;13470;D;10;0;;1.02700;-0.63900;0.19300;AZUL;141;
52;CN;14970;E;11;0;;2.23200;1.76600;0.21500;BRANCA;143;
53;CN;7227;C;17;0;;1.96400;0.79200;0.11200;BRANCA;153;
53;CN;7538;E;10;0;;1.51100;1.59800;0.20000;ROSA;144;
53;CN;10925;C;17;0;;3.41900;1.31500;0.16500;AMARELA;142;
53;CN;13100;B;24;0;;3.12200;1.11800;0.15000;BRANCA;143;
53;CN;14952;A;19;0;;1.96200;0.73600;0.17700;AZUL;141;
54;CN;8039;E;23;0;;1.07300;-0.20300;0.20600;AMARELA;142;
54;CN;10813;C;23;0;;1.73800;1.22600;0.14500;BRANCA;143;
54;CN;11971;B;1;0;;2.27500;0.95700;0.15000;AZUL;141;
54;CN;13564;E;10;0;;2.30000;1.13600;0.21400;BRANCA;153;
54;CN;14982;B;22;0;;2.19900;1.46500;0.08900;ROSA;144;
55;CN;7859;B;12;0;;1.53200;2.28800;0.18400;BRANCA;143;
55;CN;10549;E;4;0;;1.58900;0.26600;0.10100;AMARELA;142;
55;CN;11088;D;6;0;;2.21400;2.17000;0.06800;AZUL;141;
55;CN;12246;E;15;0;;2.36100;1.00900;0.11800;ROSA;144;
55;CN;18387;B;22;0;;1.19800;2.58300;0.17700;BRANCA;153;
56;CN;7530;A;29;0;;3.04200;0.65000;0.22900;BRANCA;143;
56;CN;8987;D;15;0;;1.88700;0.89700;0.27900;AZUL;141;
56;CN;10551;C;19;0;;3.03900;0.58700;0.14700;BRANCA;153;
56;CN;12466;B;25;0;;3.41200;1.19800;0.16000;ROSA;144;
56;CN;13470;D;10;0;;1.02700;-0.63900;0.19300;AMARELA;142;
57;CN;7520;E;18;0;;3.26200;0.86500;0.13200;BRANCA;143;
57;CN;10925;C;17;0;;3.41900;1.31500;0.16500;ROSA;144;
57;CN;12242;D;28;0;;1.17500;2.96500;0.16300;AZUL;141;
57;CN;13531;D;11;0;;1.70900;1.15300;0.07400;BRANCA;153;
57;CN;14952;A;19;0;;1.96200;0.73600;0.17700;AMARELA;142;
58;CN;7720;B;2;0;;2.08800;1.09600;0.07200;AMARELA;142;
58;CN;8039;E;23;0;;1.07300;-0.20300;0.20600;ROSA;144;
58;CN;11471;E;13;0;;3.16700;1.28900;0.13000;BRANCA;143;
58;CN;13701;A;25;0;;1.65100;0.81100;0.26200;AZUL;141;
58;CN;14979;E;21;0;;2.40500;0.91600;0.07600;BRANCA;153;
59;CN;9749;B;26;0;;3.55800;1.37200;0.20600;AZUL;141;
59;CN;10549;E;4;0;;1.58900;0.26600;0.10100;ROSA;144;
59;CN;12313;A;25;0;;1.49100;2.31100;0.16300;BRANCA;143;
59;CN;13481;A;19;0;;2.71800;0.37100;0.17200;AMARELA;142;
59;CN;18388;C;25;0;;1.51500;2.88600;0.24300;BRANCA;153;
60;CN;10925;C;17;0;;3.41900;1.31500;0.16500;AZUL;141;
60;CN;11971;B;1;0;;2.27500;0.95700;0.15000;BRANCA;143;
60;CN;13470;D;10;0;;1.02700;-0.63900;0.19300;ROSA;144;
60;CN;14970;E;11;0;;2.23200;1.76600;0.21500;AMARELA;142;
60;CN;18382;B;13;0;;2.95400;-0.06900;0.24400;BRANCA;153;
61;CN;10813;C;23;0;;1.73800;1.22600;0.14500;AZUL;141;
61;CN;11088;D;6;0;;2.21400;2.17000;0.06800;BRANCA;143;
61;CN;12127;B;27;0;;2.69200;1.17300;0.17300;BRANCA;153;
61;CN;13100;B;24;0;;3.12200;1.11800;0.15000;AMARELA;142;
61;CN;14952;A;19;0;;1.96200;0.73600;0.17700;ROSA;144;
62;CN;6557;D;14;0;;1.58900;0.02500;0.23200;BRANCA;153;
62;CN;7520;E;18;0;;3.26200;0.86500;0.13200;AMARELA;142;
62;CN;7859;B;12;0;;1.53200;2.28800;0.18400;AZUL;141;
62;CN;11971;B;1;0;;2.27500;0.95700;0.15000;ROSA;144;
62;CN;14165;C;18;0;;2.55300;1.76700;0.24200;BRANCA;143;
63;CN;7394;D;14;0;;1.16600;1.51300;0.16900;BRANCA;143;
63;CN;7530;A;29;0;;3.04200;0.65000;0.22900;AZUL;141;
63;CN;11088;D;6;0;;2.21400;2.17000;0.06800;ROSA;144;
63;CN;11471;E;13;0;;3.16700;1.28900;0.13000;AMARELA;142;
63;CN;14976;C;21;0;;2.17300;0.93100;0.13000;BRANCA;153;
64;CN;7520;E;18;0;;3.26200;0.86500;0.13200;AZUL;141;
64;CN;8998;D;7;0;;1.42500;1.59200;0.20100;ROSA;144;
64;CN;10215;B;6;0;;1.94000;2.58000;0.17500;BRANCA;153;
64;CN;12313;A;25;0;;1.49100;2.31100;0.16300;AMARELA;142;
64;CN;13577;C;19;0;;2.55500;0.75300;0.16100;BRANCA;143;
65;CN;11471;E;13;0;;3.16700;1.28900;0.13000;AZUL;141;
65;CN;11473;D;27;0;;1.89900;2.54600;0.16500;BRANCA;143;
65;CN;13155;A;2;0;;1.78100;1.58300;0.17300;ROSA;144;
65;CN;13755;E;26;0;;2.22600;-0.36500;0.14500;AMARELA;142;
65;CN;18381;C;26;0;;2.60400;-0.09500;0.12800;BRANCA;153;
66;CN;7720;B;2;0;;2.08800;1.09600;0.07200;ROSA;144;
66;CN;7849;E;15;0;;2.84800;1.20700;0.13900;BRANCA;153;
66;CN;10698;C;20;0;;1.88300;0.11800;0.16300;AMARELA;142;
66;CN;10925;C;17;0;;3.41900;1.31500;0.16500;BRANCA;143;
66;CN;12313;A;25;0;;1.49100;2.31100;0.16300;AZUL;141;
67;CN;8987;D;15;0;;1.88700;0.89700;0.27900;BRANCA;143;
67;CN;10766;E;5;0;;1.84900;2.33600;0.15500;AMARELA;142;
67;CN;11124;A;3;0;;1.30600;0.65100;0.23600;BRANCA;153;
67;CN;13481;A;19;0;;2.71800;0.37100;0.17200;ROSA;144;
67;CN;14165;C;18;0;;2.55300;1.76700;0.24200;AZUL;141;
68;CN;7394;D;14;0;;1.16600;1.51300;0.16900;AZUL;141;
68;CN;12242;D;28;0;;1.17500;2.96500;0.16300;BRANCA;143;
68;CN;14945;D;15;0;;1.18600;2.71300;0.27800;BRANCA;153;
68;CN;14970;E;11;0;;2.23200;1.76600;0.21500;ROSA;144;
68;CN;14971;A;20;0;;2.64200;2.45200;0.19100;AMARELA;142;
69;CN;9341;C;26;0;;2.54600;0.64200;0.24700;BRANCA;153;
69;CN;13100;B;24;0;;3.12200;1.11800;0.15000;ROSA;144;
69;CN;13577;C;19;0;;2.55500;0.75300;0.16100;AZUL;141;
69;CN;13701;A;25;0;;1.65100;0.81100;0.26200;BRANCA;143;
69;CN;14939;C;3;0;;1.89100;1.03800;0.18100;AMARELA;142;
70;CN;7717;B;4;0;;2.15400;1.15800;0.18500;AMARELA;142;
70;CN;9749;B;26;0;;3.55800;1.37200;0.20600;BRANCA;143;
70;CN;10813;C;23;0;;1.73800;1.22600;0.14500;ROSA;144;
70;CN;11473;D;27;0;;1.89900;2.54600;0.16500;AZUL;141;
70;CN;14960;C;6;0;;1.15800;1.10500;0.14600;BRANCA;153;
71;CN;6512;E;18;0;;1.05900;2.28700;0.24800;BRANCA;153;
71;CN;7859;B;12;0;;1.53200;2.28800;0.18400;ROSA;144;
71;CN;8987;D;15;0;;1.88700;0.89700;0.27900;AMARELA;142;
71;CN;13755;E;26;0;;2.22600;-0.36500;0.14500;AZUL;141;
71;CN;13755;E;26;0;;2.22600;-0.36500;0.14500;BRANCA;143;
