question,body,A,B,C,D,E
Questão 111,"Um a mulher de 21 anos não tem filhos e apresenta um ciclo menstrual regular. Sua primeira menstruação do presente ano teve início no dia primeiro de janeiro. Ela teve uma única relação sexual naquele mês, abre parêntese, no dia 4 de janeiro, fecha parêntese, sendo que nenhum método contraceptivo foi utilizado. Como até o dia 29 de janeiro ela não havia menstruado novamente, resolveu fazer um teste de gravidez, já que ela e seu parceiro não apresentavam problemas de infertilidade. O resultado foi negativo e, no dia seguinte, abre parêntese, 30 de janeiro, fecha parêntese , ela menstruou normalmente. De acordo com um ciclo menstrual regular, a mulher não ficou grávida porque a ovocitação, abre parêntese, abre aspas, o vulação, fecha aspas, fecha parêntese, ocorreu cerca de",1 a 2 dias a pós a relação sexual.,9 a 11 dias após a relação sexual.,24 a 25 dias após a relação sexual.,6 a 7 dias antes da relação sexual.,2 a 3 dias antes da relação sexual.
Questão 112,"O exame parasitológico de fezes é utilizado para detectar ovos de parasitos. Um dos métodos utilizados, denominado de centrífugo-flutuação, considera a densidade dos ovos em relação a uma solução de densidade 1,15 grama por mililitro . Assim, ovos que flutuam na superfície dessa solução são detectados. Os dados de densidade dos ovos de alguns parasitos estão apresentados na tabela. Descrição da tabela: A tabela apresenta duas colunas, uma com os nomes dos parasitos e outra com as densidades de seus ovos, da seguinte maneira: Ancylostoma : 1,06 grama por mililitro. Ascaris lumbricoides : 1,11 grama por mililitro. Ascaris suum : 1,13 grama por mililitro. Schistosoma mansoni : 1,18 grama por mililitro. Taenia saginata : 1,30 grama por mililitro. Considerando-se a densidade dos ovos e da solução, ovos de quais parasitos podem ser detectados por esse método?","A. lumbricoides, A. suum e S. mansoni.","S. mansoni, T. saginata e Ancylostoma .","Ancylostoma, A. lumbricoides e A. suum.","T. saginata, S. mansoni e A. lumbricoides.","A. lumbricoides, A. suum e T. saginata."
Questão 113,"Em seu laboratório, um técnico em química foi incumbido de tratar um resíduo, evitando seu descarte direto no meio ambiente. Ao encontrar o frasco, observou a seguinte informação: abre aspas, Resíduo: mistura de acetato de etila e água , fecha aspas. Considere os dados do acetato de etila: • Baixa solubilidade em água; • Massa específica igual a 0,9 grama por centíme - tro cúbico ; • Temperatura de fusão igual a menos 83 graus Celsius ; • Pressão de vapor maior que a da água. A fim de tratar o resíduo, recuperando o acetato de etila, o técnico deve",evaporar o acetato de etila sem alterar o conteúdo de água.,filtrar a mistura utilizando um funil comum e um papel de filtro.,realizar uma destilação simples para separar a água do acetato de etila.,proceder a uma centrifugação da mistura para remover o acetato de etila.,decantar a mistura separando os dois componentes em um funil adequado.
Questão 114,"Em 2011, uma falha no processo de perfuração realizado por uma empresa petrolífera ocasionou derramamento de petróleo na bacia hidrográfica de Campos, no Rio de Janeiro. Os impactos decorrentes desse derramamento ocorrem porque os componentes do petróleo","reagem com a água do mar e sofrem degradação, gerando compostos com elevada toxicidade.","acidificam o meio, promovendo o desgaste das conchas calcárias de moluscos e a morte de corais.","dissolvem-se na água, causando a mortandade dos seres marinhos por ingestão da água contaminada.","têm caráter hidrofóbico e baixa densidade, impedindo as trocas gasosas entre o meio aquático e a atmosfera.","têm cadeia pequena e elevada volatilidade, contaminando a atmosfera local e regional em função dos ventos nas orlas marítimas."
Questão 115,"Durante uma coleta no Pantanal mato-grossense foram observadas algumas espécies de gramíneas, plantas que normalmente apresentam caule rastejante no solo, enrolando-se em outras plantas, dando a aparência de serem plantas trepadeiras. Levando em conta as características ambientais do Pantanal, a adaptação morfológica dessas gramíneas foi uma estratégia que possibilitou",captar mais luz.,captar mais oxigênio.,captar mais nutrientes.,escapar do excesso de água.,escapar da predação dos herbívoros.
Questão 116,"A fragmentação dos hábitats é caracterizada pela formação de ilhas da paisagem original, circundadas por áreas transformadas. Esse tipo de interferência no ambiente ameaça a biodiversidade. Imagine que uma população de onças foi isolada em uma mata pequena. Elas se extinguiriam mesmo sem terem sido abatidas. Diversos componentes da ilha de hábitat, como o tamanho, a heterogeneidade, o seu entorno, a sua conectividade e o efeito de borda são determinantes para a persistência ou não das espécies originais. Uma medida que auxilia na conservação da biodiversidade nas ilhas mencionadas no texto compreende a",formação de micro-hábitats.,ampliação do efeito de borda.,construção de corredores ecológicos.,promoção da sucessão ecológica.,introdução de novas espécies de animais e vegetais.
Questão 117,"A sacarase, abre parêntese, ou invertase, fecha parêntese, é uma enzima que atua no intestino humano hidrolisando o dissacarídeo sacarose, nos monossacarídeos glicose e frutose. Em um estudo cinético da reação de hidrólise da sacarose, abre parêntese, C12H22O11, fecha parêntese, foram dissolvidos 171 gramas de sacarose em 500 mililitros de água. Observou-se que, a cada 100 minutos de reação, a concentração de sacarose foi reduzida à metade, qualquer que fosse o momento escolhido como tempo inicial. As massas molares dos elementos H, C e O são iguais a 1, 12 e 16 gramas por mol, respectivamente . Qual é a concentração de sacarose, em mol por litro, depois de 400 minutos do início da reação de hidrólise?","2,50 vezes 10 elevado a menos 3.","6,25 vezes 10 elevado a menos 2.","1,25 vezes 10 elevado a menos 1.","2,50 vezes 10 elevado a menos 1.","4,27 vezes 10 elevado a menos 1."
Questão 118,"Grandes reservatórios de óleo leve de melhor qualidade e que produz petróleo mais fino foram descobertos no litoral brasileiro numa camada denominada pré-sal, formada há 150 milhões de anos. A utilização desse recurso energético acarreta para o ambiente um desequilíbrio no ciclo do","nitrogênio, devido à nitrificação ambiental transformando amônia em nitrito.","nitrogênio, devido ao aumento dos compostos nitrogenados no ambiente terrestre.","carbono, devido ao aumento dos carbonatos dissolvidos no ambiente marinho.","carbono, devido à liberação das cadeias carbônicas aprisionadas abaixo dos sedimentos.","fósforo, devido à liberação dos fosfatos acumulados no ambiente marinho."
Questão 119,"Em uma usina geradora de energia elétrica, seja através de uma queda-d’água ou através de vapor sob pressão, as pás do gerador são postas a girar. O movimento relativo de um ímã em relação a um conjunto de bobinas produz um fluxo magnético variável através delas, gerando uma diferença de potencial em seus terminais. Durante o funcionamento de um dos geradores, o operador da usina percebeu que houve um aumento inesperado da diferença de potencial elétrico nos terminais das bobinas. Nessa situação, o aumento do módulo da diferença de potencial obtida nos terminais das bobinas resulta do aumento do(a)","intervalo de tempo em que as bobinas ficam imersas no campo magnético externo, por meio de uma diminuição de velocidade no eixo de rotação do gerador.","fluxo magnético através das bobinas, por meio de um aumento em sua área interna exposta ao campo magnético aplicado.","intensidade do campo magnético no qual as bobinas estão imersas, por meio de aplicação de campos magnéticos mais intensos.","rapidez com que o fluxo magnético varia através das bobinas, por meio de um aumento em sua velocidade angular.","resistência interna do condutor que constitui as bobinas, por meio de um aumento na espessura dos terminais."
Questão 120,"A obtenção de óleos vegetais, de maneira geral, passa pelas etapas descritas no quadro. Descrição do quadro:  Quadro com as etapas e subetapas do processo de obtenção de óleos vegetais e as respectivas descrições do que ocorre em cada subetapa. A etapa de Preparação da matéria-prima envolve quatro subetapas. Na subetapa Seleção dos grãos ocorre a separação das sujidades mais grossas. Na subetapa Descascamento ocorre a separação de polpa e casca. Na subetapa Trituração ocorre o rompimento dos tecidos e das paredes das células. Na subetapa Cozimento ocorre o aumento da permeabilidade das membranas celulares. A etapa Extração do óleo bruto envolve três subetapas. Na subetapa Prensagem ocorre a remoção parcial do óleo. Na subetapa Extração obtém-se o óleo bruto com hexano. Na subetapa Destilação ocorre a separação do óleo e do solvente. Qual das subetapas do processo é realizada em função apenas da polaridade das substâncias?",Trituração.,Cozimento.,Prensagem.,Extração.,Destilação.
Questão 121,"O dióxido de carbono passa para o estado sólido, abre parêntese, gelo seco, fecha parêntese, a menos 78 graus Celsius e retorna ao estado gasoso à temperatura ambiente. O gás é facilmente solubilizado em água, capaz de absorver radiação infravermelha da superfície da Terra e não conduz eletricidade. Ele é utilizado como matéria-prima para a fotossíntese até o limite de saturação. Após a fixação pelos organismos autotróficos, o gás retorna ao meio ambiente pela respiração aeróbica, fermentação, decomposição ou por resíduos industriais, queima de combustíveis fósseis e queimadas. Apesar da sua importância ecológica, seu excesso causa perturbações no equilíbrio ambiental. Considerando as propriedades descritas, o aumento atmosférico da substância afetará os organismos aquáticos em razão da",redução do potencial hidrogeniônico da água.,restrição da aerobiose pelo excesso de poluentes.,diminuição da emissão de oxigênio pelos autótrofos.,limitação de transferência de energia entre os seres vivos.,retração dos oceanos pelo congelamento do gás nos polos.
Questão 122,"Grupos de proteção ao meio ambiente conseguem resgatar muitas aves aquáticas vítimas de vazamentos de petróleo. Essas aves são lavadas com água e detergente neutro para a retirada completa do óleo de seu corpo e, posteriormente, são aquecidas, medicadas, desintoxicadas e alimentadas. Mesmo após esses cuidados, o retorno ao ambiente não pode ser imediato, pois elas precisam recuperar a capacidade de flutuação. Para flutuar, essas aves precisam",recuperar o tônus muscular.,restaurar a massa corporal.,substituir as penas danificadas.,restabelecer a capacidade de homeotermia.,refazer a camada de cera impermeabilizante das penas.
Questão 123,"Um estudante tem uma fonte de tensão com corrente contínua que opera em tensão fixa de 12 volts. Como precisa alimentar equipamentos que operam em tensões menores, ele emprega quatro resistores de 100 ohms para construir um divisor de tensão. Obtém-se este divisor associando os resistores, como exibido na figura. Os aparelhos podem ser ligados entre os pontos A, B, C, D e E, dependendo da tensão especificada. Descrição da figura: Circuito elétrico com uma fonte de corrente contínua de tensão igual a 12 volts em uma única malha com quatro resistores em série, cada um de resistência igual 100 ohms. O polo positivo da fonte está conectado ao ponto A. Entre os pontos A e B, encontra-se o primeiro resistor. Entre os pontos B e C, encontra-se o segundo resistor. Entre os pontos C e D, encontra-se o terceiro resistor. Entre os pontos D e E, encontra-se o quarto resistor. O ponto E está conectado ao polo negativo da fonte. Ele tem um equipamento que opera em 9,0 volts com uma resistência interna de 10 quilo-ohms . Entre quais pontos do divisor de tensão esse equipamento deve ser ligado para funcionar corretamente e qual será o valor da intensidade da corrente nele estabelecida?",Entre A e C; 30 miliampères .,Entre B e E; 30 miliampères .,"Entre A e D; 1,2 miliampère .","Entre B e E; 0,9 miliampère","Entre A e E; 0,9 miliampère ."
Questão 124,"Pesquisadores dos Estados Unidos desenvolveram uma nova técnica, que utiliza raios de luz infravermelha para destruir tumores. Primeiramente, o paciente recebe uma injeção com versões modificadas de anticorpos que têm a capacidade de, abre aspas, grudar, fecha aspas,  apenas nas células cancerosas. Sozinhos, eles não fazem nada contra o tumor. Entretanto, esses anticorpos estão ligados a uma molécula, denominada IR700, que funcionará como uma, abre aspas, microbomba, fecha aspas, que irá destruir o câncer. Em seguida, o paciente recebe raios infravermelhos. Esses raios penetram no corpo e chegam até a molécula IR700, que é ativada e libera uma substância que ataca a célula cancerosa. Com base nas etapas de desenvolvimento, o nome apropriado para a técnica descrita é:",Radioterapia.,Cromoterapia.,Quimioterapia.,Fotoimunoterapia.,Terapia magnética.
Questão 125,"Aranhas, escorpiões, carrapatos e ácaros são representantes da classe dos Aracnídeos. Esses animais são terrestres em sua grande maioria e ocupam os mais variados hábitats, tais como montanhas altas, pântanos, desertos e solos arenosos. Podem ter sido os primeiros representantes do filo Arthropoda a habitar a terra seca. A característica que justifica o sucesso adaptativo desse grupo na ocupação do ambiente terrestre é a presença d e",quelíceras e pedipalpos que coordenam o movimento corporal.,excreção de ácido úrico que confere estabilidade ao pH corporal.,exoesqueleto constituído de quitina que auxilia no controle hídrico corporal.,circulação sanguínea aberta que impede a desidratação dos tecidos corporais.,sistema nervoso ganglionar que promove a coordenação central do movimento corporal.
Questão 126,"Você foi contratado para sincronizar os quatro semáforos sucessivos de uma avenida, indicados pelas letras O, A, B e C, respectivamente . Os semáforos sucessivos estão separados por uma distância de 500 metros . Segundo os dados estatísticos da companhia controladora de trânsito, um veículo, que está inicialmente parado no semáforo O, tipicamente parte com aceleração constante de 1 metro por segundo ao quadrado até atingir a velocidade de 72 quilômetros por hora e, a partir daí, prossegue com velocidade constante. Você deve ajustar os semáforos A, B e C de modo que eles mudem para a cor verde quando o veículo estiver a 100 metros de cruzá-los, para que ele não tenha que reduzir a velocidade em nenhum momento. Considerando essas condições, aproximadamente quanto tempo depois da abertura do semáforo O os semáforos A, B e C devem abrir, respectivamente?","20 segundos , 45 segundos e 70 segundos .","25 segundos , 50 segundos e 75 segundos .","28 segundos , 42 segundos e 53 segundos .","30 segundos , 55 segundos e 80 segundos .","35 segundos , 60 segundos e 85 segundos ."
