question,body,A,B,C,D,E
QUESTÃO 6,"Enredo

Ele me amava, mas não tinha dote,

Só os cabelos pretíssimos e uma beleza

De príncipe de estórias encantadas.

Não tem importância, falou a meu pai,

Se é só por isto, espere.

Foi-se com uma bandeira,

E ajuntou ouro pra me comprar três vezes.
Na volta me achou casada com D. Cristóvão.
Estimo que sejam felizes, disse.

O melhor do amor é a sua memória, disse meu pai.
Demoraste tanto, que... disse D. Cristóvão.
Só eu não disse nada,

Nem antes, nem depois.

No poema de Adélia Prado, o eu lírico relata uma
experiência em que a mulher",constrói modelos masculinos de feições idealizadas.,exerce um papel centralizador na formação da família.,"incorpora uma visão do amor ancorada no senso
comum.","reafirma sua resignação diante de uma estrutura
patriarcal.","
traduz uma percepção crítica em face de sua
recorrente anulação."
QUESTÃO 7,"O alienista
Machado de Assis

Naquele tempo, Itaguaí, que, como as demais
vilas, arraiais e povoações da colônia, não dispunha de
imprensa, tinha dois modos de divulgar uma notícia; ou
por meio de cartazes manuscritos e pregados na porta da
Câmara, e da matriz; — ou por meio de matraca.

Eis em que consistia este segundo uso. Contratava-
-se um homem, por um ou mais dias, para andar as ruas
do povoado, com uma matraca na mão. De quando em
quando tocava a matraca, reunia-se gente, e ele anunciava
o que lhe incumbiam, — um remédio para sezões, umas
terras lavradias, um soneto, um donativo eclesiástico, a
melhor tesoura da vila, o mais belo discurso do ano, etc.
O sistema tinha inconvenientes para a paz pública; mas
era conservado pela grande energia de divulgação que
possuía. Por exemplo, um dos vereadores desfrutava a
reputação de perfeito educador de cobras e macacos, e
aliás nunca domesticara um só desses bichos; mas tinha
o cuidado de fazer trabalhar a matraca todos os meses.
E dizem as crônicas que algumas pessoas afirmavam ter
visto cascavéis dançando no peito do vereador; afirmação
perfeitamente falsa, mas só devida à absoluta confiança
no sistema. Verdade, verdade, nem todas as instituições
do antigo regímen mereciam o desprezo do nosso século.

O fragmento faz uma referência irônica a formas
de divulgação e circulação de informações em uma
localidade sem imprensa. Ao destacar a confiança da
população no sistema da matraca, o narrador associa
esse recurso à disseminação de",campanhas políticas.,anúncios publicitários.,notícias de apelo popular.,informações não fidedignas., serviços de utilidade pública.
QUESTÃO 8,"No ano em que o maior clarinetista que o Brasil
conheceu, Abel Ferreira, faria 100 anos, o choro dá
mostras de vivacidade. É quase um paradoxo que essa
riquíssima manifestação da genuína alma brasileira seja
forte o suficiente para driblar a falta de incentivos oficiais,
a insensibilidade dos meios de comunicação e a amnésia
generalizada. “Ele trazia a alma brasileira derramada
em sua sonoridade ímpar. Artur da Távola, seguramente
seu maior admirador, foi quem melhor o definiu, “alma
sertaneja, toque mozarteano”. O acervo do músico
autodidata nascido na mineira Coromandel, autor de 50
músicas, entre as quais Chorando baixinho (1942), que o
consagrou, amigo e parceiro de Pixinguinha, com quem
gravou Ingênuo (1958), permanece com os herdeiros à
espera de compilação adequada. O Museu da Imagem
e do Som do Rio de Janeiro tem a guarda do sax e do
clarinete, doados em 1995.

Na avaliação de Leonor Bianchi, editora da Revista
do Choro, “a música instrumental fica apartada do que
é popular porque não vai à sala de concerto. O público
em geral tem interesse em samba, pagode e axé”. Ela
atribui essa situação à falta de conhecimento e à pouca
divulgação do gênero nas escolas.

Considerando-se o contexto, o gênero e o público-alvo,
os argumentos trazidos pela autora do texto buscam","atribuir o desconhecimento da obra de Abel Ferreira
ao ensino de música nas escolas.","reivindicar mais investimentos estatais para a
preservação do acervo musical nacional.","destacar a relevância histórica e a riqueza estética do
choro no cenário musical brasileiro.","apresentar ao leitor dados biográficos pouco
conhecidos sobre a trajetória de Abel Ferreira.","constatar a impopularidade do choro diante da
preferência do público por músicas populares."
QUESTÃO 9,"
Falso moralista
Nelson Sargento

Você condena o que a moçada anda fazendo
e não aceita o teatro de revista

arte moderna pra você não vale nada

e até vedete você diz não ser artista

Você se julga um tanto bom e até perfeito
Por qualquer coisa deita logo falação
Mas eu conheço bem o seu defeito

e não vou fazer segredo não

Você é visto toda sexta no Joá

e não é só no Carnaval que vai pros bailes se acabar
Fim de semana você deixa a companheira

e no bar com os amigos bebe bem a noite inteira

Segunda-feira chega na repartição
pede dispensa para ir ao oculista

e vai curar sua ressaca simplesmente
Você não passa de um falso moralista

As letras de samba normalmente se caracterizam por
apresentarem marcas informais do uso da língua. Nessa
letra de Nelson Sargento, são exemplos dessas marcas",“falação” e “pros bailes”.,“você” e “teatro de revista”.,“perfeito” e “Carnaval”.,“bebe bem” e “oculista”.,“curar” e “falso moralista”.
QUESTÃO 10,"Maura Lopes Cançado

Dizem que ninguém mais a ama. Dizem que foi uma
boa pessoa. Sua filha de doze anos não a visita nunca
e talvez raramente se lembre dela. Puseram-na numa
cidade triste de uniformes azuis e jalecos brancos, de
onde não pôde mais sair. Lá, todos gritam-lhe irritados,
mal se aproxima, ou lhe batem, como se faz com sacos
de areia para treinar os músculos.

Sei que para todos ela já não é, e ninguém lhe daria
uma maçã cheirosa, bem vermelha. Mas não é verdade
que alguém não a possa mais amar. Eu amo-a. Amo-a
quando a vejo por trás das grades de um palácio, onde
se refugiou princesa, chegada pelos caminhos da dor.
Quando fora do reino sente o mundo de mil lanças, e
selvagem prepara-se, posta no olhar. Amo-a quando
criança brinca na areia sem medo. Uns pés descalços,
uma mulher sem intenções. Cercada de mundo, às vezes
sofrendo-o ainda.


Ao descrever uma mulher internada em um hospital
psiquiátrico, o narrador compõe um quadro que expressa
sua percepção",irônica quanto aos efeitos do abandono familiar.,"resignada em face dos métodos terapêuticos em
vigor.","alimentada pela imersão lírica no espaço da
segregação.","inspirada pelo universo pouco conhecido da mente
humana.","demarcada por uma linguagem alinhada à busca da
lucidez."
QUESTÃO 11,"O pavão vermelho

Sosígenes Costa

Ora, a alegria, este pavão vermelho,

está morando em meu quintal agora.

Vem pousar como um sol em meu joelho
quando é estridente em meu quintal a aurora.

Clarim de lacre, este pavão vermelho
sobrepuja os pavões que estão lá fora.
É uma festa de púrpura. E o assemelho
a uma chama do lábaro da aurora.

É o próprio doge a se mirar no espelho.
E a cor vermelha chega a ser sonora
neste pavão pomposo e de chavelho.

Pavões lilases possuí outrora.
Depois que amei este pavão vermelho,
os meus outros pavões foram-se embora.

Na construção do soneto, as cores representam um
recurso poético que configura uma imagem com a qual
o eu lírico",revela a intenção de isolar-se em seu espaço.,simboliza a beleza e o esplendor da natureza.,experimenta a fusão de percepções sensoriais.,metaforiza a conquista de sua plena realização.,"expressa uma visão de mundo mística e

espiritualizada."
QUESTÃO 12,"Descrição da imagem: Obra intitulada “Garota com
bola”, de Roy Lichtenstein, apresenta uma mulher
com cabelos soltos e vestindo um maiô. Ela está com
os braços estendidos acima da cabeça, segurando
uma bola, e suas feições são de alegria.

 

A obra, da década de 1960, pertencente ao movimento
artístico Pop Art, explora a beleza e a sensualidade
do corpo feminino em uma situação de divertimento.
Historicamente, a sociedade inventou e continua
reinventando o corpo como objeto de intervenções sociais,
buscando atender aos valores e costumes de cada época.
Na reprodução desses preceitos, a erotização do corpo
feminino tem sido constituída pela","realização de exercícios físicos sistemáticos e
excessivos.",utilização de medicamentos e produtos estéticos.,"educação do gesto, da vontade e do comportamento.","construção de espaços para vivência de práticas
corporais.","promoção de novas experiências de movimento
humano no lazer."
QUESTÃO 13,"O skate apareceu como forma de vivência no lazer
em períodos de baixa nas ondas e ficou conhecido como
“surfinho”. No início foram utilizados eixos e rodinhas
de patins pregados numa madeira qualquer, para sua
composição, sendo as rodas de borracha ou ferro.
O grande marco na história do skate ocorreu em 1974,
quando o engenheiro químico chamado Frank Nasworthy
descobriu o uretano, material mais flexível, que oferecia
mais aderência às rodas. A dependência dos skatistas
em relação a esse novo material igualmente alavancou
o Surgimento de novas manobras e possibilitou a um
maior número de pessoas inexperientes começar a
prática dessa modalidade. O resultado foi a criação de
campeonatos, marcas, fábricas e lojas especializadas.


De acordo com o texto, diversos fatores ao longo do tempo",contribuíram para a democratização do skate.,evidenciaram as demandas comerciais dos skatistas.,definiram a carreira de skatista profissional.,"permitiram que a prática social do skate substituísse
o surfe.",indicaram a autonomia dos praticantes de skate.
QUESTÃO 14,"Estojo escolar
Carlos Heitor Cony Rio de Janeiro — Noite dessas, ciscando num desses
canais a cabo, vi uns caras oferecendo maravilhas
eletrônicas, bastava telefonar e eu receberia um notebook
capaz de me ajudar a fabricar um navio, uma estação
espacial.

[...] Como pretendo viajar esses dias, habilitei-me a
comprar aquilo que os caras anunciavam como o top do
top em matéria de computador portátil.

No sábado, recebi um embrulho complicado que
necessitava de um manual de instruções para ser aberto.

[...] De repente, como vem acontecendo nos últimos
tempos, houve um corte na memória e vi diante de mim
o meu primeiro estojo escolar. Tinha 5 anos e ia para o
jardim de infância.

Era uma caixinha comprida, envernizada, com
uma tampa que corria nas bordas do corpo principal.
Dentro, arrumados em divisões, havia lápis coloridos,
um apontador, uma lapiseira cromada, uma régua de
20 centímetros e uma borracha para apagar meus erros.

[...] Da caixinha vinha um cheiro gostoso, cheiro que
nunca esqueci e que me tonteava de prazer. [...]

O notebook que agora abro é negro e, em matéria de
cheiro, é abominável. Cheira vilmente a telefone celular,
a cabine de avião, a aparelho de ultrassonografia onde
outro dia uma moça veio ver como sou por dentro. Acho
que piorei de estojo e de vida.

No texto, há marcas da função da linguagem que nele
predomina. Essas marcas são responsáveis por colocar
em foco o(a)","mensagem, elevando-a à categoria de objeto estético
do mundo das artes.","código, transformando a linguagem utilizada no texto
na própria temática abordada.","contexto, fazendo das informações presentes no
texto seu aspecto essencial.","enunciador, buscando expressar sua atitude em
relação ao conteúdo do enunciado.","interlocutor, considerando-o responsável pelo
direcionamento dado à narrativa pelo enunciador."
QUESTÃO 15,"Descrição da imagem:

História em seis quadrinhos.

Quadrinho 1: Uma jovem, em meio a vários livros,
está com o rosto imerso em um livro e lê: “A pesquisa
foi o primeiro passo na produção deste livro”. Ao lado
dela, uma senhora próxima a outros livros, diz: “Deixa
de drama, a maior parte do material está on-line.”.
Quadrinho2: Observada por uma mulher, a jovem
está concentrada na tela de um notebook, ao lado,
o texto: “Seguida da seleção das informações e da
elaboração de um roteiro.”.

Quadrinho 3: Ajovem, com um pincel na mão, diz a uma
mulher: “Não olhe ainda!”. Acima da jovem, o texto:
“O desenho feito à tinta”.

Quadrinho 4: Duas mãos seguram mouses e um cursor
aponta para um desenho, acima do qual está o texto:
“E depois editado e colorizado digitalmente.”. Ao lado,
a jovem observa um outro desenho, enquanto uma
mulher aponta para o desenho colorizado.
Quadrinho 5: A jovem, observada por uma senhora,
parece ter caído ao chão, tem as pernas para cima e
faz um sinal de “joinha” com o polegar. Acima delas, o
texto: “Depois de todo o trabalho, este livro só precisa
de mais uma coisa:”

Quadrinho 6: Um homem e uma mulher seguram,
juntos, o livro. Ao lado, o texto: “ser lido.”.  O que assegura o reconhecimento desse texto em
quadrinhos como prefácio é o(a)",função de apresentação do livro.,apelo emocional apoiado nas imagens.,"
descrição do processo criativo da autora.",referência à mescla dos trabalhos manual e digital.,uso de elementos gráficos voltados para o público-alvo.
QUESTÃO 16,"TEXTO 1

Descrição da imagem:

Fotografia que destaca uma lupa sobre uma página
antiga de um texto. A página envelhecida mostra
anotações e marcações típicas de observação de
leitura.

 

TEXTO 2

Elida, munida de lupas, tesoura e cola, toca imagens

fotográficas recortadas em círculo, fotos destacam
anotações de leitura antiga. Os sertões é o livro anotado.
Nada escapa. Nem pontinhos miúdos que resistiram
ao desgaste do tempo. Elida guarda numa caixa o que
resta duma edição antiga. Euclides da Cunha vira pó.
Elida aponta uma palavra recorrente: antítese. A página
impressa precede o escrito. A antítese opõe morte e vida
no texto deteriorado.

A instalação revela um processo de gênese e destruição
fundado em procedimentos de apropriação intertextual que",atualizam as linguagens e os seus suportes.,dinamizam a crítica acerca da obra literária.,emulam os vestígios do tempo sobre o texto.,problematizam a sacralidade do objeto artístico.,redimensionam o romance e a sua compreensão.
QUESTÃO 17,"O solo A morte do cisne, criado em 1905 pelo russo
Mikhail Fokine a partir da música do compositor francês
Camille Saint-Saens, retrata o último voo de um cisne antes
de morrer. Na versão original, uma bailarina com figurino
impecavelmente branco e na ponta dos pés interpreta toda
a agonia da ave se debatendo até desfalecer.

Em 2012, John Lennon da Silva, de 20 anos, morador
do bairro de São Mateus, na Zona Leste de São Paulo,
elaborou um novo jeito de dançar a coreografia imortalizada
pela bailarina Anna Pavlova. No lugar de um colã e das
sapatilhas, vestiu calça jeans, camiseta e tênis. Em vez
de balé, trouxe o estilo popping da street dance. Sua
apresentação inovadora de A morte do cisne, que foi ao ar
no programa Se ela dança, eu danço, virou hitno YouTube.

A forma original de John Lennon da Silva reinterpretar a
coreografia de A morte do cisne demonstra que","a composição da coreografia foi influenciada pela
escolha do figurino.","a criação artística é beneficiada pelo encontro
de modelos oriundos de diferentes realidades
socioculturais.","a variação entre os modos de dançar uma
mesma música evidencia a hierarquia que marca
manifestações artísticas.","a formação erudita, à qual o dançarino não teve
acesso, resulta em artistas que só conhecem a
estética da arte popular.","a interpretação, por homens, de coreografias
originalmente concebidas para mulheres exige uma
adaptação complexa."
QUESTÃO 18,"Assim na terra como embaixo da terra
Ana Paula Maia

Seus primeiros anos de detento foram difíceis; aos
poucos entendeu como o sistema funciona. Apanhou
dezenas de vezes, teve o crânio esmagado, o maxilar
deslocado, braços e pernas quebrados; por fim, um dia
ficou lesionado da perna quando foi jogado da laje de um
pavilhão. Nem todas as vezes ele soube por que apanhou,
muito menos da última, quando foi deixado para morrer,
mas sobreviveu. Seu corpo, moído no inferno, aguarda
o fim dos seus dias. Já não questiona mais. Obedece.
Cumpre as ordens. Baixa a cabeça e se retira. Apanha,
às vezes com motivo, às vezes sem. Por onde passou,
derramaram seu sangue. Seu rastro pode ser seguido.
Intriga ter sobrevivido durante tantos anos. Pouquíssimos
chegaram à terceira idade encarcerados.

A narrativa concentra sua força expressiva no manejo de
recursos formais e numa representação ficcional que",buscam perpetuar visões do senso comum.,trazem à tona atitudes de um estado de exceção.,promovem a interlocução com grupos silenciados.,inspiram o sentimento de justiça por meio da empatia.,"recorrem ao absurdo como forma de traduzir a
realidade."
QUESTÃO 19,"A mulher do vizinho
Fernando Sabino

— O senhor pensa que só porque o deixaram morar
neste país pode logo ir fazendo o que quer? Nunca ouviu
falar num troço chamado autoridades constituídas? Não
sabe que tem de conhecer as leis do país? Não sabe
que existe uma coisa chamada Exército Brasileiro, que
o senhor tem de respeitar? Que negócio é esse” [...] Eu
ensino o senhor a cumprir a lei, ali no duro: “dura lex”!
Seus filhos são uns moleques e outra vez que eu souber
que andaram incomodando o General, vai tudo em cana.
Morou? Sei como tratar gringos feito o senhor. [...] Foi
então que a mulher do vizinho do General interveio:
— Era tudo que o senhor tinha a dizer a meu marido?
O delegado apenas olhou-a, espantado com o atrevimento.
— Pois então fique sabendo que eu também sei tratar tipos
como o senhor. Meu marido não é gringo nem meus filhos
são moleques. Se por acaso importunaram o General,
ele que viesse falar comigo, pois o senhor também está
nos importunando. E fique sabendo que sou brasileira,
sou prima de um Major do Exército, sobrinha de um
Coronel, e filha de um General! Morou”? Estarrecido, o
delegado só teve força para engolir em seco e balbuciar
humildemente: — Da ativa, minha senhora”.

A representação do discurso intimidador engendrada no
fragmento é responsável por",ironizar atitudes e ideias xenofóbicas.,conferir à narrativa um tom anedótico.,dissimular o ponto de vista do narrador.,acentuar a hostilidade das personagens.,exaltar relações de poder estereotipadas.
QUESTÃO 20,"Os velhos papéis, quando não são consumidos pelo
fogo, às vezes acordam de seu sono para contar notícias
do passado.

E assim que se descobre algo novo de um nome
antigo, sobre o qual já se julgava saber tudo, como
Machado de Assis.

Por exemplo, você progevelmente não sabe que o
autor carioca, morto em 1908, escreveu uma letra do hino
nacional em 1867 — e não poderia saber mesmo, porque
Os versos seguiam inéditos. Até hoje.

Essa letra acaba de ser descoberta, em um jornal
antigo de Florianópolis, pelo pesquisador independente
Felipe Rissato.

“Das florestas em que habito/ Solto um canto
varonil:/ Em honra e glória de Pedro/ O gigante do Brasil”,
diz o começo do hino, composto de sete estrofes em
redondilhas maiores, ou seja, versos de sete sílabas
poéticas. O trecho também é o refrão da música.

O Pedro mencionado é o imperador Dom Pedro
segundo. O bruxo do Cosme Velho compôs a letra para
o aniversário de 42 anos do monarca, em 2 de dezembro
daquele ano — o hino seria apresentado naquele
dia no teatro da cidade de Desterro, antigo nome de
Florianópolis.

Considerando-se as operações de retomada de
informações na estruturação do texto, há interdependência
entre as expressões",“Os velhos papéis” e “É assim”.,"“algo novo” e ""sobre o qual"".","“um nome antigo” e ""Por exemplo"".",“O gigante do Brasil” e “O Pedro mencionado”.,"“o imperador Dom Pedro segundo” e ""O bruxo do
Cosme Velho”."
QUESTÃO 21,"Descrição da imagem:

Reprodução fotográfica de uma cadeira e duas
poltronas. A cadeira, feita de madeira, tem estrutura
fina e quadrada, com encosto estreito no topo. O
assento é feito de palhinha trançada. Uma das
poltronas com estrutura fina de madeira tem assento
e encosto retangulares e estofados, com apoio
estendido nos braços. A outra poltrona, de estrutura
de madeira, tem assento e encosto de palhinha com
contornos levemente arredondados, assim como a
parte que compõe os braços.

 

A revolução estética brasiliense empurrou os
designers de móveis dos anos 1950 e início dos 1960
para o novo. Induzidos a abandonar o gosto rebuscado
pelo colonial, a trocar Ouro Preto por Brasília, eles
criaram um mobiliário contemporâneo que ainda hoje
vemos nas lojas e nas salas de espera de consultórios
e escritórios. Colada no uso de madeiras nobres, como
o jacarandá e a peroba, e em materiais de revestimento
como o couro e a palhinha, desenvolveu-se uma
tendência feita de linhas retas e curvas suaves, nos
moldes da capital no Cerrado.

Na reportagem sobre os 50 anos de Brasília, de Débora
Chaves, com a reprodução fotográfica de cadeiras
e poltronas de Sérgio Rodrigues, verifica-se que os
elementos da estética brasiliense",aparecem definidos nas linhas retas dos objetos.,expressam o desenho rebuscado por meio das linhas.,"mostram a expressão assimétrica das linhas curvas
suaves.","apontam a unidade de matéria-prima utilizada em sua
fabricação.","surgem na simplificação das informações visuais de
cada composição."
