question,body,A,B,C,D,E
QUESTÃO 06,"Romanos usavam redes sociais há dois mil anos, diz livro Ao tuitar ou comentar embaixo do post de um de seus vários amigos no Facebook, você provavelmente se sente privilegiado por viver em um tempo na história em que é possível alcançar de forma imediata uma vasta rede de contatos por meio de um simples clique no botão “enviar”. Você talvez também reflita sobre como as gerações passadas puderam viver sem mídias sociais, desprovidas da capacidade de verem e serem vistas, de receber, gerar e interagir com uma imensa carga de informações. Mas o que você talvez não saiba é que os seres humanos usam ferramentas de interação social há mais de dois mil anos. É o que aﬁrma Tom Standage, autor do livro Writing on the Wall — Social Media, The first 2 000 Years (Escrevendo no mural — mídias sociais, os primeiros 2 mil anos, em tradução livre). Segundo Standage, Marco Túlio Cícero, ﬁlósofo e político romano, teria sido, junto com outros membros da elite romana, precursor do uso de redes sociais. O autor relata como Cícero usava um escravo, que posteriormente tornou-se seu escriba, para redigir mensagens em rolos de papiro que eram enviados a uma espécie de rede de contatos. Estas pessoas, por sua vez, copiavam seu texto, acrescentavam seus próprios comentários e repassavam adiante. “Hoje temos computadores e banda larga, mas os romanos tinham escravos e escribas que transmitiam suas mensagens”, disse Standage à BBC Brasil. “Membros da elite romana escreviam entre si constantemente, comentando sobre as últimas movimentações políticas e expressando opiniões.” Além do papiro, outra plataforma comumente utilizada pelos romanos era uma tábua de cera do tamanho e da forma de um tablet moderno, em que escreviam recados, perguntas ou transmitiam os principais pontos da acta diurna , um “jornal” exposto diariamente no Fórum de Roma. Essa tábua, o “iPad da Roma Antiga”, era levada por um mensageiro até o destinatário, que respondia embaixo da mensagem. Na reportagem, há uma comparação entre tecnologias de comunicação antigas e atuais. Quanto ao gênero mensagem, identiﬁca-se como característica que perdura ao longo dos tempos o(a)",imediatismo das respostas.,compartilhamento de informações.,interferência direta de outros no texto original.,recorrência de seu uso entre membros da elite.,perﬁl social dos envolvidos na troca comunicativa.
QUESTÃO 07,"A causa secreta Machado de Assis Garcia tinha-se chegado ao cadáver, levantara o lenço e contemplara por alguns instantes as feições defuntas. Depois, como se a morte espiritualizasse tudo, inclinou-se e beijou-a na testa. Foi nesse momento que Fortunato chegou à porta. Estacou assombrado; não podia ser o beijo da amizade, podia ser o epílogo de um livro adúltero [...]. Entretanto, Garcia inclinou-se ainda para beijar outra vez o cadáver, mas então não pôde mais. O beijo rebentou em soluços, e os olhos não puderam conter as lágrimas, que vieram em borbotões, lágrimas de amor calado, e irremediável desespero. Fortunato, à porta, onde ﬁcara, saboreou tranquilo essa explosão de dor moral que foi longa, muito longa, deliciosamente longa. No fragmento, o narrador adota um ponto de vista que acompanha a perspectiva de Fortunato. O que singulariza esse procedimento narrativo é o registro do(a)",indignação face à suspeita do adultério da esposa.,tristeza compartilhada pela perda da mulher amada.,espanto diante da demonstração de afeto de Garcia.,prazer da personagem em relação ao sofrimento alheio.,superação do ciúme pela comoção decorrente da morte.
QUESTÃO 08,"Mas assim que penetramos no universo da web , descobrimos que ele constitui não apenas um imenso “território” em expansão acelerada, mas que também oferece inúmeros “mapas”, ﬁltros, seleções para ajudar o navegante a orientar-se. O melhor guia para a web é a própria web . Ainda que seja preciso ter a paciência de explorá-la. Ainda que seja preciso arriscar-se a ﬁcar perdido, aceitar “a perda de tempo” para familiarizar-se com esta terra estranha. Talvez seja preciso ceder por um instante a seu aspecto lúdico para descobrir, no desvio de um link , os sites que mais se aproximam de nossos interesses proﬁssionais ou de nossas paixões e que poderão, portanto, alimentar da melhor maneira possível nossa jornada pessoal. O usuário iniciante sente-se não raramente desorientado no oceano de informações e possibilidades disponíveis na rede mundial de computadores. Nesse sentido, Pierre Lévy destaca como um dos principais aspectos da internet o(a)",espaço aberto para a aprendizagem.,grande número de ferramentas de pesquisa.,ausência de mapas ou guias explicativos.,inﬁnito número de páginas virtuais.,diﬁculdade de acesso aos sites de pesquisa.
QUESTÃO 09,"TEXTO I Terezinha de Jesus De uma queda foi ao chãoAcudiu três cavalheiros Todos os três de chapéu na mão O primeiro foi seu pai O segundo, seu irmãoO terceiro foi aqueleA quem Tereza deu a mão TEXTO II Outra interpretação é feita a partir das condições sociais daquele tempo. Para a ama e para a criança para quem cantava a cantiga, a música falava do casamento como um destino natural na vida da mulher, na sociedade brasileira do século XIX, marcada pelo patriarcalismo. A música prepara a moça para o seu destino não apenas inexorável, mas desejável: o casamento, estabelecendo uma hierarquia de obediência (pai, irmão mais velho, marido), de acordo com a época e circunstâncias de sua vida. O comentário do Texto II sobre o Texto I evoca a mobilização da língua oral que, em determinados contextos,",assegura a existência de pensamentos contrários à ordem vigente.,mantém a heterogeneidade das formas de relações sociais.,conserva a influência religiosa sobre certas culturas.,preserva a diversidade cultural e comportamental.,reforça comportamentos e padrões culturais.
QUESTÃO 10,"Infância Graciliano Ramos Essas moças tinham o vezo de afirmar o contrário do que desejavam. Notei a  singularidade quando principiaram a elogiar o meu paletó cor de macaco. Examinavam-no sérias, achavam o pano e os aviamentos de qualidade superior, o feitio admirável. Envaideci-me: nunca havia reparado em tais vantagens . Mas os gabos se prolongaram, trouxeram-me desconfiança. Percebi afinal que elas zombavam e não me susceptibilizei. Longe disso : achei curiosa aquela maneira de falar pelo avesso, diferente das grosserias a que me habituara. Em geral me diziam com franqueza que a roupa não me assentava no corpo, sobrava nos sovacos. Por meio de recursos linguísticos, os textos mobilizam estratégias para introduzir e retomar ideias, promovendo a progressão do tema. No fragmento transcrito, um novo aspecto do tema é introduzido pela expressão",“a singularidade”.,“tais vantagens”.,“os gabos”.,“Longe disso”.,“Em geral”.
QUESTÃO 11,"Descrição do diagrama: No centro do diagrama, a imagem de um homem estilizado, identiﬁcado como “Novo consumidor social”. Em volta, círculos com as características desse consumidor: “Usa novos canais on-line e novas ferramentas de comunicação”, “Conﬁa em conselhos de amigos on-line , conhecidos e estranhos”, “Tende a comprar mais on-line do que off-line ”, “Quer fornecer feedback sobre o produto e serviço ao cliente”, “Deseja uma experiência melhor on-line do que off-line ”, “Lê e cria avaliações, ranking de produtos e posts em blogs ”, “Quer suporte para encontrar pessoas que compartilham da mesma opinião”. O consumidor do século XXI, chamado de novo consumidor social, tende a se comportar de modo diferente do consumidor tradicional. Pela associação das características apresentadas no diagrama, infere-se que esse novo consumidor sofre influência da",cultura do comércio eletrônico.,busca constante pelo menor preço.,divulgação de informações pelas empresas.,necessidade recorrente de consumo.,postura comum aos consumidores tradicionais.
QUESTÃO 12,"A língua tupi no Brasil Há 300 anos, morar na vila de São Paulo de Piratininga (peixe seco, em tupi) era quase sinônimo de falar língua de índio. Em cada cinco habitantes da cidade, só dois conheciam o português. Por isso, em 1698, o governador da província, Artur de Sá e Meneses, implorou a Portugal que só mandasse padres que soubessem “a língua geral dos índios”, pois “aquela gente não se explica em outro idioma”. Derivado do dialeto de São Vicente, o tupi de  São Paulo se desenvolveu e se espalhou no século XVII, graças ao isolamento geográﬁco da cidade e à atividade pouco cristã dos mamelucos paulistas: as bandeiras, expedições ao sertão em busca de escravos índios. Muitos bandeirantes nem sequer falavam o português ou se expressavam mal. Domingos Jorge Velho, o paulista que destruiu o Quilombo dos Palmares em 1694, foi descrito pelo bispo de Pernambuco como “um bárbaro que nem falar sabe”. Em suas andanças, essa gente batizou lugares como Avanhandava (lugar onde o índio corre), Pindamonhangaba (lugar de fazer anzol) e Itu (cachoeira). E acabou inventando uma nova língua. “Os escravos dos bandeirantes vinham de mais de 100 tribos diferentes”, conta o historiador e antropólogo John Monteiro, da Universidade Estadual de Campinas. “Isso mudou o tupi paulista, que, além da influência do português, ainda recebia palavras de outros idiomas.” O resultado da mistura ﬁcou conhecido como língua geral do sul, uma espécie de tupi facilitado. O texto trata de aspectos sócio-históricos da formação linguística nacional. Quanto ao papel do tupi na formação do português brasileiro, depreende-se que essa língua indígena","contribuiu efetivamente para o léxico, com nomes relativos aos traços característicos dos lugares designados.","originou o português falado em São Paulo no século XVII, em cuja base gramatical também está a fala de variadas etnias indígenas.","desenvolveu-se sob influência dos trabalhos de catequese dos padres portugueses, vindos de Lisboa.","misturou-se aos falares africanos, em razão das interações entre portugueses e negros nas investidas contra o Quilombo dos Palmares.","expandiu-se paralelamente ao português falado pelo colonizador, e juntos originaram a língua dos bandeirantes paulistas."
QUESTÃO 13,"O farrista Quando o almirante Cabral Pôs as patas no Brasil O anjo da guarda dos índiosEstava passeando em Paris.Quando ele voltou de viagemO holandês já está aqui.O anjo respira alegre:“Não faz mal, isto é boa gente,Vou arejar outra vez.”O anjo transpôs a barra,Diz adeus a Pernambuco,Faz barulho, vuco-vuco,Tal e qual o zepelimMas deu um vento no anjo, Ele perdeu a memória... E não voltou nunca mais. A obra de Murilo Mendes situa-se na fase inicial do Modernismo, cujas propostas estéticas transparecem, no poema, por um eu lírico que",conﬁg ura um ideal de nacionalidade pela integração regional.,remonta ao colonialismo assente sob um viés iconoclasta.,repercute as manifestações do sincretismo religioso.,descreve a gênese da formação do povo brasileiro.,promove inovações no repertório linguístico.
QUESTÃO 14,"PROPAGANDA — O exame dos textos e mensagens de Propaganda revela que ela apresenta posições parciais, que refletem apenas o pensamento de uma minoria, como se exprimissem, em vez disso, a convicção de uma população; trata-se, no fundo, de convencer o ouvinte ou o leitor de que, em termos de opinião, está fora do caminho certo, e de induzi-lo a aderir às teses que lhes são apresentadas, por um mecanismo bem conhecido da psicologia social, o do conformismo induzido por pressões do grupo sobre o indivíduo isolado. De acordo com o texto, as estratégias argumentativas e o uso da linguagem na produção da propaganda favorecem a",reflexão da sociedade sobre os produtos anunciados.,difusão do pensamento e das preferências das grandes massas.,imposição das ideias e posições de grupos especíﬁcos.,decisão consciente do consumidor a respeito de sua compra.,identiﬁcação dos interesses do responsável pelo produto divulgado.
QUESTÃO 15,"Sítio Gerimum Este é o meu lugar [...] Meu Gerimum é com g Você pode ter estranhadoGerimum em abundânciaAqui era plantado E com a letra g Meu lugar foi registrado. Nos versos de um menino de 12 anos, o emprego da palavra “Gerimum” grafada com a letra “g” tem por objetivo",valorizar usos informais caracterizadores da norma nacional.,conﬁrmar o uso da norma-padrão em contexto da linguagem poética.,enfatizar um processo recorrente na transformação da língua portuguesa.,registrar a diversidade étnica e linguística presente no território brasileiro.,reaﬁrmar discursivamente a forte relação do falante com seu lugar de origem.
QUESTÃO 16,"TEXTO I Criatividade em publicidade: teorias e reflexões Resumo: O presente artigo aborda uma questão primordial na publicidade: a criatividade. Apesar de aclamada pelos departamentos de criação das agências, devemos ter a consciência de que nem todo anúncio é, de fato, criativo. A partir do resgate teórico, no qual os conceitos são tratados à luz da publicidade, busca-se estabelecer a compreensão dos temas. Para elucidar tais questões, é analisada uma campanha impressa da marca XXXX. As reflexões apontam que a publicidade criativa é essencialmente simples e apresenta uma releitura do cotidiano. TEXTO II Descrição da imagem: Em um cartaz, aparece a seguinte frase: “Ninguém entende melhor de criação do que elas. 13 de maio - Dia das Mães”. Os dois textos apresentados versam sobre o tema criatividade. O Texto I é um resumo de caráter cientíﬁco e o Texto II, uma homenagem promovida por um site  de publicidade. De que maneira o Texto II exempliﬁca o conceito de criatividade em publicidade apresentado no Texto I?",Fazendo menção ao difícil trabalho das mães em criar seus ﬁlhos.,Promovendo uma leitura simplista do papel materno em seu trabalho de criar os ﬁlhos.,Explorando a polissemia do termo “criação”.,Recorrendo a uma estrutura linguística simples.,Utilizando recursos gráﬁcos diversiﬁcados.
QUESTÃO 17,"Textos e hipertextos: procurando o equilíbrio Há um medo por parte dos pais e de alguns professores de as crianças desaprenderem quando navegam, medo de elas viciarem, de obterem informação não conﬁável, de elas se isolarem do mundo real, como se o computador fosse um agente do mal, um vilão. Esse medo é reforçado pela mídia, que costuma apresentar o computador como um agente negativo na aprendizagem e na socialização dos usuários. Nós sabemos que ninguém corre o risco de desaprender quando navega, seja em ambientes digitais ou em materiais impressos, mas é preciso ver o que se está aprendendo e algumas vezes interferir nesse processo a ﬁm de otimizar ou orientar a aprendizagem, mostrando aos usuários outros temas, outros caminhos, outras possibilidades diferentes daquelas que eles encontraram sozinhos ou daquelas que eles costumam usar. É preciso, algumas vezes, negociar o uso para que ele não seja exclusivo, uma vez que há outros meios de comunicação, outros meios de informação e outras alternativas de lazer. É uma questão de equilibrar e não de culpar. A autora incentiva o uso da internet pelos estudantes, ponderando sobre a necessidade de orientação a esse uso, pois essa tecnologia",está repleta de informações conﬁáveis que constituem fonte única para a aprendizagem dos alunos.,exige dos pais e professores que proíbam seu uso abusivo para evitar que se torne um vício.,tende a se tornar um agente negativo na aprendizagem e na socialização de crianças e jovens.,possibilita maior ampliação do conhecimento de mundo quando a aprendizagem é direcionada.,leva ao isolamento do mundo real e ao uso exclusivo do computador se a navegação for desmedida.
QUESTÃO 18,"O mundo revivido Hindemburgo Dobal Sobre esta casa e as árvores que o tempo esqueceu de levar. Sobre o curral de pedra e paz e de outras vacas tristes chorando a lua e a noite sem bezerros. Sobre a parede larga deste açude onde outras cobras verdes se arrastavam, e pondo o sol nos seus olhos parados iam colhendo sua safra de sapos. Sob as constelações do sul que a noite armava e desarmava: as Três Marias, o Cruzeiro distante e o Sete-Estrelo. Sobre este mundo revivido em vão, a lembrança de primos, de cavalos, de silêncio perdido para sempre. No processo de reconstituição do tempo vivido, o eu lírico projeta um conjunto de imagens cujo lirismo se fundamenta no",inventário das memórias evocadas afetivamente.,reflexo da saudade no desejo de voltar à infância.,sentimento de inadequação com o presente vivido.,ressentimento com as perdas materiais e humanas.,lapso no fluxo temporal dos eventos trazidos à cena.
QUESTÃO 19,"A ascensão social por meio do esporte mexe com o imaginário das pessoas, pois em poucos anos um adolescente pode se tornar milionário caso tenha um bom desempenho esportivo. Muitos meninos de famílias pobres jogam com o objetivo de conseguir dinheiro para oferecer uma boa qualidade de vida à família. Isso aproximou mais ainda o futebol das camadas mais pobres da sociedade, tornando-o cada vez mais popular. Acontece que esses jovens sonham com fama e dinheiro, enxergando no futebol o único caminho possível para o sucesso. No entanto, eles não sabem da grande diﬁculdade que existe no início dessa jornada em que a minoria alcança a carreira proﬁssional. Esses garotos abandonam a escola pela ilusão de vencer no futebol, à qual a maioria sucumbe.  O caminho até o proﬁssionalismo acontece por meio de um longo processo seletivo que os jovens têm de percorrer. Caso não seja selecionado, esse atleta poderá ter que abandonar a carreira involuntariamente por falta de uma equipe que o acolha. Alguns podem acabar em subempregos, à margem da sociedade, ou até mesmo em vícios decorrentes desse fracasso e dessa desilusão. Isso acontece porque no auge da sua formação escolar e na condição juvenil de desenvolvimento, eles não se preparam e não são devidamente orientados para buscar alternativas de experiências mais amplas de ocupação fora e além do futebol. Ao abordar o fato de, no Brasil, muitos jovens depositarem suas esperanças de futuro no futebol, o texto critica o(a)",despreparo dos jogadores de futebol para ajudarem suas famílias a superar a miséria.,garantia de ascensão social dos jovens pela carreira de jogador de futebol.,falta de investimento dos clubes para que os atletas possam atuar proﬁssionalmente e viver do futebol.,"investimento reduzido dos atletas proﬁssionais em sua formação escolar, gerando frustração e desilusão proﬁssional no esporte.","despreocupação dos sujeitos com uma formação paralela à esportiva, para habilitá-los a atuar em outros setores da vida."
QUESTÃO 20,"Declaração de amor Esta é uma conﬁssão de amor: amo a língua portuguesa. Ela não é fácil. Não é maleável. […] A língua portuguesa é um verdadeiro desaﬁo para quem escreve. Sobretudo para quem escreve tirando das coisas e das pessoas a primeira capa de superﬁcialismo. Às vezes ela reage diante de um pensamento mais complicado. Às vezes se assusta com o imprevisível de uma frase. Eu gosto de manejá-la — como gostava de estar montada num cavalo e guiá-lo pelas rédeas, às vezes a galope. Eu queria que a língua portuguesa chegasse ao máximo em minhas mãos. E este desejo todos os que escrevem têm. Um Camões e outros iguais não bastaram para nos dar para sempre uma herança de língua já feita. Todos nós que escrevemos estamos fazendo do túmulo do pensamento alguma coisa que lhe dê vida. Essas diﬁculdades, nós as temos. Mas não falei do encantamento de lidar com uma língua que não foi aprofundada. O que recebi de herança não me chega. Se eu fosse muda e também não pudesse escrever, e me perguntassem a que língua eu queria pertencer, eu diria: inglês, que é preciso e belo. Mas, como não nasci muda e pude escrever, tornou-se absolutamente claro para mim que eu queria mesmo era escrever em português. Eu até queria não ter aprendido outras línguas: só para que a minha abordagem do português fosse virgem e límpida. O trecho em que Clarice Lispector declara seu amor pela língua portuguesa, acentuando seu caráter patrimonial e sua capacidade de renovação, é:",“A língua portuguesa é um verdadeiro desaﬁo para quem escreve.”,“Um Camões e outros iguais não bastaram para nos dar para sempre uma herança de língua já feita.”,“Todos nós que escrevemos estamos fazendo do túmulo do pensamento alguma coisa que lhe dê vida.”,“Mas não falei do encantamento de lidar com uma língua que não foi aprofundada.”,“Eu até queria não ter aprendido outras línguas: só para que a minha abordagem do português fosse virgem e límpida.”
