question,body,A,B,C,D,E
QUESTÃO 06,"“A Declaração Universal dos Direitos Humanos está completando 70 anos em tempos de desafios crescentes, quando o ódio, a discriminação e a violência permanecem vivos”, disse a diretora-geral da Organização das Nações Unidas para a Educação, a Ciência e a Cultura (Unesco), Audrey Azoulay. “Ao final da Segunda Guerra Mundial, a humanidade inteira resolveu promover a dignidade humana em todos os lugares e para sempre. Nesse espírito, as Nações Unidas adotaram a Declaração Universal dos Direitos Humanos como um padrão comum de conquistas para todos os povos e todas as nações”, disse Audrey. “Centenas de milhões de mulheres e homens são destituídos e privados de condições básicas de subsistência e de oportunidades. Movimentos populacionais forçados geram violações aos direitos em uma escala sem precedentes. A Agenda 2030 para o Desenvolvimento Sustentável promete não deixar ninguém para trás – e os direitos humanos devem ser o alicerce para todo o progresso.” Segundo ela, esse processo precisa começar o quanto antes nas carteiras das escolas. Diante disso, a Unesco lidera a educação em direitos humanos para assegurar que todas as meninas e meninos saibam seus direitos e os dir eitos dos outros. Defendendo a ideia de que “os direitos humanos devem ser o alicerce para todo o progresso”, a diretora-geral da Unesco aponta, como estratégia para atingir esse fim, a",inclusão de to dos na Agenda 2030.,extinção da intolerância entre os indivíduos.,discussão desse tema desde a educação básica.,conquista de direitos para todos os povos e nações.,promoção da dignid ade humana em todos os lugares.
QUESTÃO 07,"A utilização de determinadas variedades linguísticas em campanhas educativas tem a função de atingir o público-alvo de forma mais direta e eficaz. No caso desse texto, identifica-se ess a estratégia pelo(a)",discurso formal da língua portuguesa.,registro padrão próprio da língua escrita.,seleção lexical restrita à esfera da medicina.,fidelidade ao jargão da linguagem publicitária.,uso de marcas linguísticas típicas da oralidade.
QUESTÃO 08,"Famigerado Guimarães Rosa — Famigerado? [...] — Famigerado é “inóxio”, é “célebre”, “notório”, “notável”... — Vosmecê mal não veja em minha grossaria no não entender. Mais me diga: é desaforado? É caçoável? É de arrenegar? Farsância? Nome de ofensa? — Vilta nenhuma, nenhum doesto. São expressões neutras, de outros usos... — Pois... e o que é que é, em fala de pobre, linguagem de em dia de semana? — Famigerado? Bem. É: “importante”, que merece louvor, respeito... Nesse texto, a associação de vocábulos da língua portuguesa a determinados dias da semana remete ao",local de origem dos interlocutores.,estado emocional dos interlocutores.,grau de coloquialidade da comunicação.,nível de intimidade entre os interlocutores.,conhecimento compartilh ado na comunicação.
QUESTÃO 09,"Na sociologia e na literatura, o brasileiro foi por vezes tratado como cordial e hospitaleiro, mas não é isso o que acontece nas redes sociais: a democracia racial apregoada por Gilberto Freyre passa ao largo do que acontece diariamente nas comunidades virtuais do país. Levantamento inédito realizado pelo projeto Comunica que Muda [...] mostra em números a intolerância do internauta tupiniquim. Entre abril e junho, um algoritmo vasculhou plataformas [...] atrás de mensagens e textos sobre temas sensíveis, como racismo, posicionamento político e homofobia. Foram identificadas 393 284 menções, sendo 84 por cento delas com abordagem negativa, de exposição do preconceito e da discriminação. Ao abordar a postura do internauta brasileiro mapeada por meio de uma pesquisa em plataformas virtuais, o texto",minimiza o alcance da comunicação digital.,refuta ideias preconcebidas sobre o brasileiro.,relativiza responsabilidades sobre a noção de respeito.,exemplifica conceitos contidos na literatura e na sociologia.,"expõe a ineficácia dos estudos para alterar tal comportamento. Descrição do cartaz: O cartaz é composto por textos e fotografia que mostra uma colher de açúcar sendo colocada em uma xícara de café. Ao lado da xícara, há um açucareiro cheio de açúcar refinado. Acima e abaixo da fotografia, o texto: “Seu organismo já está acostumado com o açúcar e está difícil largar? O ideal é ir se acostumando aos poucos com cada vez menos açúcar.”"
QUESTÃO 10,"Quebranto Cuti às vezes sou o policial que me suspeito me peço documentos e mesmo de posse deles me prendo e me dou porrada às vezes sou o porteiro não me deixando entrar em mim mesmo a não ser pela porta de serviço [...] às vezes faço questão de não me ver e entupido com a visão deles sinto-me a miséria concebida como um eterno começo fech o- me o cerco sendo o gesto que me negoa pinga que me bebo e me embebedoo dedo que me apontoe denuncio o ponto em que me entrego. às vezes!... Na literatura de temática negra produzida no Brasil, é recorrente a presença de elementos que traduzem experiências históricas de preconceito e violência. No poema, essa vivência revela que o eu lírico",incorpora seletivamente o discurso do seu opressor.,submete-se à discriminação como meio de fortalecimento.,engaja-se na denúncia do passado de opressão e injustiças.,sofre uma perda de identidade e de noção de pertencimento.,acredita esporadicamente na utopia de uma sociedade igualitária.
QUESTÃO 11,TEXTO I TEXTO II,"body art põe o corpo tão em evidência e o submete a experimentações tão variadas, que sua influência  estende-se aos dias de hoje. Se na arte atual as possibilidades de investigação do corpo parecem ilimitadas – pode-se escolher entre representar, apresentar, ou ainda apenas evocar o corpo – isso ocorre graças ao legado dos artistas pioneiros. Nos textos, a concepção de body art está relacionada à intenção de A estabelecer limites entre o corpo e a composição.",fazer do corpo um suporte privilegiado de expressão.,discutir políticas e ideologias sobre o corpo como arte.,compreender a autonomia do corpo no contexto da obra.,destacar o corpo do artista em contato com o expectador.
QUESTÃO 12,"Deficientes visuais já podem ir a algumas salas de cinema e teatros para curtir, em maior intensidade, as atrações em cartaz. Quem ajuda na tarefa é o aplicativo Whatscine, recém-chegado ao Brasil e disponível para os sistemas operacionais iOS (Apple) ou Android (Google). Ao ser conectado à rede wi-fi de cinemas e teatros, o app sincroniza um áudio que descreve o que ocorre na tela ou no palco com o espetáculo em andamento: o usuário, então, pode ouvir a narração em seu celular. O programa foi desenvolvido por pesquisadores da Universidade Carlos III, em Madri. “Na Espanha, 200 salas de cinema já oferecem o recurso e filmes de grandes estúdios já são exibidos com o recurso do Whatscine!”, diz o brasileiro Luis Mauch, que trouxe a tecnologia para o país. “No Brasil, já fechamos parceria com a São Paulo Companhia de Dança para adaptar os espetáculos deles! Isso já é um avanço. Concorda?” Por ser múltipla e apresentar peculiaridades de acordo com a intenção do emissor, a linguagem apresenta funções diferentes. Nesse fragmento, predomina a função referencial da linguagem, porque há a presença de elementos que","buscam convencer o leitor, incitando o uso do aplicativo.","definem o aplicativo, revelando o ponto de vista da autora.","evidenciam a subjetividade, explorando a entonação emotiva.","expõem dados sobre o aplicativo, usando linguagem denotativa.","objetivam manter um diálogo com o leitor, recorrendo a uma indagação. Descrição da fotografia: A foto, em preto e branco, mostra as pernas de uma pessoa deitada de lado, no chão, de costas para o expectador. As pernas estão cobertas com um pano preto até a altura dos joelhos. Há um espelho retangular colado na sola de cada um dos pés, sendo que o pé esquerdo está voltado para o expectador e o direito, para cima."
QUESTÃO 13,"TEXTO I t TEXTO II Imaginemos um cidadão, residente na periferia de um grande centro urbano, que diariamente acorda às 5h para trabalhar, enfrenta em média 2 horas de transporte público, em geral lotado, para chegar às 8h ao trabalho. Termina o expediente às 17h e chega em casa às 19h para, aí sim, cuidar dos afazeres domésticos, dos filhos etc. Como dizer a essa pessoa que ela deve praticar exercícios, pois é importante para sua saúde? Como ela irá entender a mensagem da importância do exercício físico? A probabilidade de essa pessoa praticar exercícios regularmente é significativamente menor que a de pessoas da classe média/alta que vivem outra realidade. Nesse caso, a abordagem individual do problema tende a fazer com que a pessoa se sinta impotente em não conseguir praticar exercícios e, consequentemente, culpada pelo fato de ser ou estar sedentária. O segundo texto, que propõe uma reflexão sobre o primeiro acerca do impacto de mudanças no estilo de vida na saúde, apresenta uma visão","medicalizada, que relaciona a prática de exercícios físicos por qualquer indivíduo à promoção da saúde.","ampliada, que considera aspectos sociais intervenientes na prática de exercícios no cotidiano.","crítica, que associa a interferência das tarefas da casa ao sedentarismo do indivíduo.","focalizada, que atribui ao indivíduo a responsabilidade pela prevenção de doenças.","geracional, que preconiza a representação do culto à jovialidade."
QUESTÃO 14,"No tradicional concurso de miss , as candidatas apresentaram dados de feminicídio, abuso sexual e estupro no país. No lugar das medidas de altura, peso, busto, cintura e quadril, dados da violência contra as mulheres no Peru.  Foi assim que as 23 candidatas ao Miss Peru 2017 protestaram contra os altos índices de feminicídio e abuso sexual no país no tradicional desfile em trajes de banho. O tom político, porém, marcou a atração desde o começo: logo no início, quando as peruanas se apresentaram, uma a uma, denunciaram os abusos morais e físicos, a exploração sexual, o assédio, entre outros crimes contra as mulheres. Quanto à materialização da linguagem, a apresentação de dados relativos à violência contra a mulher",configura uma discussão sobre os altos índices de abuso físico contra as peruanas.,propõe um novo formato no enredo dos concursos de beleza feminina.,condena o rigor estético exigido pelos concursos tradicionais.,recupera informações sensacionalistas a respeito desse tema.,subverte a função social da fala das candidatas a miss .
QUESTÃO 15,"Dia 20/10 Torquato Neto É preciso não beber mais. Não é preciso sentir vontade de beber e não beber: é preciso não sentir vontade de beber. É preciso não dar de comer aos urubus. É preciso fechar para balanço e reabrir. É preciso não dar de comer aos urubus. Nem esperanças aos urubus. É preciso sacudir a poeira. É preciso poder beber sem se oferecer em holocausto. É preciso. É preciso não morrer por enquanto. É preciso sobreviver para verificar. Não pensar mais na solidão de Rogério, e deixá-lo. É preciso não dar de comer aos urubus. É preciso enquanto é tempo não morrer na via pú blica. O processo de construção do texto formata uma mensagem por ele dimensionada, uma vez que",configura o estreitamento da linguagem poética.,reflete as lacunas da lucidez em desconstrução.,projeta a persistência das emoções reprimidas.,repercute a consciência da agonia antecipada.,"revela a fragmentação das relações humanas. Descrição do cartaz: O cartaz mostra a fotografia de uma senhora sorridente usando um top de ginástica. Seus braços são torneados e sua barriga tem músculos bem definidos. Ao lado dela, a mensagem: “Aqueles que pensam que não têm tempo para fazer exercício, mais cedo ou mais tarde serão obrigados a ter tempo para as doenças”."
QUESTÃO 16,"Vertigens Leonardo Fróes Somente uns tufos secos de capim empedrados crescem na silenciosa baixada que se perde de vista. Somente uma árvore, grande e esgalhada mas com pouquíssimas folhas, abre-se em farrapos de sombra. Único ser nas cercanias, a mulher é magra, ossuda, seu rosto está lanhado de vento. Não se vê o cabelo, coberto por um pano desidratado. Mas seus olhos, a boca, a pele – tudo é de uma aridez sufocante. Ela está de pé. A seu lado está uma pedra. O sol explode. Ela estava de pé no fim do mundo. Como se andasse para aquela baixada largando para trás suas noções de si mesma. Não tem retratos na memória. Desapossada e despojada, não se abate em autoacusações e remorsos. Vive. Sua sombra somente é que lhe faz companhia. Sua sombra, que se derrama em traços grossos na areia, é que adoça como um gesto a claridade esquelética. A mulher esvaziada emudece, se dessangra, se cristaliza, se mineraliza. Já é quase de pedra como a pedra a seu lado. Mas os traços de sua sombra caminham e,  tornando-se mais longos e finos, esticam-se para os farrapos de sombra da ossatura da árvore, com os quais se enlaçam. Na apresentação da paisagem e da personagem, o narrador estabelece uma correlação de sentidos em que esses elementos se entrelaçam. Nesse processo, a condição humana configura-se",amalgamada pelo processo comum de desertificação e de solidão.,fortalecida pela adversidade extensiva à terra e aos seres vivos.,redimensionada pela intensidade da luz e da exuberância local.,imersa num drama existencial de identidade e de origem.,imobilizada pela escassez e pela opressão do ambiente.
QUESTÃO 17,"Aconteceu mais de uma vez: ele me abandonou. Como todos os outros. O quinto. A gente já estava junto há mais de um ano. Parecia que dessa vez seria para sempre. Mas não: ele desapareceu de repente, sem deixar rastro. Quando me dei conta, fiquei horas ligando sem parar – mas só chamava, chamava, e ninguém atendia. E então fiz o que precisava ser feito: bloqueei a linha. A verdade é que nenhum telefone celular me suporta. Já tentei de todas as marcas e operadoras, apenas para descobrir que eles são todos iguais: na primeira oportunidade, dão no pé. Esse último aproveitou que eu estava distraído e não desceu do táxi junto comigo. Ou será que ele já tinha pulado do meu bolso no momento em que eu embarcava no táxi? Tomara que sim. Depois de fazer o que me fez, quero mais é que ele tenha ido parar na sarjeta. [...] Se ainda fossem embora do jeito que chegaram, tudo bem. [...] Mas já sei o que vou fazer. No caminho da loja de celulares, vou passar numa papelaria. Pensando bem, nenhuma das minhas agendinhas de papel jamais me abandonou. Nesse fragment o, a fi m de atrair a atenção do leitor e de estabelecer um fio condutor de sentido, o autor utiliza-se de",primeira pessoa do singular para imprimir subjetividade ao relato de mais uma desilusão amorosa.,ironia para tratar da relação com os celulares na era de produtos altamente descartáveis.,frases feitas na apresentação de situações amorosas estereotipadas para construir a ambientação do texto.,quebra de expectativa como estratégia argumentativa para ocultar informações.,verbos no tempo pretérito para enfatizar uma aproximação com os fatos abordados ao longo do texto.
QUESTÃO 18,"Enquanto isso, nos bastidores do universo Você planeja passar um longo tempo em outro país, trabalhando e estudando, mas o universo está preparando a chegada de um amor daqueles de tirar o chão, um amor que fará você jogar fora seu atlas e criar raízes no quintal como se fosse uma figueira. Você treina para a maratona mais desafiadora de todas, mas não chegará com as duas pernas intactas na hora da largada, e a primeira perplexidade será esta: a experiência da frustração. O universo nunca entrega o que promete. Aliás, ele nunca prometeu nada, você é que escuta vozes. No dia em que você pensa que não tem nada a dizer para o analista, faz a revelação mais bombástica dos seus dois anos de terapia. O resultado de um exame de rotina coloca sua rotina de cabeça para baixo. Você não imaginava que iriam tantos amigos à sua festa, e tampouco imaginou que justo sua grande paixão não iria. Quando achou que estava bela, não arrasou corações. Quando saiu sem maquiagem e com uma camiseta puída, chamou a atenção. E assim seguem os dias à prova de planejamento e contrariando nossas vontades, pois, por mais que tenhamos ensaiado nossa fala e estejamos preparados para a melhor cena, nos bastidores do universo alguém troca nosso papel de última hora, tornando surpreendente a nossa vida. Entre as estratégias argumentativas utilizadas para sustentar a tese apresentada nesse fragmento, destaca-se a recorrência de","estruturas sintáticas semelhantes, para reforçar a velocidade das mudanças da vida.","marcas de interlocução, para aproximar o leitor das experiências vividas pela autora.","formas verbais no presente, para exprimir reais possibilidades de concretização das ações.","construções de oposição, para enfatizar que as expectativas são afetadas pelo inesperado.","sequências descritivas, para promover a identificação do leitor com as situações apresentadas."
QUESTÃO 19,A internet proporcionou o surgimento de novos paradigmas sociais e impulsionou a modificação de outros já estabelecidos nas esferas da comunicação e da informação. A principal consequência criticada na tirinha sobre esse processo é a,criação de memes.,ampliação da blogosfera.,supremacia das ideias cibernéticas.,comercialização de pontos de vista.,banalização do comércio eletrônico.
QUESTÃO 20,"Vó, a senhora é lésbica? Natália Borges Polesso Vó Clarissa deixou cair os talheres no prato, fazendo a porcelana estalar. Joaquim, meu primo, continuava com o queixo suspenso, batendo com o garfo nos lábios, esperando a resposta. Beatriz ecoou a palavra como pergunta, “o que é lésbica?”. Eu fiquei muda. Joaquim sabia sobre mim e me entregaria para a vó e, mais tarde, para toda a família. Senti um calor letal subir pelo meu pescoço e me doer atrás das orelhas. Previ a cena: vó, a senhora é lésbica? Porque a Joana é. A vergonha estava na minha cara e me denunciava antes mesmo da delação. Apertei os olhos e contraí o peito, esperando o tiro. [...] [...] Pensei na naturalidade com que Taís e eu levávamos a nossa história. Pensei na minha insegurança de contar isso à minha família, pensei em todos os colegas e professores que já sabiam, fechei os olhos e vi a boca da minha vó e a boca da tia Carolina se tocando, apesar de todos os impedimentos. Eu quis saber mais, eu quis saber tudo, mas não consegui perguntar. A situação narrada revela uma tensão fundamentada na perspectiva do",conflito com os interesses de poder.,silêncio em nome do equilíbrio familiar.,medo instaurado pelas ameaças de punição.,choque imposto pela distância entre as gerações.,apego aos protocolos de conduta segundo os gêneros.
QUESTÃO 21,"Hino Nacional do Brasil Joaquim Osório Duque Estrada  e Francisco Manuel da Silva Ó Pátria amada, Idolatrada,Salve! Salve!Brasil, de amor eterno seja símbolo O lábaro que ostentas estrelado, E diga o verde-louro dessa flâmula — “Paz no futuro e glória no passado.”Mas, se ergues da justiça a clava forte, Verás que um filho teu não foge à luta, Nem teme, quem te adora, a própria morte.Terra adorada,Entre outras mil,És tu, Brasil,Ó Pátria amada! Dos filhos deste solo és mãe gentil, Pátria amada, Brasil! O uso da norma-padrão na letra do Hino Nacional do Brasil é justificado por tratar-se de um(a)",reverência de um povo a seu país.,gênero solene de característica protocolar.,canção concebida sem interferência da oralidade.,escrita de uma fase mais antiga da língua portuguesa.,"artefato cultural respeitado por todo o povo brasileiro. Descrição da tirinha: Tirinha intitulada “Ideologia e internet”, em três quadrinhos, que mostra personagens representados por diferentes animais. O quadrinho “1 – Nova ética” mostra um coelho posicionado em frente a um microfone. Alguém de fora do quadrinho pergunta: “Você não era blogueiro da oposição?”. O coelho responde: “Coerência é coisa de torcedor, eu sou profissional”. No quadrinho “2 – Novas oportunidades”, um pássaro diz a um porco: “Meme eu cobro X, textão eu cobro Y”. No quadrinho “3 – Nova bolha”, um porco pergunta: “Viu o preço da opinião na internet?”. Outro animal responde: “Tá pela hora da morte”."
QUESTÃO 22,"A fotografia exibe a fachada de um supermercado em Foz do Iguaçu, cuja localização transfronteiriça é marcada tanto pelo limite com Argentina e Paraguai quanto pela presença de outros povos. Essa fachada revela o(a)",apagamento da identidade linguística.,planejamento linguístico no espaço urbano.,presença marcante da tradição oral na cidade.,disputa de comunidades linguísticas diferentes.,poluição visual promovida pelo multilinguismo.
QUESTÃO 23,"A estrela sobe Marques Rebelo O trabalho não era penoso: colar rótulos, meter vidros em caixas, etiquetá-las, selá-las, envolvê-las em papel celofane, branco, verde, azul, conforme o produto, separá-las em dúzias... Era fastidioso. Para passar mais rapidamente as oito horas havia o remédio: conversar. Era proibido, mas quem ia atrás de proibições? O patrão vinha? Vinha o encarregado do serviço? Calavam o bico, aplicavam-se ao trabalho. Mal viravam as costas, voltavam a taramelar. As mãos não paravam, as línguas não paravam. Nessas conversas intermináveis, de linguagem solta e assuntos crus, Leniza se completou. Isabela, Afonsina, Idália, Jurete, Deolinda – foram mestras. O mundo acabou de se desvendar. Leniza perdeu o tom ingênuo que ainda podia ter. Ganhou um jogar de corpo que convida, um quebrar de olhos que promete tudo, à toa, gratuitamente. Modificou-se o timbre de sua voz. Ficou mais quente. A própria inteligência se transformou. Tornou-se mais aguda, mais trepidante. O romance, de 1939, traz à cena tipos e situações que espelham o Rio de Janeiro daquela década. No fragmento, o narrador delineia esse contexto centrado no",julgamento da mulher fora do espaço doméstico.,relato sobre as condições de trabalho no Estado Novo.,destaque a grupos populares na condição de protagonistas.,processo de inclusão do palavrão nos hábitos de linguagem.,vínculo entre as transformações urbanas e os papéis femininos.
