question,body,A,B,C,D,E
QUESTÃO 95,"Pensar la lengua del siglo xxI Fernando Lara Aceptada la dicotomía entre “español general” académico y “español periférico” americano, la capacidad financiera de la Real Academia, apoyada por la corona y las grandes empresas transnacionales españolas, no promueve la conservación de la unidad, sino la unificación del español, dirigida e impuesta desde España (la Fundación Español Urgente: Fundeu). Unidad y unificación no son lo mismo: la unidad ha existido siempre y con ella la variedad de la lengua, riqueza suprema de nuestras culturas nacionales; la unificación lleva a la pérdida de las diferencias culturales, que nutren al ser humano y son tan importantes como la diversidad biológica de la Tierra. Culturas nacionales: desde que nacieron los primeros criollos, mestizos y mulatos en el continente hispanoamericano, las diferencias de colonización, las improntas que dejaron en las nacientes sociedades americanas los pueblo aborígenes, la explotación de las riquezas naturales, las redes comerciales coloniales fueron creando culturas propias, diferentes entre sí, aunque con el fondo común de la tradición española. Después de las independencias, cuando se instituyeron nuestras naciones, bajo diferentes influencias, ya francesas, ya inglesas; cuando los inmigrantes italianos, sobre todo, dieron su pauta a Argentina, Uruguay o Venezuela, esas culturas nacionales se consolidaron y con ellas su español, pues la lengua es, ante todo, constituyente. Así, el español actual de España no es sino una más de las lenguas nacionales del mundo hispánico. El español actual es el conjunto de veintidós españoles nacionales, que tienen sus propias características; ninguno vale más que otro. La lengua del siglo XXI es, por eso, una lengua pluricéntrica . O texto aborda a questão da língua espanhola no século XXI e tem como função apontar que",as especificidades culturais rompem com a unidade hispânica.,as variedades do espanhol têm igual relevância linguística e cultural.,a unidade linguística do espanhol fortalece a identidade cultural hispânica.,a consolidação das diferenças da língua prejudica sua projeção mundial.,a unificação da língua enriquece a competência linguística dos falantes. Questões de 96 a 135
QUESTÃO 96,"Descrição da imagem: Desenho da bandeira do Brasil, feito com lápis de cor. Ao lado do desenho aparece um texto escrito por um estudante que, em 1911, frequentava o terceiro ano primário.  A nossa bandeira “Auri verde pendão de minha terra Que a brisa do Brasil beija e balança Estandarte que a luz do sol encerraAs promessas divinas da esperança.” A bandeira brasileira é a mais bonita de todas; vou descrevê-la. O retângulo verde indica a cor de nossas matas. O losango amarelo indica a cor das riquezas naturais que o nosso caro Brasil encerra como o ouro. No centro da bandeira vê-se uma esfera azul que indica a terra, e as estrelas que se acham dentro da esfera representam os estados. Na faixa dentro da esfera está escrito o lema Ordem e Progresso, o qual representa a base da república e a organização do povo brasileiro. Salve! Bandeira Brasileira. O documento foi retirado de uma exposição on-line de manuscritos do estado de São Paulo do início do século XX. Quanto à relevância social para o leitor da atualidade, o texto",funciona como veículo de transmissão de valores patrióticos próprios do período em que foi escrito.,cumpre uma função instrucional de ensinar regras de comportamento em eventos cívicos.,deixa subentendida a ideia de que o brasileiro preserva as riquezas naturais do país.,argumenta em favor da construção de uma nação com igualdade de direitos.,apresenta uma metodologia de ensino restrita a uma determinada época.
QUESTÃO 99,"Descrição da imagem: Desenho no qual estão representados dois meninos de idades aproximadas, frente a frente. O menino da esquerda veste uma camisa de manga comprida, maior que seu tamanho, e uma calça cujas barras estão enroladas até os joelhos, está descalço e puxa um vagão de trem por uma corda apoiada em seu ombro direito. Seu esforço é percebido devido à corda esticada, seu corpo projetado para frente, seu olhar fixo para o chão, a perna esquerda flexionada e a direita estendida para trás. O menino da direita usa um boné, veste camiseta adequada ao seu tamanho, calça e tênis. Ele observa o outro menino e segura, sem esforço, uma corda presa a um trenzinho de brinquedo. O artista gráfico polonês Pawla Kuczynskiego nasceu em 1976 e recebeu diversos prêmios por suas ilustrações. Nessa obra, ao abordar o trabalho infantil, Kuczynskiego usa sua arte para",difundir a origem de marcantes diferenças sociais.,estabelecer uma postura proativa da sociedade.,provocar a reflexão sobre essa realidade.,propor alternativas para solucionar esse problema.,retratar como a questão é enfrentada em vários países do mundo.
QUESTÃO 97,"Secretaria de Cultura EDITAL NOTIFICAÇÃO — Síntese da resolução publicada no Diário Oficial da Cidade, 29/07/2011 — página 41 — 511ª Reunião Ordinária, em 21/06/2011. Resolução nº 08/2011 — TOMBAMENTO dos imóveis da Rua Augusta, nº 349 e n° 353, esquina com a Rua Marquês de Paranaguá, nº 315, n° 327 e n° 329 (Setor 010, Quadra 026, Lotes 0016-2 e 00170-0), bairro da Consolação, Subprefeitura da Sé, conforme o processo administrativo nº 1991-0.005.365-1. Um leitor interessado nas decisões governamentais escreve uma carta para o jornal que publicou o edital, concordando com a resolução sintetizada no Edital da Secretaria de Cultura. Uma frase adequada para expressar sua concordância é:",Que sábia iniciativa! Os prédios em péssimo estado de conservação devem ser derrubados.,Até que enfim! Os edifícios localizados nesse trecho descaracterizam o conjunto arquitetônico da Rua Augusta.,Parabéns! O poder público precisa mostrar sua força como guardião das tradições dos moradores locais.,Justa decisão! O governo dá mais um passo rumo à eliminação do problema da falta de moradias populares.,Congratulações! O patrimônio histórico da cidade merece todo empenho para ser preservado.
QUESTÃO 98,"Adolescentes: mais altos, gordos e preguiçosos A oferta de produtos industrializados e a falta de tempo têm sua parcela de responsabilidade no aumento da silhueta dos jovens. “Os nossos hábitos alimentares, de modo geral, mudaram muito”, observa Vivian Ellinger, presidente da Sociedade Brasileira de Endocrinologia e Metabologia (SBEM), no Rio de Janeiro. Pesquisas mostram que, aqui no Brasil, estamos exagerando no sal e no açúcar, além de tomar pouco leite e comer menos frutas e feijão. Outro pecado, velho conhecido de quem exibe excesso de gordura por causa da gula, surge como marca da nova geração: a preguiça. “Cem por cento das meninas que participam do Programa não praticavam nenhum esporte”, revela a psicóloga Cristina Freire, que monitora o desenvolvimento emocional das voluntárias. Você provavelmente já sabe quais são as consequências de uma rotina sedentária e cheia de gordura. “E não é novidade que os obesos têm uma sobrevida menor”, acredita Claudia Cozer, endocrinologista da Associação Brasileira para o Estudo da Obesidade e da Síndrome Metabólica. Mas, se há cinco anos os estudos projetavam um futuro sombrio para os jovens, no cenário atual as doenças que viriam na velhice já são parte da rotina deles. “Os adolescentes já estão sofrendo com hipertensão e diabete”, exemplifica Claudia. Sobre a relação entre os hábitos da população adolescente e as suas condições de saúde, as informações apresentadas no texto indicam que","a falta de atividade física somada a uma alimentação nutricionalmente desequilibrada constituem fatores relacionados ao aparecimento de doenças crônicas entre os adolescentes.","a diminuição do consumo de alimentos fontes de carboidratos combinada com um maior consumo de alimentos ricos em proteínas contribuíram para o aumento da obesidade entre os adolescentes.","a maior participação dos alimentos industrializados e gordurosos na dieta da população adolescente tem tornado escasso o consumo de sais e açúcares, o que prejudica o equilíbrio metabólico.","a ocorrência de casos de hipertensão e diabetes entre os adolescentes advém das condições de alimentação, enquanto que na população adulta os fatores hereditários são preponderantes.","a prática regular de atividade física é um importante fator de controle da diabetes entre a população adolescente, por provocar um constante aumento da pressão arterial sistólica."
QUESTÃO 100,"Descrição da imagem: O cartum mostra vários bonecos iguais com mecanismos de dar corda nas costas. Esses bonecos seguem todos para a mesma direção. Porém, há um boneco em destaque. Ele é diferente dos demais, pois não possui o mecanismo de dar corda nas costas e caminha em direção oposta. O cartum faz uma crítica social. A figura destacada está em oposição às outras e representa a",opressão das minorias sociais.,carência de recursos tecnológicos.,falta de liberdade de expressão.,defesa da qualificação profissional.,reação ao controle do pensamento coletivo.
QUESTÃO 101,"Dicionário do folclore brasileiro Câmara CascudoPrópria dos festejos juninos, a quadrilha nasceu como dança aristocrática, oriunda dos salões franceses, depois difundida por toda a Europa. No Brasil, foi introduzida como dança de salão e, por sua vez, apropriada e adaptada pelo gosto popular. Para sua ocorrência, é importante a presença de um mestre “marcante” ou “marcador”, pois é quem determina as figurações diversas que os dançadores desenvolvem. Observa-se a constância das seguintes marcações: “ Tour”, “En avant”, “Chez des dames”, “Chez des chevaliê” , “Cestinha de flor”, “Balancê”, “Caminho da roça”, “Olha a chuva”, “Garranchê”, “Passeio”, “Coroa de flores”, “Coroa de espinhos” etc. No Rio de Janeiro, em contexto urbano, apresenta transformações: surgem novas figurações, o francês aportuguesado inexiste, o uso de gravações substitui a música ao vivo, além do aspecto de competição, que sustenta os festivais de quadrilha, promovidos por órgãos de turismo.As diversas formas de dança são demonstrações da diversidade cultural do nosso país. Entre elas, a quadrilha é considerada uma dança folclórica por","possuir como característica principal os atributos divinos e religiosos e, por isso, identificar uma nação ou região.",abordar as tradições e costumes de determinados povos ou regiões distintas de uma mesma nação.,"apresentar cunho artístico e técnicas apuradas, sendo, também, considerada dança-espetáculo.","necessitar de vestuário específico para a sua prática, o qual define seu país de origem.",acontecer em salões e festas e ser influenciada por diversos gêneros musicais.
QUESTÃO 102,"Jogar limpo Argumentar não é ganhar uma discussão a qualquer preço. Convencer alguém de algo é, antes de tudo, uma alternativa à prática de ganhar uma questão no grito ou na violência física — ou não física. Não física, dois pontos. Um político que mente descaradamente pode cativar eleitores. Uma publicidade que joga baixo pode constranger multidões a consumir um produto danoso ao ambiente. Há manipulações psicológicas não só na religião. E é comum pessoas agirem emocionalmente, porque vítimas de ardilosa — e cangoteira — sedução. Embora a eficácia a todo preço não seja argumentar, tampouco se trata de admitir só verdades científicas — formar opinião apenas depois de ver a demonstração e as evidências, como a ciência faz. Argumentar é matéria da vida cotidiana, uma forma de retórica, mas é um raciocínio que tenta convencer sem se tornar mero cálculo manipulativo, e pode ser rigoroso sem ser científico. No fragmento, opta-se por uma construção linguística bastante diferente em relação aos padrões normalmente empregados na escrita. Trata-se da frase “Não física, dois pontos”. Nesse contexto, a escolha por se representar por extenso o sinal de pontuação que deveria ser utilizado",enfatiza a metáfora de que o autor se vale para desenvolver seu ponto de vista sobre a arte de argumentar.,"diz respeito a um recurso de metalinguagem, evidenciando as relações e as estruturas presentes no enunciado.","é um recurso estilístico que promove satisfatoriamente a sequenciação de ideias, introduzindo apostos exemplificativos.","ilustra a flexibilidade na estruturação do gênero textual, a qual se concretiza no emprego da linguagem conotativa.","prejudica a sequência do texto, provocando estranheza no leitor ao não desenvolver explicitamente o raciocínio a partir de argumentos."
QUESTÃO 103,"A diva Adélia Prado Vamos ao teatro, Maria José?Quem me dera, desmanchei em rosca quinze kilos de farinha,tou podre. Outro dia a gente vamos.Falou meio triste, culpada,e um pouco alegre por recusar com orgulho. TEATRO! Disse no espelho.TEATRO! Mais alto, desgrenhada.TEATRO! E os cacos voaram sem nenhum aplauso.Perfeita. Os diferentes gêneros textuais desempenham funções sociais diversas, reconhecidas pelo leitor com base em suas características específicas, bem como na situação comunicativa em que ele é produzido. Assim, o texto A diva",narra um fato real vivido por Maria José.,surpreende o leitor pelo seu efeito poético.,relata uma experiência teatral profissional.,descreve uma ação típica de uma mulher sonhadora.,defende um ponto de vista relativo ao exercício teatral.
QUESTÃO 104,"Mesmo tendo a trajetória do movimento interrompida com a prisão de seus dois líderes, o tropicalismo não deixou de cumprir seu papel de vanguarda na música popular brasileira. A partir da década de 70 do século passado, em lugar do produto musical de exportação de nível internacional prometido pelos baianos com a “retomada da linha evolutória”, instituiu-se nos meios de comunicação e na indústria do lazer uma nova era musical.A nova era musical mencionada no texto evidencia um gênero que incorporou a cultura de massa e se adequou à realidade brasileira. Esse gênero está representado pela obra cujo trecho da letra é:","A estrela d’alva / No céu desponta / E a lua anda tonta / Com tamanho esplendor. ( As pastorinhas , Noel Rosa e João de Barro)","Hoje / Eu quero a rosa mais linda que houver / Quero a primeira estrela que vier / Para enfeitar a noite do meu bem. ( A noite do meu bem , Dolores Duran)","No rancho fundo / Bem pra lá do fim do mundo / Onde a dor e a saudade / Contam coisas da cidade. ( No rancho fundo, Ary Barroso e Lamartine Babo)","Baby Baby / Não adianta chamar / Quando alguém está perdido / Procurando se encontrar. ( Ovelha negra , Rita Lee)","Pois há menos peixinhos a nadar no mar / Do que os beijinhos que eu darei / Na sua boca. ( Chega de saudade, Tom Jobim e Vinicius de Moraes)"
QUESTÃO 105,"Futebol: “A rebeldia é que muda o mundo” Conheça a história de Afonsinho, o primeiro jogador do futebol brasileiro a derrotar a cartolagem e a conquistar o Passe Livre, há exatos 40 anos Pelé estava se aposentando pra valer pela primeira vez, então com a camisa do Santos (porque depois voltaria a atuar pelo New York Cosmos, dos Estados Unidos), em 1972, quando foi questionado se, finalmente, sentia-se um homem livre. O Rei respondeu sem titubear: — Homem livre no futebol só conheço um: o Afonsinho. Este sim pode dizer, usando as suas palavras, que deu o grito de independência ou morte. Ninguém mais. O resto é conversa. Apesar de suas declarações serem motivo de chacota por parte da mídia futebolística e até dos torcedores brasileiros, o Atleta do Século acertou. E provavelmente acertaria novamente hoje. Pela admiração por um de seus colegas de clube daquele ano. Pelo reconhecimento do caráter e personalidade de um dos jogadores mais contestadores do futebol nacional. E principalmente em razão da história de luta — e vitória — de Afonsinho sobre os cartolas.O autor utiliza marcas linguísticas que dão ao texto um caráter informal. Uma dessas marcas é identificada em:",“[...] o Atleta do Século acertou.”,“O Rei respondeu sem titubear [...]”.,“E provavelmente acertaria novamente hoje.”,“Pelé estava se aposentando pra valer pela primeira vez [...]”.,“Pela admiração por um de seus colegas de clube daquele ano.”
QUESTÃO 106,"Descrição da imagem: A charge mostra um menino sentado preguiçosamente em uma cadeira. Ele pensa: “A preguiça é a mãe de todos os vícios, mas uma mãe é uma mãe e é preciso respeitá-la, pronto!”. Nessa charge, o recurso morfossintático que colabora para o efeito de humor está indicado pelo(a)","emprego de uma oração adversativa, que orienta a quebra da expectativa ao final.","uso de conjunção aditiva, que cria uma relação de causa e efeito entre as ações.","retomada do substantivo “mãe”, que desfaz a ambiguidade dos sentidos a ele atribuídos.","utilização da forma pronominal “la”, que reflete um tratamento formal do filho em relação à “mãe”.","repetição da forma verbal “é”, que reforça a relação de adição existente entre as orações."
QUESTÃO 107,"Descrição da imagem: O cartum, intitulado Não há movimento , mostra uma estrada com quatro faixas de rolagem, onde acontece um grande engarrafamento. Duas faixas são ocupadas por carros e as outras duas são ocupadas por caminhões. De dentro de um caminhão, um motorista fala: — Certo estava Parmênides... “Não há movimento!!!”. Pelas características da linguagem visual e pelas escolhas vocabulares, pode-se entender que o texto possibilita a reflexão sobre uma problemática contemporânea ao","criticar o transporte rodoviário brasileiro, em razão da grande quantidade de caminhões nas estradas.","ironizar a dificuldade de locomoção no trânsito urbano, devida ao grande fluxo de veículos.","expor a questão do movimento como um problema existente desde tempos antigos, conforme frase citada.","restringir os problemas de tráfego a veículos particulares, defendendo, como solução, o transporte público.","propor a ampliação de vias nas estradas, detalhando o espaço exíguo ocupado pelos veículos nas ruas."
QUESTÃO 108,"O jogo é uma atividade ou ocupação voluntária, exercida dentro de certos e determinados limites de tempo e de espaço, segundo regras livremente consentidas, mas absolutamente obrigatórias, dotado de um fim em si mesmo, acompanhado de um sentimento de tensão e de alegria e de uma consciência de ser diferente da “vida quotidiana”.Segundo o texto, o jogo comporta a possibilidade de fruição. Do ponto de vista das práticas corporais, essa fruição se estabelece por meio do(a)","fixação de táticas, que define a padronização para maior alcance popular.","competitividade, que impulsiona o interesse pelo sucesso.","refinamento técnico, que gera resultados satisfatórios.","caráter lúdico, que permite experiências inusitadas.","uso tecnológico, que amplia as opções de lazer."
