question,body,A,B,C,D,E
Questão 101,"Glicólise é um processo que ocorre nas células, convertendo glicose em piruvato. Durante a prática de exercícios físicos que demandam grande quantidade de esforço, a glicose é completamente oxidada na presença de O 2 . Entretanto, em alguns casos, as células musculares podem sofrer um déficit de O 2 e a glicose ser convertida em duas moléculas de ácido lático. As equações termoquímicas para a combustão da glicose e do ácido lático são, respectivamente, mostradas a seguir: Descrição das equações químicas: Os reagentes C 6 H 12 O 6 (sólido) mais 6 O 2 (gasoso) formam os produtos 6 CO 2 (gasoso) mais 6 H 2 O (líquido). Variação de entalpia de combustão igual a − 2 800 quilojoules. Os reagentes CH 3 CH(OH)COOH (sólido) mais 3 O 2  (gasoso) formam os produtos 3 CO 2 (gasoso) mais 3 H 2 O (líquido). Variação de entalpia de combustão igual a − 1 344 quilojoules. O processo anaeróbico é menos vantajoso energeticamente porque",libera 112 quilojoules por mol de glicose.,libera 467 quilojoules por mol de glicose.,libera 2 688 quilojoules por mol de glicose.,absorve 1 344 quilojoules por mol de glicose.,absorve 2 800 quilojoules por mol de glicose.
Questão 102,No quadro estão apresentadas informações sobre duas estratégias de sobrevivência que podem ser adotadas por algumas espécies de seres vivos. Descrição do quadro: Quadro com estratégias 1 e 2. Estratégia 1: Hábitat: Mais instável e imprevisível. Potencial biótico: Muito elevado. Duração da vida: Curta e com reprodução precoce. Descendentes: Muitos e com tamanho corporal pequeno. Tamanho populacional: Variável.  Estratégia 2: Hábitat: Mais estável e previsível. Potencial biótico: Baixo. Duração da vida: Longa e com reprodução tardia. Descendentes: Poucos e com tamanho corporal maior. Tamanho populacional: Constante. Na recuperação de uma área desmatada deveriam ser reintroduzidas primeiramente as espécies que adotam qual estratégia?,"Estratégia 1, pois essas espécies produzem descendentes pequenos, o que diminui a competição com outras espécies.","Estratégia 2, pois essas espécies têm uma longa duração da vida, o que favorece a produção de muitos descendentes.","Estratégia 1, pois essas espécies apresentam um elevado potencial biótico, o que facilita a rápida recolonização da área desmatada.","Estratégia 2, pois essas espécies estão adaptadas a hábitats mais estáveis, o que corresponde ao ambiente de uma área desmatada.","Estratégia 2, pois essas espécies apresentam um tamanho populacional constante, o que propicia uma recolonização mais estáv el da área desmatada."
Questão 103,"Uma casa tem um cabo elétrico mal dimensionado, de resistência igual a 10 ohms , que a conecta à rede elétrica de 120 volts . Nessa casa, cinco lâmpadas, de resistência igual a 200 ohms , estão conectadas ao mesmo circuito que uma televisão de resistência igual a 50 ohms , conforme ilustrado no esquema. A televisão funciona apenas com tensão entre 90 volts e 130 volts . Descrição do esquema: Circuito misto de malha externa retangular. No lado esquerdo do circuito há uma fonte de 120 volts e um resistor de 10 ohms. No lado direito do circuito há um resistor de 50 ohms. Internamente, há 5 lâmpadas, de 200 ohms cada, conectadas paralelamente à fonte por meio de interruptores individuais. O número máximo de lâmpadas que podem ser ligadas sem que a televisão pare de funcionar é:",1.,2.,3.,4.,5.
Questão 104,"O 2,4-dinitrofenol (DNP) é conhecido como desacoplador da cadeia de elétrons na mitocôndria e apresenta um efeito emagrecedor. Contudo, por ser perigoso e pela ocorrência de casos letais, seu uso como medicamento é proibido em diversos países, inclusive no Brasil. Na mitocôndria, essa substância captura, no espaço intermembranas, prótons (H + ) provenientes da atividade das proteínas da cadeia respiratória, retornando-os à matriz mitocondrial.  Assim, esses prótons não passam pelo transporte enzimático na membrana interna. O efeito emagrecedor desse composto está relacionado ao(à)","obstrução da cadeia respiratória, resultando em maior consumo celular de ácidos graxos.","bloqueio das reações do ciclo de Krebs, resultando em maior gasto celular de energia.","diminuição da produção de acetil CoA, resultando em maior gasto celular de piruvato.","inibição da glicólise, resultando em maior absorção celular da glicose sanguínea.","redução da produção de ATP, resultando em maior gasto celular de nutrientes."
Questão 105,"Em 1808, Dalton publicou o seu famoso livro intitulado Um novo sistema de filosofia química (do original A New System of Chemical Philosophy ), no qual continha os cinco postulados que serviam como alicerce da primeira teoria atômica da matéria fundamentada no método científico. Esses postulados são numerados a seguir: 1. A matéria é constituída de átomos indivisíveis. 2. Todos os átomos de um dado elemento químico são idênticos em massa e em todas as outras propriedades. 3. Diferentes elementos químicos têm diferentes tipos de átomos; em particular, seus átomos têm diferentes massas. 4. Os átomos são indestrutíveis e nas reações químicas mantêm suas identidades. 5. Átomos de elementos combinam com átomos de outros elementos em proporções de números inteiros pequenos para formar compostos. Após o modelo de Dalton, outros modelos baseados em outros dados experimentais evidenciaram, entre outras coisas, a natureza elétrica da matéria, a composição e organização do átomo e a quantização da energia no modelo atômico. Com base no modelo atual que descreve o átomo, qual dos postulados de Dalton ainda é considerado correto?",1,2,3,4,5
Questão 106,"Numa feira de ciências, um estudante utilizará o disco de Maxwell (ioiô) para demonstrar o princípio da conservação da energia. A apresentação consistirá em duas etapas: Etapa 1 - a explicação de que, à medida que o disco desce, parte de sua energia potencial gravitacional é transformada em energia cinética de translação e energia cinética de rotação; Etapa 2 - o cálculo da energia cinética de rotação do disco no ponto mais baixo de sua trajetória, supondo o sistema conservativo. Ao preparar a segunda etapa, ele considera a aceleração da gravidade igual a 10 metros por segundo ao quadrado e a velocidade linear do centro de massa do disco desprezível em comparação com a velocidade angular. Em seguida, mede a altura do topo do disco em relação ao chão no ponto mais baixo de sua trajetória, obtendo um terço da altura da haste do brinquedo. As especificações de tamanho do brinquedo, isto é, de comprimento, largura e altura, assim como da massa de seu disco de metal, foram encontradas pelo estudante no recorte de manual ilustrado a seguir. Descrição do recorte de manual: Ilustração do disco de Maxwell (ioiô). Duas hastes verticais e paralelas, fixadas em um suporte (base). Essas hastes sustentam uma barra horizontal superior. Nessa barra estão fixados dois fios verticais e paralelos. Há uma barra menor (horizontal), que passa pelo centro de um disco, presa na outra extremidade dos fios. O disco está fixo na região central da barra menor. A distância do topo do disco até a barra superior é dois terços da altura da barra superior até a base. Abaixo da figura estão as seguintes especificações: • Conteúdo: base de metal, hastes metálicas, barra superior, disco de metal. • Tamanho: 300 milímetros de comprimento por 100 milímetros de largura por 410 milímetros de altura. • Massa do disco de metal: 30 gramas. O resultado do cálculo da etapa 2, em joule, é:","4,10 vezes, abre parêntese, 10 elevado a menos dois, fecha parêntese .","8,20 vezes, abre parêntese, 10 elevado a menos dois, fecha parêntese .","1,23 vezes, abre parêntese, 10 elevado a menos um, fecha parêntese .","8,20 vezes, abre parêntese, 10 elevado a quatro, fecha parêntese .","1,23 vezes, abre parêntese, 10 elevado a cinco, fecha parêntese ."
Questão 107,"O odor que permanece nas mãos após o contato com alho pode ser eliminado pela utilização de um “sabonete de aço inoxidável”, constituído de aço inox (74 por cento ), cromo e níquel. A principal vantagem desse “sabonete” é que ele não se desgasta com o uso. Considere que a principal substância responsável pelo odor de alho é a alicina (estrutura I) e que, para que o odor seja eliminado, ela seja transformada na estrutura II. Descrição das estruturas: Estrutura I: Estrutura contendo CH 2 ligação dupla CH ligação simples CH 2 ligação simples S ligação simples S (esse enxofre tem carga positiva e se liga, por meio de ligação simples, a um átomo de oxigênio que tem carga negativa) esse mesmo enxofre faz ligação simples CH 2 ligação simples CH ligação dupla CH 2 . Estrutura II: Estrutura contendo CH 2 ligação dupla CH ligação simples CH 2 ligação simples S ligação simples S ligação simples CH 2 ligação simples CH ligação dupla CH 2 . Na conversão de I em II, o “sabonete” atuará como um",ácido.,redutor.,eletrólito.,tensoativo.,catalisador.
Questão 108,"A contaminação dos oceanos por  radionuclídeos antropogênicos A poluição radioativa compreende mais de  200 nuclídeos, sendo que, do ponto de vista de impacto ambiental, destacam-se o césio-137 e o estrôncio-90. A maior contribuição de radionuclídeos antropogênicos no meio marinho ocorreu durante as décadas de 1950 e 1960, como resultado dos testes nucleares realizados na atmosfera. O estrôncio-90 pode se acumular nos organismos vivos e em cadeias alimentares e, em razão de sua semelhança química, pode participar no equilíbrio com carbonato e substituir o cálcio em diversos processos biológicos. Ao entrar numa cadeia alimentar da qual o homem faz parte, em qual tecido do organismo humano o estrôncio-90 será acumulado predominantemente?",Cartilaginoso.,Sanguíneo.,Muscular.,Nervoso.,Ó s seo.
Questão 109,Dois amigos se encontram em um posto de gasolina para calibrar os pneus de suas bicicletas.  Uma das bicicletas é de corrida (bicicleta,") e a outra, de passeio (bicicleta","). Os pneus de ambas as bicicletas têm as mesmas características, exceto que a largura dos pneus de A é menor que a largura dos pneus de B . Ao calibrarem os pneus das bicicletas A e B , respectivamente com pressões de calibração p A e p B , os amigos observam que o pneu da bicicleta A deforma, sob mesmos esforços, muito menos que o pneu da bicicleta B .  Pode-se considerar que as massas de ar comprimido no pneu da bicicleta A , m A , e no pneu da bicicleta B , m B , são diretamente proporcionais aos seus volumes. Comparando as pressões e massas de ar comprimido nos pneus das bicicletas, temos: A p A menor que  p B e m A menor que  m B B p A maior que  p B e m A menor que  m B",p A maior que  p B e m A igual a  m B,p A menor que  p B e m A igual a  m B,p A maior que  p B e m A maior que  m B
Questão 110,"As usinas termelétricas podem utilizar carvão, gás natural ou óleo, que são queimados na câmara de combustão para gerar energia elétrica pela formação de vapor de água. A água utilizada no processo é captada de fontes naturais e volta para o ambiente. Para minimizar os efeitos da poluição, existe um sistema que retém as cinzas e parte dos gases produzidos, como NO x e SO x . As cinzas, quando geradas, podem ser utilizadas em misturas de cimento. O impacto ambiental desse tipo de geração de energia está relacionado com a",emissão de gases poluentes na atmosfera.,área inundada para o reservatório de água.,contaminação da água utilizada no processo.,quantidade de água consumida para gerar vapor.,produção de resíduos sólidos lançados no ambiente.
Questão 111,"A eritropoetina (EPO) é um hormônio endógeno secretado pelos rins que influencia a maturação dos eritrócitos. Suas formas recombinantes, sintetizadas em laboratório, têm sido usadas por alguns atletas em esportes de resistência na busca por melhores resultados. No entanto, a administração da EPO recombinante no esporte foi proibida pelo Comitê Olímpico Internacional e seu uso considerado doping . Uma influência que esse doping poderá exercer na melhoria da capacidade física desses atletas está relacionada ao transporte de","lipídios, para aumento do gasto calórico.","ATP, para aumento da síntese hormonal.","oxigênio, para aumento da produção de ATP.","proteínas, para aumento da massa muscular.","vitamina C, para aumento da integridade  dos vasos sanguíneos."
Questão 112,"O objetivo de recipientes isolantes térmicos é minimizar as trocas de calor com o ambiente externo. Essa troca de calor é proporcional à condutividade térmica k e à área interna das faces do recipiente, bem como à diferença de temperatura entre o ambiente externo e o interior do recipiente, além de ser inversamente proporcional à espessura das faces. A fim de avaliar a qualidade de dois recipientes",(40 centímetros por 40 centímetros por 40 centímetros ) e,"(60 centímetros por 40 centímetros por 40 centímetros ), de faces de mesma espessura, uma estudante compara suas condutividades térmicas k A e k B . Para isso suspende, dentro de cada recipiente, blocos idênticos de gelo a  0 grau Celsius , de modo que suas superfícies estejam em contato apenas com o ar. Após um intervalo de tempo, ela abre os recipientes enquanto ambos ainda contêm um pouco de gelo e verifica que a massa de gelo que se fundiu no recipiente B foi o dobro da que se fundiu no recipiente A . A razão k A k B é mais próxima de A 0,50. B 0,67.","0,75.","1,33.","2,00."
Questão 113,"Estudos mostram o desenvolvimento de biochips utilizados para auxiliar o diagnóstico de diabetes melito, doença evidenciada pelo excesso de glicose no organismo. O teste é simples e consiste em duas reações sequenciais na superfície do biochip, entre a amostra de soro sanguíneo do paciente, enzimas específicas e reagente (iodeto de potássio), conforme mostrado na imagem. Descrição da imagem: Quadro que contém duas figuras representando o biochip, o qual é constituído por um tubo com dois semicírculos nas pontas e um na parte central. Na primeira figura está o biochip antes da adição de soro, no qual o primeiro semicírculo da esquerda para a direita está vazio; o segundo contém as enzimas e o terceiro, o iodeto de potássio. Na segunda figura está o biochip após a adição de soro, no qual o primeiro semicírculo da esquerda para direita contém o soro que segue em fluxo para o semicírculo central e atinge o terceiro semicírculo, que se torna colorido. Após a adição de soro sanguíneo, o fluxo desloca-se espontaneamente da esquerda para a direita promovendo reações sequenciais, conforme as equações 1 e 2. Na primeira, há conversão de glicose do sangue em ácido glucônico, gerando peróxido de hidrogênio: Descrição da equação 1: Os reagentes C 6 H 12 O 6 (aquoso) mais O 2 (gasoso) mais H 2 O (líquido), na presença de enzimas, formam os produtos C 6 H 12 O 7 (aquoso) mais H 2 O 2 (aquoso). Na segunda, o peróxido de hidrogênio reage com íons iodeto gerando o íon tri-iodeto, água e oxigênio. Descrição da equação 2: Os reagentes 2 H 2 O 2 (aquoso) mais 3 I  de carga negativa (aquoso) formam I 3 de carga negativa (aquoso) mais 2 H 2 O (líquido) mais O 2  (gasoso). O tipo de reação que ocorre na superfície do biochip, nas duas reações do processo, é",análise.,síntese.,oxirredução.,complexação.,á cid o- base.
Questão 114,"Fármacos no meio ambiente Algumas toneladas de medicamentos para uso humano e veterinário são produzidas por ano.  Os fármacos são desenvolvidos para serem estáveis, mantendo suas propriedades químicas de forma a atender a um propósito terapêutico. Após o consumo de fármacos, parte de sua dosagem é excretada de forma inalterada, persistindo no meio ambiente.  Em todo o mundo, antibióticos, hormônios, anestésicos, anti-inflamatórios, entre outros, são detectados em concentrações preocupantes no esgoto doméstico, em águas superficiais e de subsolo. Dessa forma, a ocorrência de fármacos residuais no meio ambiente pode apresentar efeitos adversos em organismos aquáticos e terrestres. Qual ação minimiza a permanência desses contaminantes nos recursos hídricos?",Utilização de esterco como fertilizante na agricultura.,Ampliação das redes de coleta de esgoto na zona urbana.,Descarte dos medicamentos fora do prazo de validade em lixões.,Desenvolvimento de novos processos nas estações de tratamento de efluentes.,Reúso dos lodos provenientes das estações de tratamento de esgoto na agricultura.
Questão 115,"Um teste de laboratório permite identificar alguns cátions metálicos ao introduzir uma pequena quantidade do material de interesse em uma chama de bico de Bunsen para, em seguida, observar a cor da luz emitida. A cor observada é proveniente da emissão de radiação eletromagnética ao ocorrer a",mudança da fase sólida para a fase líquida do elemento metálico.,combustão dos cátions metálicos provocada pelas moléculas de oxigênio da atmosfera.,diminuição da energia cinética dos elétrons em uma mesma órbita na eletrosfera atômica.,transição eletrônica de um nível mais externo para outro mais interno na eletrosfera atômica.,promoção dos elétrons que se encontram no estado fundamental de energia para níveis mais energéticos.
Questão 116,"Slackline é um esporte no qual o atleta deve se equilibrar e executar manobras estando sobre uma fita esticada. Para a prática do esporte, as duas extremidades da fita são fixadas de forma que ela fique a alguns centímetros do solo. Quando uma atleta de massa igual a 80 quilogramas está exatamente no meio da fita, essa se desloca verticalmente para baixo , formando um ângulo de 10 graus com a horizontal. Sabe-se que a aceleração da gravidade é igual a 10 metros por segundo ao quadrado , cosseno de 10 graus igual a 0,98 e seno de 10 graus igual a 0,17. Qual é a força que a fita exerce em cada uma das árvores por causa da presença da atleta?","4,0 vezes, abre parêntese, 10 elevado a 2, fecha parêntese, newtons .","4,1 vezes, abre parêntese, 10 elevado a 2, fecha parêntese, newtons .","8,0 vezes, abre parêntese, 10 elevado a 2, fecha parêntese, newtons .","2,4 vezes, abre parêntese, 10 elevado a 3, fecha parêntese, newtons .","4,7 vezes, abre parêntese, 10 elevado a 3, fecha parêntese, newtons ."
Questão 117,"Genética Com base nos experimentos de plantas de Mendel, foram estabelecidos três princípios básicos, que são conhecidos como leis da uniformidade, segregação e distribuição independente. A lei da distribuição independente refere-se ao fato de que os membros de pares diferentes de genes segregam-se independentemente, uns dos outros, para a prole. Hoje, sabe-se que isso nem sempre é verdade. Por quê?",A distribuição depende do caráter de dominância ou recessividade do gene.,Os organismos nem sempre herdam cada um dos genes de cada um dos genitores.,As alterações cromossômicas podem levar a falhas na segregação durante a meiose.,Os genes localizados fisicamente próximos no mesmo cromossomo tendem a ser herdados juntos.,O cromossomo que contém dois determinados genes pode não sofrer a disjunção na primeira fase da meiose.
Questão 118,"Em qualquer obra de construção civil é fundamental a utilização de equipamentos de proteção individual, tal como capacetes. Por exemplo, a queda livre de um tijolo de massa 2,5 quilogramas de uma altura de 5 metros , cujo impacto contra um capacete pode durar até 0,5 segundo , resulta em uma força impulsiva média maior do que o peso do tijolo. Suponha que a aceleração gravitacional seja 10 metros por segundo ao quadrado e que o efeito de resistência do ar seja desprezível. A força impulsiva média gerada por esse impacto equivale ao peso de quantos tijolos iguais?",2,5,10,20,50
Questão 119,"Petróleo: um tema para o ensino de química Os hidrocarbonetos são moléculas orgânicas com uma série de aplicações industriais. Por exemplo, eles estão presentes em grande quantidade nas diversas frações do petróleo e normalmente são separados por destilação fracionada, com base em suas temperaturas de ebulição. O quadro apresenta as principais frações obtidas na destilação do petróleo em diferentes faixas de temperaturas. Descrição do quadro: Quadro com: fração; faixa de temperatura, em grau Celsius; exemplos de produto(s) e número de átomos de carbono (hidrocarboneto de fórmula geral C n H 2n+2 ), respectivamente: Fração 1: Até 20 graus Celsius, gás natural e gás de cozinha (GLP), C 1 a C 4 . Fração 2: 30 a 180 graus Celsius, gasolina, C 6 a C 12 . Fração 3: 170 a 290 graus Celsius, querosene, C 11 a C 16 . Fração 4: 260 a 350 graus Celsius, óleo diesel, C 14 a C 18 . Na fração 4, a separação dos compostos ocorre em temperaturas mais elevadas porque",suas densidades são maiores.,o número de ramificações é maior.,sua solubilidade no petróleo é maior.,as forças intermoleculares são mais intensas.,a cadeia carbônica é mais difícil de ser quebrada.
Questão 120,"Na piscicultura, costumam-se usar larvas de Artemia (crustáceo) para alimentar larvas de peixes. Ovos de Artemia são colocados em garrafas com água salgada e, sob condições ótimas de temperatura, luz e oxigênio, eles eclodem, liberando suas larvas, também conhecidas como náuplios. Para recolher os náuplios, coloca-se uma lâmpada branca fluorescente na boca da garrafa e estes começam a subir em direção ao gargalo. Esse comportamento das artêmias é chamado de",geotropismo positivo.,fototropismo positivo.,hidrotropismo negativo.,termotropismo negativo.,quimiotropis m o negativo .
Questão 121,"Por terem camada de valência completa,  alta energia de ionização e afinidade eletrônica praticamente nula, considerou-se por muito tempo que os gases nobres não formariam compostos químicos. Porém, em 1962, foi realizada com sucesso a reação entre o xenônio (camada de valência 5 s dois, 5 p seis ) e o hexafluoreto de platina e, desde então, mais compostos novos de gases nobres vêm sendo sintetizados.  Tais compostos demonstram que não se pode aceitar acriticamente a regra do octeto, na qual se considera que, numa ligação química, os átomos tendem a adquirir estabilidade assumindo a configuração eletrônica de gás nobre. Dentre os compostos conhecidos, um dos mais estáveis é o difluoreto de xenônio, no qual dois átomos do halogênio flúor (camada de valência 2 s dois, 2 p cinco ) se ligam covalentemente ao átomo de gás nobre para ficarem com oito elétrons de valência. Ao se escrever a fórmula de Lewis do composto de xenônio citado, quantos elétrons na camada de valência haverá no átomo do gás nobre?",6,8,10,12,14
