question,body,A,B,C,D,E
Questão 6,"Quando quis agilizar o processo de seleção de novos alunos, a tradicional faculdade britânica de medicina St. George usou um software para definir quem deveria ser entrevistado. Ao reproduzir a forma como os funcionários faziam essa escolha, o programa eliminou, de cara, 60 de 2 000 candidatos. Só por causa do sexo ou origem racial, numa dedução baseada em sobrenome e local de nascimento. Um estudo sobre o caso foi publicado em 1988, mas, 25 anos depois, outra pesquisa apontou que esse tipo de discriminação segue firme. O exemplo recente envolve o buscador do Google: ao digitar nomes comuns entre negros dos EUA, a chance de os anúncios automáticos oferecerem checagem de antecedentes criminais pode aumentar 25 por cento. E pode piorar com a pergunta “detido?” logo após a palavra procurada. O texto permite o desnudamento da sociedade ao relacionar as tecnologias de informação e comunicação com o(a)",agilidade dos softwares.,passar dos anos.,linguagem.,preconceito.,educação.
Questão 7,"Nessa campanha publicitária, a imagem da família e o texto verbal unem-se para reforçar a ideia de que",a família que adota é mais feliz.,a adoção tardia é muito positiva.,as famílias preferem adotar bebês.,a adoção de adolescentes é mais simples.,"os filhos adotivos são companheiros dos pais. Descrição do cartaz: Imagem de uma família em que, ao redor de um homem e de uma mulher, aparecem quatro jovens de características distintas, assim identificados, da esquerda para a direita: “André, adotado aos 15 anos”; “Rodrigo, adotado aos 13 anos”; “Bruno ganhou novos irmãos a partir dos 3 anos”; “Francisco, adotado aos 8 anos”. O homem é identificado: “Sinomar adotou aos 29 anos”, e a mulher: “Débora adotou aos 27 anos”. Na parte inferior esquerda do cartaz, está escrito: “Adoção. Pra encontrar a sua verdadeira família, não existe idade”. Na parte superior direita, encontra-se a logo da campanha com a frase: “Adoção, lição de amor”."
Questão 8,"Viajo Curitiba das conferências positivistas, elas são onze em Curitiba, há treze no mundo inteiro; do tocador de realejo que não roda a manivela desde que o macaquinho morreu; dos bravos soldados do fogo que passam chispando no carro vermelho atrás do incêndio que ninguém não viu, esta Curitiba e a do cachorro-quente com chope duplo no Buraco do Tatu eu viajo. Curitiba, aquela do Burro Brabo, um cidadão misterioso morreu nos braços da Rosicler, quem foi? quem não foi? foi o reizinho do Sião; da Ponte Preta da estação, a única ponte da cidade, sem rio por baixo, esta Curitiba viajo. Curitiba sem pinheiro ou céu azul, pelo que vosmecê é — província, cárcere, lar —, esta Curitiba, e não a outra para inglês ver, com amor eu viajo, viajo, viajo. A tematização de Curitiba é frequente na obra de Dalton Trevisan. No fragmento, a relação do narrador com o espaço urbano é caracterizada por um olhar","destituído de afetividade, que ironiza os costumes e as tradições da sociedade curitibana.","marcado pela negatividade, que busca desconstruir perspectivas habituais de representação da cidade.","carregado de melancolia, que constata a falta de identidade cultural diante dos impactos da urbanização.","embevecido pela simplicidade do cenário, indiferente à descrição de elementos de reconhecido valor histórico.","distanciado dos elementos narrados, que recorre ao ponto de vista do viajante como expressão de estranhamento."
Questão 9,"Hino à Bandeira Olavo Bilac Francisco Braga Em teu seio formoso retratas Este céu de puríssimo azul, A verdura sem par destas matas, E o esplendor do Cruzeiro do Sul. Contemplando o teu vulto sagrado, Compreendemos o nosso dever, E o Brasil por seus filhos amado, Poderoso e feliz há de ser! Sobre a imensa Nação Brasileira, Nos momentos de festa ou de dor, Paira sempre sagrada bandeira Pavilhão da justiça e do amor! No Hino à Bandeira, a descrição é um recurso utilizado para exaltar o símbolo nacional na medida em que",remete a um momento futuro.,promove a união dos cidadãos.,valoriza os seus elementos.,emprega termos religiosos.,recorre à sua história.
Questão 10,"Os ratos Dyonélio Machado — O senhor pensa que eu tenho alguma fábrica de dinheiro? (O diretor diz essas coisas a ele, mas olha para todos como quem quer dar uma explicação a todos. Todas as caras sorriem.) Quando seu filho esteve doente, eu o ajudei como pude. Não me peça mais nada. Não me encarregue de pagar as suas contas: já tenho as minhas, e é o que me basta... (Risos.) O diretor tem o rosto escanhoado, a camisa limpa. A palavra possui um tom educado, de pessoa que convive com gente inteligente, causeuse . O rosto do Dr. Rist resplandece, vermelho e glabro. Um que outro tem os olhos no chão, a atitude discreta. Naziazeno espera que ele lhe dê as costas, vá reatar a palestra interrompida, aquelas observações sobre a questão social, comunismo e integralismo. A ficção modernista explorou tipos humanos em situação de conflito social. No fragmento do romancista gaúcho, esse conflito revela a",sujeição moral amplificada pela pobreza.,crise econômica em expansão nas cidades.,falta de diálogo entre patrões e empregados.,perspicácia marcada pela formação intelectual.,tensão política gerada pelas ideologias vigentes.
Questão 11,"O triste fim de Policarpo Quaresma Lima Barreto Policarpo Quaresma, cidadão brasileiro, funcionário público, certo de que a língua portuguesa é emprestada ao Brasil; certo também de que, por esse fato, o falar e o escrever em geral, sobretudo no campo das letras, se veem na humilhante contingência de sofrer continuamente censuras ásperas dos proprietários da língua; sabendo, além, que, dentro do nosso país, os autores e os escritores, com especialidade os gramáticos, não se entendem no tocante à correção gramatical, vendo-se, diariamente, surgir azedas polêmicas entre os mais profundos estudiosos do nosso idioma — usando do direito que lhe confere a Constituição, vem pedir que o Congresso Nacional decrete o tupi-guarani como língua oficial e nacional do povo brasileiro. Nessa petição da pitoresca personagem do romance de Lima Barreto, o uso da norma-padrão justifica-se pela",situação social de enunciação representada.,divergência teórica entre gramáticos e literatos.,pouca representatividade das línguas indígenas.,atitude irônica diante da língua dos colonizadores.,tentativa de solicitação do documento demandado.
Questão 12,"Laboratório de exergames: um espaço complementar para as aulas de educação física Atualmente os jovens estão imersos numa sociedade permeada pela tecnologia. Nesse contexto, os jogos digitais são artefatos muito empregados. Videogames ativos ou exergames foram introduzidos como forma de permitir que o corpo controlasse tais jogos. Como resultado, passaram a ser vistos como uma ferramenta auxiliar na adoção de um estilo de vida menos sedentário, com efeitos positivos sobre a saúde. Tem-se defendido que os exergames podem contribuir para a prática regular de atividade física moderada, bem como promover a interação entre jogadores, reduzindo o sentimento de isolamento social. Por outro lado, argumenta-se que os exergames não podem substituir a experiência real das práticas corporais, pois não motivam a longo prazo a prática permanente de atividades físicas. Pela sua interatividade, os exergames apresentam-se como possibilidade para estimular o(a)","exercitação física, promovendo a saúde.",vivência de exercícios físicos sistemáticos.,envolvimento com atividades físicas ao longo da vida.,jogo por meio de comandos fornecidos pelo videogame.,"disputa entre jogadores, contribuindo para o individualismo."
Questão 13,"Por que a indústria do empreendedorismo de palco irá destruir você Se, antigamente, os livros, enormes e com suas setecentas páginas, cuspiam fórmulas, equações e cálculos que te ensinavam a lidar com o fluxo de caixa da sua empresa, hoje eles dizem: “Você irá chegar lá! Acredite, você irá vencer!”. Mindset , empoderamento, millennials, networking, coworking, deal, business, deadline, salesman com perfil hunter … tudo isso faz parte do seu vocabulário. O pacote de livros é sempre idêntico e as experiências são passadas da mesma forma: você está a um único centímetro da vitória. Não pare! Se desistir agora, será para sempre. Tome, leia a estratégia do oceano azul. Faça mais uma mentoria, participe de mais uma sessão de coaching . O problema é que o seu mindset não está ajustado. Você precisa ser mais proativo. Vamos fazer mais um powermind ? Eu consigo um precinho bacana para você… De acordo com o texto, é possível identificar o “empreendedor de palco” por",livros por ele indicados.,suas habilidades em língua inglesa.,experiências por ele compartilhadas.,padrões de linguagem por ele utilizados.,preços acessíveis de seus treinamentos.
Questão 14,"Leão do Norte Lenine e Paulo César Pinheiro Sou o coração do folclore nordestino Eu sou Mateus e Bastião do Boi-bumbá Sou o boneco de Mestre Vitalino Dançando uma ciranda em Itamaracá Eu sou um verso de Carlos Pena Filho Num frevo de Capiba Ao som da Orquestra Armorial Sou Capibaribe Num livro de João Cabral Sou mamulengo de São Bento do Una Vindo no baque solto de maracatu Eu sou um auto de Ariano Suassuna No meio da Feira de Caruaru Sou Frei Caneca do Pastoril do Faceta Levando a flor da lira Pra Nova Jerusalém Sou Luiz Gonzaga E sou do mangue também Eu sou mameluco, sou de Casa Forte Sou de Pernambuco, sou o Leão do Norte O fragmento faz parte da canção brasileira contemporânea e celebra a cultura popular nordestina. Nele, o artista exalta as diferentes manifestações culturais pela","valorização do teatro, música, artesanato, literatura, dança, personagens históricos e artistas populares, compondo um tecido diversificado e enriquecedor da cultura popular como patrimônio regional e nacional.","identificação dos lugares pernambucanos, manifestações culturais, como o bumba meu boi, as cirandas, os bonecos mamulengos e heróis locais, fazendo com que essa canção se apresente como uma referência à cultura popular nordestina.","exaltação das raízes populares, como a poesia, a literatura de cordel e o frevo, misturadas ao erudito, como a Orquestra Armorial, compondo um rico tecido cultural, que transforma o popular em erudito.",caracterização das festas populares como identidade cultural localizada e como representantes de uma cultura que reflete valores históricos e sociais próprios da população local.,"apresentação do Pastoril do Faceta, do maracatu, do bumba meu boi e dos autos como representação da musicalidade e do teatro popular religioso, bastante comum ao folclore brasileiro."
Questão 15,"Esse anúncio publicitário propõe soluções para um problema social recorrente, ao",promover ações de conscientização para reduzir a violência de gênero em eventos esportivos.,estimular o compartilhamento de políticas públicas sobre a igualdade de gênero no esporte.,divulgar para a população as novas regras complementares para as torcidas de futebol.,informar ao público masculino as consequências de condutas ofensivas.,regulamentar normas de boa convivência nos estádios.
Questão 16,"Ensino das lutas: dos princípios condicionais aos grupos situacionais LUTA: prática corporal imprevisível, caracterizada por determinado estado de contato proposital, que possibilita a duas ou mais pessoas se enfrentarem numa constante troca de ações ofensivas e/ou defensivas, regida por regras, com o objetivo mútuo sobre um alvo móvel personificado no oponente. De acordo com o texto, podemos identificar uma abordagem das lutas nas aulas de educação física quando o professor realiza uma proposta envolvendo",contato corporal intenso entre o aluno e seu oponente.,contenda entre os alunos que se agridem fisicamente.,confronto corporal em que os vencedores são previamente identificados.,combate corporal intencional com ações regulamentadas entre os oponentes.,"conflito resolvido pelos alunos por meio de regras previamente estabelecidas. Descrição do anúncio publicitário: O anúncio intitulado “Respeita as torcedoras!” apresenta a imagem de jovens sorrindo numa arquibancada e, à frente, aparecem quatro mulheres. No centro da imagem, aparecem escritas as seguintes interrogações com indicação de V ou X: Conversar? “V”; Torcer juntos? “V”; Tocar sem permissão? “X”; Empurrar? “X”. Logo abaixo, o texto: “Se sentiu desrespeitada? Denuncie: disque 180”. Na parte inferior do anúncio: “ hashtag respeita as minas”; “ hashtag geral na paz”."
Questão 17,"O conceito de saúde formulado na histórica Oitava Conferência Nacional de Saúde, no ano de 1986, ficou conhecido como um “conceito ampliado” de saúde, conforme ilustrado na figura. Esse conceito foi fruto de intensa mobilização em diversos países da América Latina nas décadas de 1970 e 1980, como resposta à crise dos sistemas públicos de saúde. Descrição da figura: Um infográfico em forma de semicírculo está dividido em quatro faixas de fora para dentro. Na primeira faixa, está o título: “Condições socioeconômicas, culturais e ambientais gerais”. A segunda faixa tem maior largura e está subdividida da seguinte forma: na parte superior central, há o título “Condições de vida e de trabalho” com setas para a direita e para a esquerda. À direita há quatro outras subdivisões sequenciais identificadas como: “Desemprego”, “Água e esgoto”, “Serviços sociais de saúde” e “Habitação”. À esquerda: “Ambiente de trabalho”, “Educação” e “Produção agrícola e de alimentos”. Na terceira faixa está o título: “Redes sociais e comunitárias”. A quarta faixa, que envolve um círculo central, identifica “Estilo de vida dos indivíduos”. Nesse círculo, que representa o núcleo do semicírculo, o título: “Idade, sexo e fatores hereditários”. Com base no conceito apresentado no texto, a saúde é consequência direta do(a)",adoção de um estilo de vida ativo por parte dos indivíduos.,disponibilidade de emprego no mercado de trabalho.,condição habitacional presente nas cidades.,acesso ao sistema educacional.,forma de organização social.
Questão 18,"Relatos de viagem: nas curvas da Nacional 222, em Portugal Em abril deste ano, fomos a Portugal para uma viagem de um mês que esperávamos há um ano. Pois no dia 4 de maio, chegávamos ao Aeroporto Francisco Sá Carneiro, no Porto. Que linda a “antiga, muy nobre, sempre leal e invicta” cidade do Porto! “Encantei-me”, diriam eles... pelas belas paisagens, construções históricas com lindas fachadas, parques e praças muito bem cuidados. Os tripeiros, sinônimo de portuenses, têm orgulho de sua cidade, apelidada de Invicta — nunca foi invadida. E valorizam tudo o que há de bom ali, como “a melhor estrada para se dirigir do mundo”, a Nacional 222. Pois na manhã do 25 de abril, dia da Revolução dos Cravos, resolvemos conhecer a tal maravilha. A cada 10 quilômetros tínhamos que encostar: corríamos, dançávamos, tomávamos chocolate quente, sopa, tudo que fosse quentinho. E lá íamos para mais uma etapa. Uma aventura deliciosa. Depois de três horas — mais ou menos o dobro do tempo necessário, não fossem as paradas para aquecimento —, chegamos a casa! Congelados, mas maravilhados e invictos! Nesse texto, busca-se seduzir o leitor por meio da exploração de uma voz externa sobre a identidade histórica do povo português. O trecho que evidencia esse procedimento argumentativo é","“Que linda a ‘antiga, muy nobre, sempre leal e invicta’ cidade do Porto!”.","“‘Encantei-me’, diriam eles... pelas belas paisagens, construções históricas com lindas fachadas [...]”.","“Os tripeiros, sinônimo de portuenses, têm orgulho de sua cidade [...]”.","“E valorizam tudo o que há de bom ali, como ‘a melhor estrada para se dirigir do mundo’ [...]”.","“Pois na manhã do 25 de abril, dia da Revolução dos Cravos, resolvemos conhecer a tal maravilha”."
Questão 19,"Descrição da imagem: O cartaz apresenta a imagem de uma mulher enquadrada numa moldura de espelho antiga. A mulher está usando um lenço que cobre sua boca e nariz e os braços estão colocados atrás do pescoço. Na parte superior do cartaz, está escrito: “para nós, a rua é UM CAMPO DE BATALHA”. E na parte inferior à direita: “Chega de fiufiu!” Essa campanha de conscientização sobre o assédio sofrido pelas mulheres nas ruas constrói-se pela combinação da linguagem verbal e não verbal. A imagem da mulher com o nariz e a boca cobertos por um lenço é a representação não verbal do(a)","silêncio imposto às mulheres, que não podem denunciar o assédio sofrido.",metáfora de que as mulheres precisam defender-se do assédio masculino.,constrangimento pelo qual passam as mulheres e sua tentativa de esconderem-se.,necessidade que as mulheres têm de passarem despercebidas para evitar o assédio.,incapacidade de as mulheres protegerem-se da agressão verbal dos assediadores.
Questão 20,"Mulher tem coração clinicamente partido após morte de cachorro Como explica o The New England Journal of Medicine , a paciente, chamada Joanie Simpson, tinha sinais de infarto, como dores no peito e pressão alta, e apresentava problemas nas artérias coronárias. Ao fazerem um ecocardiograma, os médicos encontraram o problema: cardiomiopatia de Takotsubo, conhecida como síndrome do coração partido. Essa condição médica tipicamente acontece com mulheres em fase pós-menstrual e pode ser precedida por um evento muito estressante ou emotivo. Nesses casos, o coração apresenta um movimento discinético transitório da parede anterior do ventrículo esquerdo, com acentuação da cinética da base ventricular, de acordo com um artigo médico brasileiro que relata um caso semelhante. Simpson foi encaminhada para casa após dois dias e passou a tomar medicamentos regulares. Ao Washington Post , ela contou que estava quase inconsolável após a perda do seu animal de estimação, um cão da raça yorkshire terrier . Recuperada após cerca de um ano, ela diz que não abrirá mão de ter um animal de estimação porque aprecia a companhia e o amor que os cachorros dão aos humanos. O caso aconteceu em Houston, nos Estados Unidos. Pelas características do texto lido, que trata das consequências da perda de um animal de estimação, considera-se que ele se enquadra no gênero","conto, pois exibe a história de vida de Joanie Simpson.","depoimento, pois expõe o sofrimento da dona do animal.","reportagem, pois discute cientificamente a cardiomiopatia.","relato, pois narra um fato estressante vivido pela paciente.","notícia, pois divulga fatos sobre a síndrome do coração partido."
Questão 21,"Casos de Minas Olavo Romano Chiquito tinha quase trinta quando conheceu Mariana num baile de casamento na Forquilha, onde moravam uns parentes dele. Por lá foi ficando, remanchando. Fez mal à moça, como costumavam dizer, tiveram de casar às pressas. Morou uns tempos com o sogro, descombinaram. Foi só conta de colher o milho e vender. Mudou pra casa do velho Chico Lourenço [seu pai]. Fumaça própria só viu subir um par de anos depois, quando o pai repartiu as terras. De tão parecidos, pai e filho nunca combinaram direito. Cada qual mais topetudo, muitas vezes dona Aparecida ouvia o marido reclamar da natureza forte do filho. Ela escutava com paciência e respondia dum jeito sempre igual: — “Quem herda, não rouba”. Vinha um brilho nos olhos, o velho se acalmava. Os ditados populares são frases de sabedoria criadas pelo povo, utilizadas em várias situações da vida. Nesse texto, a personagem emprega um ditado popular com a intenção de",criticar a natureza forte do filho.,justificar o gênio difícil de Chiquito.,legitimar o direito do filho à herança.,conter o ânimo violento de Chico Lourenço.,condenar a agressividade do marido contra o filho.
Questão 22,"TEXTO I Poesia em cartaz O caminho habitual para o trabalho, aquele em que a gente já nem repara direito, pode ficar mais belo com um poema. O projeto hashtag UmLambePorDia nasceu desta intenção: trazer mais cor e alegria para a cidade por meio de cartazes coloridos ao estilo lambe-lambe. Quem teve a ideia foi o escritor Leonardo Beltrão, em Belo Horizonte. “Em meio a olhares cada vez mais viciados, acabamos nos esquecendo da beleza envolvida em cada esquina e no próprio poder transformador da palavra”. Assim, a cada dia um cartaz é colocado por aí, para nos lembrar de reparar na cidade, na vida que corre ao redor e também em nós mesmos. TEXTO II Descrição do cartaz: Cartaz colado num poste com o seguinte texto: “Ontem, fui dormir com saudades de mim e hoje, subitamente, voltei”.  Considerando-se a função que os cartazes colados em postes normalmente exercem nas ruas das cidades grandes, esse texto evidencia a",disseminação da arte poética em um veículo não convencional.,manutenção da expectativa das pessoas ao andarem pelas ruas.,necessidade de exposição de poemas pequenos em diferentes suportes.,"característica corriqueira do suporte lambe-lambe, muito comum nas ruas.",exposição da beleza escondida das esquinas da cidade de Belo Horizonte.
