question,body,A,B,C,D,E
QuESTÃO 97,"Na modernidade, o corpo foi descoberto, despido e modelado pelos exercícios físicos da moda. Novos espaços e práticas esportivas e de ginástica passaram a convocar as pessoas a modelarem seus corpos. Multiplicaram-se as academias de ginástica, as salas de musculação e o número de pessoas correndo pelas ruas. Diante do exposto, é possível perceber que houve um aumento da procura por","exercícios físicos aquáticos (natação/hidroginástica), que são exercícios de baixo impacto, evitando o atrito (não prejudicando as articulações), e que previnem o envelhecimento precoce e melhoram a qualidade de vida.","mecanismos que permitem combinar alimentação e exercício físico, que permitem a aquisição e manutenção de níveis adequados de saúde, sem a preocupação com padrões de beleza instituídos socialmente.","programas saudáveis de emagrecimento, que evitam os prejuízos causados na regulação metabólica, função imunológica, integridade óssea e manutenção da capacidade funcional ao longo do envelhecimento.","exercícios de relaxamento, reeducação postural e alongamentos, que permitem um melhor funcionamento do organismo como um todo, bem como uma dieta alimentar e hábitos saudáveis com base em produtos naturais.","dietas que preconizam a ingestão excessiva ou restrita de um ou mais macronutrientes (carboidratos, gorduras ou proteínas), bem como exercícios que permitem um aumento de massa muscular e/ou modelar o corpo."
QuESTÃO 98,"Em um anúncio publicitário, um par de pés humanos é mostrado na posição vertical, com suas plantas voltadas para a frente, aparentando os pés de um cadáver. Presa ao dedão de um dos pés, encontra-se uma etiqueta onde se lê: NOITES DO TERROR. Na parte inferior do anúncio, lê-se a frase: QUEM É MORTO SEMPRE APARECE. O anúnc io publicitár io está intimamente ligado ao ideário de consumo quando sua função é vender um produto. No texto apresentado, utilizam-se elementos linguísticos e extralinguísticos para divulgar a atração “Noites do Terror”, de um parque de diversões. O entendimento da propaganda requer do leitor",a identificação com o público-alvo a que se destina o anúncio.,a avaliação do anúncio como uma sátira às atrações de terror.,a atenção para a parte do corpo humano selecionada aleatoriamente.,o reconhecimento do intertexto entre a publicidade e um dito popular.,"a percepção do sentido literal da expressão “noites do terror”, equivalente à exp ressão “noites de terror”."
QuESTÃO 99,"TExTO i O meu nome é Severino, não tenho outro de pia.Como há muitos Severinos,que é santo de romaria, deram então de me chamarSeverino de Maria;como há muitos Severinoscom mães chamadas Maria, fiquei sendo o da Mariado finado Zacarias, mas isso ainda diz pouco:há muitos na freguesia,por causa de um coronelque se chamou Zacariase que foi o mais antigo senhor desta sesmaria. Como então dizer quem fala ora a Vossas Sen hor ias? TExTO ii João Cabral, que já emprestara sua voz ao rio, transfere-a, aqui, ao retirante Severino, que, como o Capibaribe, também segue no caminho do Recife. A autoapresentação do personagem, na fala inicial do texto, nos mostra um Severino que, quanto mais se define, menos se individualiza, pois seus traços biográficos são sempre partilhados por outros homens. Com base no trecho de Morte e Vida Severina  (Texto I) e na análise crítica (Texto II), observa-se que a relação entre o texto poético e o contexto social a que ele faz referência aponta para um problema social expresso literariamente pela pergunta “Como então dizer quem fala / ora a Vossas Senhorias?”. A resposta à pergunta expressa no poema é dada por meio da",descrição minuciosa dos traços biográficos do personagem-narrador.,construção da figura do retirante nordestino como um homem resignado com a sua situação.,"representação, na figura do personagem-narrador, de outros Severinos que compartilham sua condição.","apresentação do personagem-narrador como uma projeção do próprio poeta, em sua crise existencial.","descrição de Severino, que, apesar de humilde, orgulha-se de ser descendente do coronel Zacarias."
QuESTÃO 100,"O hipertexto refere-se à escritura eletrônica não sequencial e não linear, que se bifurca e permite ao leitor o acesso a um número praticamente ilimitado de outros textos a partir de escolhas locais e sucessivas, em tempo real. Assim, o leitor tem condições de definir interativamente o fluxo de sua leitura a partir de assuntos tratados no texto sem se prender a uma sequência fixa ou a tópicos estabelecidos por um autor. Trata-se de uma forma de estruturação textual que faz do leitor simultaneamente coautor do texto final. O hipertexto se caracteriza, pois, como um processo de escritura/leitura eletrônica multilinearizado, multisequencial e indeterminado, realizado em um novo espaço de escrita. Assim, ao permitir vários níveis de tratamento de um tema, o hipertexto oferece a possibilidade de múltiplos graus de profundidade simultaneamente, já que não tem sequência definida, mas liga textos não necessariamente correlacionados. O computador mudou nossa maneira de ler e escrever, e o hipertexto pode ser considerado como um novo espaço de escrita e leitura. Definido como um conjunto de blocos autônomos de texto, apresentado em meio eletrônico computadorizado e no qual há remissões associando entre si diversos elementos, o hipertexto","é uma estratégia que, ao possibilitar caminhos totalmente abertos, desfavorece o leitor, ao confundir os conceitos cristalizados tradicionalmente.","é uma forma artificial de produção da escrita, que, ao desviar o foco da leitura, pode ter como consequência o menosprezo pela escrita tradicional.","exige do leitor um maior grau de conhecimentos prévios, por isso deve ser evitado pelos estudantes nas suas pesquisas escolares.","facilita a pesquisa, pois proporciona uma informação específica, segura e verdadeira, em qualquer site de busca ou blog oferecidos na internet.","possibilita ao leitor escolher seu próprio percurso de leitura, sem seguir sequência predeterminada, constituindo-se em atividade mais coletiva e colaborativa."
QuESTÃO 101,"Quem é pobre, pouco se apega, é um giro-o-giro no vago dos gerais, que nem os pássaros de rios e lagoas. O senhor vê: o Zé-Zim, o melhor meeiro meu aqui, risonho e habilidoso. Pergunto: ― Zé-Zim, por que é que você não cria galinhas-d’angola, como todo o mundo faz? ― Quero criar nada não... ― me deu resposta: ― Eu gosto muito de mudar... [...] Belo um dia, ele tora. Ninguém discrepa. Eu, tantas, mesmo digo. Eu dou proteção. [...] Essa não faltou também à minha mãe, quando eu era menino, no sertãozinho de minha terra. [...] Gente melhor do lugar eram todos dessa família Guedes, Jidião Guedes; quando saíram de lá, nos trouxeram junto, minha mãe e eu. Ficamos existindo em território baixio da Sirga, da outra banda, ali onde o de-Janeiro vai no São Francisco, o senhor sabe. Nessa passagem do romance Grande Sertão: Veredas , de Guimarães Rosa, Riobaldo expõe uma situação decorrente de uma desigualdade social típica das áreas rurais brasileiras marcadas pela concentração de terras e pela relação de dependência entre agregados e fazendeiros. No texto, destaca-se essa relação porque o personagem-narrador","relata a seu interlocutor a história de Zé-Zim, demonstrando sua pouca disposição em ajudar seus agregados, uma vez que superou essa condição graças à sua força de trabalho.",descreve o processo de transformação de um meeiro — espécie de agregado — em proprietário de terra.,"denuncia a falta de compromisso e a desocupação dos moradores, que pouco se envolvem no trabalho da terra.","mostra como a condição material da vida do sertanejo é dificultada pela sua dupla condição de homem livre e, ao mesmo tempo, dependente.","mantém o distanciamento narrativo condizente com sua posição social, de proprietário de terras."
QuESTÃO 102,"A discussão sobre “o fim do livro de papel” com a chegada da mídia eletrônica me lembra a discussão idêntica sobre a obsolescência do folheto de cordel. Os folhetos talvez não existam mais daqui a 100 ou 200 anos, mas, mesmo que isso aconteça, os poemas de Leandro Gomes de Barros ou Manuel Camilo dos Santos continuarão sendo publicados e lidos — em CD-ROM, em livro eletrônico, em “chips quânticos”, sei lá o quê. O texto é uma espécie de alma imortal, capaz de reencarnar em corpos variados: página impressa, livro em Braille, folheto, “ coffee-table book ”, cópia manuscrita, arquivo PDF... Qualquer texto pode se reencarnar nesses (e em outros) formatos, não importa se é Moby Dick ou Viagem a São Saruê , se é Macbeth ou O livro de piada s de Casseta & Planeta . Ao refletir sobre a possível extinção do livro impresso e o surgimento de outros suportes em via eletrônica, o cronista manifesta seu ponto de vista, defendendo que","o cordel é um dos gêneros textuais, por exemplo, que será extinto com o avanço da tecnologia.",o livro impresso permanecerá como objeto cultural veiculador de impressões e de valores culturais.,o surgimento da mídia eletrônica decretou o fim do prazer de se ler textos em livros e suportes impressos.,"os textos continuarão vivos e passíveis de reprodução em novas tecnologias, mesmo que os livros desapareçam.","os livros impressos desaparecerão e, com eles, a possibilidade de se ler obras literárias dos mais diversos gêneros."
QuESTÃO 103,"TExTO i Onde está a honestidade? Você tem palacete reluzente Tem joias e criados à vontade Sem ter nenhuma herança ou parente Só anda de automóvel na cidade... E o povo pergunta com maldade: Onde está a honestidade? Onde está a honestidade? O seu dinheiro nasce de repente E embora não se saiba se é verdade Você acha nas ruas diariamente Anéis, dinheiro e felicidade... Vassoura dos salões da sociedade Que varre o que encontrar em sua frente Promove festivais de caridadeEm nome de qualquer defunto ausente... TExTO ii Um vulto da hist ória da música popular brasileira, reconhecido nacionalmente, é Noel Rosa. Ele nasceu em 1910, no Rio de Janeiro; portanto, se estivesse vivo, estaria completando 100 anos. Mas faleceu aos 26 anos de idade, vítima de tuberculose, deixando um acervo de grande valor para o patrimônio cultural brasileiro. Muitas de suas letras representam a sociedade contemporânea, como se tivessem sido escritas no século XXI. Um texto pertencente ao patrimônio literário-cultural brasileiro é atualizável, na medida em que ele se refere a valores e situações de um povo. A atualidade da canção Onde está a honestidade? ,  de Noel Rosa, evidencia-se por meio","da ironia, ao se referir ao enriquecimento de origem duvidosa de alguns.","da crítica aos ricos que possuem joias, mas não têm herança.",da maldade do povo a perguntar sobre a honestidade.,do privilégio de alguns em clamar pela honestidade.,da insistência e m promover eventos beneficentes.
QuESTÃO 104,"A dança é um importante componente cultural da humanidade. O folclore brasileiro é rico em danças que representam as tradições e a cultura de várias regiões do país. Estão ligadas aos aspectos religiosos, festas, lendas, fatos históricos, acontecimentos do cotidiano e brincadeiras e caracterizam-se pelas músicas animadas (com letras simples e populares), figurinos e cenários representativos. A dança, como manifestação e representação da cultura rítmica, envolve a expressão corporal própria de um povo. Considerando-a como elemento folclórico, a dança revela","manifestações afetivas, históricas, ideológicas, intelectuais e espirituais de um povo, refletindo seu modo de expressar-se no mundo.","aspectos eminentemente afetivos, espirituais e de entretenimento de um povo, desconsiderando fatos históricos.","acontecimentos do cotidiano, sob influência mitológica e religiosa de cada região, sobrepondo aspectos políticos.","tradições culturais de cada região, cujas manifestações rítmicas são classificadas em um ranking das mais originais.","lendas, que se sustentam em inverdades históricas, uma vez que são inventadas, e servem apenas para a vivência lúdica de um povo."
QUESTÃO 105,"Cultivar um estilo de vida saudável é extremamente importante para diminuir o risco de infarto, mas também de problemas como morte súbita e derrame. Significa que manter uma alimentação saudável e praticar atividade física regularmente já reduz, por si só, as chances de desenvolver vários problemas. Além disso, é importante para o controle da pressão arterial, dos níveis de colesterol e de glicose no sangue. Também ajuda a diminuir o estresse e aumentar a capacidade física, fatores que, somados, reduzem as chances de infarto. Exercitar-se, nesses casos, com acompanhamento médico e moderação, é altamente recomendável. As ideias veiculadas no texto se organizam estabelecendo relações que atuam na construção do sentido. A esse respeito, identifica-se, no fragmento, que",a expressão “Além disso” marca uma sequenciação de ideias.,o conectivo “mas também” inicia oração que exprime ideia de contraste.,"o termo “como”, em “como morte súbita e derrame”, introduz uma generalização.",o termo “Também” exprime uma justificativa.,o termo “fatores” retoma coesivamente “níveis de colesterol e de glicose no sangue”.
QuESTÃO 106,"Não tem tradução [...] Lá no morro, se eu fizer uma falseta A Risoleta desiste logo do francês e do inglês A gíria que o nosso morro criou Bem cedo a cidade aceitou e usou [...] Essa gente hoje em dia que tem mania de exibiçãoNão entende que o samba não tem tradução no idioma francês Tudo aquilo que o malandro pronunciaCom voz macia é brasileiro, já passou de portuguêsAmor lá no morro é amor pra chuchuAs rimas do samba não são I love you E esse negócio de alô, alô boy e alô Johnny Só pode ser conversa de telefone As canções de Noel Rosa, compositor brasileiro de Vila Isabel, apesar de revelarem uma aguçada preocupação do artista com seu tempo e com as mudanças político-culturais no Brasil, no início dos anos 1920, ainda são modernas. Nesse fragmento do samba Não tem tradução , por meio do recurso da metalinguagem, o poeta propõe","incorporar novos costumes de origem francesa e americana, juntamente com vocábulos estrangeiros.",respeitar e preservar o português padrão como forma de fortalecimento do idioma do Brasil.,valorizar a fala popular brasileira como patrimônio linguístico e forma legítima de identidade nacional.,"mudar os valores sociais vigentes à época, com o advento do novo e quente ritmo da música popular brasileira.","ironizar a malandragem carioca, aculturada pela invasão de valores étnicos de sociedades mais desenvolvidas."
QuESTÃO 107,"Conceitos e importância das lutas Antes de se tornarem esporte, as lutas ou as artes marciais tiveram duas conotações principais: eram praticadas com o objetivo guerreiro ou tinham um apelo filosófico como concepção de vida bastante significativo. Atualmente, nos depa ramos com a grande expansão das artes marciais em nível mundial. As raízes orientais foram se disseminando, ora pela necessidade de luta pela sobrevivência ou para a “defesa pessoal”, ora pela possibilidade de ter as artes marciais como própria filosofia de vida. Um dos problemas da violência que está presente principalmente nos grandes centros urbanos são as brigas e os enfrentamentos de torcidas organizadas, além da formação de gangues, que se apropriam de gestos das lutas, resultando, muitas vezes, em fatalidades. Portanto, o verdadeiro objetivo da aprendizagem desses movimentos foi mal compreendido, afinal as lutas","se tornaram um esporte, mas eram praticadas com o objetivo guerreiro a fim de garantir a sobrevivência.","apresentam a possibilidade de desenvolver o autocontrole, o respeito ao outro e a formação do caráter.",possuem como objetivo principal a “defesa pessoal” por meio de golpes agressivos sobre o adversário.,sofreram transformações em seus princípios filosóficos em razão de sua disseminação pelo mundo.,se disseminaram pela necessidade de luta pela sobrevivência ou como filosofia pessoal de vida.
QuESTÃO 108,"O tema da velhice foi objeto de estudo de brilhantes filósofos ao longo dos tempos. Um dos melhores livros sobre o assunto foi escrito pelo pensador e orador romano Cícero: A Arte do Envelhecimento . Cícero nota, primeiramente, que todas as idades têm seus encantos e suas dificuldades. E depois aponta para um paradoxo da humanidade. Todos sonhamos ter uma vida longa, o que significa viver muitos anos. Quando realizamos a meta, em vez de celebrar o feito, nos atiramos a um estado de melancolia e amargura. Ler as palavras de Cícero sobre envelhecimento pode ajudar a aceitar melhor a passagem do tempo. O autor discute problemas relacionados ao envelhecimento, apresentando argumentos que levam a inferir que seu objetivo é",esclarecer que a velhice é inevitável.,contar fatos sobre a arte de envelhecer.,defender a ideia de que a velhice é desagradável.,influenciar o leitor para que lute contra o envelhecimento.,"mostrar às pessoas que é possível aceitar, sem angústia, o envelhecimento."
