question,body,A,B,C,D,E
QUESTÃO 96,"Considere a descrição do esquema que aborda os efeitos do exercício físico.A primeira parte do esquema mostra que:1. Os pulmões fornecem oxigênio ao sangue. 2. O coração bombeia sangue rico em oxigênio aos músculos. 3. Os músculos utilizam o oxigênio para queimar combustível para a produção de energia.A segunda parte do esquema mostra os efeitos do exercício físico: 1. Os pulmões podem receber mais ar e difundir mais oxigênio ao sangue. 2. O coração aumenta de tamanho, pode bombear mais sangue por batimento e bate mais lentamente em repouso ou durante o exercício. 3. Os músculos adquirem tônus e podem queimar mais combustível, especialmente a gordura durante o exercício.A ventilação, a circulação e o metabolismo estão intimamente ligados e todos melhoram com o treinamento. A partir dos efeitos fisiológicos do exercício físico no organismo, apresentados na figura, são adaptações benéficas à saúde de um indivíduo:",Diminuição da frequência cardíaca em repouso e aumento da oxigenação do sangue.,Diminuição da oxigenação do sangue e aumento da frequência cardíaca em repouso.,Diminuição da frequência cardíaca em repouso e aumento da gordura corporal.,Diminuição do tônus muscular e aumento do percentual de gordura corporal.,Diminuição da gordura corporal e aumento da frequência cardíaca em repouso.
QUESTÃO 97,"Considere o texto publicitário apresentado em dois quadros:Primeiro quadro: Assine Nossa Revista e com mais R$ 58,10 ... Segundo quadro: ...leve também a versão digital para tablet e PC por 1 ano e meio. Com o advento da internet, as versões de revistas e livros também se adaptaram às novas tecnologias. A análise do texto publicitário apresentado revela que o surgimento das novas tecnologias",proporcionou mudanças no paradigma de consumo e oferta de revistas e livros.,incentivou a desvalorização das revistas e livros impressos.,viabilizou a aquisição de novos equipamentos digitais.,aqueceu o mercado de venda de computadores.,diminuiu os incentivos à compra de eletrônicos.
QUESTÃO 98,"“Ele era o inimigo do rei”, nas palavras de seu biógrafo, Lira Neto. Ou, ainda, “um romancista que colecionava desafetos, azucrinava D. Pedro II e acabou inventando o Brasil”. Assim era José de Alencar (1829-1877), o conhecido autor de O guarani e Iracema , tido como o pai do romance no Brasil. Além de criar clássicos da literatura brasileira com temas nativistas, indianistas e históricos, ele foi também folhetinista, diretor de jornal, autor de peças de teatro, advogado, deputado federal e até ministro da Justiça. Para ajudar na descoberta das múltiplas facetas desse personagem do século XIX, parte de seu acervo inédito será digitalizada. Com base no texto, que trata do papel do escritor José de Alencar e da futura digitalização de sua obra, depreende-se que",a digitalização dos textos é importante para que os leitores possam compreender seus romances.,o conhecido autor de O guarani e Iracema foi importante porque deixou uma vasta obra literária com temática atemporal.,"a divulgação das obras de José de Alencar, por meio da digitalização, demonstra sua importância para a história do Brasil Imperial.",a digitalização dos textos de José de Alencar terá importante papel na preservação da memória linguística e da identidade nacional.,o grande romancista José de Alencar é importante porque se destacou por sua temática indianista.
QUESTÃO 99,"eu gostava muito de passeá... saí com as minhas colegas... brincá na porta di casa di vôlei... andá de patins... bicicleta... quando eu levava um tombo ou outro... eu era a::... a palhaça da turma... ((risos))... eu acho que foi uma das fases mais... assim... gostosas da minha vida foi... essa fase de quinze... dos meus treze aos dezessete anos... Um aspecto da composição estrutural que caracteriza o relato pessoal de A.P.S. (sexo feminino, 38 anos, nível de ensino fundamental, participante do Projeto Fala Goiana) como modalidade falada da língua é",predomínio de linguagem informal entrecortada por pausas.,vocabulário regional desconhecido em outras variedades do português.,realização do plural conforme as regras da tradição gramatical.,ausência de elementos promotores de coesão entre os eventos narrados.,presença de frases incompreensíveis a um leitor iniciante.
QUESTÃO 100,"Considere a tirinha de Laerte composta por quatro quadrinhos, envolvendo os personagens: Branca de Neve, bruxa, serpente e vendedor.Primeiro quadrinho: A bruxa bate à porta da casa da Branca de Neve e lhe oferece uma maçã.Branca de Neve responde: — Não, obrigada. Segundo quadrinho:A serpente, segurando uma maçã na boca, chega à porta da casa da Branca de Neve e lhe oferece a maçã.Branca de Neve responde: — Não, obrigada. Terceiro quadrinho: O vendedor bate à porta da casa da Branca de Neve, oferece-lhe uma maçã e diz: — Com mais R$10,00 você ganha um celular. Quarto quadrinho: Branca de Neve encontra-se caída no chão à porta da casa, tendo a seu lado a maçã mordida. O vendedor sai conversando com a bruxa e a serpente e diz: — Questão de técnica. Que estratégia argumentativa leva o personagem do terceiro quadrinho a persuadir sua interlocutora?","Prova concreta, ao expor o produto ao consumidor.","Consenso, ao sugerir que todo vendedor tem técnica.","Raciocínio lógico, ao relacionar uma fruta com um produto eletrônico.","Comparação, ao enfatizar que os produtos apresentados anteriormente são inferiores.","Indução, ao elaborar o discurso de acordo com os anseios do consumidor."
QUESTÃO 101,"Não somos tão especiais Todas as características tidas como exclusivas dos humanos são compartilhadas por outros animais, ainda que em menor grau. Inteligência A ideia de que somos os únicos animais racionais tem sido destruída desde os anos 40. A maioria das aves e mamíferos tem algum tipo de raciocínio. Amor O amor, tido como o mais elevado dos sentimentos, é parecido em várias espécies, como os corvos, que também criam laços duradouros, se preocupam com o ente querido e ficam de luto depois de sua morte. Consciência Chimpanzés se reconhecem no espelho. Orangotangos observam e enganam humanos distraídos. Sinais de que sabem quem são e se distinguem dos outros. Ou seja, são conscientes. Cultura O primatologista Frans de Waal juntou vários exemplos de cetáceos e primatas que são capazes de aprender novos hábitos e de transmiti-los para as gerações seguintes. O que é cultura se não isso? O título do texto da revista Superinteressante traz o ponto de vista do autor sobre a suposta supremacia dos humanos em relação aos outros animais. As estratégias argumentativas utilizadas para sustentar esse ponto de vista são",definição e hierarquia.,exemplificação e comparação.,causa e consequência.,finalidade e meios.,autoridade e modelo.
QUESTÃO 102,"Considere a descrição de um cartaz exposto nas bibliotecas centrais e setoriais da Universidade Federal de Goiás (UFG), em 2011. O cartaz apresenta o quadro A persistência da Memória de Salvador Dali. Também conhecido como Relógios Moles , nesse quadro foram inseridas imagens de livros estilizados.O cartaz apresenta no alto o seguinte texto: Cumprir prazos é uma obra-prima. O atraso na devolução de livros acarreta multa e gera transtornos para os usuários. Respeite as datas de devolução. No rodapé, há o seguinte texto:Obra original: DALÍ, Salvador. A persistência da memória , 1931. Óleo sobre tela. Museu de Arte Moderna de Nova Iorque. (Com intervenção gráfica da UFG). Considerando-se a finalidade comunicativa comum do gênero e o contexto específco do Sistema de Biblioteca da UFG, este cartaz tem função predominantemente","socializadora, contribuindo para a popularização da arte.","sedutora, considerando a leitura como uma obra de arte.","estética, propiciando uma apreciação despretensiosa da obra.","educativa, orientando o comportamento de usuários de um serviço.","contemplativa, evidenciando a importância de artistas internacionais."
QUESTÃO 103,"Aqui é o país do futebol Brasil está vazio na tarde de domingo, né? Olha o sambão, aqui é o país do futebol [...] No fundo desse país Ao longo das avenidasNos campos de terra e grama Brasil só é futebol Nesses noventa minutosDe emoção e alegria Esqueço a casa e o trabalho A vida fica lá foraDinheiro fica lá foraA cama fica lá fora A mesa fica lá fora Salário fica lá fora A fome fica lá fora A comida fica lá foraA vida fica lá fora E tudo fica lá fora Na letra da canção Aqui é o país do futebol , de Wilson Simonal, o futebol, como elemento da cultura corporal de movimento e expressão da tradição nacional, é apresentado de forma crítica e emancipada devido ao fato de",reforçar a relação entre o esporte futebol e o samba.,ser apresentado como uma atividade de lazer.,ser identificado com a alegria da população brasileira.,promover a reflexão sobre a alienação provocada pelo futebol.,ser associado ao desenvolvimento do país.
QUESTÃO 104,"TEXTO I LXXVIII (Camões, 1525?-1580) Leda serenidade deleitosa, Que representa em terra um paraíso; Entre rubis e perlas doce riso; Debaixo de ouro e neve cor-de-rosa; Presença moderada e graciosa, Onde ensinando estão despejo e sisoQue se pode por arte e por aviso,Como por natureza, ser fermosa; Fala de quem a morte e a vida pende, Rara, suave; enfim, Senhora, vossa; Repouso nela alegre e comedido: Estas as armas são com que me rende E me cativa Amor; mas não que possaDespojar-me da glória de rendido. TEXTO II Considere a obra “A mulher com o unicórnio”, de Rafael Sanzio, que viveu entre os séculos XV e XVI: a pintura representa, no centro do quadro, a porção superior de uma mulher jovem, sentada. Ela está ligeiramente voltada para sua direita e sua cabeça e olhar estão direcionados para o observador do quadro. Ela traja um vestido elegante que deixa os ombros à mostra e usa um colar e um arco de cabelo como adornos. Sob seu braço direito, ela segura um pequeno unicórnio, animal mítico que se parece com um cavalo e que tem um chifre no meio da testa. Em segundo plano, identificam-se duas colunas clássicas, simetricamente pintadas, que ocupam os extremos direito e esquerdo da parte superior da composição. A pintura e o poema, embora sendo produtos de duas linguagens artísticas diferentes, participaram do mesmo contexto social e cultural de produção pelo fato de ambos","apresentarem um retrato realista, evidenciado pelo unicórnio presente na pintura e pelos adjetivos usados no poema.","valorizarem o excesso de enfeites na apresentação pessoal e na variação de atitudes da mulher, evidenciadas pelos adjetivos do poema.","apresentarem um retrato ideal de mulher marcado pela sobriedade e o equilíbrio, evidenciados pela postura, expressão e vestimenta da moça e os adjetivos usados no poema.","desprezarem o conceito medieval da idealização da mulher como base da produção artística, evidenciado pelos adjetivos usados no poema.","apresentarem um retrato ideal de mulher marcado pela emotividade e o conflito interior, evidenciados pela expressão da moça e pelos adjetivos do poema."
QUESTÃO 105,"Das irmãs os meus irmãos sujando-se na lama e eis-me aqui cercadade alvura e enxovais eles se provocando e provando do fogoe eu aqui fechadaprovendo a comida eles se lambuzando e arrotando na mesae eu a temperadaservindo, contida os meus irmãos jogando-se na cama e eis-me afiançada por dote e marido O poema de Sonia Queiroz apresenta uma voz lírica feminina que contrapõe o estilo de vida do homem ao modelo reservado à mulher. Nessa contraposição, ela conclui que","a mulher deve conservar uma assepsia que a distingue de homens, que podem se jogar na lama.","a palavra “fogo” é uma metáfora que remete ao ato de cozinhar, tarefa destinada às mulheres.",a luta pela igualdade entre os gêneros depende da ascensão financeira e social das mulheres.,"a cama, como sua “alvura e enxovais”, é um símbolo da fragilidade feminina no espaço doméstico.",os papéis sociais destinados aos gêneros produzem efeitos e graus de autorrealização desiguais.
QUESTÃO 106,"O sedutor médio Vamos juntar Nossas rendas eexpectativas de vidaquerida, o que me dizes? Ter 2, 3 filhose ser meio felizes? No poema O sedutor médio de Luis Fernando Verissimo é possível reconhecer a presença de posições críticas","nos três primeiros versos, em que “juntar expectativas de vida” significa que, juntos, os cônjuges poderiam viver mais, o que faz do casamento uma convenção benéfica.","na mensagem veiculada pelo poema, em que os valores da sociedade são ironizados, o que é acentuado pelo uso do adjetivo “médio” no título e do advérbio “meio” no verso final.","no verso “e ser meio felizes?”, em que “meio” é sinônimo de metade, ou seja, no casamento, apenas um dos cônjuges se sentiria realizado.","nos dois primeiros versos, em que “juntar rendas” indica que o sujeito poético passa por dificuldades financeiras e almeja os rendimentos da mulher.","no título, em que o adjetivo “médio” qualifica o sujeito poético como desinteressante ao sexo oposto e inábil em termos de conquistas amorosas."
QUESTÃO 107,"Nós, brasileiros, estamos acostumados a ver juras de amor, feitas diante de Deus, serem quebradas por traição, interesses financeiros e sexuais. Casais se separam como inimigos, quando poderiam ser bons amigos, sem traumas. Bastante interessante a reportagem sobre separação. Mas acho que os advogados consultados, por sua competência, estão acostumados a tratar de grandes separações. Será que a maioria dos leitores da revista tem obras de arte que precisam ser fotografadas antes da separação? Não seria mais útil dar conselhos mais básicos? Não seria interessante mostrar que a separação amigável não interfere no modo de partilha dos bens? Que, seja qual for o tipo de separação, ela não vai prejudicar o direito à pensão dos filhos? Que acordo amigável deve ser assinado com atenção, pois é bastante complicado mudar suas cláusulas? Acho que essas são dicas que podem interessar ao leitor médio. O texto foi publicado em uma revista de grande circulação na seção de carta do leitor. Nele, um dos leitores manifesta- se acerca de uma reportagem publicada na edição anterior. Ao fazer sua argumentação, o autor do texto",faz uma síntese do que foi abordado na reportagem.,discute problemas conjugais que conduzem à separação.,aborda a importância dos advogados em processos de separação.,oferece dicas para orientar as pessoas em processos de separação.,"rebate o enfoque dado ao tema pela reportagem, lançando novas ideias."
QUESTÃO 108,"E-mail com hora programada Redação INFO, 28 de agosto de 2007. Agende o envio de e-mails no Thunderbird com a extensão SendLater Nem sempre é interessante mandar um e-mail na hora. Há situações em que agendar o envio de uma mensagem é útil, como em datas comemorativas ou quando o e-mail serve para lembrar o destinatário de algum evento futuro. O Thunderbird , o ótimo cliente de e-mail do grupo Mozilla, conta com uma extensão para esse fim. Trata-se do SendLater . Depois de instalado, ele cria um item no menu de criação de mensagens que permite marcar o dia e a hora exatos para o envio do e-mail. Só há um ponto negativo: para garantir que a mensagem seja enviada na hora, o Thunderbird deverá estar em execução. Senão, ele mandará o e-mail somente na próxima vez que for rod ado. Considerando-se a função do SendLater , o objetivo do autor do texto E-mail com hora programada é",eliminar os entraves no envio de mensagens via e-mail.,viabilizar a aquisição de conhecimento especializado pelo usuário.,permitir a seleção dos destinatários dos textos enviados.,controlar a quantidade de informações constantes do corpo do texto.,divulgar um produto ampliador da funcionalidade de um recurso comunicativo.
QUESTÃO 109,"TEXTO I Antigamente Carlos Drummond de Andrade Antigamente, os pirralhos dobravam a língua diante dos pais e se um se esquecia de arear os dentes antes de cair nos braços de Morfeu, era capaz de entrar no couro. Não devia também se esquecer de lavar os pés, sem tugir nem mugir. Nada de bater na cacunda do padrinho, nem de debicar os mais velhos, pois levava tunda. Ainda cedinho, aguava as plantas, ia ao corte e logo voltava aos penates. Não ficava mangando na rua, nem escapulia do mestre, mesmo que não entendesse patavina da instrução moral e cívica. O verdadeiro smart calçava botina de botões para comparecer todo liró ao copo d’água, se bem que no convescote apenas lambiscasse, para evitar flatos. Os bilontras é que eram um precipício, jogando com pau de dois bicos, pelo que carecia muita cautela e caldo de galinha. O melhor era pôr as barbas de molho diante de um treteiro de topete, depois de fintar e engambelar os coiós, e antes que se pusesse tudo em pratos limpos, ele abria o arco. TEXTO II Palavras do arco da velha Expressão Significado Cair nos braços de Morfeu Dormir Debicar Zombar, ridicularizar Tunda Surra Mangar Escarnecer, caçoar Tugir Murmurar Liró Bem-vestido Copo d’água Lanche oferecido pelos amigos Convescote Piquenique Bilontra Velhaco Treteiro de topete Tratante atrevido Abrir o arco Fugir Na leitura do fragmento do texto Antigamente constata-se, pelo emprego de palavras obsoletas, que itens lexicais outrora produtivos não mais o são no português brasileiro atual. Esse fenômeno revela que",a língua portuguesa de antigamente carecia de termos para se referir a fatos e coisas do cotidiano.,o português brasileiro se constitui evitando a ampliação do léxico proveniente do português europeu.,a heterogeneidade do português leva a uma estabilidade do seu léxico no eixo temporal.,o português brasileiro apoia-se no léxico inglês para ser reconhecido como língua independente.,o léxico do português representa uma realidade linguística variável e diversificada.
QUESTÃO 110,"Considere a tirinha do personagem Hagar em que um navio viking em alto mar, contendo cinco tripulantes, entre eles Hagar, é seguido por um grupo de tubarões.O céu se encontra com nuvens carregadas e todos os tripulantes observam atentamente a aproximação dos tubarões, sem perceber que o navio está prestes a bater em um rochedo. Um dos tripulantes do navio fala: — Veja quantos tubarões estão seguindo a gente! Hagar responde: — É como se eles soubessem que algo ruim vai acontecer! As palavras e as expressões são mediadoras dos sentidos produzidos nos textos. Na fala de Hagar, a expressão “é como se” ajuda a conduzir o conteúdo enunciado para o campo da","conformidade, pois as condições meteorológicas evidenciam um acontecimento ruim.","reflexibilidade, pois o personagem se refere aos tubarões usando um pronome reflexivo.","condicionalidade, pois a atenção dos personagens é a condição necessária para a sua sobrevivência.","possibilidade, pois a proximidade dos tubarões leva à suposição do perigo iminente para os homens.","impessoalidade, pois o personagem usa a terceira pessoa para expressar o distanciamento dos fatos."
QUESTÃO 111,"Cabeludinho Manoel de Barros Quando a Vó me recebeu nas férias, ela me apresentou aos amigos: Este é meu neto. Ele foi estudar no Rio e voltou de ateu. Ela disse que eu voltei de ateu. Aquela preposição deslocada me fantasiava de ateu. Como quem dissesse no Carnaval: aquele menino está fantasiado de palhaço. Minha avó entendia de regências verbais. Ela falava de sério. Mas todo-mundo riu. Porque aquela preposição deslocada podia fazer de uma informação um chiste. E fez. E mais: eu acho que buscar a beleza nas palavras é uma solenidade de amor. E pode ser instrumento de rir. De outra feita, no meio da pelada um menino gritou: Disilimina esse, Cabeludinho. Eu não disiliminei ninguém. Mas aquele verbo novo trouxe um perfume de poesia à nossa quadra. Aprendi nessas férias a brincar de palavras mais do que trabalhar com elas. Comecei a não gostar de palavra engavetada. Aquela que não pode mudar de lugar. Aprendi a gostar mais das palavras pelo que elas entoam do que pelo que elas informam. Por depois ouvi um vaqueiro a cantar com saudade: Ai morena, não me escreve / que eu não sei a ler. Aquele a preposto ao verbo ler, ao meu ouvir, ampliava a solidão do vaqueiro No texto, o autor desenvolve uma reflexão sobre diferentes possibilidades de uso da língua e sobre os sentidos que esses usos podem produzir, a exemplo das expressões “voltou de ateu”, “disilimina esse” e “eu não sei a ler”. Com essa reflexão, o autor destaca",os desvios linguísticos cometidos pelos personagens do texto.,a importância de certos fenômenos gramaticais para o conhecimento da língua portuguesa.,a distinção clara entre a norma culta e as outras variedades linguísticas.,o relato fiel de episódios vividos por Cabeludinho durante as suas férias.,a valorização da dimensão lúdica e poética presente nos usos coloquiais da linguagem.
