question,body,A,B,C,D,E
QUESTÃO 101,"O radar é um dispositivo usado pelos agentes de trânsito nas cidades ou rodovias, com a intenção de limitar a velocidade e assim reduzir acidentes de trânsito. Alguns dispositivos funcionam emitindo ondas sonoras ou eletromagnéticas, que incidem no veículo em movimento e retornam para o dispositivo. De acordo com a alteração da frequência do sinal recebido, pode-se determinar a velocidade do veículo.Qual fenômeno físico está associado ao funcionamento desse tipo de radar?",Difração.,Refração.,Ressonância.,Efeito Doppler.,Efeito fotoelétrico.
QUESTÃO 102,"A prova do carbono 14 A técnica do carbono-14 permite a datação de fósseis pela medição dos valores de emissão beta desse isótopo presente no fóssil. Para um ser em vida, o máximo são 15 emissões beta por, abre parêntese, minuto multiplicado por grama, fecha parêntese . Após a morte, a quantidade de carbono quatorze se reduz pela metade a cada 5 730 anos. Considere que um fragmento fóssil de massa igual a 30 gramas foi encontrado em um sítio arqueológico, e a medição de radiação apresentou 6 750 emissões beta por hora. A idade desse fóssil, em anos, é",450.,1 433.,11 460.,17 190.,27 000.
QUESTÃO 103,"A ﬁgura mostra o funcionamento de uma estação híbrida de geração de eletricidade movida a energia eólica e biogás. Essa estação possibilita que a energia gerada no parque eólico seja armazenada na forma de gás hidrogênio, usado no fornecimento de energia para a rede elétrica comum e para abastecer células a combustível. Descrição da imagem: • Turbinas eólicas podem gerar eletricidade para a rede de distribuição elétrica ou para a produção de hidrogênio. • Nesse processo, o hidrogênio é armazenado e pode ser utilizado como combustível, ou ser misturado ao biogás armazenado (através de uma válvula para mistura). • Essa mistura vai para uma planta mista de geração de energia e pode gerar eletricidade para a rede de distribuição elétrica, ou calor para o destino da energia térmica.  Mesmo com ausência de ventos por curtos períodos, essa estação continua abastecendo a cidade onde está instalada, pois o(a)",planta mista de geração de energia realiza eletrólise para enviar energia à rede de distribuição elétrica.,hidrogênio produzido e armazenado é utilizado na combustão com o biogás para gerar calor e eletricidade.,"conjunto de turbinas continua girando com a mesma velocidade, por inércia, mantendo a eﬁciência anterior.",combustão da mistura biogás-hidrogênio gera diretamente energia elétrica adicional para a manutenção da estação.,planta mista de geração de energia é capaz de utilizar todo o calor fornecido na combustão para a geração de eletricidade.
QUESTÃO 104,"Indústrias de processos químicos A eletrólise é um processo não espontâneo de grande importância para a indústria química. Uma de suas aplicações é a obtenção do gás cloro e do hidróxido de sódio, a partir de uma solução aquosa de cloreto de sódio. Nesse procedimento, utiliza-se uma célula eletroquímica, como ilustrado. Descrição da figura: • A ﬁgura apresenta uma célula eletroquímica formada por duas semicélulas separadas por um diafragma de amianto. • A semicélula da esquerda contém um ânodo de carbono (polo positivo da célula eletroquímica) que está ligado ao polo positivo de uma bateria. • Essa semicélula é alimentada por uma solução aquosa de NaCl, e ocorre liberação de Cl 2 gasoso através de um orifício em sua parte superior. • A semicélula da direita contém um cátodo de carbono (polo negativo da célula eletroquímica) que está ligado ao polo negativo da bateria. • Essa semicélula apresenta, na parte inferior à direita, um dreno para a solução aquosa alcalina e, na parte superior, um orifício que mostra a liberação de um produto secundário. • O fluxo de elétrons ocorre do ânodo para o cátodo, passando através da bateria e fechando o circuito elétrico. No processo eletrolítico ilustrado, o produto secundário obtido é o",vapor de água.,oxigênio molecular.,hipoclorito de sódio.,hidrogênio molecular.,cloreto de hidrogênio.
QUESTÃO 105,"Agricultura natural/orgânica como instrumento de fixação biológica e manutenção do nitrogênio no solo: um modelo sustentável de MDL Uma grande virada na moderna história da agricultura ocorreu depois da Segunda Guerra Mundial. Após a guerra, os governos haviam se deparado com um enorme excedente de nitrato de amônio, ingrediente usado na fabricação de explosivos. A partir daí as fábricas de munição foram adaptadas para começar a produzir fertilizantes tendo como componente principal os nitratos.No ciclo natural do nitrogênio, o equivalente ao principal componente desses fertilizantes industriais é produzido na etapa de",nitratação.,nitrosação.,amoniﬁcação.,desnitriﬁcação.,ﬁxação biológica do N 2.
QUESTÃO 106,"A toxicidade de algumas substâncias é normalmente representada por um índice conhecido como DL50 (dose letal mediana). Ele representa a dosagem aplicada  a uma população de seres vivos que mata 50 por cento desses indivíduos e é normalmente medido utilizando-se ratos como cobaias. Esse índice é muito importante para os seres humanos, pois ao se extrapolar os dados obtidos com o uso de cobaias, pode-se determinar o nível tolerável de contaminação de alimentos, para que possam ser consumidos de forma segura pelas pessoas. O quadro apresenta três pesticidas e suas toxicidades. A unidade miligrama por quilograma indica a massa da substância ingerida pela massa da cobaia. Descrição do quadro: O quadro apresenta duas colunas: na primeira coluna, os nomes dos pesticidas e, na segunda coluna, seus respectivos valores de dose letal, DL 50, em miligrama por quilograma. • Diazinon: 70. • Malation: 1 000. • Atrazina: 3 100. Sessenta ratos, com massa de 200 gramas cada, foram divididos em três grupos de vinte.  Três amostras de ração, contaminadas, cada uma delas com um dos pesticidas indicados no quadro, na concentração de 3 miligramas por grama de ração, foram administradas para cada grupo de cobaias. Cada rato consumiu 100 gramas de ração. Qual(ais) grupo(s) terá(ão) uma mortalidade mínima de 10 ratos?",O grupo que se contaminou somente com atrazina.,O grupo que se contaminou somente com diazinon.,Os grupos que se contaminaram com atrazina e malation.,Os grupos que se contaminaram com diazinon e malation.,"Nenhum dos grupos contaminados com atrazina, diazinon e malation."
QUESTÃO 107,"Os medicamentos são rotineiramente utilizados pelo ser humano com o intuito de diminuir ou, por muitas vezes, curar possíveis transtornos de saúde. Os antibióticos são grupos de fármacos inseridos no tratamento de doenças causadas por bactérias.Na terapêutica das doenças mencionadas, alguns desses fármacos atuam",ativando o sistema imunológico do hospedeiro.,interferindo na cascata bioquímica da inflamação.,removendo as toxinas sintetizadas pelas bactérias.,combatendo as células hospedeiras das bactérias.,daniﬁcando estruturas especíﬁc as da célula bacteriana.
QUESTÃO 108,"Dispositivos eletrônicos que utilizam materiais de baixo custo, como polímeros semicondutores, têm sido desenvolvidos para monitorar a concentração de amônia (gás tóxico e incolor) em granjas avícolas. A polianilina é um polímero semicondutor que tem o valor de sua resistência elétrica nominal quadruplicado quando exposta a altas concentrações de amônia. Na ausência de amônia, a polianilina se comporta como um resistor ôhmico e a sua resposta elétrica é mostrada no gráﬁco. Descrição do gráfico: Gráﬁco da corrente elétrica (eixo vertical, em 10 elevado a menos seis ampères) em função da diferença de potencial (eixo horizontal, em volt).  O gráﬁco é constituído por uma linha reta inclinada crescente, partindo da origem dos eixos, com os seguintes pontos: • Diferença de potencial 0,5 e corrente 1,0. • Diferença de potencial 1,0 e corrente 2,0. • Diferença de potencial 1,5 e corrente 3,0. • Diferença de potencial 2,0 e corrente 4,0. • Diferença de potencial 2,5 e corrente 5,0. • Diferença de potencial 3,0 e corrente 6,0. O valor da resistência elétrica da polianilina na presença de altas concentrações de amônia, em ohm, é igual a","0,5 vezes, abre parêntese, 10 elevado a 0, fecha parêntese .","2,0 vezes, abre parêntese, 10 elevado a 0, fecha parêntese .","2,5 vezes, abre parêntese, 10 elevado a 5, fecha parêntese .","5,0 vezes, abre parêntese, 10 elevado a 5, fecha parêntese .","2,0 vezes, abre parêntese, 10 elevado a 6, fecha parêntese ."
QUESTÃO 109,"Nanotubos de carbono incrementam a fotossíntese de plantas Pesquisadores conseguiram estimular a absorção de energia luminosa em plantas graças ao uso de nanotubos de carbono. Para isso, nanotubos de carbono “se inseriram” no interior dos cloroplastos por uma montagem espontânea, através das membranas dos cloroplastos. Pigmentos da planta absorvem as radiações luminosas, os elétrons são “excitados” e se deslocam no interior de membranas dos cloroplastos, e a planta utiliza em seguida essa energia elétrica para a fabricação de açúcares. Os nanotubos de carbono podem absorver comprimentos de onda habitualmente não utilizados pelos cloroplastos, e os pesquisadores tiveram a ideia de utilizá-los como “antenas”, estimulando a conversão de energia solar pelos cloroplastos, com o aumento do transporte de elétrons. O aumento da eﬁciência fotossintética ocorreu pelo fato de os nanotubos de carbono promoverem diretamente a",utilização de água.,absorção de fótons.,formação de gás oxigênio.,proliferação dos cloroplastos.,ca ptação de dióxido de carbono.
QUESTÃO 110,"Impacto ambiental das barragens hidrelétricas O fenômeno da piracema (subida do rio) é um importante mecanismo que influencia a reprodução de algumas espécies de peixes, pois induz o processo que estimula a queima de gordura e ativa mecanismos hormonais complexos, preparando-os para a reprodução. Intervenções antrópicas nos ambientes aquáticos, como a construção de barragens, interferem na reprodução desses animais. Essa intervenção antrópica prejudica a piracema porque reduz o(a)",percurso da migração.,longevidade dos indivíduos.,disponibilidade de alimentos.,período de migração da espécie.,número de espécies de peixes no local.
QUESTÃO 111,"Fusível é um dispositivo de proteção contra sobrecorrente em circuitos. Quando a corrente que passa por esse componente elétrico é maior que sua máxima corrente nominal, o fusível queima. Dessa forma, evita que a corrente elevada daniﬁque os aparelhos do circuito. Suponha que o circuito elétrico mostrado seja alimentado por uma fonte de tensão U e que o fusível suporte uma corrente nominal de 500 miliampères . Descrição da figura: • Um circuito elétrico em forma de losango com vértices ABCD, alimentado por uma fonte de tensão U . • O polo positivo da tensão U parte para o ponto A, e o polo negativo da tensão U para o ponto C. • Entre A e B, há um resistor de 60 ohms. • Entre B e C, há outro resistor de 60 ohms ligado em paralelo com um resistor de 30 ohms. • Entre C e D, há um resistor de 40 ohms. • Entre D e A, há outro resistor de 60 ohms ligado em paralelo com um resistor de 120 ohms que está em série com um fusível. Qual é o máximo valor da tensão U para que o fusível não queime?",20 volts,40 volts,60 volts,120 volts,185 volts
QUESTÃO 112,"Sentinelas do mar Os botos-cinza ( Sotalia guianensis ), mamíferos da família dos golﬁnhos, são excelentes indicadores da poluição das áreas em que vivem, pois passam toda a sua vida — cerca de 30 anos — na mesma região. Além disso, a espécie acumula mais contaminantes em seu organismo, como o mercúrio, do que outros animais da sua cadeia alimentar. Os botos-cinza acumulam maior concentração dessas substâncias porque",são animais herbívoros.,são animais detritívoros.,são animais de grande porte.,digerem o alimento lentamente.,estão no topo da cadeia alimentar.
QUESTÃO 113,"O Trombone de Quincke (de formato elíptico ) é um dispositivo experimental utilizado para demonstrar o fenômeno da interferência de ondas sonoras. Uma fonte emite ondas sonoras de determinada frequência na entrada do dispositivo. Essas ondas se dividem por dois caminhos e se encontram no ponto de saída do dispositivo, onde se posiciona um detector. Um desses dois caminhos pode ser aumentado através do deslocamento de uma das partes do dispositivo, que é móvel. Quando os dois trajetos possuem o mesmo comprimento total, cada um com 30 centímetros na ida e 30 centímetros na volta, capta-se um som muito intenso na saída. Entretanto, aumentando-se gradativamente o trajeto da parte móvel , até que ele ﬁque com um comprimento total de 40 centímetros na ida e 40 centímetros na volta, a intensidade do som na saída ﬁca praticamente nula. Dessa forma, conhecida a velocidade do som no interior do tubo (320 metros por segundo ), é possível determinar o valor da frequência do som produzido pela fonte.O valor da frequência, em hertz, do som produzido pela fonte sonora é",3 200.,1 600.,800.,640.,400.
QUESTÃO 114,"O ácido acetilsalicílico, AAS (massa molar igual a 180 gramas por mol ), é sintetizado a partir da reação do ácido salicílico (massa molar igual a 138 gramas por mol ) com anidrido acético, usando-se ácido sulfúrico como catalisador, conforme o esquema reacional : Descrição do esquema reacional: Uma molécula de ácido salicílico (cadeia carbônica que contém um anel ligado no carbono 1 ao grupo COOH, por meio de ligação simples, e ligado no carbono 2 ao grupo hidroxila (OH), também por meio de ligação simples) reage com uma molécula de anidrido acético (cadeia carbônica com oxigênio no centro, ligado por meio de ligação simples a dois grupos C dupla O ligação simples com CH 3) em presença de ácido sulfúrico e produz uma molécula de ácido acetilsalicílico (cadeia carbônica que contém um anel ligado no carbono 1 ao grupo COOH por meio de ligação simples, e ligado no carbono 2 ao grupo O ligação simples para C dupla O, e ligação simples para CH 3 também por meio de ligação simples) e uma molécula de ácido acético (CH 3 ligação simples com o grupo COOH). Após a síntese, o AAS é puriﬁcado e o rendimento ﬁnal é de aproximadamente 50 por cento . Devido às suas propriedades farmacológicas (antitérmico, analgésico, anti-inflamatório e antitrombótico), o AAS é utilizado como medicamento na forma de comprimidos, nos quais se emprega tipicamente uma massa de 500 miligramas dessa substância. Uma indústria farmacêutica pretende fabricar um lote de 900 mil comprimidos, de acordo com as especiﬁcações do texto. Qual é a massa de ácido salicílico, em quilograma , que deve ser empregada para esse ﬁm?",293,345,414,690,828
QUESTÃO 115,"A Mata Atlântica caracteriza-se por uma grande diversidade de epíﬁtas, como as bromélias. Essas plantas estão adaptadas a esse ecossistema e conseguem captar luz, água e nutrientes mesmo vivendo sobre as árvores.Essas espécies captam água do(a)",organismo das plantas vizinhas.,solo através de suas longas raízes.,chuva acumulada entre suas folhas.,seiva bruta das plantas hospedeiras.,comunidade que vive em seu interior.
QUESTÃO 116,"O ferro é encontrado na natureza na forma de seus minérios, tais como a hematita ( alfa-Fe2O3), a magnetita (Fe3O4 ) e a wustita (FeO). Na siderurgia, o ferro-gusa é obtido pela fusão de minérios de ferro em altos fornos em condições adequadas. Uma das etapas nesse processo é a formação de monóxido de carbono. O CO (gasoso) é utilizado para reduzir o FeO (sólido), conforme a equação química: Descrição da equação química: Os reagentes FeO (sólido) + CO (gasoso) formam os produtos Fe ( sólido) + CO2 (gasoso). Considere as seguintes equações termoquímicas: Descrição das três equações termoquímicas: Primeira equação: • Os reagentes Fe 2O3 (sólido) + 3 CO (gasoso) formam os produtos 2 Fe (sólido) + 3 CO2 (gasoso). • Variação de entalpia igual a −25 quilojoules por mol de Fe2O3. Segunda equação: • Os reagentes 3 FeO (sólido) + CO2 (gasoso) formam os produtos Fe3O4 (sólido) + CO (gasoso). • Variação de ental pia igual a −36 quilojoules por mol de CO 2. Terceira equação: • Os reagentes 2 Fe3O4 (sólido) + CO2 (gasoso) formam os produtos 3 Fe2O3 (sólido) + CO (gasoso). • Variação de entalpia igual a +47 quilojoules por mol de CO 2. O valor mais próximo de variação de entalpia , em quilojoule por mol de FeO, para a reação indicada do FeO (sólido) com o CO (gasoso) é",− 14.,− 17.,− 50.,− 64.,− 100.
QUESTÃO 117,"Japão pesquisa efeitos da radiação na fauna e flora de Fukushima O Japão começou uma investigação em animais e plantas para estabelecer os efeitos da radiação procedente da usina nuclear de Fukushima nas regiões mais afetadas pelo acidente atômico. A análise registrará os níveis de césio radioativo em vários pontos da província japonesa. Esse tipo de radiação promove reações químicas anormais nos tecidos orgânicos, pois retira elétrons das moléculas por um processo de",redução.,eletrólise.,ionização.,fusão nuclear.,ﬁssão nuclear.
QUESTÃO 118,"A distroﬁa muscular Duchenne (DMD) é uma doença causada por uma mutação em um gene localizado no cromossomo X. Pesquisadores estudaram uma família na qual gêmeas monozigóticas eram portadoras de um alelo mutante recessivo para esse gene (heterozigóticas). O interessante é que uma das gêmeas apresentava o fenótipo relacionado ao alelo mutante, isto é, DMD, enquanto a sua irmã apresentava fenótipo normal.A diferença na manifestação da DMD entre as gêmeas pode ser explicada pela",dominância incompleta do alelo mutante em relação ao alelo normal.,falha na separação dos cromossomos X no momento da separação dos dois embriões.,recombinação cromossômica em uma divisão celular embrionária anterior à separação dos dois embriões.,inativação aleatória de um dos cromossomos X em fase posterior à divisão que resulta nos dois embriões.,origem paterna do cromossomo portador do alelo mutante em uma das gêmeas e origem materna na outra.
QUESTÃO 119,"Para se adequar às normas ambientais atuais, as construtoras precisam prever em suas obras a questão do uso de materiais de modo a minimizar os impactos causados no local. Entre esses materiais está o chamado concregrama ou pisograma, que é um tipo de revestimento composto por peças de concreto com áreas vazadas, preenchidas com solo gramado. As ﬁguras apresentam essas duas formas de piso feitos de concreto. Descrição da imagem: A imagem traz a representação dos pisos de concreto tradicional e do concregrama. O piso tradicional de concreto é representado por um retângulo de concreto maciço, já o piso concregrama é representado por um retângulo de concreto com quatro retângulos menores vazados preenchidos com solo gramado. A utilização desse tipo de piso em uma obra tem o objeti vo de evitar, no solo, a",impermeabilização.,diminuição da temperatura.,acumulação de matéria orgânica.,alteração do pH.,salinização.
QUESTÃO 120,"Ácidos e bases em química orgânica Diversos produtos naturais podem ser obtidos de plantas por processo de extração. O lapachol é da classe das naftoquinonas. Sua estrutura apresenta uma hidroxila enólica (p K a = 6,0) que permite que este composto seja isolado da serragem dos ipês por extração com solução adequada, seguida de ﬁltração simples. Considere que p K a igual a menos log de K a, em que K a é a constante ácida da reação de ionização do lapachol. Descrição da estrutura química do lapachol: A estrutura representa um ciclo com 6 átomos de carbono contendo uma ligação dupla entre os carbonos 1 e 2, com as seguintes características: • um grupo hidroxila (OH) no carbono 1 do ciclo; • uma cadeia carbônica ligada ao carbono 2 do ciclo. Essa cadeia contém 4 átomos de carbono com uma ligação dupla entre o segundo e o terceiro e um grupo metila no terceiro carbono; • uma ligação dupla com oxigênio nos carbonos 3 e 6 do ciclo; • um anel benzênico condensado ao ciclo pelos carbonos 4 e 5 do ciclo. Qual solução deve ser usada para extração do lapachol da serragem do ipê com maior eﬁciência?",Solução de Na 2CO3 para formar um sal de lapachol.,"Solução-tampão ácido acético/acetato de sódio (pH = 4,5).",Solução de NaCl a ﬁm de aumentar a força iônica do meio.,Solução de Na 2SO4 para formar um par iônico com lapachol.,Solução de HCl a ﬁm de extraí-lo por meio de reação ácido-base.
QUESTÃO 121,"Alguns tipos de dessalinizadores usam o processo de osmose reversa para obtenção de água potável a partir da água salgada. Nesse método, utiliza-se um recipiente contendo dois compartimentos separados por uma membrana semipermeável: em um deles coloca-se água salgada e no outro recolhe-se a água potável. A aplicação de pressão mecânica no sistema faz a água fluir de um compartimento para o outro. O movimento das moléculas de água através da membrana é controlado pela pressão osmótica e pela pressão mecânica aplicada. Para que ocorra esse processo é necessário que as resultantes das pressões osmótica e mecânica apresentem",mesmo sentido e mesma intensidade.,sentidos opostos e mesma intensidade.,sentidos opostos e maior intensidade da pressão osmótica.,mesmo sentido e maior intensidade da pressão osmótica.,sentidos opostos e maior intensidad e da pressão mecânica.
QUESTÃO 122,"Na Idade Média, para elaborar preparados a partir de plantas produtoras de óleos essenciais, as coletas das espécies eram realizadas ao raiar do dia. Naquela época, essa prática era fundamentada misticamente pelo efeito mágico dos raios lunares, que seria anulado pela emissão dos raios solares. Com a evolução da ciência, foi comprovado que a coleta de algumas espécies ao raiar do dia garante a obtenção de material com maiores quantidades de óleos essenciais. A explicação cientíﬁca que justiﬁca essa prática se baseia na",volatilização das substâncias de interesse.,polimerização dos óleos catalisada pela radiação solar.,solubilização das substâncias de interesse pelo orvalho.,oxidação do óleo pelo oxigênio produzido na fotossíntese.,liberação das moléculas de óleo durante o processo de fotossíntese.
QUESTÃO 123,"Um determinado aparelho de TV traz em uma etiqueta próxima ao cabo de força a informação: “Alimentação:  100 a 240 volts, 60 hertz e 2 ampères ”. Uma pessoa decide levar esse aparelho a um acampamento e utilizar dez baterias de carro de 12 volts e 60 ampères-hora , ligadas em série, para alimentá-lo. O aparelho não funcionará, pois",a bateria não fornece a potência necessária.,necessita de corrente alternada para sua operação.,as baterias foram ligadas em um arranjo diferente do indicado.,a tensão das baterias é inferior à tensão mínima exigida pelo aparelho.,uma bateria de carro não é capaz de fornecer a corrente exigida de 2 ampères .
QUESTÃO 124,"Uma orquestra é constituída de diferentes instrumentos, que são classiﬁcados em famílias. Uma dessas famílias é a das cordas clássicas ou friccionadas, em que os instrumentos, agrupados do mais alto para o mais baixo, são: o violino, a viola clássica, o violoncelo e o contrabaixo acústico. O violino, em comparação ao violoncelo, é capaz de produzir uma onda sonora com maior",período.,amplitude.,frequência.,velocidade.,comprimento de ond a.
