question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTÃO 56,"Memórias de um tamborete de baiana Hoje sou um ser inanimado, mas já tive vida pulsante em seivas vegetais, fui um ser vivo; é bem verdade que do reino vegetal, mas isso não me tirou a percepção de vida vivida como tamborete. Guardo apreço pelos meus criadores, as mãos que me fizeram, me venderam, e pelas mulheres que me usaram para suas vendas e de tantas outras maneiras. Essas pessoas, sim, tiveram suas subjetividades, singularidades e pluralidades, que estão incorporadas a mim. É preciso considerar que a nossa história, de móveis de museus, está para além da mera vinculação aos estilos e à patrimonialização que recebemos como bem material vinculado ao patrimônio imaterial. A nossa história está ligada aos dons individuais das pessoas e suas práticas sociais. Alguns indivíduos consagravam-se por terem determinados requisitos, tais como o conhecimento de modelos clássicos ou destreza nos desenhos. Ao descrever-se como patrimônio museológico, o objeto abordado no texto associa a sua história às ",A habilidades artísticas e culturais dos sujeitos. ,B vocações religiosas e pedagógicas dos mestres. ,C naturezas antropológica e etnográfica dos expositores. ,D preservações arquitetônica e visual dos conservatórios. ,E competências econômica e financeira dos comerciantes. ,2022,56,CH,A,portuguese
QUESTÃO 57,"Advento da Polis, nascimento da filosofia: entre as duas ordens de fenômenos, os vínculos são demasiado estreitos para que o pensamento racional não apareça, em suas origens, solidário das estruturas sociais e mentais próprias da cidade grega. Assim recolocada na história, a filosofia despoja-se desse caráter de revelação absoluta que às vezes lhe foi atribuído, saudando, na jovem ciência dos jônios, a razão intemporal que veio encarnar-se no Tempo. A escola de Mileto não viu nascer a Razão; ela construiu uma Razão, uma primeira forma de racionalidade. Essa razão grega não é a razão experimental da ciência contemporânea. Os vínculos entre os fenômenos indicados no trecho foram fortalecidos pelo surgimento de uma categoria de pensadores, a saber: ","A Os epicuristas, envolvidos com o ideal de vida feliz. ","B Os estoicos, dedicados à superação dos infortúnios. ","C Os sofistas, comprometidos com o ensino da retórica. ","D Os peripatéticos, empenhados na dinâmica do ensino. ","E Os poetas rapsodos, responsáveis pela narrativa do mito. ",2022,57,CH,C,portuguese
QUESTÃO 58,"Decreto-Lei n. 1 949, de 27/12/1937 Art. 1º Fica criado o Departamento de Imprensa e Propaganda (DIP), diretamente subordinado ao presidente da República. Art. 2º O DIP tem por fim:  h) coordenar e incentivar as relações da imprensa com os poderes públicos no sentido de maior aproximação da mesma com os fatos que se ligam aos interesses nacionais;  n) autorizar mensalmente a devolução dos depósitos efetuados pelas empresas jornalísticas para a importação de papel para imprensa, uma vez demonstrada, a seu juízo, a eficiência e a utilidade pública dos jornais ou periódicos por elas administrados ou dirigidos. Com base nos trechos do decreto, as finalidades do órgão criado permitiram ao governo promover o(a) ",A diversificação da opinião pública. ,B mercantilização da cultura popular. ,C controle das organizações sindicais. ,D cerceamento da liberdade de expressão. ,E privatização dos meios de comunicação. ,2022,58,CH,D,portuguese
QUESTÃO 59,"Descrição da imagem: Mapa do Brasil intitulado Radiação solar global horizontal — média anual apresenta manchas que mensuram a gradação de quilowatt-hora por metro quadrado e mostra a menor gradação na Amazônia e na região litorânea, gradação média na região central e a maior gradação no interior da Região Nordeste, norte de Minas Gerais, Goiás e sul do Tocantins. Uma característica regional que justifica o maior potencial anual médio para o aproveitamento da energia solar é a reduzida ",A declividade do relevo. ,B extensão longitudinal. ,C nebulosidade atmosférica. ,D irregularidade pluviométrica. ,E influência da continentalidade. ,2022,59,CH,C,portuguese
QUESTÃO 60,"O povo Kambeba é o povo das águas. Os mais velhos costumam contar que o povo nasceu de uma gota-d’água que caiu do céu em uma grande chuva. Nessa gota estavam duas gotículas: o homem e a mulher. “Por essa narrativa e cosmologia indígena de que nós somos o povo das águas é que o rio nos tem fundamental importância”, diz Márcia Wayna Kambeba, mestre em Geografia e escritora. Todos os dias, ela ia com o pai observar o rio. Ia em silêncio e, antes que tomasse para si a palavra, era interrompida. “Ouça o rio”, o pai dizia. Depois de cerca de duas horas a ouvir as águas do Solimões, ela mergulhava. “Confie no rio e aprenda com ele”. “Fui entender mais tarde, com meus estudos e vivências, que meu pai estava me apresentando à sabedoria milenar do rio”. Pelo descrito no texto, o povo Kambeba tem o rio como um(a) ",A objeto tombado e museográfico. ,B herança religiosa e sacralizada. ,C cenário bucólico e paisagístico. ,D riqueza individual e efêmera. ,E patrimônio cultural e afetivo. ,2022,60,CH,E,portuguese
QUESTÃO 61,"Lá embaixo está o Açude Itans, com seu formigueiro a cavar a terra. É mesmo impressionante o esforço daquele formigar de homens ao sol, lavados em suor, que não param, em longas filas pacientes acompanhando centenas de burricos que sobem e descem, numa ciranda comovente e silenciosa, cada burrico com duas caixas de terra no lombo. É o labor organizado para a salvação da terra e do homem. Depois do semideserto que tanto nos acabrunhou o espírito por falta de chuvas, o esforço destes milhares de sertanejos, todos vestidos de brim mescla e calçando alpercatas, no combate consciente à esterilidade da natureza, com as famílias alojadas em pequeninas casas de taipa e telha — embrião de futura cidade — impressionava-nos profundamente. Na construção do empreendimento descrito, destaca-se a presença de ",A engenheiros na execução de canais fluviais. ,B coronéis na ampliação de antigas fazendas. ,C operários na distribuição dos recursos hídricos. ,D trabalhadores na formação de novos espaços. ,E negociantes na organização de redes comerciais. ,2022,61,CH,D,portuguese
QUESTÃO 62,"Para os Impérios Coloniais, o problema das doenças que atingiam os escravos era algo com que cotidianamente deparavam os senhores. Em vista disso, uma série de obras dedicadas à administração de escravos foi publicada com vista a implementar uma moderna gestão da mão de obra escravista em convergência com o Iluminismo. Nesse contexto, o saber médico adquiria um papel extremamente relevante. Este era encarado como um instrumento fundamental ao desenvolvimento colonial, dada a percepção do impacto que as doenças tropicais causavam na população branca e nos povos escravizados. De acordo com o texto, a importância da medicina se justifica no âmbito dos objetivos ",A econômicos das elites. ,B naturalistas dos viajantes. ,C abolicionistas dos letrados. ,D tradicionalistas dos nativos. ,E emancipadores das metrópoles. ,2022,62,CH,A,portuguese
QUESTÃO 63,"TEXTO 1 Interseccionalidade: intercruzamento de desigualdades que gera padrões complexos de discriminação. TEXTO 2 Considerando o conceito apresentado no Texto 1 e os dados apresentados no Texto 2, no Brasil, são fatores que intensificam o fenômeno da discriminação: ",A Raça e gênero. ,B Etnia e habitação. ,C Idade e nupcialidade. ,D Profissão e sexualidade. ,E Escolaridade e fecundidade. ,2022,63,CH,A,portuguese
QUESTÃO 64,"O princípio básico do Estado de direito é o da eliminação do arbítrio no exercício dos poderes públicos, com a consequente garantia de direitos dos indivíduos perante esses poderes. Estado de direito significa que nenhum indivíduo, presidente ou cidadão comum está acima da lei. Os governos democráticos exercem a autoridade por meio da lei e estão eles próprios sujeitos aos constrangimentos impostos pela lei. Descrição da imagem: Infográfico intitulado Proporção de pessoas abaixo da linha de pobreza — por arranjo domiciliar no Brasil — 2017 apresenta os seguintes dados: Mulher sem cônjuge e com filho(s) até 14 anos: 56,9 por cento; Mulher preta ou parda sem cônjuge e com filho(s) até 14 anos: 64,4 por cento; Mulher branca sem cônjuge e com filho(s) até 14 anos: 41,5 por cento; Casal com filho(s): 30,4 por cento; Outros: 21 por cento; Unipessoal: 11,6 por cento; Casal sem filho: 10 por cento. Nas sociedades contemporâneas, consiste em violação do princípio básico enunciado no texto: ",A Supressão de eleições de representantes políticos. ,B Intervenção em áreas de vulnerabilidade pela Igreja. ,C Disseminação de projetos sociais em universidades. ,D Ampliação dos processos de concentração de renda. ,E Regulamentação das relações de trabalho pelo Legislativo. ,2022,64,CH,A,portuguese
QUESTÃO 65,"Brasileiros levam mais tempo de casa para o trabalho Pesquisa do IBGE aponta que a situação é mais grave no Sudeste: 13 por cento das pessoas levam mais de uma hora para chegar ao trabalho. Nas regiões metropolitanas de São Paulo e do Rio, o IBGE registrou os maiores percentuais de trabalhadores que levam mais de uma hora no trajeto até o emprego. Quem vê o Marcelo chegar ao trabalho nem imagina a maratona que ele enfrenta todos os dias antes das 5 horas. “Acordo 4 horas e 30, saio de casa 5 horas, pego trem 5 horas e 20, chego na Central umas 6 horas e 50, pego ônibus e chego no trabalho mais ou menos 7 horas e 10”, conta. Segundo especialista, são os mais pobres os que moram mais longe do emprego. A pesquisa desenvolvida retrata a seguinte dinâmica populacional: ",A Fluxo de retorno. ,B Migração interna. ,C Mudança sazonal. ,D Movimento pendular. ,E Deslocamento forçado. ,2022,65,CH,D,portuguese
QUESTÃO 66,"A história do Primeiro de Maio de 1890 — na França e na Europa, o primeiro de todos os Primeiros de Maio — é, sob vários aspectos, exemplar. Resultante de um ato político deliberado, essa manifestação ilustra o lado voluntário da construção de uma classe — a classe operária — à qual os socialistas tentam dar uma unidade política e cultural através daquela pedagogia da festa cujo princípio, eficácia e limites há muito tempo tinham sido experimentados pela Revolução Francesa. Com base no texto, a fixação dessa data comemorativa tinha por objetivo ",A valorizar um sentimento burguês. ,B afirmar uma identidade coletiva. ,C edificar uma memória nacional. ,D criar uma comunidade cívica. ,E definir uma tradição popular. ,2022,66,CH,B,portuguese
QUESTÃO 67,"TEXTO 1 A primeira grande lei educacional do Brasil, de 1827, determinava que, nas “escolas de primeiras letras” do Império, meninos e meninas estudassem separados e tivessem currículos diferentes. No Senado, o Visconde de Cayru foi um dos defensores de que o currículo de matemática das garotas fosse o mais enxuto possível. Nas palavras dele, o “belo sexo” não tinha capacidade intelectual para ir muito longe: — Sobre as contas, são bastantes [para as meninas] as quatro espécies, que não estão fora do seu alcance e lhes podem ser de constante uso na vida. TEXTO 2 No Senado, o único a defender publicamente que as meninas tivessem, em matemática, um currículo idêntico ao dos meninos foi o Marquês de Santo Amaro (RJ). Ele argumentou: — Não me parece conforme, às luzes do tempo em que vivemos, deixarmos de facilitar às brasileiras a aquisição desses conhecimentos [mais aprofundados de matemática]. A oposição que se manifesta não pode nascer senão do arraigado e péssimo costume em que estavam os antigos, os quais nem queriam que suas filhas aprendessem a ler. Os discursos expressam pontos de vista divergentes respectivamente pela oposição entre ",A liberdade de gênero e controle social. ,B equidade de escolha e imposição cultural. ,C dominação de corpos e igualdade humana. ,D geração de oportunidade e restrição profissional. ,E exclusão de competências e participação política. ,2022,67,CH,C,portuguese
QUESTÃO 68,"Após sete anos da ocupação de um terreno abandonado em Santo André, no ABC paulista, os condomínios Novo Pinheirinho e Santos Dias foram inaugurados, com a presença de representantes dos governos federal, estadual e municipal. A ocupação começou em 2012 e, desde então, o movimento vinha reivindicando o direito de usufruir do espaço para a construção de casas. A Carta Magna, em seu art. 6º, garante a todos os brasileiros o direito à moradia. O texto apresenta uma estratégia usada pelo movimento social para ",A fragilizar o poder público. ,B fomentar a economia solidária. ,C controlar a propriedade estatal. ,D garantir o preceito constitucional. ,E incentivar a especulação imobiliária. ,2022,68,CH,D,portuguese
QUESTÃO 69,"TEXTO 1 A Marinha identifica, na voz de Thomas Barnett, uma ampla região potencialmente insubmissa ou simplesmente irredutível às normas gerais de funcionamento promovidas pelos Estados Unidos e sancionadas pelo Fundo Monetário Internacional, pela Organização Mundial do Comércio e pelo Banco Mundial. E não necessariamente por sua consciência rebelde, mas sim, em muitos casos, pela insubstancialidade de suas instituições estatais. TEXTO 2 Descrição da imagem: Mapa-múndi destaca locais identificados como “Alta densidade e variedade germoplásmica”, “Petróleo e gás” e “A ‘brecha’ crítica do ‘Novo Mapa do Pentágono’”. A parte do globo identificada como “A ‘brecha’ crítica do ‘Novo Mapa do Pentágono’” engloba extensas áreas oceânicas e continentais na América Central, norte da América do Sul, Caribe, a maior parte do continente africano, Oriente Médio, Ásia Central e Sudeste Asiático. As preocupações do governo estadunidense expressas no texto e no mapa evidenciam uma estratégia para ",A compartilhamento de inovações tecnológicas. ,B promoção de independência financeira. ,C incremento de intercâmbios culturais. ,D ampliação de influência econômica. ,E preservação de recursos naturais. ,2022,69,CH,D,portuguese
QUESTÃO 70,"Colegas, na mente e no coração do povo, a Crimeia sempre foi uma porção inseparável da Rússia. Essa firme convicção se baseia na verdade e na justiça e foi passada de geração em geração, ao longo do tempo, sob quaisquer circunstâncias, apesar de todas as drásticas mudanças que nosso país atravessou durante todo o século 20. Considerando a dinâmica geopolítica subjacente ao texto, a justificativa utilizada por Vladimir Putin, em 2014, para anexação dessa península apela para o argumento de que ",A as populações com idioma comum devem estar submetidas à mesma autoridade estatal. ,B o imperialismo soviético havia se acomodado às pretensões das potências vizinhas. ,C os organismos transnacionais são incapazes de solucionar disputas territoriais. ,D a integração regional supõe a livre circulação de pessoas e mercadorias. ,E a expulsão das forças navais ocidentais garantiria a soberania nacional. ,2022,70,CH,A,portuguese
QUESTÃO 71,"A dublagem é o novo campo a ser explorado pela inteligência artificial, e há empresas dedicadas a fazer com que as vozes originais de atores sejam transpostas para outros idiomas. A novidade reforça a tendência da automação de postos de trabalho nas mais diversas áreas. Tem potencial para facilitar a vida de estúdios e produtoras e, ao mesmo tempo, tornar mais escassas as oportunidades para dubladores e atores que trabalham com isso. A consequência da mudança tecnológica apresentada no texto é a ",A proteção da economia nacional. ,B valorização da cultura tradicional. ,C diminuição da formação acadêmica. ,D estagnação da manifestação artística. ,E ampliação do desemprego estrutural. ,2022,71,CH,E,portuguese
QUESTÃO 72,"Brasil e Argentina fecham acordo para corte de 10 por cento na tarifa do Mercosul Brasil e Argentina chegaram a um acordo para a redução em 10 por cento da Tarifa Externa Comum (TEC) do Mercosul. O consenso foi alcançado durante negociação entre o ministro das Relações Exteriores do Brasil e o seu equivalente argentino, no Palácio do Itamaraty, em Brasília, no início do mês de outubro de 2021. A redução da TEC é um antigo desejo do Brasil, que pretende abrir mais sua economia e, com isso, ajudar a controlar a inflação. Já a Argentina temia que a medida pudesse afetar sua produção industrial. O acordo vai abranger uma ampla gama de produtos e ainda será apresentado ao Paraguai e Uruguai, para que seja formalizado. A necessidade de negociação diplomática para viabilizar o acordo tarifário mencionado é explicada pela seguinte característica do Mercosul: ",A Limitação da circulação financeira. ,B Padronização da política monetária. ,C Funcionamento da união aduaneira. ,D Dependência da exportação agrícola. ,E Equivalência da legislação trabalhista. ,2022,72,CH,C,portuguese
QUESTÃO 73,"Ainda que a fome ocorrida na Itália em 536 tenha origem nos eventos climáticos, suas implicações são tanto políticas quanto econômicas. Nos primeiros séculos da Idade Média, o auxílio aos famintos se inscreve no domínio da gestão pública, mesmo quando a ação de seus agentes é apresentada sob o ângulo da piedade e da caridade individuais, como é o caso da Gália merovíngia. Assim, o fato de que as respostas à fome são mostradas, na Gália, como o fruto de iniciativas pessoais fundadas no imperativo da caridade deriva da natureza das fontes do século 6. Na conjuntura histórica destacada no texto, o dever de agir em face da situação de crise apresentada pertencia à jurisdição ","A da nobreza, proveniente da obrigação de proteção ao campesinato livre. ","B da realeza, decorrente do conceito de governo subjacente à monarquia cristã. ","C dos mosteiros, resultante do caráter fraternal afirmado nas regras monásticas. ","D dos bispados, consequente da participação dos clérigos nos assuntos comunitários. ","E das corporações, procedente do padrão assistencialista previsto nas normas estatutárias. ",2022,73,CH,B,portuguese
QUESTÃO 74,"As forças tectônicas dentro da litosfera, controladas pelo calor interno das profundezas, geram terremotos, erupções e soerguimento de montanhas. As forças meteorológicas dentro da atmosfera e da hidrosfera, controladas pelo calor do Sol, produzem tempestades, inundações, geleiras e outros agentes de erosão. A interação dinâmica entre as forças naturais citadas favorece a ocupação do espaço geográfico, na medida em que provoca a formação de ",A solos vulcânicos. ,B dorsais oceânicas. ,C relevos escarpados. ,D superfícies lateríticas. ,E dobramentos modernos. ,2022,74,CH,A,portuguese
QUESTÃO 75,"Descrição da imagem: Infográfico apresenta uma espiral ascendente na seguinte sequência: LUA DE MEL, TENSÃO, AGRESSÃO, LUA DE MEL, TENSÃO, AGRESSÃO, numa incidência recorrente, até LUA DE MEL, TENSÃO e MORTE. A legenda da ilustração apresenta as seguintes informações: LUA DE MEL: carinho, paixão, presentes, promessas, reconciliação, liberdade; TENSÃO: insulto, humilhação, intimidação, gritos, ameaça, controle, isolamento, medo, conflitos, descumprimento de promessa; AGRESSÃO: empurrão, beliscão, puxão de cabelo, sufocamento, arremesso de objetos, tapa, chute, espancamento.       O ápice da ilustração se traduz por uma conduta social caracterizada pela ",A cultura do cancelamento. ,B prática do feminicídio. ,C postura negacionista. ,D ação involuntária. ,E defesa da honra. ,2022,75,CH,B,portuguese
QUESTÃO 76,"Vigiar e punir: nascimento da prisão Michel Foucault O leproso é visto dentro de uma prática da rejeição, do exílio-cerca; deixa-se que se perca lá dentro como numa massa que não tem muita importância diferenciar; os pestilentos são considerados num policiamento tático meticuloso onde as diferenciações individuais são os efeitos limitantes de um poder que se multiplica, se articula e se subdivide. O grande fechamento por um lado; o bom treinamento por outro. A lepra e sua divisão; a peste e seus recortes. Uma é marcada; a outra, analisada e repartida. O exílio do leproso e a prisão da peste não trazem consigo o mesmo sonho político. Os modelos autoritários descritos no texto apontam para um sistema de controle que se baseia no(a): ",A Formação de sociedade disciplinar. ,B Flexibilização do regramento social. ,C Banimento da autoridade repressora. ,D Condenação da degradação humana. ,E Hierarquização da burocracia estatal. ,2022,76,CH,A,portuguese
QUESTÃO 77,"TEXTO 1 Em março de 1889, quando apareceram as primeiras romarias atraídas pelos milagres da beata Maria de Araújo, Juazeiro inseriu-se no rol da fundação do espaço religioso. Construía-se mais um centro, como Aparecida do Norte, Canindé ou Lourdes. TEXTO 2 Não sabemos ao certo quantas pessoas estavam presentes na capela no momento em que a hóstia sangrou na boca de Maria de Araújo. O Padre Cícero nos conta que o fato surpreendeu não só aos presentes, mas a própria beata parecia atordoada com o ocorrido. O fenômeno continuou acontecendo todas as quartas e sextas na Capela de Nossa Senhora das Dores a partir daquele dia. Os paninhos manchados do sangue que escorria da hóstia e da boca da beata, a princípio, ficaram sob a guarda do Padre Cícero, mas logo foram expostos à visitação pública e, além disso, o sangramento foi proclamado como milagre sem o conhecimento e sem a autorização do bispo diocesano. As práticas religiosas mencionadas nos textos estão associadas, respectivamente, à: ",A Delimitação de paisagens urbanas e abandono de componentes espiritualistas. ,B Demarcação de patrimônios afetivos e apropriação de elementos judaizantes. ,C Expansão de fronteiras regionais e subjetivação do cristianismo medieval. ,D Circunscrição de bens simbólicos e admissão de cerimônias ecumênicas. ,E Criação de lugares místicos e experiências do catolicismo popular. ,2022,77,CH,E,portuguese
QUESTÃO 78,"Em 2003, teve início o Programa de Aquisição de Alimentos e, com ele, várias mudanças na perspectiva dos mercados institucionais. Trata-se do primeiro programa de compras públicas com uma orientação exclusiva para a agricultura familiar, articulando-a explicitamente com a segurança alimentar e nutricional. O Programa é destinado à aquisição de produtos agropecuários produzidos por agricultores enquadrados no Programa Nacional de Fortalecimento da Agricultura Familiar (Pronaf), incluídas aqui as categorias: assentados da reforma agrária, trabalhadores rurais sem terra, acampados, quilombolas, agroextrativistas, famílias atingidas por barragens e comunidades indígenas. ",ação governamental descrita constitui-se uma importante conquista para os pequenos produtores em virtude da: A A Inovação tecnológica. ,B Reestruturação fundiária. ,C Comercialização garantida. ,D Eliminação no custo do frete. ,E Negociação na bolsa de valores. ,2022,78,CH,C,portuguese
QUESTÃO 79,"Um experimento denominado FunFit foi desenvolvido com o objetivo de fazer com que os membros de uma comunidade local se tornassem mais ativos fisicamente. Todos os participantes do estudo foram vinculados a dois outros membros da comunidade que receberiam pequenos incentivos em dinheiro para serem estimulados a aumentar a sua atividade física, que era medida por acelerômetros nos celulares fornecidos pelo estado. Assim, se a pessoa andasse mais do que o habitual, seus conhecidos receberiam o dinheiro. Os resultados foram assombrosos: o esquema mostrou-se de quatro a oito vezes mais eficaz do que o método de oferecer incentivos individuais. Contrariando a visão prevalente sobre o impacto tecnológico nas relações humanas, o texto revela que os celulares podem desempenhar uma função ","A recreativa, promovendo o lazer em redes integradas. ","B social, estimulando a reciprocidade por meios digitais. ","C laboral, convertendo o desenvolvedor em usuário final. ","D comercial, direcionando a escolha por produtos industrializados. ","E cognitiva, favorecendo a aprendizagem pelas ferramentas virtuais. ",2022,79,CH,B,portuguese
QUESTÃO 80,"Os caixeiros do comércio a retalho do Rio de Janeiro estiveram entre as primeiras categorias de trabalhadores a se organizar em associações e a exigir a intervenção dos poderes públicos na mediação de suas lutas por direitos. Na década de 1880, os caixeiros participaram da arena política e ganharam as ruas com vários outros, como os republicanos e os abolicionistas. A atuação dos trabalhadores mencionados no texto representou, na capital do Império, um momento de ",A manutenção das regras patronais. ,B desprendimento das ideias liberais. ,C fortalecimento dos contratos laborais. ,D consolidação das estruturas sindicais. ,E contestação dos princípios monárquicos. ,2022,80,CH,E,portuguese
