question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTÃO 63,"Declaração de Direitos do Homem e do Cidadão – 1789 Os representantes do povo francês, tendo em vista que a ignorância, o esquecimento ou o desprezo dos direitos do homem são as únicas causas dos males públicos e da corrupção dos governos, resolveram declarar solenemente os direitos naturais, inalienáveis e sagrados do homem, a fim de que esta declaração, sempre presente em todos os membros do corpo social, lhes lembre permanentemente seus direitos e seus deveres; a fim de que as reivindicações dos cidadãos, fundadas em princípios simples e incontestáveis, se dirijam sempre à conservação da Constituição e à felicidade geral. Esse documento, elaborado no contexto da Revolução Francesa, reflete uma profunda mudança social ao estabelecer a",manutenção das terras comunais.,supressão do poder constituinte.,falência da sociedade burguesa.,paridade do tratamento jurídico.,abolição dos partidos políticos.,2020,63,CH,D,portuguese
QUESTÃO 64,"Na Grécia, o conceito de povo abrange tão somente aqueles indivíduos considerados cidadãos. Assim é possível perceber que o conceito de povo era muito restritivo. Mesmo tendo isso em conta, a forma democrática vivenciada e experimentada pelos gregos atenienses nos séculos IV e V a.C. pode ser caracterizada, fundamentalmente, como direta. Naquele contexto, a emergência do sistema de governo mencionado no excerto promoveu o(a)",competição para a escolha de representantes.,campanha pela revitalização das oligarquias.,estabelecimento de mandatos temporários.,declínio da sociedade civil organizada.,participação no exercício do poder.,2020,64,CH,E,portuguese
QUESTÃO 65,"Dois grandes eventos históricos tornaram possível um caso como o de Menocchio: a invenção da imprensa e a Reforma. A imprensa lhe permitiu confrontar os livros com a tradição oral em que havia crescido e lhe forneceu as palavras para organizar o amontoado de ideias e fantasias que nele conviviam. A Reforma lhe deu audácia para comunicar o que pensava ao padre do vilarejo, conterrâneos, inquisidores — mesmo não tendo conseguido dizer tudo diante do papa, dos cardeais e dos príncipes, como queria. Os acontecimentos históricos citados ajudaram esse indivíduo, no século XVI, a repensar a visão católica do mundo ao possibilitarem a",consulta pública das bibliotecas reais.,sofisticação barroca do ritual litúrgico.,aceitação popular da educação secular.,interpretação autônoma dos textos bíblicos.,correção doutrinária das heresias medievais. ,2020,65,CH,D,portuguese
QUESTÃO 66,"Aventuras de Alice: no País das Maravilhas, Através do espelho e outros textos, Lewis Carroll “Devo estar chegando perto do centro da Terra. Deixe ver: deve ter sido mais de seis mil quilômetros, por aí...” abre parêntese como se vê, Alice tinha aprendido uma porção de coisas desse tipo na escola, e embora essa não fosse uma oportunidade lá muito boa de demonstrar conhecimentos, já que não havia ninguém por perto para escutá-la, em todo caso era bom praticar um pouco fecha parêntese “... sim, deve ser mais ou menos essa a distância... mas então qual seria a latitude ou longitude em que estou?” abre parêntese Alice não tinha a menor ideia do que fosse latitude ou longitude, mas achou que eram palavras muito imponentes fecha parêntese . O texto descreve uma confusão da personagem em relação",ao tipo de projeção cartográfica.,aos contornos dos fusos horários.,à localização do norte magnético.,aos referenciais de posição relativa.,às distorções das formas continentais.,2020,66,CH,D,portuguese
QUESTÃO 67,"A arte pré-histórica africana foi incontestavelmente um veículo de mensagens pedagógicas e sociais. Os San, que constituem hoje o povo mais próximo da realidade das representações rupestres, afirmam que seus antepassados lhes explicaram sua visão do mundo a partir desse gigantesco livro de imagens que são as galerias. A educação dos povos que desconhecem a escrita está baseada sobretudo na imagem e no som, no audiovisual. De acordo com o texto, a arte mencionada é importante para os povos que a cultivam por colaborar para o(a)",transmissão dos saberes acumulados.,expansão da propriedade individual.,ruptura da disciplina hierárquica.,surgimento dos laços familiares.,rejeição de práticas exógenas.,2020,67,CH,A,portuguese
QUESTÃO 68,"Uma breve introdução à filosofia, Thomas Nagel Será que as coisas lhe pareceriam diferentes se, de fato, todas elas existissem apenas na sua mente — se tudo o que você julgasse ser o mundo externo real fosse apenas um sonho ou alucinação gigante, de que você jamais fosse despertar? Se assim fosse, então é claro que você nunca poderia despertar, como faz quando sonha, pois significaria que não há mundo “real” no qual despertar. Logo, não seria exatamente igual a um sonho ou alucinação normal. O texto confere visibilidade a uma doutrina filosófica contemporânea conhecida como:","Personalismo, que vincula a realidade circundante aos domínios do pessoal.","Falsificacionismo, que estabelece ciclos de problemas para refutar uma conjectura.","Falibilismo, que rejeita mecanismos mentais para sustentar uma crença inequívoca.","Idealismo, que nega a existência de objetos independentemente do trabalho cognoscente.","Solipsismo, que reconhece limitações cognitivas para compreender uma experiência compartilhada.",2020,68,CH,E,portuguese
QUESTÃO 69,"TEXTO I TEXTO II O Rio Tietê está morto. Ao menos uma parte dele: 137 quilômetros, para ser mais preciso. Uma pesquisa da Fundação SOS Mata Atlântica mostra que, em 2016, o trecho do rio com qualidade de água classificada como ruim ou péssima começa em Itaquaquecetuba, passa por toda a Região Metropolitana de São Paulo e chega até Cabreúva, já no interior de São Paulo. Nesse trecho, a água não tem oxigênio suficiente para abrigar vida. Considerando a análise dos textos, a condição atual desse rio tem como origem a",valorização do sítio urbano.,extinção da vegetação nativa.,recepção de densa carga de dejetos.,captação desordenada do regime pluvial.,"expansão do uso de defensivos químicos. Descrição da imagem: Foto panorâmica de um trecho do Rio Tietê, margeado pelas construções na cidade de São Paulo. ",2020,69,CH,C,portuguese
QUESTÃO 70,"Uma investigação sobre o entendimento humano, David Hume Adão, ainda que supuséssemos que suas faculdades racionais fossem inteiramente perfeitas desde o início, não poderia ter inferido da fluidez e transparência da água que ela o sufocaria, nem da luminosidade e calor do fogo que este poderia consumi-lo. Nenhum objeto jamais revela, pelas qualidades que aparecem aos sentidos, nem as causas que o produziram, nem os efeitos que dele provirão; e tampouco nossa razão é capaz de extrair, sem auxílio da experiência, qualquer conclusão referente à existência efetiva de coisas ou questões de fato. Segundo o autor, qual é a origem do conhecimento humano?",A potência inata da mente.,A revelação da inspiração divina.,O estudo das tradições filosóficas.,A vivência dos fenômenos do mundo.,O desenvolvimento do raciocínio abstrato.,2020,70,CH,D,portuguese
QUESTÃO 71,"TEXTO I O aumento de casos suspeitos de febre amarela em Minas pode estar relacionado à tragédia de Mariana, em 2015, segundo a bióloga da Fiocruz Márcia Chame. A hipótese tem como ponto de partida a localização das cidades mineiras que identificaram até o momento casos de pacientes com sintomas da doença. Grande parte está na região próxima do Rio Doce, afetado pelo rompimento da Barragem de Fundão, em novembro de 2015. TEXTO II Por outro lado, Servio Ribeiro considera remota a possibilidade de influência da tragédia de Mariana (MG) neste surto de febre amarela em Minas Gerais. “A febre amarela é uma doença de interior de floresta. O mosquito que a transmite põe ovos em cavidades de árvores e em bromélias. É um mosquito da estrutura da floresta. Ele não se relaciona muito com grandes corpos-d’água e com rios. As cidades afetadas pela doença estão em uma região onde os rejeitos não chegaram com força para derrubar a floresta”, diz o biólogo. Sobre a tragédia de Mariana, os textos apresentam divergência quanto ao(à)",poluição dos rios locais.,identificação da área afetada.,destruição da vegetação nativa.,aparecimento de enfermidade endêmica.,surgimento de comunidades desabrigadas.,2020,71,CH,D,portuguese
QUESTÃO 72,"Os seringueiros amazônicos eram invisíveis no cenário nacional nos anos 1970. Começaram a se articular como um movimento agrário no início dos anos 1980, e na década seguinte conseguiram reconhecimento nacional, obtendo a implantação das primeiras reservas extrativas após o assassinato de Chico Mendes. Assim, em vinte anos, os camponeses da floresta passaram da invisibilidade à posição de paradigma de desenvolvimento sustentável com participação popular. De acordo com o texto, a visibilidade dos seringueiros amazônicos foi estabelecida pela relação entre",crescimento econômico e migração de trabalhadores.,produção de borracha e escassez de recursos naturais.,reivindicação de terra e preservação de mata nativa.,incentivo governamental e conservação de territórios.,modernização de plantio e comércio de látex.,2020,72,CH,C,portuguese
QUESTÃO 73,"Porque todos confessamos não se poder viver sem alguns escravos, que busquem a lenha e a água, e façam cada dia o pão que se come, e outros serviços que não são possíveis poderem-se fazer pelos Irmãos Jesuítas, máxime sendo tão poucos, que seria necessário deixar as confissões e tudo mais. Parece-me que a Companhia de Jesus deve ter e adquirir escravos, justamente, por meios que as Constituições permitem, quando puder para nossos colégios e casas de meninos. O texto explicita premissas da expansão ultramarina portuguesa ao buscar justificar a",propagação do ideário cristão.,valorização do trabalho braçal.,adoção do cativeiro na Colônia.,adesão ao ascetismo contemplativo.,alfabetização dos indígenas nas Missões.,2020,73,CH,C,portuguese
QUESTÃO 74,"As cidades de Puebla, no México, e Legazpi, nas Filipinas, não têm quase nada em comum. Estão muito longe uma da outra e são habitadas por povos muito diferentes. O que as une é um trágico detalhe de sua geografia. Elas foram erguidas na vizinhança de alguns dos vulcões mais perigosos do mundo: o mexicano Popocatepétl e o filipino Mayon. Seus habitantes precisam estar prontos para correr a qualquer hora. Eles fazem parte dos 550 milhões de indivíduos que moram em zonas de risco vulcânico no mundo. Ao contrário do que seria sensato, continuam ali, indiferentes ao perigo que os espreita. A característica física que justifica a fixação do homem nos locais apresentados no texto é a ocorrência de",solo fértil.,encosta íngreme.,vegetação diversificada.,drenagem eficiente.,clima ameno. ,2020,74,CH,A,portuguese
QUESTÃO 75,"Ao abrigo do teto, sua jornada de fé começava na sala de jantar. Na pequena célula cristã, dividia-se a refeição e durante elas os crentes conversavam, rezavam e liam cartas de correligionários residentes em locais diferentes do Império Romano abre parêntese século II da Era Cristã fecha parêntese . Esse ambiente garantia peculiar apoio emocional às experiências intensamente individuais que abrigava. Um motivo que explica a ambientação da prática descrita no texto encontra-se no(a)","regra judaica, que pregava a superioridade espiritual dos cultos das sinagogas.","moralismo da legislação, que dificultava as reuniões abertas da juventude livre.","adesão do patriciado, que subvertia o conceito original dos valores estrangeiros.","decisão política, que censurava as manifestações públicas da doutrina dissidente.","violência senhorial, que impunha a desestruturação forçada das famílias escravas.",2020,75,CH,D,portuguese
QUESTÃO 76,"A colisão entre uma placa continental e uma oceânica provocará a subducção desta última sob a placa continental, que, a exemplo dos arcos e ilhas, produzirá um arco magmático na borda do continente, composto por rochas vulcânicas acompanhado de deformações e metamorfismo tanto de rochas preexistentes como de parte das rochas formadas no processo. Qual feição fisiográfica é gerada pelo processo tectônico apresentado?",Planícies abissais.,Planaltos cristalinos.,Depressões absolutas.,Bacias sedimentares.,Dobramentos modernos.,2020,76,CH,E,portuguese
QUESTÃO 77,"O cântico da terra, Cora Coralina (fragmento)  Eu sou a terra, eu sou a vida. A ti, ó lavrador, tudo quanto é meu. Teu arado, tua foice, teu machado. O berço pequenino de teu filho. O algodão de tua veste e o pão de tua casa. E um dia bem distante a mim tu voltarás. E no canteiro materno de meu seio tranquilo dormirás. Plantemos a roça. Lavremos a gleba. No contexto das distintas formas de apropriação da terra, o poema de Cora Coralina valoriza a relação entre",grileiros e controle territorial.,meeiros e divisão do trabalho.,camponeses e uso da natureza.,indígenas e manejo agroecológico.,latifundiários e fertilização do solo.,2020,77,CH,C,portuguese
QUESTÃO 78,"Montaigne deu o nome para um novo gênero literário; foi dos primeiros a instituir na literatura moderna um espaço privado, o espaço do “eu”, do texto íntimo. Ele cria um novo processo de escrita filosófica, no qual hesitações, autocríticas, correções entram no próprio texto. O novo gênero de escrita aludido no texto é o(a)","confissão, que relata experiências de transformação.","ensaio, que expõe concepções subjetivas de um tema.","carta, que comunica informações para um conhecido.","meditação, que propõe preparações para o conhecimento.","diálogo, que discute assuntos com diferentes interlocutores.",2020,78,CH,B,portuguese
QUESTÃO 79,"Declaração de Salamanca – 1994 Acreditamos e proclamamos que: toda criança tem direito fundamental à educação e deve ser dada a oportunidade de atingir e manter o nível adequado de aprendizagem; toda criança possui características, interesses, habilidades e necessidades de aprendizagem que são únicas; sistemas educacionais deveriam ser designados e programas educacionais deveriam ser implementados no sentido de se levar em conta a vasta diversidade de tais características e necessidades. Como signatário da Declaração citada, o Brasil comprometeu-se com a elaboração de políticas públicas educacionais que contemplem a",criação de privilégios.,contenção dos gastos.,pluralidade dos sujeitos.,padronização do currículo.,valorização da meritocracia. ,2020,79,CH,C,portuguese
QUESTÃO 80,"TEXTO I O guardador de rebanhos, Fernando Pessoa (fragmento) Os meus pensamentos são todos sensações. Penso com os olhos e com os ouvidos E com as mãos e os pés E com o nariz e a boca. TEXTO II Fenomenologia da percepção, Maurice Merleau-Ponty Tudo aquilo que sei do mundo, mesmo por ciência, eu o sei a partir de uma visão minha ou de uma experiência do mundo sem a qual os símbolos da ciência não poderiam dizer nada. Os textos mostram-se alinhados a um entendimento acerca da ideia de conhecimento, numa perspectiva que ampara a",anterioridade da razão no domínio cognitivo.,confirmação da existência de saberes inatos.,valorização do corpo na apreensão da realidade.,verificabilidade de proposições no campo da lógica.,possibilidade de contemplação de verdades atemporais.,2020,80,CH,C,portuguese
QUESTÃO 81,"A Divisão Internacional do Trabalho significa que alguns países se especializam em ganhar e outros, em perder. Nossa comarca no mundo, que hoje chamamos América Latina, foi precoce: especializou-se em perder desde os remotos tempos em que os europeus do Renascimento se aventuraram pelos mares e lhe cravaram os dentes na garganta. Passaram-se os séculos e a América Latina aprimorou suas funções. Escrito na década de 1970, o texto considera a participação da América Latina na Divisão Internacional do Trabalho marcada pela",produção inovadora de padrões de tecnologia.,superação paulatina do caráter agroexportador.,apropriação imperialista dos recursos territoriais.,valorização econômica dos saberes tradicionais.,dependência externa do suprimento de alimentos.,2020,81,CH,C,portuguese
QUESTÃO 82,"Sexto rei sumério abre parêntese governante entre os séculos XVIII e XVII a.C. fecha parêntese e nascido em Babel, “Khammu-rabi” abre parêntese pronúncia em babilônio fecha parêntese foi fundador do I Império Babilônico abre parêntese correspondente ao atual Iraque fecha parêntese , unificando amplamente o mundo mesopotâmico, unindo os semitas e os sumérios e levando a Babilônia ao máximo esplendor. O nome de Hamurabi permanece indissociavelmente ligado ao código jurídico tido como o mais remoto já descoberto: o Código de Hamurabi. O legislador babilônico consolidou a tradição jurídica, harmonizou os costumes e estendeu o direito e a lei a todos os súditos. Nesse contexto de organização da vida social, as leis contidas no Código citado tinham o sentido de",assegurar garantias individuais aos cidadãos livres.,tipificar regras referentes aos atos dignos de punição.,conceder benefícios de indulto aos prisioneiros de guerra.,promover distribuição de terras aos desempregados urbanos.,conferir prerrogativas políticas aos descendentes de estrangeiros.,2020,82,CH,B,portuguese
QUESTÃO 83,"Desde o mundo antigo e sua filosofia, que o trabalho tem sido compreendido como expressão de vida e degradação, criação e infelicidade, atividade vital e escravidão, felicidade social e servidão. Trabalho e fadiga. Na Modernidade, sob o comando do mundo da mercadoria e do dinheiro, a prevalência do negócio abre parêntese negar o ócio fecha parêntese veio sepultar o império do repouso, da folga e da preguiça, criando uma ética positiva do trabalho. O processo de ressignificação do trabalho nas sociedades modernas teve início a partir do surgimento de uma nova mentalidade, influenciada pela","reforma higienista, que combateu o caráter excessivo e insalubre do trabalho fabril.","Reforma Protestante, que expressou a importância das atividades laborais no mundo secularizado.","força do sindicalismo, que emergiu no esteio do anarquismo reivindicando direitos trabalhistas.","participação das mulheres em movimentos sociais, defendendo o direito ao trabalho.","visão do catolicismo, que, desde a Idade Média, defendia a dignidade do trabalho e do lucro.",2020,83,CH,B,portuguese
QUESTÃO 84,"É difícil imaginar que nos anos 1990, num país com setores da população na pobreza absoluta e sem uma rede de benefícios sociais em que se apoiar, um governo possa abandonar o papel de promotor de programas de geração de emprego, de assistência social, de desenvolvimento da infraestrutura e de promoção de regiões excluídas, na expectativa de que o mercado venha algum dia a dar uma resposta adequada a tudo isso. Nesse contexto, a criticada postura dos governos frente à situação social do país coincidiu com a priorização de que medidas?",Expansão dos investimentos nas empresas públicas e nos bancos estatais.,Democratização do crédito habitacional e da aquisição de moradias populares.,Enxugamento da carga fiscal individual e da contribuição tributária empresarial.,Reformulação do acesso ao ensino superior e do financiamento científico nacional.,Reforma das políticas macroeconômicas e dos mecanismos de controle inflacionário. ,2020,84,CH,E,portuguese
QUESTÃO 85,"Embora inegáveis os benefícios que ambas as economias têm auferido do intercâmbio comercial, o Brasil tem reiterado seu objetivo de desenvolver com a China uma relação comercial menos assimétrica. Os números revelam com clareza a assimetria. As exportações brasileiras de produtos básicos, especialmente soja, minério de ferro e petróleo, compõem, dependendo do ano, algo entre 75 por cento e 80 por cento da pauta, ao passo que as importações brasileiras consistem, aproximadamente, em 95 por cento de produtos industrializados chineses, que vão desde os mais variados bens de consumo até máquinas e equipamentos de alto valor. Uma ação estatal de longo prazo capaz de reduzir a assimetria na balança comercial brasileira, conforme exposto no texto, é o(a)",expansão do setor extrativista.,incremento da atividade agrícola.,diversificação da matriz energética.,fortalecimento da pesquisa científica.,monitoramento do fluxo alfandegário.,2020,85,CH,D,portuguese
