question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTÃO 11,"O papel da Organização do Tratado do Atlântico Norte (Otan) alterou-se desde sua origem em 1949. A Otan é uma aliança militar que se funda sobre um tratado de segurança coletiva, o qual, por sua vez, indica a criação de uma organização internacional com o objetivo de manter a democracia, a paz e a segurança dos seus integrantes. No começo dos anos de 1990, em função dos conflitos nos Bálcãs, a Otan declarou que a instabilidade na Europa Central afetava diretamente a segurança dos seus membros. Foi então iniciada a primeira operação militar fora do território dos países-membros. Desde então ela expandiu sua área de interesse para África, Oriente Médio e Ásia. Os objetivos dessa organização, nos diferentes períodos descritos, são, respectivamente:",Financiar a indústria bélica – garantir atuação global.,Conter a expansão socialista – realizar ataques preventivos.,Combater a ameaça soviética – promover auxílio humanitário.,Minimizar a influência estadunidense – apoiar organismos multilaterais.,Reconstruir o continente devastado – assegurar estabilidade geopolítica.,2013,11,CH,B,portuguese
QUESTÃO 12,"Depois de dez anos de aparente imobilidade, 77 950 operários estavam em greve em São Bernardo, Santo André, São Caetano e Diadema — o chamado ABCD, coração industrial do país. Em todas as fábricas, os operários cruzaram os braços em silêncio. Apanhado de surpresa, o governo militar ficou por algum tempo sem ação. Os empregadores, por sua vez, sofriam sérios prejuízos a cada dia de greve. O movimento sindical, em fins dos anos 1970, começou a se rearticular e a patrocinar greves de significativa repercussão. Essas greves aconteceram em um contexto político-institucional de",revogação da negociação coletiva entre patrões e empregados.,afirmação dos direitos individuais por parte de minorias.,suspensão da legislação trabalhista forjada durante a Era Vargas.,limitação à liberdade das organizações sindicais e populares.,discordância dos empresários com as políticas industriais.,2013,12,CH,C,portuguese
QUESTÃO 13,"Fronteira. Condição antidemocrática de existência das democracias, distinguindo os cidadãos dos estrangeiros, afirma que não pode haver democracia sem território. Em princípio, portanto, nada de democracia sem fronteiras. E, no entanto, as fronteiras perdem o sentido no que diz respeito às mercadorias, aos capitais, aos homens e às informações que as atravessam. As nações não podem mais ser definidas por fronteiras rígidas. Será necessário aprender a construir nações sem fronteiras, autorizando a filiação a várias comunidades, o direito de voto múltiplo, a multilealdade. No trecho do livro Dicionário do século XXI, de Jacques Attali, a análise da relação entre democracia, cidadania e fronteira apresenta sob uma perspectiva crítica a necessidade de",reestruturação efetiva do Estado-nação.,liberalização controlada dos mercados.,contestação popular do voto censitário.,garantia jurídica da lealdade nacional.,afirmação constitucional dos territórios.,2013,13,CH,B,portuguese
QUESTÃO 14,"O contrário de um fato qualquer é sempre possível, pois, além de jamais implicar uma contradição, o espírito o concebe com a mesma facilidade e distinção como se ele estivesse em completo acordo com a realidade. Que o Sol não nascerá amanhã é tão inteligível e não implica mais contradição do que a afirmação de que ele nascerá. Podemos em vão, todavia, tentar demonstrar sua falsidade de maneira absolutamente precisa. Se ela fosse demonstrativamente falsa, implicaria uma contradição e o espírito nunca poderia concebê-la distintamente, assim como não pode conceber que 1 + 1 seja diferente de 2. O filósofo escocês David Hume refere-se a fatos, ou seja, a eventos espaço-temporais, que acontecem no mundo. Com relação ao conhecimento referente a tais eventos, Hume considera que os fenômenos","acontecem de forma inquestionável, ao serem apreensíveis pela razão humana.","ocorrem de maneira necessária, permitindo um saber próximo ao de estilo matemático.","propiciam segurança ao observador, por se basearem em dados que os tornam incontestáveis.","devem ter seus resultados previstos por duas modalidades de provas, com conclusões idênticas.","exigem previsões obtidas por raciocínio, distinto do conhecimento baseado em cálculo abstrato.",2013,14,CH,D,portuguese
QUESTÃO 15,"TEXTO I O Heliocentrismo não é o “meu sistema”, mas a Ordem de Deus. TEXTO II Não vejo nenhum motivo para que as ideias expostas neste livro ( A origem das espécies ) se choquem com as ideias religiosas. Os textos expressam a visão de dois pensadores — Copérnico e Darwin — sobre a questão religiosa e suas relações com a ciência, no contexto histórico de construção e consolidação da Modernidade. A comparação entre essas visões expressa, respectivamente:",Articulação entre ciência e fé — pensamento científico independente.,Poder secular acima do poder religioso — defesa dos dogmas católicos.,Ciência como área autônoma do saber — razão humana submetida à fé.,Moral católica acima da protestante — subordinação da ciência à religião.,Autonomia do pensamento religioso — fomento à fé por meio da ciência.,2013,15,CH,A,portuguese
QUESTÃO 16,"É preciso ressaltar que, de todas as capitanias brasileiras, Minas era a mais urbanizada. Não havia ali hegemonia de um ou dois grandes centros. A região era repleta de vilas e arraiais, grandes e pequenos, em cujas ruas muita gente circulava. As regiões da América portuguesa tiveram distintas lógicas de ocupação. Uma explicação para a especificidade da região descrita no texto está identificada na",apropriação cultural diante das influências externas.,produção manufatureira diante do exclusivo comercial.,insubordinação religiosa diante da hierarquia eclesiástica.,fiscalização estatal diante das particularidades econômicas.,autonomia administrativa diante das instituições metropolitanas.,2013,16,CH,B,portuguese
QUESTÃO 17,"A cessação do tráfico lançou sobre a escravidão uma sentença definitiva. Mais cedo ou mais tarde estaria extinta, tanto mais quanto os índices de natalidade entre os escravos eram extremamente baixos e os de mortalidade, elevados. Era necessário melhorar as condições de vida da escravaria existente e, ao mesmo tempo, pensar numa outra solução para o problema da mão de obra. Em 1850, a Lei Eusébio de Queirós determinou a extinção do tráfico transatlântico de cativos e colocou em evidência o problema da falta de mão de obra para a lavoura. Para os cafeicultores paulistas, a medida que representou uma solução efetiva desse problema foi o (a)",valorização dos trabalhadores nacionais livres.,busca por novas fontes fornecedoras de cativos.,desenvolvimento de uma economia urbano-industrial.,incentivo à imigração europeia.,escravização das populações indígenas.,2013,17,CH,C,portuguese
QUESTÃO 18,"Imagine uma festa. São centenas de pessoas aparentemente viajadas, inteligentes, abertas a novas amizades. Você seleciona uma delas e começa um diálogo. Apesar do assunto envolvente, você olha para o lado, perde o foco e dá início a um novo bate-papo. Trinta segundos depois, outra pessoa desperta a sua atenção. Você repete a mesma ação. Lá pelas tantas você se dá conta de que não lembra o nome de nenhuma das pessoas com quem conversou. A internet é mais ou menos assim, repleta de coisas legais, informações relevantes. São janelas e mais janelas abertas. Refletindo sobre a correlação entre meios de comunicação e vida social, o texto associa a internet a um padrão de sociabilidade que se caracteriza pelo(a)",isolamento das pessoas.,intelectualização dos internautas.,superficialidade das interações.,mercantilização das relações.,massificação dos gostos.,2013,18,CH,A,portuguese
QUESTÃO 19,,"substância é um Ser capaz de Ação. Ela é simples ou composta. A substância simples é aquela que não tem partes. O composto é a reunião das substâncias simples ou Mônadas . Monas é uma palavra grega que significa unidade ou o que é uno. Os compostos ou os corpos são Multiplicidades, e as Substâncias simples, as Vidas, as Almas, os Espíritos são unidades. É preciso que em toda parte haja substâncias simples porque sem as simples não haveria as compostas, nem movimento. Por conseguinte, toda natureza está plena de vida. Dentre suas diversas reflexões, Leibniz voltou sua atenção para o tema da metafísica, que trata basicamente do fundamento de realidade das coisas do mundo. A busca por esse fundamento muitas vezes é resumida a partir do conceito de substância, que para ele se refere a algo que é A complexo por natureza, constituindo a unidade mínima do cosmo.","estabilizador da realidade, dada a exigência de permanência desta.","desdobrado no composto, em vez de gerá-lo unindo-se a outras substâncias simples.","considerado simples e múltiplo a um só tempo, por ser um todo indecomponível constituído de partes.","essencial na estrutura do que existe no mundo, sem deixar de contribuir para o movimento.",2013,19,CH,E,portuguese
QUESTÃO 20,"Devem ser bons serviçais e habilidosos, pois noto que repetem logo o que a gente diz e creio que depressa se fariam cristãos; me pareceu que não tinham nenhuma religião. Eu, comprazendo a Nosso Senhor, levarei daqui, por ocasião de minha partida, seis deles para Vossas Majestades, para que aprendam a falar. O documento escrito por Cristóvão Colombo destaca um aspecto cultural relevante em torno da conquista da América, que se encontra expresso em:",Deslumbramento do homem branco diante do comportamento exótico das tribos autóctones.,Violência militarizada do europeu diante da necessidade de imposição de regras aos ameríndios.,Cruzada civilizacional frente à tarefa de educar os povos nativos pelos parâmetros ocidentais.,Comportamento caridoso dos governos europeus diante da receptividade das comunidades indígenas.,Compromisso dos agentes religiosos diante da necessidade de respeitar a diversidade social dos índios.,2013,20,CH,E,portuguese
QUESTÃO 21,"TEXTO I Conforme Locke: Não é sem razão que o ser humano procura de boa vontade juntar-se em sociedade com outros que estão já unidos, ou pretendem unir-se, para a mútua conservação da vida, da liberdade e dos bens a que chamo de propriedade. TEXTO II De acordo com Engels: Para que essas classes com interesses econômicos em conflitos não destruam a si mesmas e à sociedade numa luta estéril, surge a necessidade de um poder que, na aparência, esteja acima da sociedade, que atenue o conflito, mantenha-o dentro dos limites da ordem. Os textos expressam duas visões sobre a forma como os indivíduos se organizam socialmente. Tais visões apontam, respectivamente, para as concepções:","Liberal, em defesa da liberdade e da propriedade privada — Conflituosa, exemplificada pela luta de classes.","Heterogênea, favorável à propriedade privada — Consensual, sob o controle de classes com interesses comuns.","Igualitária, baseada na filantropia — Complementar, com objetivos comuns unindo classes antagônicas.","Compulsória, na qual as pessoas possuem papéis que se complementam — Individualista, na qual as pessoas lutam por seus interesses.","Libertária, em defesa da razão humana — Contraditória, na qual vigora o estado de natureza.",2013,21,CH,B,portuguese
QUESTÃO 22,"Descrição da imagem: Dois mapas apresentam a mesma área geográfica. No primeiro mapa, a Albânia faz limite com a Iugoslávia. No segundo, a Albânia faz fronteira com Montenegro, Kosovo e Macedônia. Apresentam-se ainda outros países próximos, tais como Sérvia, República Bósnia, Federação Croata, Croácia e Eslovênia, não constando mais a Iugoslávia na divisa com a Albânia. Nos mapas, está representada a região dos Bálcãs, em dois momentos do século XX. Uma causa para a mudança geopolítica representada foi a",adoção do euro como moeda única.,suspensão do apoio econômico soviético.,intervenção internacional liderada pela Otan.,intensificação das tensões étnicas regionais.,formação de um Estado islâmico unificado.,2013,22,CH,E,portuguese
QUESTÃO 23,"Foi lento o processo de transferência da população para as cidades, pois durante séculos o Brasil foi um país agrário. Foi necessário mais de um século (século XVIII a século XIX) para que a urbanização brasileira atingisse a maturidade; e mais um século para que assumisse as características atuais. A dinâmica populacional descrita indica a ocorrência do seguinte processo:",Migração intrarregional.,Migração pendular.,Transumância.,Êxodo rural.,Nomadismo.,2013,23,CH,D,portuguese
QUESTÃO 24,"O antropólogo americano Marius Barbeau escreveu o seguinte: sempre que se cante a uma criança uma cantiga de ninar; sempre que se use uma canção, uma adivinha, uma parlenda, uma rima de contar, no quarto das crianças ou na escola; sempre que ditos e provérbios, fábulas, histórias bobas e contos populares sejam representados; aí veremos o folclore em seu próprio domínio, sempre em ação, vivo e mutável, sempre pronto a agarrar e assimilar novos elementos em seu caminho. O texto tem como objeto a construção da identidade cultural, reconhecendo que o folclore, mesmo sendo uma manifestação associada à preservação das raízes e da memória dos grupos sociais,",está sujeito a mudanças e reinterpretações.,deve ser apresentado de forma escrita.,segue os padrões de produção da moderna indústria cultural.,tende a ser materializado em peças e obras de arte eruditas.,expressa as vivências contemporâneas e os anseios futuros desses grupos.,2013,24,CH,B,portuguese
QUESTÃO 25,"Eu mesmo me apresento: sou Antônio: sou Antônio Vicente Mendes Maciel (provim da batalha de Deus versus demônio Com a res publica marca de Caim). Moisés, do Êxodo ao Deuteronômio , Sou natural de Quixeramobim, O Antônio Conselheiro deste chão Que vai ser mar e o mar vai ser sertão. O poema, escrito em 2001, contribui para a construção de uma determinada memória sobre o movimento de Canudos, ao retratar seu líder como",crítico do regime político recém-proclamado.,partidário da abolição da escravidão.,contrário à distribuição da terra para os humildes.,defensor da autonomia política dos municípios.,porta-voz do catolicismo ortodoxo romano.,2013,25,CH,C,portuguese
QUESTÃO 26,"Nas palavras de Mikhail Bakunin: Sou um partidário da Comuna de Paris, que, por ter sido massacrada, sufocada no sangue pelos carrascos da reação monárquica e clerical, tornou-se ainda mais viva, mais poderosa na imaginação e no coração do proletariado da Europa; sou seu partidário sobretudo porque ela foi uma negação audaciosa, bem pronunciada, do Estado. A Comuna de Paris despertou a reação dos setores sociais mencionados no texto, porque",instituiu a participação política direta do povo.,consagrou o princípio do sufrágio universal.,encerrou o período de estabilidade política europeia.,simbolizou a vitória do ideário marxista.,representou a retomada dos valores do liberalismo.,2013,26,CH,C,portuguese
QUESTÃO 27,"Com um longo histórico de desencontros, o desenvolvimento econômico e o meio ambiente andam às turras no país. O noticiário dá a impressão de que se trata de diferenças irreconciliáveis, e talvez sejam. Nesse início de século XXI, um exemplo dos desencontros entre natureza e economia é o(a)",replantio de espécies da Mata Atlântica em substituição às lavouras de café.,derrubada de trechos de floresta para a conclusão de viadutos na Rodovia Transamazônica.,"expansão da fronteira agrícola na Amazônia, a fim de expandir as áreas de plantio de soja.","redução da Mata de Araucárias, devido à urbanização descontrolada nas diferentes regiões do país.","diminuição do Pantanal, tendo em vista a expansão dos latifúndios, que cumprem sua função social.",2013,27,CH,B,portuguese
QUESTÃO 28,"O geoturismo é um segmento turístico recente que busca priorizar os aspectos naturais negligenciados pelo ecoturismo: geologia e geomorfologia, como cavernas, sítios paleontológicos, maciços rochosos, quedas d’água etc., proporcionando uma experiência turística que vai além da contemplação, agregando informações sobre a origem e formação dos locais visitados. Atualmente, no Brasil, a utilização de pequenas propriedades rurais para a prática descrita pelo texto é indicada como método que",possibilita a exploração de recursos minerais sem degradação da fauna e da flora locais.,associa a conservação do bioma a ganhos financeiros para o proprietário da terra.,permite a migração da população rural sem perda de sua identidade cultural.,impede o uso das áreas de mata para cultivos dependentes de sombreamento.,viabiliza a produção agrícola com a utilização de culturas comerciais.,2013,28,CH,E,portuguese
QUESTÃO 29,"Há cinco anos as plantações de algodão de Burkina Faso, as maiores da África Ocidental, vêm sendo contaminadas por organismos geneticamente modificados (OGMs). E ao que tudo indica, o país é apenas o ponto de partida para a expansão dessa tecnologia, que traz enormes benefícios às empresas. Com relação ao lucro obtido pelas empresas produtoras dos organismos geneticamente modificados, este tende a ser maximizado por meio do(a)","propriedade intelectual, que rende royalties sobre as patentes de sementes e insumos.","produção das sementes e insumos nos países consumidores, acarretando economia em logística.","elaboração de produtos adaptados às culturas específicas, abandonando as vendas de produtos uniformizados.","manutenção, nos países menos desenvolvidos, de grandes fazendas voltadas para o abastecimento interno.","cultivo de plantas com maiores índices de produtividade, o que lhes renderia maior publicidade no combate à fome.",2013,29,CH,B,portuguese
QUESTÃO 30,"Queixume das operárias da seda Sempre tecemos panos de seda E nem por isso vestiremos melhor [...] Nunca seremos capazes de ganhar tanto Que possamos ter melhor comida [...] Pois a obra de nossas mãos Nenhuma de nós terá para se manter [...] E estamos em grande miséria Mas, com os nossos salários, enriquece aquele para quem trabalhamos Grande parte das noites ficamos acordadas E todo o dia para isso ganhar Ameaçam-nos de nos moer de pancada Os membros quando descansamos E assim, não nos atrevemos a repousar. Tendo em vista as transformações socioeconômicas da Europa Ocidental durante a Baixa Idade Média, o texto citado pelo historiador Jacques Le Goff apresenta a seguinte situação:",Uso da coerção no mundo do trabalho artesanal.,Deslocamento das trabalhadoras do campo para as cidades.,Desorganização do trabalho pela introdução do assalariamento.,Enfraquecimento dos laços que ligavam patrões e empregadas.,Ganho das artífices pela introdução da remuneração pelo seu trabalho.,2013,30,CH,A,portuguese
QUESTÃO 31,"TEXTO I É notório que o universo do futebol caracteriza-se por ser, desde sua origem, um espaço eminentemente masculino; como esse espaço não é apenas esportivo, mas sociocultural, os valores nele embutidos e dele derivados estabelecem limites que, embora nem sempre tão claros, devem ser observados para a perfeita manutenção da “ordem”, ou da “lógica’” que se atribui ao jogo e que nele se espera ver confirmada. A entrada das mulheres em campo subverteria tal ordem, e as reações daí decorrentes expressam muito bem as relações presentes em cada sociedade: quanto mais machista, ou sexista, ela for, mais exacerbadas as suas réplicas. TEXTO II Com o Estado Novo, a circularidade de uma prática cultural nascida na elite e transformada por sua aceitação popular completou o ciclo ao ser apropriada pelo Estado como parte do discurso oficial sobre a nacionalidade. A partir daí, o Estado profissionalizou o futebol e passou a ser o grande promotor do esporte, descrito como uma expressão da nacionalidade. O futebol brasileiro refletiria as qualidades e os defeitos da nação. Os dois aspectos ressaltados pelos textos sobre a história do futebol na sociedade brasileira são respectivamente:",Simbolismo político — poder manipulador.,Caráter coletivo — ligação com as demandas populares.,Potencial de divertimento — contribuição para a alienação popular.,Manifestação de relações de gênero — papel identitário.,Dimensão folclórica — exercício da dominação de classes.,2013,31,CH,B,portuguese
QUESTÃO 32,"A década de 1970 marcou o início das preocupações com a relação entre a atividade produtiva no campo e a preservação do meio ambiente no Brasil. Essa mesma década se destaca pelo avanço das tecnologias de ponta, que passam a ocupar cada vez mais espaço junto à agricultura e, ainda que numa dimensão menor, também, na agricultura familiar. O avanço tecnológico e os impactos socioambientais no campo brasileiro após a década de 1970 evidenciam uma relação de equivalência entre",investimento em maquinários e geração de empregos.,expansão das técnicas de cultivo e distribuição fundiária.,crescimento da produtividade e redistribuição espacial do cultivo.,inovações nos pesticidas e redução da contaminação dos trabalhadores.,utilização da engenharia genética e conservação dos biomas ameaçados.,2013,32,CH,E,portuguese
QUESTÃO 33,"Os solos tropicais são naturalmente ácidos, em razão da pobreza do material de origem ou devido aos processos de gênese. Além disso, o manejo das áreas agrícolas pode conduzir os solos à acidificação. Em solos ácidos como os brasileiros, o método mais indicado, com o elemento utilizado para a correção do problema descrito no texto é o(a)",descanso do solo a partir da técnica de pousio.,uso da calagem pela introdução de calcário no solo.,aração do solo para realizar a sua descompactação.,plantio direto para diversificar as culturas.,rotação de culturas para manter os nutrientes no solo.,2013,33,CH,A,portuguese
QUESTÃO 34,"Há cerca de um ano, 248 famílias de baixa renda que moravam em área de deslizamento do Morro do Preventório, em Niterói (RJ), ganharam apartamentos em um condomínio. Com uma renda média mensal de dois salários mínimos e um apartamento com padrão de classe média, as famílias foram às compras de móveis e eletrodomésticos. Mas acabaram surpreendidas com as primeiras contas que não pagavam na favela: a maior parte está endividada. Uma política pública relacionada com a contradição descrita e uma ação que reduziria seus efeitos estão identificadas, respectivamente, em:",Financeira — expansão das linhas de crédito para as classes médias.,Habitacional — apoio a geração de emprego e renda entre os mais pobres.,Demográfica — restrição à migração e incentivo ao retorno das famílias de migrantes.,Ambiental – preservação de encostas e parques ecológicos.,Educacional — combate ao analfabetismo e a evasão escolar em comunidades pobres.,2013,34,CH,C,portuguese
QUESTÃO 35,"No alvorecer do século XX, o Rio de Janeiro sofreu, de fato, uma intervenção que alterou profundamente sua fisionomia e estrutura, e que repercutiu como um terremoto nas condições de vida da população. O texto refere-se à reforma urbanística ocorrida na capital da República, na qual a ação governamental e seu resultado social encontram-se na:",Cobrança de impostos — ocupação da periferia.,Destruição de cortiços — revolta da população pobre.,Criação do transporte de massa — ampliação das favelas.,Construção de hospitais públicos — insatisfação da elite urbana.,Edificação de novas moradias — concentração de trabalhadores.,2013,35,CH,B,portuguese
QUESTÃO 36,"Descrição da imagem: O gráfico do IBGE, produzido com base nos Censos Demográficos de 2000 e 2010, focaliza o número de brasileiros de 5 anos ou mais de idade, que viviam no exterior entre 1995 e 2005 e retornaram para o Brasil, e apresenta os seguintes dados: 2000: 78 4602010: 163 017 Um fator no Brasil que explica a situação social demonstrada no gráfico está expresso em:",Declínio do trabalho formal.,Subsídio econômico do governo.,Aumento do controle da migração.,Decréscimo da renda dos empregados.,Expansão da demanda de mão de obra.,2013,36,CH,A,portuguese
QUESTÃO 37,"O trabalho de recomposição que nos espera não admite medidas contemporizadoras. Implica o reajustamento social e econômico de todos os rumos até aqui seguidos. Comecemos por desmontar a máquina do favoritismo parasitário, com toda sua descendência espúria. Discurso de posse de Getúlio Vargas como chefe do governo provisório, pronunciado em 03 de novembro de 1930. Em seu discurso de posse, como forma de legitimar o regime político implantado em 1930, Getúlio Vargas estabelece uma crítica ao",funcionamento regular dos partidos políticos.,controle político exercido pelas oligarquias estaduais.,centralismo presente na Constituição então em vigor.,mecanismo jurídico que impedia as fraudes eleitorais.,imobilismo popular nos processos político-eleitorais.,2013,37,CH,C,portuguese
QUESTÃO 38,"A crise do modelo de desenvolvimento brasileiro, perverso e excludente, foi marcada, especialmente, pela concentração de renda. As consequências dessa agravante são observadas por alguns problemas caóticos, como gastos infinitos com segurança pública, vias saturadas e mal planejadas, poluição hídrica e aglomerados urbanos sem infraestrutura. No espaço urbano brasileiro, vêm se agravando os problemas socioambientais relacionados a um modelo de desenvolvimento que configurou formas diversas de exclusão social. Uma ação capaz de colaborar com a solução desses problemas é",investir de forma eficiente em melhorias na qualidade de vida no campo para impedir o êxodo rural.,integrar necessidades econômicas e sociais na formulação de estratégias de planejamento para as cidades.,transferir as populações das favelas para áreas não suscetíveis à erosão em outros estados.,considerar a organização dos espaços urbanos de acordo com as condições culturais dos grupos que os ocupam.,facilitar o assentamento de populações nas áreas fluviais urbanas para incentivar a formação de espaços produtivos democráticos.,2013,38,CH,A,portuguese
