question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTÃO 96,"Ler não é decifrar, como num jogo de adivinhações, o sentido de um texto. É, a partir do texto, ser capaz de atribuir-lhe signiﬁcado, conseguir relacioná-lo a todos os outros textos signiﬁcativos para cada um, reconhecer nele o tipo de leitura que o seu autor pretendia e, dono da própria vontade, entregar-se a essa leitura, ou rebelar-se contra ela, propondo uma outra não prevista. Nesse texto, a autora apresenta reflexões sobre o processo de produção de sentidos, valendo-se da metalinguagem. Essa função da linguagem torna-se evidente pelo fato de o texto",ressaltar a importância da intertextualidade.,propor leituras diferentes das previsíveis.,apresentar o ponto de vista da autora.,discorrer sobre o ato de leitura.,focar a participação d o leitor.,2016,96,LC,D,portuguese
QUESTÃO 97,"O nome do inseto pirilampo (vaga-lume) tem uma interessante certidão de nascimento. De repente, no ﬁm do século XVII, os poetas de Lisboa repararam que não podiam cantar o inseto luminoso, apesar de ele ser um manancial de metáforas, pois possuía um nome “indecoroso” que não podia ser “usado em papéis sérios”: caga-lume. Foi então que o dicionarista Raphael Bluteau inventou a nova palavra, pirilampo, a partir do grego pyr , signiﬁcando ‘fogo’, e lampas , ‘candeia’. O texto descreve a mudança ocorrida na nomeação do inseto, por questões de tabu linguístico. Esse tabu diz respeito à",recuperação histórica do signiﬁcado.,ampliação do sentido de uma palavra.,produção imprópria de poetas portugueses.,denominação cientíﬁca com base em termos gregos.,restrição ao uso de um vocábulo pouco aceito socialmente.,2016,97,LC,E,portuguese
QUESTÃO 98,"Primeira lição Os gêneros de poesia são: lírico, satírico, didático, épico, ligeiro.O gênero lírico compreende o lirismo. Lirismo é a tradução de um sentimento subjetivo, sincero e pessoal.É a linguagem do coração, do amor. O lirismo é assim denominado porque em outros tempos os versos sentimentais eram declamados ao som da lira. O lirismo pode ser: a) Elegíaco, quando trata de assuntos tristes, quase sempre a morte. b) Bucólico, quando versa sobre assuntos campestres. c) Erótico, quando versa sobre o amor. O lirismo elegíaco compreende a elegia, a nênia, a endecha, o epitáﬁo e o epicédio. Elegia é uma poesia que trata de assuntos tristes.Nênia é uma poesia em homenagem a uma pessoa morta. Era declamada junto à fogueira onde o cadáver era incinerado. Endecha é uma poesia que revela as dores do coração. Epitáﬁo é um pequeno verso gravado em pedras tumulares. Epicédio é uma poesia onde o poeta relata a vida de uma pessoa morta. No poema de Ana Cristina Cesar, a relação entre as deﬁnições apresentadas e o processo de construção do texto indica que o(a)",caráter descritivo dos versos assinala uma concepção irônica de lirismo.,tom explicativo e contido constitui uma forma peculiar de expressão poética.,seleção e o recorte do tema revelam uma visão pessimista da criação artística.,enumeração de distintas manifestações líricas produz um efeito de impessoalidade.,referência a gêneros poéticos clássicos expressa a adesão do eu lírico às tradições literárias.,2016,98,LC,B,portuguese
QUESTÃO 99,"Você pode não acreditar Affonso Romano de Santanna Você pode não acreditar: mas houve um tempo em que os leiteiros deixavam as garraﬁnhas de leite do lado de fora das casas, seja ao pé da porta, seja na janela. A gente ia de uniforme azul e branco para o grupo, de manhãzinha, passava pelas casas e não ocorria que alguém pudesse roubar aquilo. Você pode não acreditar: mas houve um tempo em que os padeiros deixavam o pão na soleira da porta ou na janela que dava para a rua. A gente passava e via aquilo como uma coisa normal. Você pode não acreditar: mas houve um tempo em que você saía à noite para namorar e voltava andando pelas ruas da cidade, caminhando displicentemente, sentindo cheiro de jasmim e de alecrim, sem olhar para trás, sem temer as sombras. Você pode não acreditar: houve um tempo em que as pessoas se visitavam airosamente. Chegavam no meio da tarde ou à noite, contavam casos, tomavam café, falavam da saúde, tricotavam sobre a vida alheia e voltavam de bonde às suas casas. Você pode não acreditar: mas houve um tempo em que o namorado primeiro ficava andando com a moça numa rua perto da casa dela, depois passava a namorar no portão, depois tinha ingresso na sala da família. Era sinal de que já estava praticamente noivo e seguro. Houve um tempo em que havia tempo. Houve um tempo. Nessa crônica, a repetição do trecho “Você pode não acreditar: mas houve um tempo em que...” conﬁgura-se como uma estratégia argumentativa que visa",surpreender o leitor com a descrição do que as pessoas faziam durante o seu tempo livre antigamente.,sensibilizar o leitor sobre o modo como as pessoas se relacionavam entre si num tempo mais aprazível.,advertir o leitor mais jovem sobre o mau uso que se faz do tempo nos dias atuais.,incentivar o leitor a organizar melhor o seu tempo sem deixar de ser nostálgico.,convencer o leitor sobre a veracidade de fatos relativos à vida no passado.,2016,99,LC,B,portuguese
QUESTÃO 100,"TEXTO I Descrição da imagem: O quadro Três estudos de um autorretrato , de Bacon, apresenta três distorções da face de um mesmo homem. A imagem da esquerda mostra o homem com cabelo repartido, olhos abertos, boca fechada e uma abertura na forma de cilindro, como se fosse um cano saindo do lado esquerdo do rosto. A imagem central retrata o rosto em nova situação: afundamento da têmpora esquerda, bochecha direita inchada, região do olho direito muito escura e abertura em forma de cilindro do lado esquerdo do rosto. A terceira imagem apresenta a face com a bochecha direita inchada, olhos, nariz e boca em estado de seriedade e o “apagamento” da bochecha esquerda. TEXTO II Tenho um rosto lacerado por rugas secas e profundas, sulcos na pele. Não é um rosto desfeito, como acontece com pessoas de traços delicados, o contorno é o mesmo mas a matéria foi destruída. Tenho um rosto destruído. Na imagem e no texto do romance de Marguerite Duras, os dois autorretratos apontam para o modo de representação da subjetividade moderna. Na pintura e na literatura modernas, o rosto humano deforma-se, destrói-se ou fragmenta-se em razão","da adesão à estética do grotesco, herdada do romantismo europeu, que trouxe novas possibilidades de representação.",das catástrofes que assolaram o século XX e da descoberta de uma realidade psíquica pela psicanálise.,da opção em demonstrarem oposição aos limites estéticos da revolução permanente trazida pela arte moderna.,"do posicionamento do artista do século XX contra a negação do passado, que se torna prática dominante na sociedade burguesa.",da intenção de garantir uma forma de criar obras de arte independentes da matéria presente em sua história pessoal.,2016,100,LC,B,portuguese
QUESTÃO 101,"No texto abaixo, deve-se atentar para as frases escritas em caixa alta. Lições de motim Hugo Zorzetti DONA COTINHA — É claro! Só gosta de solidão quem nasceu pra ser solitário. Só o solitário gosta de solidão. Quem vive só e não gosta da solidão não é um solitário, é só um desacompanhado. (A reflexão escorrega lá pro fundo da alma.) Solidão é vocação, besta de quem pensa que é sina. Por isso, tem de ser valorizada. E não é qualquer um que pode ser solitário, não. Ah, mas não é mesmo! É preciso ter competência pra isso. (De súbito, pedagógica, volta-se para o homem.) É como poesia, sabe, moço? Tem de ser recitada em voz alta, que é pra gente sentir o gosto. (FAZ UMA PAUSA.) Você gosta de poesia? (O HOMEM TORNA A SE DEBATER. A VELHA INTERROMPE O DISCURSO E VOLTA A LHE DAR AS COSTAS, COMO SEMPRE, IMPASSÍVEL. O HOMEM, MAIS UMA VEZ, CANSADO, DESISTE.) Bem, como eu ia dizendo, pra viver bem com a solidão temos de ser proprietários dela e não inquilinos, me entende? Quem é inquilino da solidão não passa de um abandonado. É isso aí. Nesse trecho, o que caracteriza Lições de motim como texto teatral?",O tom melancólico presente na cena.,As perguntas retóricas da personagem.,A interferência do narrador no desfecho da cena.,O uso de rubricas para construir a ação dramática.,As analogias sobre a solidão feitas pela personagem.,2016,101,LC,D,portuguese
QUESTÃO 102,"A obra de Túlio Piva poderia ser objeto de estudo nos bancos escolares, ao lado de Noel, Ataulfo e Lupicínio. Se o criador optou por permanecer em sua querência — Santiago, e depois Porto Alegre, a obra alçou voos mais altos, com passagens na Rússia, Estados Unidos e Venezuela. Tem que ter mulata , seu samba maior, é coisa de craque. Um retrato feito de ritmo e poesia, uma ode ao gênero que amou desde sempre. E o paradoxo: misto de gaúcho e italiano, nascido na fronteira com a Argentina, falando de samba, morro e mulata, com categoria. E que categoria! Uma batida de violão que fez história. O tango transmudado em samba. O texto é um trecho da crítica musical sobre a obra de Túlio Piva. Para enfatizar a qualidade do artista, usou-se como recurso argumentativo o(a)",contraste entre o local de nascimento e a escolha pelo gênero samba.,exemplo de temáticas gaúchas abordadas nas letras de sambas.,alusão a gêneros musicais brasileiros e argentinos.,comparação entre sambistas de diferentes regiões.,aproximação entre a cultura brasileira e a argentina.,2016,102,LC,A,portuguese
QUESTÃO 103,"L.J.C. — 5 tiros?— É. — Brincando de pegador? — É. O PM pensou que… reticências — Hoje? — Cedinho. Os sinais de pontuação são elementos com importantes funções para a progressão temática. No miniconto L.J.C, de Marcelo Coelho , as reticências foram utilizadas para indicar",uma fala hesitante.,uma informação implícita.,uma situação incoerente.,a eliminação de uma ideia.,a interrupção de uma ação.,2016,103,LC,B,portuguese
QUESTÃO 104,"O ﬁlme Menina de ouro conta a história de Maggie Fitzgerald, uma garçonete de 31 anos que vive sozinha em condições humildes e sonha em se tornar uma boxeadora proﬁssional treinada por Frankie Dunn. Em uma cena, assim que o treinador atravessa a porta do corredor onde ela se encontra, Maggie o aborda e, a caminho da saída, pergunta a ele se está interessado em treiná-la. Frankie responde: “Eu não treino garotas”. Após essa fala, ele vira as costas e vai embora. Aqui, percebemos, em Frankie, um comportamento ancorado na representação de que boxe é esporte de homem e, em Maggie, a superação da concepção de que os ringues são tradicionalmente masculinos. Historicamente construída, a feminilidade dominante atribui a submissão, a fragilidade e a passividade a uma “natureza feminina”. Numa concepção hegemônica dos gêneros, feminilidades e masculinidades encontram-se em extremidades opostas. No entanto, algumas mulheres, indiferentes às convenções sociais, sentem-se seduzidas e desaﬁadas a aderirem à prática das modalidades consideradas masculinas. É o que observamos em Maggie, que se mostra determinada e insiste em seu objetivo de ser treinada por Frankie. A inserção da personagem Maggie na prática corporal do boxe indica a possibilidade da construção de uma feminilidade marcada pela",adequação da mulher a uma modalidade esportiva alinhada a seu gênero.,valorização de comportamentos e atitudes normalmente associados à mulher.,transposição de limites impostos à mulher num espaço de predomínio masculino.,aceitação de padrões sociais acerca da participação da mulher nas lutas corporais.,naturalização de barreiras socioculturais responsáveis pela exclusão da mulher no boxe.,2016,104,LC,C,portuguese
QUESTÃO 105,"Entrevista com Terezinha Guilhermina Terezinha Guilhermina é uma das atletas mais premiadas da história paraolímpica do Brasil e um dos principais nomes do atletismo mundial. Está no Guinness Book de 2013/2014 como a “cega” mais rápida do mundo. Observatório: Quais os desaﬁos você teve que superar para se consagrar como atleta proﬁssional? Terezinha Guilhermina: Considero a ausência de recursos ﬁnanceiros, nos três primeiros anos da minha carreira, como meu principal desaﬁo. A falta de um atleta- guia, para me auxiliar nos treinamentos, me obrigava a treinar sozinha e, por não enxergar bem, acabava sofrendo alguns acidentes como trombadas e quedas. Observatório: Como está a preparação para os Jogos Paraolímpicos de 2016? Terezinha Guilhermina: Estou trabalhando intensamente, com vistas a chegar lá bem melhor do que estive em Londres. E, por isso, posso me dedicar a treinos diários, trabalhos preventivos de lesões e acompanhamento psicológico e nutricional da melhor qualidade. O texto permite relacionar uma prática corporal com uma visão ampliada de saúde. O fator que possibilita identiﬁcar essa perspectiva é o(a)",aspecto nutricional.,condição ﬁnanceira.,prevenção de lesões.,treinamento esportivo.,acompanhamento psicológico.,2016,105,LC,B,portuguese
QUESTÃO 106,"É possível considerar as modalidades esportivas coletivas dentro de uma mesma lógica, pois possuem uma estrutura comum: seis princípios operacionais divididos em dois grupos, o ataque e a defesa. Os três princípios operacionais de ataque são: conservação individual e coletiva da bola, progressão da equipe com a posse da bola em direção ao alvo adversário e ﬁnalização da jogada, visando a obtenção de ponto. Os três princípios operacionais da defesa são: recuperação da bola, impedimento do avanço da equipe contrária com a posse da bola e proteção do alvo para impedir a ﬁnalização da equipe adversária. Considerando os princípios expostos no texto, o drible no handebol caracteriza o princípio de",recuperação da bola.,progressão da equipe.,ﬁnalização da jogada.,proteção do próprio alvo.,impedimento do avanço adversário.,2016,106,LC,B,portuguese
QUESTÃO 107,"BONS DIAS! Machado de Assis 14 de junho de 1889 Ó doce, ó longa, ó inexprimível melancolia dos jornais velhos! Conhece-se um homem diante de um deles. Pessoa que não sentir alguma coisa ao ler folhas de meio século, bem pode crer que não terá nunca uma das mais profundas sensações da vida, — igual ou quase igual à que dá a vista das ruínas de uma civilização. Não é a saudade piegas, mas a recomposição do extinto, a revivescência do passado. O jornal impresso é parte integrante do que hoje se compreende por tecnologias de informação e comunicação. Nesse texto, o jornal é reconhecido como",objeto de devoção pessoal.,elemento de aﬁrmação da cultura.,instrumento de reconstrução da memória.,ferramenta de investigação do ser humano.,veículo de produção de fatos da realidade .,2016,107,LC,C,portuguese
QUESTÃO 108,"O livro A fórmula secreta conta a história de um episódio fundamental para o nascimento da matemática moderna e retrata uma das disputas mais virulentas da ciência renascentista. Fórmulas misteriosas, duelos públicos, traições, genialidade, ambição — e matemática! Esse é o instigante universo apresentado no livro, que  resgata a história dos italianos Tartaglia e Cardano e da fórmula revolucionária para resolução de equações de terceiro grau. A obra reconstitui um episódio polêmico que marca, para muitos, o início do período moderno da matemática. Em última análise, A fórmula secreta apresenta-se como uma ótima opção para conhecer um pouco mais sobre a história da matemática e acompanhar um dos debates cientíﬁcos mais inflamados do século XVI no campo. Mais do que isso, é uma obra de fácil leitura e uma boa mostra de que é possível abordar temas como álgebra de forma interessante, inteligente e acessível ao grande público. Na construção textual, o autor realiza escolhas para cumprir determinados objetivos. Nesse sentido, a função social desse texto é",interpretar a obra a partir dos acontecimentos da narrativa.,apresentar o resumo do conteúdo da obra de modo impessoal.,fazer a apreciação de uma obra a partir de uma síntese crítica.,informar o leitor sobre a veracidade dos fatos descritos na obra.,classiﬁcar a obra como uma referência para estudiosos da matemática.,2016,108,LC,C,portuguese
QUESTÃO 109,"A partida de trem Marcava seis horas da manhã. Angela Pralini pagou o táxi e pegou sua pequena valise. Dona Maria Rita de Alvarenga Chagas Souza Melo desceu do Opala da ﬁlha e encaminharam-se para os trilhos. A velha bem- vestida e com joias. Das rugas que a disfarçavam saía a forma pura de um nariz perdido na idade, e de uma boca que outrora devia ter sido cheia e sensível. Mas que importa? Chega-se a um certo ponto — e o que foi não importa. Começa uma nova raça. Uma velha não pode comunicar-se. Recebeu o beijo gelado de sua ﬁlha que foi embora antes do trem partir. Ajudara-a antes a subir no vagão. Sem que neste houvesse um centro, ela se colocara do lado. Quando a locomotiva se pôs em movimento, surpreendeu-se um pouco: não esperava que o trem seguisse nessa direção e sentara-se de costas para o caminho. Angela Pralini percebeu-lhe o movimento e perguntou: — A senhora deseja trocar de lugar comigo? Dona Maria Rita se espantou com a delicadeza, disse que não, obrigada, para ela dava no mesmo. Mas parecia ter-se perturbado. Passou a mão sobre o camafeu ﬁligranado de ouro, espetado no peito, passou a mão pelo broche. Seca. Ofendida? Perguntou aﬁnal a Angela Pralini: — É por causa de mim que a senhorita deseja trocar de lugar? A descoberta de experiências emocionais com base no cotidiano é recorrente na obra de Clarice Lispector. No fragmento, o narrador enfatiza o(a)",comportamento vaidoso de mulheres de condição social privilegiada.,anulação das diferenças sociais no espaço público de uma estação.,incompatibilidade psicológica entre mulheres de gerações diferentes.,constrangimento da aproximação formal de pessoas desconhecidas.,sentimento de solidão alimentado pelo processo de envelhecimento .,2016,109,LC,E,portuguese
QUESTÃO 110,"Esses chopes dourados Jorge Wanderley [...] quando a geração de meu pai batia na minhaa minha achava que era normalque a geração de cimasó podia educar a de baixo batendo quando a minha geração batia na de vocês ainda não sabia que estava erradomas a geração de vocês já sabiae cresceu odiando a geração de cima aí chegou esta hora em que todas as gerações já sabem de tudoe é péssimoter pertencido à geração do meiotendo errado quando apanhou da de cimae errado quando bateu na de baixo e sabendo que apesar de amaldiçoados éramos todos inocentes. Ao expressar uma percepção de atitudes e valores situados na passagem do tempo, o eu lírico manifesta uma angústia sintetizada na",compreensão da efemeridade das convicções antes vistas como sólidas.,consciência das imperfeições aceitas na construção do senso comum.,revolta das novas gerações contra modelos tradicionais de educação.,incerteza da expectativa de mudança por parte das futuras gerações.,crueldade atribuída à forma de punição praticada pelos mais velhos.,2016,110,LC,B,portuguese
QUESTÃO 111,"Centro das atenções em um planeta cada vez mais interconectado, a Floresta Amazônica expõe inúmeros dilemas. Um dos mais candentes diz respeito à madeira e sua exploração econômica, uma saga que envolve os muitos desaﬁos para a conservação dos recursos naturais às gerações futuras. Com o olhar jornalístico, crítico e ao mesmo tempo didático, adentramos a Amazônia em busca de histórias e sutilezas que os dados nem sempre revelam. Lapidamos estatísticas e estudos cientíﬁcos para construir uma síntese útil a quem direciona esforços para conservar a floresta, seja no setor público, seja no setor privado, seja na sociedade civil. Guiada como uma reportagem, rica em informações ilustradas, a obra Madeira de ponta a ponta revela a diversidade de fraudes na cadeia de produção, transporte e comercialização da madeira, bem como as iniciativas de boas práticas que se disseminam e trazem esperança rumo a um modelo de convivência entre desenvolvimento e manutenção da floresta. A ﬁm de alcançar seus objetivos comunicativos, os autores escreveram esse texto para",apresentar informações e comentários sobre o livro.,noticiar as descobertas cientíﬁcas oriundas da pesquisa.,defender as práticas sustentáveis de manejo da madeira.,ensinar formas de combate à exploração ilegal de madeira.,demonstrar a importância de parcerias para a realização da pesquisa.,2016,111,LC,A,portuguese
QUESTÃO 112,"Descrição do cartaz: Campanha de trânsito com uma sequência de duas imagens alternadas. Em uma delas, há uma avenida com edifícios ao fundo, e na outra, há uma tela de um celular. Em uma dessas imagens, há uma criança atravessando a avenida. Logo abaixo, em destaque, a mensagem: “Se você não percebeu a criança aqui, imagine no trânsito”. Em seguida, o texto: “Trânsito sem celular. Atenda a esse chamado. Seja você a mudança no trânsito” Nesse texto, a combinação de elementos verbais e não verbais conﬁgura-se como estratégia argumentativa para",manifestar a preocupação do governo com a segurança dos pedestres.,associar a utilização do celular às ocorrências de atropelamento de crianças.,orientar pedestres e motoristas quanto à utilização responsável do telefone móvel.,influenciar o comportamento de motoristas em relação ao uso de celular no trânsito.,alertar a população para os riscos da falta de atenção no trânsito das grandes cidades.,2016,112,LC,D,portuguese
