question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTÃO 11,"Como os combustíveis energéticos, as tecnologias da informação são, hoje em dia, indispensáveis em todos os setores econômicos. Através delas, um maior número de produtores é capaz de inovar e a obsolescência de bens e serviços se acelera. Longe de estender a vida útil dos equipamentos e a sua capacidade de reparação, o ciclo de vida desses produtos diminui, resultando em maior necessidade de matéria-prima para a fabricação de novos. Nesse contexto, a postura consumista de nossa sociedade indica a crescente produção de lixo, principalmente nas áreas urbanas, o que, associado a modos incorretos de deposição,","provoca a contaminação do solo e do lençol freático, ocasionando assim graves problemas socioambientais, que se adensarão com a continuidade da cultura do consumo desenfreado.","produz efeitos perversos nos ecossistemas, que são sanados por cadeias de organismos decompositores que assumem o papel de eliminadores dos resíduos depositados em lixões.","multiplica o número de lixões a céu aberto, considerados atualmente a ferramenta capaz de resolver de forma simplificada e barata o problema de deposição de resíduos nas grandes cidades.","estimula o empreendedorismo social, visto que um grande número de pessoas, os catadores, têm livre acesso aos lixões, sendo assim incluídos na cadeia produtiva dos resíduos tecnológicos.","possibilita a ampliação da quantidade de rejeitos que podem ser destinados a associações e cooperativas de catadores de materiais recicláveis, financiados por instituições da sociedade civil ou pelo poder público.",2011,11,CH,A,portuguese
QUESTÃO 12,"O professor Paulo Saldiva pedala 6 km em 22 minutos de casa para o trabalho, todos os dias. Nunca foi atingido por um carro. Mesmo assim, é vítima diária do trânsito de São Paulo: a cada minuto sobre a bicicleta, seus pulmões são envenenados com 3,3 microgramas de poluição particulada – poeira, fumaça, fuligem, partículas de metal em suspensão, sulfatos, nitratos, carbono, compostos orgânicos e outras substâncias nocivas. A população de uma metrópole brasileira que vive nas mesmas condições socioambientais das do professor citado no texto apresentará uma tendência de",ampliação da taxa de fecundidade.,diminuição da expectativa de vida.,elevação do crescimento vegetativo.,aumento na participação relativa de idosos.,redução na proporção de jovens na sociedade.,2011,12,CH,B,portuguese
QUESTÃO 13,"O fenômeno de ilha de calor é o exemplo mais marcante da modificação das condições iniciais do clima pelo processo de urbanização, caracterizado pela modificação do solo e pelo calor antropogênico, o qual inclui todas as atividades humanas inerentes à sua vida na cidade. O texto exemplifica uma import ante alteração socioambiental, comum aos centros urbanos. A maximização desse fenômeno ocorre",pela reconstrução dos leitos originais dos cursos d’água antes canalizados.,pela recomposição de áreas verdes nas áreas centrais dos centros urbanos.,pelo uso de materiais com alta capacidade de reflexão no topo dos edifícios.,pelo processo de impermeabilização do solo nas áreas centrais das cidades.,pela construção de vias expressas e gerenciamento de tráfego terrestre.,2011,13,CH,D,portuguese
QUESTÃO 14,"O espaço mundial sob a nova des-ordem é um emaranhado de zonas, redes e “aglomerados”, espaços hegemônicos e contra-hegemônicos que se cruzam de forma complexa na face da Terra. Fica clara, de saída, a polêmica que envolve uma nova regionalização mundial. Como regionalizar um espaço tão heterogêneo e, em parte, fluido, como é o espaço mundial contemporâneo?  Nesse trecho do livro A nova des-ordem mundial , questiona-se a lógica espacial do mundo contemporâneo pós-União Soviética, no contexto do avanço da globalização e do neoliberalismo, quando a divisão entre países socialistas e capitalistas se desfez, as categorias de “primeiro” e “terceiro” mundo perderam sua validade explicativa e três grandes polos, situados na América do Norte, na Europa e na Ásia, se projetaram. Considerando-se a nova lógica de regionalização estabelecida a partir de 1990, verifica-se que a distribuição espacial aponta para",a estagnação dos Estados com forte identidade cultural.,o alcance da racionalidade anticapitalista.,a influência das grandes potências econômicas.,a dissolução de blocos políticos regionais.,o alargamento da força econômica dos países islâmicos.,2011,14,CH,C,portuguese
QUESTÃO 15,"As migrações transnacionais, intensificadas e generalizadas nas últimas décadas do século XX, expressam aspectos particularmente importantes da problemática racial, visto como dilema também mundial. Deslocam-se indivíduos, famílias e coletividades para lugares próximos e distantes, envolvendo mudanças mais ou menos drásticas nas condições de vida e trabalho, em padrões e valores socioculturais. Deslocam-se para sociedades semelhantes ou radicalmente distintas, algumas vezes compreendendo culturas ou mesmo civilizações totalmente diversas. A mobilidade populacional da segunda metade do século XX, referida no texto, teve um papel importante na formação social e econômica de diversos estados nacionais. Uma razão para os movimentos migratórios nas últimas décadas e uma política migratória atual dos países desenvolvidos são",a busca de oportunidades de trabalho e o aumento de barreiras contra a imigração.,a necessidade de qualificação profissional e a abertura das fronteiras para os imigrantes.,o desenvolvimento de projetos de pesquisa e o acautelamento dos bens dos imigrantes.,a expansão da fronteira agrícola e a expulsão dos imigrantes qualificados.,a fuga decorrente de conflitos políticos e o fortalecimento de polític as sociais.,2011,15,CH,A,portuguese
QUESTÃO 16,"Estamos testemunhando o reverso da tendência histórica da assalariação do trabalho e socialização da produção, que foi característica predominante na era industrial. A nova organização social e econômica baseada nas tecnologias da informação visa à administração descentralizadora, ao trabalho individualizante e aos mercados personalizados. As novas tecnologias da informação possibilitam, ao mesmo tempo, a descentralização das tarefas e sua coordenação em uma rede interativa de comunicação em tempo real, seja entre continentes, seja entre os andares de um mesmo edifício. No contexto descrito no trecho apresentado, extraído da obra A sociedade em rede , de M. Castells, as sociedades vivenciam mudanças constantes nas ferramentas de comunicação que afetam os processos produtivos nas empresas. Na esfera do trabalho, tais mudanças têm provocado",o aprofundamento dos vínculos dos operários com as linhas de montagem sob influência dos modelos orientais de gestão.,o aumento das formas de teletrabalho como solução de larga escala para o problema do desemprego crônico.,o avanço do trabalho flexível e da terceirização como respostas às demandas por inovação e com vistas à mobilidade dos investimentos.,a autonomização crescente das máquinas e computadores em substituição ao trabalho dos especialistas técnicos e gestores.,"o fortalecimento do diálogo entre operários, gerentes, executivos e clientes com a garantia de harmonização das relações de trabalho.",2011,16,CH,C,portuguese
QUESTÃO 17,"Na década de 1990, os movimentos sociais camponeses e as ONGs tiveram destaque, ao lado de outros sujeitos coletivos. Na sociedade brasileira, a ação dos movimentos sociais vem construindo lentamente um conjunto de práticas democráticas no interior das escolas, das comunidades, dos grupos organizados e na interface da sociedade civil com o Estado. O diálogo, o confronto e o conflito têm sido os motores no processo de construção democrática. Segundo o texto, os movimentos sociais contribuem para o processo de construção democrática, porque",determinam o papel do Estado nas transformações socioeconômicas.,aumentam o clima de tensão social na sociedade civil.,pressionam o Estado para o atendimento das demandas da sociedade.,privilegiam determinadas parcelas da sociedade em detrimento das demais.,propiciam a adoção de valores éticos pelos órgãos do Estado.,2011,17,CH,C,portuguese
QUESTÃO 18,"Completamente analfabeto, ou quase, sem assistência médica, não lendo jornais, nem revistas, nas quais se limita a ver as figuras, o trabalhador rural, a não ser em casos esporádicos, tem o patrão na conta de benfeitor. No plano político, ele luta com o “coronel” e pelo “coronel”. Aí estão os votos de cabresto, que resultam, em grande parte, da nossa organização econômica rural. Aludido no trecho apresentado, extraído da obra Coronelismo, enxada e voto , de V. N. Leal, o coronelismo, fenômeno político da Primeira República (1889-1930), tinha como uma de suas principais características o controle do voto, o que limitava, portanto, o exercício da cidadania. Nesse período, esta prática estava vinculada a uma estrutura social","igualitária, com um nível satisfatório de distribuição da renda.","estagnada, com uma relativa harmonia entre as classes.","tradicional, com a manutenção da escravidão nos engenhos como forma produtiva típica.","ditatorial, perturbada por um constante clima de opressão mantido pelo exército e polícia.","agrária, marcada pela concentração da terra e do poder político local e regional.",2011,18,CH,E,portuguese
QUESTÃO 19,"Art. 92. São excluídos de votar nas Assembleias Paroquiais: I. Os menores de vinte e cinco anos, nos quais não se compreendam os casados, e Oficiais Militares, que forem maiores de vinte e um anos, os Bacharéis Formados e Clérigos de Ordens Sacras. IV. Os Religiosos, e quaisquer que vivam em Comunidade claustral. V. Os que não tiverem de renda líquida anual cem mil réis por bens de raiz, indúst ria, comércio ou empregos. A legislação esp elha os conflitos políticos e sociais do contexto histórico de sua formulação. O fragmento apresentado foi extraído da Constituição de 1824, a qual regulamentou o direito de voto dos “cidadãos brasileiros” com o objetivo de garantir",o fim da inspiração liberal sobre a estrutura política brasileira.,a ampliação do direito de voto para maioria dos brasileiros nascidos livres.,"a concentração de poderes na região produtora de café, o Sudeste brasileiro.",o controle do poder político nas mãos dos grandes proprietários e comerciantes.,a diminuição da interferência da Igreja Católica nas decisões político-administ rativas.,2011,19,CH,D,portuguese
QUESTÃO 20,"Considere os textos I e II a seguir. Texto I – extraído da obra História do Brasil , de B. Fausto Até que ponto, a partir de posturas e interesses diversos, as oligarquias paulista e mineira dominaram a cena política nacional na Primeira República? A união de ambas foi um traço fundamental, mas que não conta toda a história do período. A união foi feita com a preponderância de uma ou de outra das duas frações. Com o tempo, surgiram as discussões e um grande desacerto final. Texto II – extraído da obra A presença do Estado na economia política do Brasil de 1889 a 1930 , de S. Topik A imagem de um bem-sucedido acordo café com leite entre São Paulo e Minas, um acordo de alternância de presidência entre os dois estados, não passa de uma idealização de um processo muito mais caótico e cheio de conflitos. Profundas divergências políticas colocavam-nos em confronto por causa de diferentes graus de envolvimento no com ércio exterio r. Nesses textos, há referência ao processo político durante a Primeira República, o qual, frequentemente, é caracterizado pela expressão “Política do Café com Leite”. Os textos, no entanto, apresentam a seguinte ressalva à utilização dessa exp ressão:","A riqueza gerada pelo café dava à oligarquia paulista a prerrogativa de indicar os candidatos à presidência, sem necessidade de alianças.",As divisões políticas internas de cada estado da federação invalidavam o uso do conceito de aliança entre estados para este período.,As disputas políticas do período contradiziam a suposta estabilidade da aliança entre mineiros e paulistas.,A centralização do poder no executivo federal impedia a formação de uma aliança duradoura entre as oligarquias.,A diversificação da produção e a preocupação com o mercado interno unificavam os interesses das oligarquias.,2011,20,CH,C,portuguese
QUESTÃO 21,"São os seguintes os percentuais aproximados do eleitorado inscrito em relação à população, no período de 1940 a 2000, no Brasil: 5% em 1940; 20% em 1950; 20% em 1960; 30% em 1970; 50% em 1980; 65% em 1996; 65% em 2000. A análise desses dados permite identificar um intervalo de tempo no qual uma alteração na proporção de eleitores inscritos resultou de uma luta histórica de setores da sociedade brasileira. O intervalo de tempo e a conquista estão associados, respectivamente, em",1940-1950 – direito de voto para os ex-escravos.,1950-1960 – fim do voto secreto.,1960-1970 – direito de voto para as mulheres.,1970-1980 – fim do voto obrigatório.,1980-1996 – direito de voto para os analfabetos.,2011,21,CH,E,portuguese
QUESTÃO 22,"É difícil encontrar um texto sobre a Proclamação da República no Brasil que não cite a afirmação de Aristides Lobo, no Diário Popular de São Paulo, de que “o povo assistiu àquilo bestializado”. Essa versão foi relida pelos enaltecedores da Revolução de 1930, que não descuidaram da forma republicana, mas realçaram a exclusão social, o militarismo e o estrangeirismo da fórmula implantada em 1889. Isto porque o Brasil brasileiro teria nascido em 1930. No texto apresentado, extraído da obra A República consentida: cultura democrática e científica no final do Império , M. Mello defende que a consolidação de uma determinada memória sobre a Proclamação da República no Brasil teve, na Revolução de 1930, um de seus momentos mais importantes. Os defensores da Revolução de 1930 procuraram construir uma visão negativa para os eventos de 1889, porque esta era uma maneira de",valorizar as propostas políticas democráticas e liberais vitoriosas.,resgatar simbolicamente as figuras políticas ligadas à Monarquia.,criticar a política educacional adotada durante a República Velha.,legitimar a ordem política inaugurada com a chegada desse grupo ao poder.,destacar a ampla participação popular obtida no processo da Proclamação.,2011,22,CH,D,portuguese
QUESTÃO 23,"Embora o Brasil seja signatário de convenções e tratados internacionais contra a tortura e tenha incorporado em seu ordenamento jurídico uma lei tipificando o crime, ele continua a ocorrer em larga escala. Mesmo que a lei que tipifica a tortura esteja vigente desde 1997, até o ano 2000 não se conhece nenhum caso de condenação de torturadores julgado em última instância, embora tenham sido registrados nesse período centenas de casos, além de numerosos outros presumíveis, mas não registrados. O texto destaca a questão da tortura no país, apontando que","a justiça brasileira, por meio de tratados e leis, tem conseguido inibir e, inclusive, extinguir a prática da tortura.",a existência da lei não basta como garantia de justiça para as vítimas e testemunhas dos casos de tortura.,"as denúncias anônimas dificultam a ação da justiça, impedindo que torturadores sejam reconhecidos e identificados pelo crime cometido.","a falta de registro da tortura por parte das autoridades policiais, em razão do desconhecimento da tortura como crime, legitima a impunidade.","a justiça tem esbarrado na precária existência de jurisprudência a respeito da tortura, o que a impede de atuar nesses cas os.",2011,23,CH,B,portuguese
QUESTÃO 24,"TEXTO I – extraído da obra Ética e cidadania , de S. Gallo. A ação democrática consiste em todos tomarem parte do processo decisório sobre aquilo que terá consequência na vida de toda coletividade. TEXTO II – extraído do site do Observatório da imprensa. É necessário que haja liberdade de expressão, fiscalização sobre órgãos governamentais e acesso por parte da população às informações trazidas a público pela imprensa. Partindo da perspectiva de democracia apresentada no Texto I, os meios de comunicação, de acordo com o Texto II, assumem um papel relevante na sociedade por",orientarem os cidadãos na compra dos bens necessários à sua sobrevivência e bem-estar.,fornecerem informações que fomentam o debate político na esfera pública.,apresentarem aos cidadãos a versão oficial dos fatos.,"propiciarem o entretenimento, aspecto relevante para conscientização política.","promoverem a unidade cultural, por meio das transmissões esportivas.",2011,24,CH,B,portuguese
QUESTÃO 25,"O acidente nuclear de Chernobyl revela brutalmente os limites dos poderes técnico-científicos da humanidade e as “marchas-à-ré” que a “natureza” nos pode reservar. É evidente que uma gestão mais coletiva se impõe para orientar as ciências e as técnicas em direção a finalidades mais h umanas. O texto apresentado, extraído da obra As três ecologias , de F. Guattari, trata do aparato técnico-científico e suas consequências para a humanidade, propondo que esse desenvolvimento",defina seus projetos a partir dos interesses coletivos.,"guie-se por interesses econômicos, prescritos pela lógica do mercado.","priorize a evolução da tecnologia, se apropriando da natureza.",promova a separação entre natureza e sociedade tecnológica.,"tenha gestão própria, com o objetivo de melhor apropriação da natu reza.",2011,25,CH,A,portuguese
QUESTÃO 26,"A introdução de novas tecnologias desencadeou uma série de efeitos sociais que afetaram os trabalhadores e sua organização. O uso de novas tecnologias trouxe a diminuição do trabalho necessário que se traduz na economia líquida do tempo de trabalho, uma vez que, com a presença da automação microeletrônica, começou a ocorrer a diminuição dos coletivos operários e uma mudança na organização dos processos de trabalho. Mencionada no texto, a utilização de novas tecnologias tem causado inúmeras alterações no mundo do trabalho. Essas mudanças são observadas em um modelo de produção caracterizado",pelo uso intensivo do trabalho manual para desenvolver produtos autênticos e personalizados.,pelo ingresso tardio das mulheres no mercado de trabalho no setor industrial.,pela participação ativa das empresas e dos próprios trabalhadores no processo de qualificação laboral.,pelo aumento na oferta de vagas para trabalhadores especializados em funções repetitivas.,pela manutenção de estoques de larga escala em função da alta produtividade.,2011,26,CH,C,portuguese
QUESTÃO 27,"Um volume imenso de pesquisas tem sido produzido para tentar avaliar os efeitos dos programas de televisão. A maioria desses estudos diz respeito às crianças ― o que é bastante compreensível pela quantidade de tempo que elas passam em frente ao aparelho e pelas possíveis implicações desse comportamento para a socialização. Dois dos tópicos mais pesquisados são o impacto da televisão no âmbito do crime e da violência e a natureza das notícias exibidas na televisão. Extraído da obra Sociologia , de A. Giddens, o texto indica que existe uma significativa produção científica sobre os impactos socioculturais da televisão na vida do ser humano. E as crianças, em particular, são as mais vulneráveis a essas influências, porque",codificam informações transmitidas nos programas infantis por meio da observação.,adquirem conhecimentos variados que incentivam o processo de interação social.,interiorizam padrões de comportamento e papéis sociais com menor visão crítica.,observam formas de convivência social baseadas na tolerância e no respeito.,apreendem modelos de sociedade pautados na observância das leis.,2011,27,CH,C,portuguese
QUESTÃO 28,"Subindo morros, margeando córregos ou penduradas em palafitas, as favelas fazem parte da paisagem de um terço dos municípios do país, abrigando mais de 10 milhões de pessoas, segundo dados do Instituto Brasileiro de Geografia e Estatística (IBGE). A situação das favelas no país reporta a graves problemas de desordenamento territorial. Nesse sentido, uma característica comum a esses espaços tem sido",o planejamento para a implantação de infraestruturas urbanas necessárias para atender as necessidades básicas dos moradores.,a organização de associações de moradores interessadas na melhoria do espaço urbano e financiadas pelo poder público.,a presença de ações referentes à educação ambiental com consequente preservação dos espaços naturais circundantes.,a ocupação de áreas de risco suscetíveis a enchentes ou desmoronamentos com consequentes perdas materiais e humanas.,o isolamento socioeconômico dos moradores ocupantes desses espaços com a resultante multiplicação de políticas que tentam reverter esse quadro.,2011,28,CH,D,portuguese
QUESTÃO 29,"A Lei 10.639, de 9 de janeiro de 2003, inclui no currículo dos estabelecimentos de ensino fundamental e médio, oficiais e particulares, a obrigatoriedade do ensino sobre História e Cultura Afro-Brasileira e determina que o conteúdo programático incluirá o estudo da História da África e dos africanos, a luta dos negros no Brasil, a cultura negra brasileira e o negro na formação da sociedade nacional, resgatando a contribuição do povo negro nas áreas social, econômica e política pertinentes à História do Brasil, além de instituir, no calendário escolar, o dia 20 de novembro como data comemorativa do “Dia da Consciência Negra”. A referida lei representa um avanço não só para a educação nacional, mas também para a sociedade brasileira, porque",legitima o ensino das ciências humanas nas escolas.,divulga conhecimentos para a população afro-brasileira.,reforça a concepção etnocêntrica sobre a África e sua cultura.,garante aos afrodescendentes a igualdade no acesso à educação.,impulsiona o reconhecimento da pluralidade étnico-racial do país.,2011,29,CH,E,portuguese
QUESTÃO 30,"Considere a seguinte descrição da foto de um casal de negros, produzida em 1879, em São Paulo: a mulher usa vestido longo, de mangas compridas e com babados. Ela porta um elegante guarda-chuva e um casaco; usa sapatos que combinam com o vestido. O homem traja calças compridas e paletó sobre uma camisa de mangas compridas, usa sapatos finos e, em uma das mãos, segura um chapéu. A partir da análise do vestuário do casal retratado, que aspecto histórico da escravidão no Brasil do séc. XIX pode ser identificado?",O uso de trajes simples indica a rápida incorporação dos ex-escravos ao mundo do trabalho urbano.,A presença de acessórios como chapéu e sombrinha aponta para a manutenção de elementos culturais de origem africana.,O uso de sapatos é um importante elemento de diferenciação social entre negros libertos ou em melhores condições na ordem escravocrata.,A utilização do paletó e do vestido demonstra a tentativa de assimilação de um estilo europeu como forma de distinção em relação aos brasileiros.,A adoção de roupas próprias para o trabalho doméstico tinha como finalidade demarcar as fronteiras da exclusão social n aquele contexto.,2011,30,CH,C,portuguese
QUESTÃO 31,"Os três tipos de poder representam três diversos tipos de motivações: no poder tradicional, o motivo da obediência é a crença na sacralidade da pessoa do soberano; no poder racional, o motivo da obediência deriva da crença na racionalidade do comportamento conforme a lei; no poder carismático, deriva da crença nos dotes extraordinários do chefe. Extraído da obra Estado, governo, sociedade: para uma teoria geral da política , de N. Bobbio, o texto apresenta três tipos de poder que podem ser identificados em momentos históricos distintos. Identifique o período em que a obediência esteve associada predominantemente ao poder carismático:",República Federalista Norte-Americana.,República Fascista Italiana no século XX.,Monarquia Teocrática do Egito Antigo.,Monarquia Absoluta Francesa no século XVII.,Monarquia Constitucio nal Brasileira no século XIX.,2011,31,CH,B,portuguese
QUESTÃO 32,"Em geral, os nossos tupinambás ficam bem admirados ao ver os franceses e os outros dos países longínquos terem tanto trabalho para buscar o seu arabotã, isto é, pau-brasil. Houve uma vez um ancião da tribo que me fez esta pergunta: “Por que vindes vós outros, mairs e perós (franceses e portugueses), buscar lenha de tão longe para vos aquecer? Não tendes madeira em vossa terra?” Nesse trecho, o viajante francês Jean de Léry (1534- 1611) reproduz um diálogo travado, em 1557, com um ancião tupinambá, o qual demonstra uma diferença entre a sociedade europeia e a indígena no sentido",do destino dado ao produto do trabalho nos seus sistemas culturais.,da preocupação com a preservação dos recursos ambientais.,do interesse de ambas em uma exploração comercial mais lucrativa do pau-brasil.,"da curiosidade, reverência e abertura cultural recíprocas.",da preocupação com o armazenamento de madeira para os períodos de inverno.,2011,32,CH,A,portuguese
QUESTÃO 33,"O açúcar e suas técnicas de produção foram levados à Europa pelos árabes no século VIII, durante a Idade Média, mas foi principalmente a partir das Cruzadas (séculos XI e XIII) que a sua procura foi aumentando. Nessa época passou a ser importado do Oriente Médio e produzido em pequena escala no sul da Itália, mas continuou a ser um produto de luxo, extremamente caro, chegando a figurar nos dotes de princesas casadoiras. Esse fragmento de texto, extraído da obra Grandeza do Brasil no tempo de Antonil (1681-1716) , de R. Campos, apresenta um breve histórico do açúcar. Considerando o conceito do Antigo Sistema Colonial, o açúcar foi o produto escolhido por Portugal para dar início à colonização brasileira, em virtude de",o lucro obtido com o seu comércio ser muito vantajoso.,os árabes serem aliados históricos dos portugueses.,a mão de obra necessária para o cultivo ser insuficiente.,as feitorias africanas facilitarem a comercialização desse produto.,os nativos da América dominarem uma técnica de cultivo semelhante.,2011,33,CH,A,portuguese
