question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTÃO 146,"Para uma atividade realizada no laboratório de Matemática, um aluno precisa construir uma maquete de uma quadra de esportes que tem 28 m de comprimento por 12 m de largura. A maquete deverá ser construída na escala de 1 : 250. Que medidas de comprimento e largura, em cm, o aluno utilizará na construção da maquete?","4,8 e 11,2","7,0 e 3,0","11,2 e 4,8","28,0 e 12,0","30,0 e 70,0",2011,146,MT,C,portuguese
QUESTÃO 147,"Um treinador de um time de basquete utilizou um plano cartesiano, cuja origem coincide com o centro da quadra de basquete e as cestas estão dispostas no eixo x, para montar um esquema estratégico para orientar suas jogadoras. Nesse esquema, as distâncias nos eixos x e y são dadas em metros e o time ataca no sentido positivo do eixo x. De acordo com essa estratégia, uma jogadora posicionada na quadra no local correspondente ao ponto R = (2, –2), de frente para o ataque, recebeu a orientação para se deslocar 2 metros para a sua esquerda, e, em seguida, 3 metros em direção ao ataque. Nessa situação, a nova posição dessa jogadora corresponderá, no plano cartesiano, ao ponto","(2, –4).","(4, –5).","(4, 1).","(–1, 0).","(5, 0).",2011,147,MT,E,portuguese
QUESTÃO 148,"Em 2010, um caos aéreo afetou o continente europeu, devido à quantidade de fumaça expelida por um vulcão na Islândia, o que levou ao cancelamento de inúmeros voos. Cinco dias após o início desse caos, todo o espaço aéreo europeu acima de 6 000 metros estava liberado, com exceção do espaço aéreo da Finlândia. Lá, apenas voos internacionais acima de 31 mil pés estavam liberados. Considere que 1 metro equivale a aproximadamente 3,3 pés. Qual a diferença, em pés, entre as altitudes liberadas na Finlândia e no restante do continente europeu cinco dias após o início do caos?",3 390 pés.,9 390 pés.,11 200 pés.,19 800 pés.,50 800 pés.,2011,148,MT,C,portuguese
QUESTÃO 149,"Um bairro de uma cidade foi planejado em uma região plana. Em um plano de coordenadas cartesianas, cujas distâncias nos eixos x e y são dadas em quilômetros, esse bairro está representado no segundo quadrante. Nesse plano cartesiano, a reta de equação y = x + 4 representa o planejamento da linha do metrô subterrâneo que atravessará o bairro e outras regiões da cidade. Nessa representação, o ponto P = (–5, 5) corresponde ao hospital público do bairro. A comunidade solicitou ao comitê de planejamento que fosse prevista uma estação do metrô cuja distância ao hospital, medida em linha reta, não fosse maior que 5 km. Atendendo ao pedido da comunidade, o comitê argumentou corretamente que isso seria automaticamente satisfeito, pois já estava prevista a construção de uma estação no ponto","(–5, 0).","(–3, 1).","(–2, 1).","(0, 4).","(2, 6).",2011,149,MT,B,portuguese
QUESTÃO 150,"O Índice de Massa Corporal (IMC) é largamente utilizado há cerca de 200 anos, mas esse cálculo representa muito mais a corpulência que a adiposidade, uma vez que indivíduos musculosos e obesos podem apresentar o mesmo IMC. Uma nova pesquisa aponta o Índice de Adiposidade Corporal (IAC) como uma alternativa mais fidedigna para quantificar a gordura corporal, utilizando a medida do quadril e a altura. A descrição abaixo mostra como calcular essas medidas, sabendo-se que, em mulheres, a adiposidade normal está entre 19% e 26%. O velho IMC Índice de Massa Corporal (IMC) IMC = massa (kg) / [altura × altura (m)] O novo IAC Índice de Adiposidade Corporal (IAC) % de Gordura Corporal = circunferência do quadril (cm) / [altura (m) × raiz quadrada da altura (m)] - 18 Uma jovem com IMC = 20 kg/m², 100 cm de circunferência dos quadris e 60 kg de massa corpórea resolveu averiguar seu IAC. Para se enquadrar aos níveis de normalidade de gordura corporal, a atitude adequada que essa jovem deve ter diante da nov a medida é (Use √3   1,7    1,7    1,3  )",reduzir seu excesso de gord ura em cerca de 1%.,reduzir seu excesso de gordura em cerca de 27%.,manter seus níveis atuais de gordura.,aumentar seu nível de gordura em cerca de 1%.,aumentar seu nível de gordura em cerca de 27%.,2011,150,MT,A,portuguese
QUESTÃO 151,"Um hexágono regular é invariante por rotações, em torno de seu centro, de",15º.,30º.,45º.,60º.,75º.,2011,151,MT,D,portuguese
QUESTÃO 152,"Observe as dicas para calcular a quantidade certa de alimentos e bebidas para as festas de fim de ano: •  Para o prato principal, estime 250 gramas de carne para cada pessoa. •  Um copo americano cheio de arroz rende o suficiente para quatro pessoas. •  Para a farofa, calcule quatro colheres de sopa por convidado. •  Uma garrafa de vinho serve seis pessoas. •  Uma garrafa de cerveja serve duas. •  Uma garrafa de espumante serve três convidados. Quem organiza festas faz esses cálculos em cima do total de convidados, independente do gosto de cada um. Um anfitrião decidiu seguir essas dicas ao se preparar para receber 30 convidados para a ceia de Natal. Para seguir essas orientações à risca, o anfitrião deverá dispor de","120 kg de carne, 7 copos americanos e meio de arroz, 120 colheres de sopa de farofa, 5 garrafas de vinho, 15 de cerveja e 10 de espumante.","120 kg de carne, 7 copos americanos e meio de arroz, 120 colheres de sopa de farofa, 5 garrafas de vinho, 30 de cerveja e 10 de espumante.","75 kg de carne, 7 copos americanos e meio de arroz, 120 colheres de sopa de farofa, 5 garrafas de vinho, 15 de cerveja e 10 de espumante.","7,5 kg de carne, 7 copos americanos, 120 colheres de sopa de farofa, 5 garrafas de vinho, 30 de cerveja e 10 de espumante.","7,5 kg de carne, 7 copos americanos e meio de arroz, 120 colheres de sopa de farofa, 5 garrafas de vinho, 15 de cerveja e 10 de espumante.",2011,152,MT,E,portuguese
QUESTÃO 153,"A participação dos estudantes na Olimpíada Brasileira de Matemática das Escolas Públicas (OBMEP) aumenta a cada ano. O percentual de medalhistas de ouro, por região, nas edições da OBMEP de 2005 a 2009 foi o seguinte: •  Região Norte: em 2005, 2%; em 2006, 2%; em 2007, 1%; em 2008, 2%; em 2009, 1%; •  Região Nordeste: em 2005, 18%; em 2006, 19%; em 2007, 21%; em 2008, 15%; em 2009, 19%; •  Região Centro-Oeste: em 2005, 5%; em 2006, 6%; em 2007, 7%; em 2008, 8%; em 2009, 9%; •  Região Sudeste: em 2005, 55%; em 2006, 61%; em 2007, 58%; em 2008, 66%; em 2009, 60%; •  Região Sul: em 2005, 21%; em 2006, 12%; em 2007, 13%; em 2008, 9%; em 2009, 11%. Em relação às edições de 2005 a 2009 da OBMEP, qual o percentual médio de medalhistas de ouro da região Nordeste?","14,6%","18,2%","18,4%","19,0%","21,0%",2011,153,MT,C,portuguese
QUESTÃO 154,"As frutas que antes se compravam por dúzias, hoje em dia, podem ser compradas por quilogramas, existindo também a variação dos preços de acordo com a época de produção. Considere que, independente da época ou variação de preço, certa fruta custa R$ 1,75 o quilograma. Entre as equações a seguir, a que representa o preço m pago em reais pela compra de n quilogramas desse produto é","m = 1,75 n .","m = 1,75 (n + 1).","m = 1,75 n2.","m = 1,75 (n – 1).","m = 1,75 n.",2011,154,MT,E,portuguese
QUESTÃO 155,"Um jovem investidor precisa escolher o investimento que lhe trará maior retorno financeiro em uma aplicação de R$ 500,00. Para isso, pesquisa o rendimento e o imposto a ser pago em dois investimentos: poupança e certificado de depósito bancário (CDB). As informações obtidas foram as seguintes: • poupança: 0,560% de rendimento mensal, isento de desconto de imposto de renda; • CDB: 0,876% de rendimento mensal, com 4% de desconto de imposto de renda, calculados sobre o ganho. Para o jovem investidor, ao fi nal de um mês, a aplicação mais vantajosa é","a poupança, pois totalizará um montante de R$ 502,80.","a poupança, pois totalizará um montante de R$ 500,56.","o CDB, pois totalizará um montante de R$ 504,38.","o CDB, pois totalizará um montante de R$ 504,21.","o CDB, pois totalizará um mo ntante de R$ 500,87.",2011,155,MT,D,portuguese
QUESTÃO 156,"Os dados a seguir descrevem o consumo mensal, em kWh, dos consumidores residenciais e dos de baixa renda, antes e depois da redução da tarifa de energia no estado de Pernambuco. Como fica a ta rifa • para consumidores residenciais ◦ consumo mensal de 140 kWh – antes: R$ 71,04; depois: R$ 64,75; economia: R$ 6,29; ◦ consumo mensal de 185 kWh – antes: R$ 93,87; depois: R$ 85,56; economia: R$ 8,32; ◦ consumo mensal de 350 kWh – antes: R$ 177,60; depois: R$ 161,86; economia: R$ 15,74; ◦ consumo mensal de 500 kWh – antes: R$ 253,72; depois: R$ 231,24; economia: R$ 22,48; • para consumidores de baixa renda ◦ consumo mensal de 30 kWh – antes: R$ 3,80; depois: R$ 3,35; economia: R$ 0,45; ◦ consumo mensal de 65 kWh – antes: R$ 11,53; depois: R$ 10,04; economia: R$ 1,49; ◦ consumo mensal de 80 kWh – antes: R$ 14,84; depois: R$ 12,90; economia: R$ 1,94; ◦ consumo mensal de 100 kWh – antes: R$ 19,31; depois: R$ 16,73; economia: R$ 2,59; ◦ consumo mensal de 140 kWh – antes: R$ 32,72; depois: R$ 28,20; economia: R$ 4,53. Considere dois consumidores: um que é de baixa renda e gastou 100 kWh e outro do tipo residencial que gastou 185 kWh. A diferença entre o gasto desses consumidores com 1 kWh, depois da redução da tarifa de energia, mais aproximada, é de","R$ 0,27.","R$ 0,29.","R$ 0,32.","R$ 0,34.","R$ 0,61.",2011,156,MT,B,portuguese
QUESTÃO 157,"Para forrar a mesa de jantar, uma senhora verificou que só possuía uma toalha limpa, pois todas as outras estavam na máquina de lavar. O tampo da mesa tem o formato de um quadrado de lado 1, 20 m, mas a única toalha disponível para forrar a mesa é redonda, com a forma de um círculo. Para que essa toalha redonda cubra a área total do tampo da mesa quadrada, qual deve ser a medida aproximada do seu diâmetro, em metros?","1,20 m","1,70 m","1,60 m","0,80 m","0,60 m",2011,157,MT,B,portuguese
QUESTÃO 158,"O saldo de contratações no mercado formal no setor varejista da região metropolitana de São Paulo registrou alta. Comparando as contratações deste setor no mês de fevereiro com as de janeiro deste ano, houve incremento de 4 300 vagas no setor, totalizando 880 605 trabalhadores com carteira assinada. Suponha que o incremento de trabalhadores no setor varejista seja sempre o mesmo nos seis primeiros meses do ano. Considerando-se que y e x representam, respectivamen - te, as quantidades de trabalhadores no setor varejista e os meses, janeiro sendo o primeiro, fevereiro, o segundo, e assim por diante, a expressão algébrica que relaciona essas quantidades nesses meses é",y = 4 300x,y = 884 905x,y = 872 005 + 4 300x,y = 876 305 + 4 300x,y = 880 605 + 4 300x,2011,158,MT,C,portuguese
QUESTÃO 159,"O número mensal de passagens de uma determinada empresa aérea aumentou no ano passado nas seguintes condições: em janeiro foram vendidas 33 000 passagens; em fevereiro, 34 500; em março, 36 000. Esse padrão de crescimento se mantém para os meses subsequentes. Quantas passagens foram vendidas por essa empresa em julho do an o passado?",38 000,40 500,41 000,42 000,48 000,2011,159,MT,D,portuguese
QUESTÃO 160,"O prefeito de uma cidade deseja construir uma rodovia para dar acesso a outro município. Para isso, foi aberta uma licitação na qual concorreram duas empresas. A primeira cobrou R$ 100 000,00 por km construído (n), acrescidos de um valor fixo de R$ 350 000,00, enquanto a segunda cobrou R$ 120 000,00 por km construído (n), acrescidos de um valor fixo de R$ 150 000,00. As duas empresas apresentam o mesmo padrão de qualidade dos serviços prestados, mas apenas uma delas poderá ser contratada. Do ponto de vista econômico, qual equação possibilitaria encontrar a extensão da rodovia que tornaria indiferente para a prefeitura escolher qualquer uma das propostas apresentadas?",100n + 350 = 120n + 150,100n + 150 = 120n + 350,100(n + 350) = 120(n + 150),100(n + 350 000) = 120(n + 150 000),350(n + 100 000) = 150(n + 120 000),2011,160,MT,A,portuguese
QUESTÃO 161,"Uma pessoa aplicou certa quantia em ações. No primeiro mês, ela perdeu 30% do total do investimento e, no segundo mês, recuperou 20% do que havia perdido. Depois desses dois meses, resolveu tirar o montante de   R$ 3 800,00 gerado pela aplicação. A quantia inicial que essa pessoa aplicou em ações corresponde ao valor de","R$ 4 222,22.","R$ 4 523,80.","R$ 5 000,00.","R$ 13 300,00.","R$ 17 10 0,00.",2011,161,MT,C,portuguese
QUESTÃO 162,"Cerca de 20 milhões de brasileiros vivem na região coberta pela caatinga, em quase 800 mil km 2 de área. Quando não chove, o homem do sertão e sua família precisam caminhar quilômetros em busca da água dos açudes. A irregularidade climática é um dos fatores que mais interferem na vida do sertanejo. Segundo est e levantamento, a densidade demográfica da região coberta pela caatinga, em habitantes por km2, é de",250.,25.,"2,5.","0,25.","0,025.",2011,162,MT,B,portuguese
QUESTÃO 163,"Rafael mora no Centro de uma cidade e decidiu se mudar, por recomendações médicas, para uma das regiões: Rural, Comercial, Residencial Urbano ou Residencial Suburbano. A principal recomendação médica foi com as temperaturas das “ilhas de calor” da região, que deveriam ser inferiores a 31°C. Tais temperaturas são especificadas a seguir: Perfil da ilha de calor urbana • Rural: 29,5 ºC; • Comercial: 31,2 ºC; • Centro: 33,4 ºC; • Residencial Urbano: 30,2 ºC; • Residencial Suburbano: 29,6 ºC. Escolhendo, aleatoriamente, uma das outras regiões para morar, a probabilidade de ele escolher uma região que seja adequada às recomendações médicas é",um quinto.,um quarto.,dois quintos.,três quintos.,três quartos.,2011,163,MT,E,portuguese
QUESTÃO 164,"Muitas medidas podem ser tomadas em nossas casas visando à utilização racional de energia elétrica. Isso deve ser uma atitude diária de cidadania. Uma delas pode ser a redução do tempo no banho. Um chuveiro com potência de 4 800 W consome 4,8 kW por hora. Uma pessoa que toma dois banhos diariamente, de 10 minutos cada, consumirá, em sete dias, quantos kW?","0,8","1,6","5,6","11,2","33,6",2011,164,MT,D,portuguese
QUESTÃO 165,"Duílio e Sandra querem alcançar seu peso ideal a partir de atividades físicas (corrida). Atualmente, eles apresentam o seguinte perfil biométrico: • Duílio – idade: 50 anos; altura: 1,88 metro; peso: 96,4 quilos; peso ideal: 94,5 quilos; • Sandra – idade: 42 anos; altura: 1,70 metro; peso: 84 quilos; peso ideal: 77 quilos. Para se verificar a escala de obesidade, foi desenvolvida a fórmula por meio da qual é possível determinar o Índice de Massa Corporal (IMC), qual seja, IMC = m/h 2, em que m é a massa em quilogramas e h é a altura em metros. A partir desse índice, criou-se a seguinte Escala de Índice de Massa Corporal: • IMC abaixo de 14,5 kg/m 2 – categoria: desnutrição; • IMC de 14,5 kg/m2 a 20 kg/m2 – categoria: peso abaixo do normal; • IMC de 20 kg/m2 a 24,9 kg/m2 – categoria: peso normal; • IMC de 25 kg/m2 a 29,9 kg/m2 – categoria: sobrepeso; • IMC de 30 kg/m2 a 39,9 kg/m2 – categoria: obesidade; • IMC igual ou acima de 40 kg/m2 – categoria: obesidade mórbida. A partir dos dados biometricos de Duílio e Sandra e da Escala de IMC, o valor IMC e a categoria em que cada uma das pessoas se posiciona na Escala são","Duílio tem o IMC 26,7 e Sandra tem o IMC 26,6, estando ambos na categoria de sobrepeso.","Duílio tem o IMC 27,3 e Sandra tem o IMC 29,1, estando ambos na categoria de sobrepeso.","Duílio tem o IMC 27,3 e Sandra tem o IMC 26,6, estando ambos na categoria de sobrepeso.","Duílio tem o IMC 25,6, estando na categoria de sobrepeso, e Sandra tem o IMC 24,7, estando na categoria de peso normal.","Duílio tem o IMC 25,1, estando na categoria de sobrepeso, e Sandra tem o IMC 22,6, estando na categoria de peso normal.",2011,165,MT,B,portuguese
QUESTÃO 166,"O atletismo é um dos esportes que mais se identificam com o espírito olímpico. Uma pista de atletismo é composta por dois trechos retos, conectados por dois trechos circulares, formando um circuito fechado. Esse circuito é dividido em oito raias, numeradas do centro da pista para a extremidade. Considere que, em determinada corrida, oito atletas, posicionados em uma das partes retas da pista, um ao lado do outro, iniciem a corrida ao mesmo tempo. Nessa situação, será beneficiado o atleta que correr na raia",1.,4.,5.,7.,8.,2011,166,MT,A,portuguese
QUESTÃO 167,"Nos últimos cinco anos, 32 mil mulheres de 20 a 24 anos foram internadas nos hospitais do SUS por causa de AVC. Entre os homens da mesma faixa etária, houve 28 mil internações pelo mesmo motivo. Suponha que, nos próximos cinco anos, haja um acréscimo de 8 mil internações de mulheres e que o acréscimo de internações de homens por AVC ocorra na mesma proporção. De acordo com as informações dadas, o número de homens que seriam internados por AVC, nos próximos cinco anos, corresponderia a",4 mil.,9 mil.,21 mil.,35 mil.,39 mil.,2011,167,MT,D,portuguese
QUESTÃO 168,"Em um jogo disputado em uma mesa de sinuca, há 16 bolas: 1 branca e 15 coloridas, as quais, de acordo com a coloração, valem de 1 a 15 pontos (um valor para cada bola colorida). O jogador acerta o taco na bola branca de forma que esta acerte as outras, com o objetivo de acertar duas das quinze bolas em quaisquer caçapas. Os valores dessas duas bolas são somados e devem resultar em um valor escolhido pelo jogador antes do início da jogada. Arthur, Bernardo e Caio escolhem os números 12, 17 e 22 como sendo resultados de suas respectivas somas. Com essa escolha, quem tem a maior probabilidade de ganhar o jogo é","Arthur, pois a soma que escolheu é a menor.","Bernardo, pois há 7 possibilidades de compor a soma escolhida por ele, contra 4 possibilidades para a escolha de Arthur e 4 possibilidades para a escolha de Caio.","Bernardo, pois há 7 possibilidades de compor a soma escolhida por ele, contra 5 possibilidades para a escolha de Arthur e 4 possibilidades para a escolha de Caio.","Caio, pois há 10 possibilidades de compor a soma escolhida por ele, contra 5 possibilidades para a escolha de Arthur e 8 possibilidades para a escolha de Bernardo.","Caio, pois a soma que escolheu é a maior.",2011,168,MT,C,portuguese
QUESTÃO 169,"É possível usar água ou comida para atrair as aves e observá-las. Muitas pessoas costumam usar água com açúcar, por exemplo, para atrair beija-flores. Mas é importante saber que, na hora de fazer a mistura, você deve sempre usar uma parte de açúcar para cinco partes de água. Além disso, em dias quentes, precisa trocar a água de duas a três vezes, pois com o calor ela pode fermentar e, se for ingerida pela ave, pode deixá-la doente. O excesso de açúcar, ao cristalizar, também pode manter o bico da ave fechado, impedindo-a de se alimentar. Isso pode até matá-la. Pretende-se encher completamente um copo com a mistura para atrair beija-flores. O copo tem formato cilíndrico, e suas medidas são 10 cm de altura e 4 cm de diâmetro. A quantidade de água que deve ser utilizada na mistura é cerca de (utilize p = 3 )",20 mL.,24 mL.,100 mL.,120 mL.,600 mL.,2011,169,MT,C,portuguese
QUESTÃO 170,"Em pesquisa realizada pelo Comitê Gestor da Internet, foram coletadas as informações seguintes, relativas à velocidade de conexão à internet em domicílios brasileiros. Percentual de domicílios de acordo com a velocidade de conexão à internet • até 256 kbps – 34%; • entre 256 kbps e 1 Mbps – 20%; • de 1 Mbps a 2 Mbps – 15%; • entre 2 Mbps e 4 Mbps – 5%; • de 4 Mbps a 8 Mbps – 1%; • acima de 8 Mbps – 1%; • não sabe / não respondeu – 24%. Escolhendo-se, aleatoriamente, um domicílio pesquisado, qual a chance de haver banda larga de conexão de pelo menos 1 Mbps neste domicílio?","0,45","0,42","0,30","0,22","0,15",2011,170,MT,D,portuguese
QUESTÃO 171,"Todo o país passa pela primeira fase de campanha de vacinação contra a gripe suína (H1N1). Segundo um médico infectologista do Instituto Emílio Ribas, de São Paulo, a imunização “deve mudar”, no país, a história da epidemia. Com a vacina, de acordo com ele, o Brasil tem a chance de barrar uma tendência do crescimento da doença, que já matou 17 mil no mundo. Os dados seguintes referem-se a um único posto de Campanha de vacinação contra a gripe suína • data de vacinação: 8 a 19 de março; público alvo: trabalhadores da saúde e indígenas; quantidade de pessoas vacinadas: 42; • data de vacinação: 22 de março a 2 de abril; público alvo: portadores de doenças crônicas; quantidade de pessoas vacinadas: 22; • data de vacinação: 5 a 23 de abril; público alvo: adultos saudáveis entre 20 e 29 anos; quantidade de pessoas vacinadas: 56; • data de vacinação: 24 de abril a 7 de maio; público alvo: população com mais de 60 anos; quantidade de pessoas vacinadas: 30; • data de vacinação: 10 a 21 de maio; público alvo: adultos saudáveis entre 30 e 39 anos; quantidad e de pessoas vacinadas: 50. Escolhendo-se aleatoriamente uma pessoa atendida nesse posto de vacinação, a probabilidade de ela ser portadora de doença crônica é",8%.,9%.,11%.,12%.,22%.,2011,171,MT,C,portuguese
QUESTÃO 172,"Uma indústria fabrica um único tipo de produto e sempre vende tudo o que produz. O custo total para fabricar uma quantidade q de produtos é dado por uma função, simbolizada por CT , enquanto o faturamento que a empresa obtém com a venda da quantidade q  também é uma função, simbolizada por FT . O lucro total ( LT ) obtido pela venda da quantidade q de produtos é dado pela expressão LT ( q ) = FT ( q ) – CT ( q ). Considerando-se as funções FT ( q ) = 5 q e CT ( q ) = 2 q + 12 como faturamento e custo, qual a quantidade mínima de produtos que a indústria terá de fabricar para não ter prejuízo?",0,1,3,4,5,2011,172,MT,D,portuguese
