question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTÃO 56,"A vacina contra a febre amarela, utilizada há mais de sessenta anos, produz poucos efeitos colaterais, sendo rara a ocorrência de efeitos graves. No entanto, de 5 a 10 dias após a vacinação, sintomas como febre, dor de cabeça e dor muscular podem ocorrer em 5 por cento das pessoas vacinadas. Esses sintomas ocorrem porque, no organismo, os",elementos presentes na vacina induzem à baixa de imunidade.,patógenos atenuados da vacina ativam o sistema imunológico.,anticorpos da vacina determinam o reconhecimento dos patógenos.,agentes patogênicos sofrem mutações causadas pelos elementos da vacina.,componentes da vacina incluem substâncias que destroem os agentes patogênicos.,2016,56,CN,B,portuguese
QUESTÃO 57,"O Painel Intergovernamental de Mudanças Climáticas (na sigla em inglês, IPCC) prevê que nas próximas décadas o planeta passará por mudanças climáticas e propõe estratégias de mitigação e adaptação a elas. As estratégias de mitigação são direcionadas à causa dessas mudanças, procurando reduzir a concentração de gases de efeito estufa na atmosfera. As estratégias de adaptação , por sua vez, são direcionadas aos efeitos dessas mudanças, procurando preparar os sistemas humanos às mudanças climáticas já em andamento, de modo a reduzir seus efeitos negativos. Considerando as informações do texto, qual ação representa uma estratégia de adaptação?",Construção de usinas eólicas.,Tratamento de resíduos sólidos.,Aumento da eﬁciência dos veículos.,Adoção de agricultura sustentável de baixo carbono.,Criação de diques de contenção em regiões costeiras. ,2016,57,CN,E,portuguese
QUESTÃO 58,"O trilho de ar é um dispositivo utilizado em laboratórios de física para analisar movimentos em que corpos de prova (carrinhos) podem se mover com atrito desprezível. A ﬁgura ilustra um trilho horizontal com dois carrinhos (1 e 2) em que se realiza um experimento para obter a massa do carrinho 2. No instante em que o carrinho 1, de massa 150 gramas, passa a se mover com velocidade escalar constante, o carrinho 2 está em repouso. No momento em que o carrinho 1 se choca com o carrinho 2, ambos passam a se movimentar juntos com velocidade escalar constante. Os sensores eletrônicos distribuídos ao longo do trilho determinam as posições e registram os instantes associados à passagem de cada carrinho, gerando os dados do quadro. Descrição da figura: É apresentado um trilho de ar sobre o qual estão posicionados, em diferentes posições, quatro sensores: 1, 2, 3 e 4, a partir da extremidade esquerda do trilho. O carrinho 1 está à esquerda do sensor 1 e o carrinho 2 está entre os sensores 2 e 3. Descrição do quadro: O quadro apresenta duas colunas para cada carrinho (carrinhos 1 e 2). Na primeira coluna, estão as posições (em centímetros), e na segunda coluna, os respectivos instantes (em segundos). Para o carrinho 1, temos: • Posição 15 centímetros e instante 0 segundo. • Posição 30 centímetros e instante 1 segundo. • Posição 75 centímetros e instante 8 segundos. • Posição 90 centímetros e instante 11 segundos. Para o carrinho 2, temos: • Posição 45 centímetros e instante 0 segundo. • Posição 45 centímetros e instante 1 segundo. • Posição 75 centímetros e instante 8 segundos. • Posição 90 centímetros e instante 11 segundos. Com base nos dados experimentais, o valor da massa do carrinho 2 é igual a",50 gramas .,250 gramas .,300 gramas .,450 gramas .,600 gramas .,2016,58,CN,C,portuguese
QUESTÃO 59,"O tratamento de efluentes industriais é um procedimento de grande necessidade ambiental, cujo objetivo é tratar os rejeitos poluentes provenientes das indústrias, no sentido de evitar ou minimizar a contaminação de rios, solos e espécies de animais. Suponha que o efluente líquido de uma indústria esteja contaminado com soda cáustica (NaOH), em alta concentração, e que o técnico responsável disponha, no laboratório, dos reagentes listados no quadro. Descrição do quadro: O quadro apresenta duas colunas: na primeira coluna, os reagentes e, na segunda coluna, suas fórmulas químicas. • Reagente: cloreto de sódio sólido; fórmula: NaCl. • Reagente: carbonato de cálcio sólido; fórmula: CaCO 3. • Reagente: nitrato de sódio sólido; fórmula: NaNO 3. • Reagente: ácido clorídrico concentrado; fórmula: HCl. • Reagente: solução aquosa de amônia 28 por cento em massa; fórmula: NH 3. O reagente mais indicado para o tratamento desse rejeito é",NaCl.,CaCO3.,NaNO3.,HCl.,NH3. ,2016,59,CN,D,portuguese
QUESTÃO 60,"No livro Timeu-Crítias , de Platão, consta: Primeiro, em relação àquilo a que chamamos água, quando congela, parece-nos estar a olhar para algo que se tornou pedra ou terra, mas quando derrete e se dispersa, esta torna-se bafo e ar; o ar, quando é queimado, torna-se fogo; e, inversamente, o fogo, quando se contrai e se extingue, regressa à forma do ar; o ar, novamente concentrado e contraído, torna-se nuvem e nevoeiro, mas, a partir destes estados, se for ainda mais comprimido, torna-se água corrente, e de água torna-se novamente terra e pedras; e deste modo, como nos parece, dão geração uns aos outros de forma cíclica. Do ponto de vista da ciência moderna, os “quatro elementos” descritos por Platão correspondem, na verdade, às fases sólida, líquida, gasosa e plasma da matéria. As transições entre elas são hoje entendidas como consequências macroscópicas de transformações sofridas pela matéria em escala microscópica. Excetuando-se a fase de plasma, essas transformações sofridas pela matéria, em nível microscópico, estão associadas a uma",troca de átomos entre as diferentes moléculas do material.,transmutação nuclear dos elementos químicos do material.,redistribuição de prótons entre os diferentes átomos do material.,mudança na estrutura espacial formada pelos diferentes constituintes do material.,alteração nas proporções dos diferentes isótopos de cada elemento presente no material.,2016,60,CN,D,portuguese
QUESTÃO 61,"Uso de vinhaça e impactos nas propriedades do solo e lençol freático Para cada litro de etanol produzido em uma indústria de cana-de-açúcar são gerados cerca de 18 litros de vinhaça, que é utilizada na irrigação das plantações de cana-de-açúcar, já que contém teores médios de nutrientes N, P e K iguais a 357 miligramas por litro, 60 miligramas por litro e 2 034 miligramas por litro, respectivamente. Na produção de 27 000 litros de etanol, a quantidade total de fósforo, em quilograma, disponível na vinhaça será mais próxima de",1.,29.,60.,170.,1 000.,2016,61,CN,B,portuguese
QUESTÃO 62,"Recentemente um estudo feito em campos de trigo mostrou que níveis elevados de dióxido de carbono na atmosfera prejudicam a absorção de nitrato pelas plantas. Consequentemente, a qualidade nutricional desses alimentos pode diminuir à medida que os níveis de dióxido de carbono na atmosfera atingirem as estimativas para as próximas décadas. Nesse contexto, a qualidade nutricional do grão de trigo será modiﬁcada primariamente pela redução de",amido.,frutose.,lipídeos.,celulose.,proteínas. ,2016,62,CN,E,portuguese
QUESTÃO 63,"DNA de mamute é revelado Pesquisa dores recuperaram DNA de ossos de mamute ( Mammuthus primigenius ) encontrados na Sibéria, que tiveram sua idade de cerca de 28 mil anos conﬁrmada pela técnica do carbono-14. A técnica de datação apresentada no texto só é possível devido à",proporção conhecida entre carbono-14 e carbono-12 na atmosfera ao longo dos anos.,decomposição de todo o carbono-12 presente no organismo após a morte.,ﬁxação maior do carbono-14 nos tecidos de organismos após a morte.,emissão de carbono-12 pelos tecidos de organismos após a morte.,transformação do carbono-12 em carbono-14 ao longo dos anos.,2016,63,CN,A,portuguese
QUESTÃO 64,"A vegetação apresenta adaptações ao ambiente, como plantas arbóreas e arbustivas com raízes que se expandem horizontalmente, permitindo forte ancoragem no substrato lamacento; raízes que se expandem verticalmente, por causa da baixa oxigenação do substrato; folhas que têm glândulas para eliminar o excesso de sais; folhas que podem apresentar cutícula espessa para reduzir a perda de água por evaporação. As características descritas referem-se a plantas adaptadas ao bioma:",Cerrado.,Pampas.,Pantanal.,Manguezal.,Mata de Cocais.,2016,64,CN,D,portuguese
QUESTÃO 65,"Uma pessoa é responsável pela manutenção de uma sauna úmida. Todos os dias cumpre o mesmo ritual: colhe folhas de capim-cidreira e algumas folhas de eucalipto. Em seguida, coloca as folhas na saída do vapor da sauna, aromatizando-a, conforme representado na ﬁgura. Descrição da figura: É apresentado o sistema de aquecimento de uma sauna úmida. Nela, o gerador (externo à sauna) lança o vapor, por meio de uma tubulação que atravessa a parede da sauna, e o libera próximo ao chão, onde se encontram folhas de capim-cidreira e eucalipto. Qual processo de separação é responsável pela aromatização promovida?",Filtração simples.,Destilação simples.,Extração por arraste.,Sublimação fracionada.,Decantação sólido-líquido. ,2016,65,CN,C,portuguese
QUESTÃO 66,"Os ecossistemas degradados por intensa atividade agrícola apresentam, geralmente, diminuição de sua diversidade e perda de sua estabilidade. Nesse contexto, o uso integrado de árvores aos sistemas agrícolas (sistemas agroflorestais) pode cumprir um papel inovador ao buscar a aceleração do processo sucessional e, ao mesmo tempo, uma produção escalonada e diversiﬁcada. Essa é uma estratégia de conciliação entre recuperação ambiental e produção agrícola, pois",substitui gradativamente as espécies cultiváveis por espécies arbóreas.,intensiﬁca a fertilização do solo com o uso de técnicas apropriadas e biocidas.,promove maior diversidade de vida no solo com o aumento da matéria orgânica.,favorece a dispersão das sementes cultivadas pela fauna residente nas áreas florestais.,cria condições para o estabelecimento de espécies pioneiras com a diminuição da insolação sobre o solo.,2016,66,CN,C,portuguese
QUESTÃO 67,"Três lâmpadas idênticas foram ligadas no circuito descrito. A bateria apresenta resistência interna desprezível, e os ﬁos possuem resistência nula. Um técnico fez uma análise do circuito para prever a corrente elétrica nos pontos: A, B, C, D e E; e rotulou essas correntes de I A, IB, IC, ID e IE, respectivamente. Descrição da figura: É apresentado um circuito com três lâmpadas idênticas (L1, L2 e L3) ligadas em paralelo entre si e a uma bateria (de polo positivo à esquerda e negativo à direita). Da bateria, a lâmpada mais próxima é a L3, seguida da L2 e por último a L1. O ponto A está entre o polo positivo da bateria e a lâmpada L3. O ponto B está entre as lâmpadas L3 e L2 (também no lado do polo positivo). O ponto C está ao lado da lâmpada L1 (no lado do polo negativo da bateria). O ponto D está ao lado de L2 (no lado do polo negativo da bateria). E o ponto E está entre a lâmpada L3 e o polo negativo da bateria. O técnico concluiu que as correntes que apresentam o mesmo valor são",IA = IE e IC = ID.,IA = IB = IE e IC = ID.,"IA = IB, apenas.","IA = IB = IE, apenas.","IC = IB, apenas. ",2016,67,CN,A,portuguese
QUESTÃO 68,"Por apresentar signiﬁcativa resistividade elétrica, o graﬁte pode ser utilizado para simular resistores elétricos em circuitos desenhados no papel, com o uso de lápis e lapiseiras. Dependendo da espessura e do comprimento das linhas desenhadas, é possível determinar a resistência elétrica de cada traçado produzido. Na Figura 1 foram utilizados três tipos de lápis diferentes (2H, HB e 6B) para efetuar três traçados distintos. Descrição da Figura 1: São apresentados três resistores: • O primeiro desenhado com lápis 2H em formato serrilhado ou ziguezague; • o segundo desenhado com lápis HB em formato de um segmento de reta; e • o terceiro desenhado com lápis 6B em formato de semicírculo. Munido dessas informações, um estudante pegou uma folha de papel e fez o desenho de um sorvete de casquinha utilizando-se desses traçados. Os valores encontrados nesse experimento, para as resistências elétricas, medidas com o auxílio de um ohmímetro ligado nas extremidades das resistências, são mostrados na Figura 2 . Veriﬁcou-se que os resistores obedeciam à Lei de Ohm. Descrição da Figura 2: São apresentados dois resistores HB, de 10 quilo-ohm cada, que formam uma ﬁgura em V, cujo vértice é o ponto de conexão denominado de C. As extremidades livres são chamadas de A e B. Aos pontos A e B estão ligadas as extremidades do resistor de formato serrilhado 2H de 20 quilo-ohm que representa a parte superior da casquinha. Nesses mesmos pontos A e B também está conectado o resistor de formato semicircular 6B de 5 quilo-ohm que representa a parte de cima do sorvete. Na sequência, conectou o ohmímetro nos terminais A e B do desenho e, em seguida, conectou-o nos terminais B e C, anotando as respectivas resistências elétricas. Ao dividir o valor da resistência elétrica entre os pontos A e B pelo valor da resistência elétrica entre os pontos B e C, qual resultado o estudante obteve?",Um inteiro .,Quatro sétimos.,"Dez, vinte e sete avos.","Quatorze, oitenta e um avos.","Quatro, oitenta e um avos.",2016,68,CN,B,portuguese
QUESTÃO 69,"O carvão ativado é um material que possui elevado teor de carbono, sendo muito utilizado para a remoção de compostos orgânicos voláteis do meio, como o benzeno. Para a remoção desses compostos, utiliza-se a adsorção. Esse fenômeno ocorre por meio de interações do tipo intermoleculares entre a superfície do carvão (adsorvente) e o benzeno (adsorvato, substância adsorvida). No caso apresentado, entre o adsorvente e a substância adsorvida ocorre a formação de:",Ligações dissulfeto.,Ligações covalentes.,Ligações de hidrogênio.,Interações dipolo induzido – dipolo induzido.,Interações dipolo permanente – dipolo per manente.,2016,69,CN,D,portuguese
QUESTÃO 70,"A vitamina C, ou ácido ascórbico, é um nutriente essencial necessário para várias reações metabólicas. Ela atua como cofator no processo de biossíntese da molécula de colágeno. Os seres humanos não fabricam esse nutriente, que é obtido pela alimentação e por suplementos vitamínicos. Uma carência dessa vitamina pode levar a alterações orgânicas, como",disfunções neurológicas.,aumento no tempo de coagulação.,anemia e problemas gastrointestinais.,diﬁculdade visual em ambientes pouco iluminados.,sangramento e inflamação gengival com consequente perda dos dentes. ,2016,70,CN,E,portuguese
QUESTÃO 71,"Nucleóﬁlos (Nu− ) são bases de Lewis que reagem com haletos de alquila, por meio de uma reação chamada substituição nucleofílica, como mostrado no esquema: Descrição do esquema: O composto R–X reage com Nu − formando os produtos R–Nu e X − , em que R é um grupo alquila e X é um halogênio. A reação de substituição nucleofílica entre metóxido de sódio ( em que Nu − corresponde a CH3O − ) e brometo de metila fornece um composto orgânico pertencente à função",éter.,éster.,álcool.,haleto.,hidrocarboneto.,2016,71,CN,A,portuguese
QUESTÃO 72,"TEXTO I Biocélulas combustíveis são uma alternativa tecnológica para substituição das baterias convencionais. Em uma biocélula microbiológica, bactérias catalisam reações de oxidação de substratos orgânicos. Liberam elétrons produzidos na respiração celular para um eletrodo, onde fluem por um circuito externo até o cátodo do sistema, produzindo corrente elétrica. Uma reação típica que ocorre em biocélulas microbiológicas utiliza o acetato como substrato. TEXTO II Em sistemas bioeletroquímicos, os potenciais padrão apresentam valores característicos. Para as biocélulas de acetato, considere as seguintes semirreações de redução e seus respectivos potenciais: Descrição das equações químicas: • Os reagentes 2 CO2 + 7 H+ + 8 elétrons formam os produtos CH3COO − + 2 H2O; potencial padrão igual a −0,3 volt. • Os reagentes O2 + 4 H+ + 4 elétrons formam o produto 2 H2O; potencial padrão igual a +0,8 volt. Nessas condições, qual é o número mínimo de biocélulas de acetato, ligadas em série, necessárias para se obter uma diferença de potencial de 4,4 volts?",3,4,6,9,15 ,2016,72,CN,B,portuguese
QUESTÃO 73,"A formação de coágulos sanguíneos em veias e artérias é um dos fatores responsáveis pela ocorrência de doenças cardiovasculares, como varizes, infarto e acidentes vasculares cerebrais. A prevenção e o tratamento dessas doenças podem ser feitos com drogas anticoagulantes. A indústria farmacêutica estimula a pesquisa de toxinas animais com essa propriedade. Considerando as adaptações relacionadas aos hábitos alimentares, os animais adequados ao propósito dessas pesquisas são os(as)",moluscos ﬁtófagos.,moscas saprófagas.,pássaros carnívoros.,morcegos frugívoros.,mosquitos hematófagos.,2016,73,CN,E,portuguese
QUESTÃO 74,"A invenção e o acoplamento entre engrenagens revolucionaram a ciência na época e propiciaram a invenção de várias tecnologias, como os relógios. Ao construir um pequeno cronômetro, um relojoeiro usa o sistema de engrenagens descrito. Descrição da figura: É apresentado um motor que gira com frequência de 18 rotações por minuto, conectado a um eixo que possui uma engrenagem A com 24 dentes. A engrenagem A está acoplada perifericamente por contato a uma engrenagem B de 72 dentes. Presa ao mesmo eixo da engrenagem B encontra-se a engrenagem C, de 36 dentes, que está acoplada perifericamente por contato a uma engrenagem D, de 108 dentes, no eixo em que está preso o ponteiro indicador que gira com a mesma frequência deste último eixo. A frequência de giro do ponteiro, em rotações por minuto, é",1.,2.,4.,81.,162.,2016,74,CN,B,portuguese
QUESTÃO 75,"Ciliados nas cavidades do estômago de bovinos A participação de microrganismos na digestão de alimentos de ruminantes permite maior aproveitamento de nutrientes. Como os ruminantes não produzem enzimas que digerem a celulose, sua digestão é realizada por protozoários ciliados presentes em seu trato digestório. A maior vantagem para os ruminantes é assimilar pelo menos parte da energia contida em dietas ricas em celulose e hemicelulose. Por sua vez, os ruminantes atuam como fonte indireta de alimentos e como “residência” para os protozoários. A relação ecológica apresentada é um exemplo de",canibalismo.,inquilinismo.,mutualismo.,parasitismo.,predatismo.,2016,75,CN,C,portuguese
QUESTÃO 76,"Ao percorrer o trajeto de uma cadeia alimentar, o carbono, elemento essencial e majoritário da matéria orgânica que compõe os indivíduos, ora se encontra em sua forma inorgânica, ora se encontra em sua forma orgânica. Em uma cadeia alimentar composta por ﬁtoplâncton, zooplâncton, moluscos, crustáceos e peixes ocorre a transição desse elemento da forma inorgânica para a orgânica. Em qual grupo de organismos ocorre essa transição?",Fitoplâncton.,Zooplâncton.,Moluscos.,Crustáceos.,Peixes. ,2016,76,CN,A,portuguese
QUESTÃO 77,"A indústria têxtil utiliza vários testes físicos para o controle de qualidade da ﬁbra e do ﬁo de algodão. Dentre esses testes, o de elasticidade caracteriza a capacidade da ﬁbra em recuperar totalmente o seu comprimento inicial, após a retirada da força de deformação atuante. Nesse teste, o parâmetro físico da ﬁbra e do ﬁo de algodão associado à razão entre a força aplicada e a deformação decorrente é a",força elástica.,energia elástica.,distensão elástica.,constante elástica.,deformação elástica.,2016,77,CN,D,portuguese
QUESTÃO 78,"As proteínas de uma célula eucariótica possuem peptídeos sinais, que são sequências de aminoácidos responsáveis pelo seu endereçamento para as diferentes organelas, de acordo com suas funções. Um pesquisador desenvolveu uma nanopartícula capaz de carregar proteínas para dentro de tipos celulares especíﬁcos. Agora ele quer saber se uma nanopartícula carregada com uma proteína bloqueadora do ciclo de Krebs in vitro é capaz de exercer sua atividade em uma célula cancerosa, podendo cortar o aporte energético e destruir essas células. Ao escolher essa proteína bloqueadora para carregar as nanopartículas, o pesquisador deve levar em conta um peptídeo sinal de endereçamento para qual organela?",Núcleo.,Mitocôndria.,Peroxissomo.,Complexo golgiense.,Retículo endoplasmático.,2016,78,CN,B,portuguese
QUESTÃO 79,"O morcego emite pulsos de curta duração de ondas ultrassônicas, os quais voltam na forma de ecos após atingirem objetos no ambiente, trazendo informações a respeito das suas dimensões, suas localizações e dos seus possíveis movimentos. Isso se dá em razão da sensibilidade do morcego em detectar o tempo gasto para os ecos voltarem, bem como das pequenas variações nas frequências e nas intensidades dos pulsos ultrassônicos. Essas características lhe permitem caçar pequenas presas mesmo quando estão em movimento em relação a si. Considere uma situação unidimensional em que uma mariposa se afasta, em movimento retilíneo e uniforme, de um morcego em repouso. A distância e velocidade da mariposa, na situação descrita, seriam detectadas pelo sistema de um morcego por quais alterações nas características dos pulsos ultrassônicos?","Intensidade diminuída, o tempo de retorno aumentado e a frequência percebida diminuída.","Intensidade aumentada, o tempo de retorno diminuído e a frequência percebida diminuída.","Intensidade diminuída, o tempo de retorno diminuído e a frequência percebida aumentada.","Intensidade diminuída, o tempo de retorno aumentado e a frequência percebida aumentada.","Intensidade aumentada, o tempo de retorno aumentado e a frequência percebida aumentada. ",2016,79,CN,A,portuguese
QUESTÃO 80,"A minimização do tempo e custo de uma reação química, bem como o aumento na sua taxa de conversão, caracterizam a eﬁciência de um processo químico. Como consequência, produtos podem chegar ao consumidor mais baratos. Um dos parâmetros que mede a e ﬁciência de uma reação química é o seu rendimento molar (em porcentagem ), deﬁnido como: Descrição da fórmula matemática: Rendimento molar é igual à razão do número de mols do produto pelo número de mols do reagente limitante; essa razão é multiplicada por 100. O metanol pode ser obtido pela reação entre brometo de metila e hidróxido de sódio, conforme a equação química: Descrição da equação química: Os reagentes CH3Br + NaOH formam os produtos CH3OH + NaBr. As massas molares (em grama por mol) desses elementos são: H = 1; C = 12; O = 16; Na = 23; Br = 80. O rendimento molar da reação, em que 32 gramas de metanol foram obtidos a partir de 142,5 gramas de brometo de metila e 80 gramas de hidróxido de sódio, é mais próximo de",22 por cento.,40 por cento.,50 por cento.,67 por cento.,75 por cento.,2016,80,CN,D,portuguese
QUESTÃO 81,"O esquema representa, de maneira simpliﬁcada, o processo de produção de etanol utilizando milho como matéria-prima. Descrição do esquema: O esquema de produção de etanol utiliza o milho como matéria-prima. O milho é colocado em um tanque onde sofre hidrólise. Posteriormente, no mesmo tanque, é feita a adição de leveduras e ocorre a fermentação, que gera os produtos CO 2, etanol e água. A etapa de hidrólise na produção de etanol a partir do milho é fundamental para que",a glicose seja convertida em sacarose.,as enzimas dessa planta sejam ativadas.,a maceração favoreça a solubilização em água.,o amido seja transformado em substratos utilizáveis pela levedura.,os grãos com diferentes composições químicas sejam padronizados. ,2016,81,CN,D,portuguese
