question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTÃO 6,"Rui Barbosa  Mestre e companheiro, disse eu que nos íamos despedir. Mas disse mal. A morte não extingue: transforma; não aniquila: renova; não divorcia: aproxima. Um dia supuseste “morta e separada” a consorte dos teus sonhos e das tuas agonias, que te soubera “pôr um mundo inteiro no recanto” do teu ninho; e, todavia, nunca ela te esteve mais presente, no íntimo de ti mesmo e na expressão do teu canto, no fundo do teu ser e na face de tuas ações. Esses catorze versos inimitáveis, em que o enlevo dos teus discí pulos resume o valor de toda uma literatura, eram a aliança de ouro do teu segundo noivado, um anel de outras núpcias, para a vida nova do teu renascimento e da tua glorificação, com a sócia sem nódoa dos teus anos de mocidade e madureza, da florescência e frutificação de tua alma. Para os eleitos do mundo das ideias a miséria está na decadência, e não na morte. A nobreza de uma nos preserva das ruínas da outra. Quando eles atravessavam essa passagem do invisível, que os conduz à região da verdade sem mescla, então é que entramos a sentir o começo do seu reino, o reino dos mortos sobre os vivos.  Esse é um trecho do discurso de Rui Barbosa na Academia Brasileira de Letras em homenagem a Machado de Assis por ocasião de sua morte. Uma das características desse discurso de homenagem é a presença de",metáforas relacionadas à trajetória pessoal e criadora do homenageado.,recursos fonológicos empregados para a valorização do ritmo do texto.,frases curtas e diretas no relato da vida e da morte do homenageado.,contraposição de ideias presentes na obra do homenageado.,seleção vocabular representativa do sentimento de nostalgia.,2023,6,LC,A,portuguese
QUESTÃO 7,"Descrição da campanha publicitária: Foto de uma mulher, com semblante satisfeito, amamentando seu bebê. Sob o título Por que é tão importante amamentar? , o seguinte texto: “O bebê recebe os anticorpos da mãe para proteção contra diversas doenças, como diarreia e infecções, principalmente respiratórias. Diminui o risco de asma, diabetes e obesidade em crianças. É um ótimo exercício para o desenvolvimento da face do bebê e para o crescimento de dentes fortes e bonitos. Desenvolve a fala e uma boa respiração”. (Fim da descrição)   Essa campanha publicitária do Ministério da Saúde visa",divulgar um conjunto de benefícios proporcionados pela amamentação.,apresentar tratamentos para infecções respiratórias em bebês.,defender o direito das mulheres de amamentar em público.,orientar sobre os exercícios para uma boa amamentação.,informar sobre o aumento de anticorpos nas mães.,2023,7,LC,A,portuguese
QUESTÃO 8,"Carta aberta à população brasileira  Prezados Cidadãos e Cidadãs, O envelhecimento populacional é um fenômeno mundial. Infelizmente, nosso país ainda não está preparado para atender às demandas dessa população. Este é o retrato da saúde pública no Brasil, que, apesar dos indiscutíveis avanços, apresenta um cenário de deficiências e falta de integração em todos os níveis de atenção à saúde: primária (atendimento deficiente nas unidades de saúde da atenção básica), secundária (carência de centros de referência com atendimento por especialistas) e terciária (atendimento hospitalar com abordagem ao idoso centrada na doença), ou seja, não há, na prática, uma rede de atenção à saúde do idoso. Diante desse cenário, a Sociedade Brasileira de Geriatria e Gerontologia (SBGG) vem a público manifestar suas preocupações com o presente e o futuro dos idosos no Brasil. É preciso garantir a saúde como direito universal. Esperamos que tanto nossos atuais quanto os futuros governantes e legisladores reflitam sobre a necessidad e de investir na saúde e na qualidade de vida associada ao envelhecimento. Dignidade à saúde do idoso! Rio de Janeiro, 15 de setembro de 2014.  O objetivo desse texto é",sensibilizar o idoso a respeito dos cuidados com a saúde.,alertar os governantes sobre os cuidados requeridos pelo idoso.,divulgar o trabalho da Sociedade Brasileira de Geriatria e Gerontologia.,informar o setor público sobre o retrocesso da legislação destinada à população idosa.,chamar a atenção da população sobre a qualidade dos serviços de saúde pública para o idoso.,2023,8,LC,E,portuguese
QUESTÃO 9,"A petição on-line criada por um cidadão paulista surtiu efeito: casado há três anos com seu companheiro, ele pedia a alteração da definição de ""casamento"" no tradicional dicionário Michaelis em português. Na definição anterior, casamento aparecia como ""união legítima entre homem e mulher"" e ""união legal entre homem e mulher, para constituir família"". O novo verbete não traz em nenhum momento as palavras homem ou mulher – agora a definição de casamento se refere a ""pessoas"". Para o diretor de comunicação do site onde a petição foi publicada, a iniciativa mostra a ""eficiência da mobilização"". ""Em dois dias, mudou-se uma definição que permanecia a mesma há décadas"", afirma. E conclui: ""A plataforma serve para todos os tipos de causas, para as mudanças que importam para as pessoas. "". A notícia trata da mudança ocorrida em um dicionário da língua portuguesa. Segundo o texto, essa mudança foi impulsionada pela",inclusão de informações no verbete.,relevância social da instituição casamento.,utilização pública da petição pelos cidadãos.,rapidez na disseminação digital do verbete.,divulgação de plataformas para a criação de petição.,2023,9,LC,C,portuguese
QUESTÃO 10,"A neozelandesa Laurel Hubbard fez história nos Jogos Olímpicos. Apesar de ter ficado de fora da disputa por medalhas, a levantadora de peso deixou sua marca na edição de Tóquio por ser a primeira mulher abertamente transgênero a participar de uma competição olímpica. No início da carreira, na década de 1990, a neozelandesa participava de disputas na categoria masculina. Em 2001, aos 23 anos, ela se afastou da atividade. “A pressão de tentar me encaixar em um mundo que talvez não tenha sido feito para pessoas como eu se tornou um fardo muito grande para suportar. ” Em 2012, Laurel começou sua transição de gênero por meio de terapias hormonais e, em 2013, declarou abertamente ser uma mulher trans. Para o Comitê Olímpico Internacional, a participação de mulheres trans nos Jogos é permitida caso o nível de testosterona, hormônio que aumenta a massa muscular, esteja abaixo de 10 nanomols por litro por pelo menos 12 meses.  No texto, os limites do potencial inclusivo do esporte são dados pela",dificuldade de conseguir bons resultados esportivos.,dependência de características biológicas padronizadas.,inexistência de uma categoria para pessoas transgênero.,necessidade de afastamento temporário das competições.,impossibilidade de uso controlado de substâncias exógenas.,2023,10,LC,B,portuguese
QUESTÃO 11,"“Ganhei 25 medalhas em mundiais, sete em Jogos Olímpicos, e sou uma sobrevivente de abuso sexual.” Foi assim que Simone Biles se apresentou ao comitê do Senado norte-americano que investiga as supostas falhas do FBI no caso Larry Nassar. Biles e outras três atletas, vítimas dos abusos do ex-médico da equipe de ginástica feminina dos EUA, exigiram que os agentes da investigação sejam processados por falta de ação prévia contra Nassar, agora preso. Biles esclareceu que culpa Larry Nassar e “todo o sistema que o permitiu e o perpetrou”, acusando a Federação de Ginástica e o Comitê Olímpico dos Estados Unidos de saberem “muito antes” que ela havia sofrido abusos. A melhor ginasta do mundo é um ícone. Nos Jogos Olímpicos de Tóquio, uma lesão psicológica a impediu de competir como previa. No entanto, ela chegou ao topo como uma líder no trabalho de acabar com o preconceito com os problemas de saúde mental. “Não quero que nenhum outro atleta olímpico sofra o horror que eu e outras centenas suportamos e continuamos suportando até hoje”, afirmou.  O fato relatado na notícia chama a atenção acerca da necessidade de reflexão sobre a relação entre o esporte e",o desempenho atlético internacional.,a dimensão emocional dos atletas.,os comitês olímpicos nacionais.,as instituições de inteligência.,as federações esportivas.,2023,11,LC,B,portuguese
QUESTÃO 12,"O acesso às Práticas Corporais/Atividades Físicas (PC/AF) é desigual no Brasil, à semelhança de outros indicadores sociais e de saúde. Em geral, PC/AF prazerosas, diversificadas, mais afeitas ao período de lazer estão concentradas nas populações mais abastadas. As atividades físicas de deslocamento, trajetos a pé ou de bicicleta para estudar ou trabalhar, por exemplo, são mais frequentes na classe social menos favorecida. Aqui, há uma relação inversa e perversa entre variáveis socioeconômicas de acesso às PC/AF. As maiores prevalências de inatividade física foram em mulheres, pessoas com 60 anos ou mais, negros, pessoas com autoavaliação de saúde ruim ou muito ruim, com renda familiar de até quatro salários mínimos por pessoa, pessoas que desconhecem programas públicos de PC/AF e residentes em áreas sem locais públicos para a prática. O fator central que impacta a realização de práticas corporais/atividades físicas no tempo de lazer no Brasil é a",diferença entre homens e mulheres.,inexistência de políticas públicas.,diversidade de faixa etária.,variação de condição étnica.,desigualdade entre classes sociais.,2023,12,LC,E,portuguese
QUESTÃO 13,"A indústria do esporte eletrônico é um mercado que está crescendo em um ritmo mais rápido do que a economia mundial. Sua popularidade cresceu muito e no Brasil não é diferente. De acordo com os dados de uma pesquisa, mais de 64 por cento dos brasileiros que jogam videogame já ouviram falar de esporte eletrônico. No entanto, o que chama a atenção é o crescimento superior a 10 por cento do público praticante comparado ao ano anterior, que subiu de 44,7 por cento para 55,4 por cento . Trata-se de um percentual expressivo, já que o Brasil está no top 3 dentre os países que têm maior número de espectadores de esporte eletrônico do mundo. Comparado ao ano anterior, em 2020, o Brasil teve um marco de crescimento de 20 por cento na audiência. Mundo afora, a árdua dedicação de grandes gamers contribuiu para o reconhecimento do Comitê Olímpico Internacional, aliado a outras cinco federações esportivas e suas desenvolvedoras de jogos, que direcionaram um olhar mais atento ao assunto, permitindo dar o primeiro passo para concretizar, pela primeira vez na história dos jogos eletrônicos, um evento olímpico oficial.  O contexto em que o esporte eletrônico é apresentado no texto demonstra o(a)",condição favorável à expansão dessa modalidade.,promoção dessa prática por jogadores profissionais.,impulsionamento de um processo de marketing.,favorecimento de fabricantes dos jogos.,modificação da audiência televisiva.,2023,13,LC,A,portuguese
QUESTÃO 14,"O Marabaixo é uma expressão artístico-cultural formada nas tradições e na identificação cultural entre as comunidades negras do Amapá. O nome remonta às mortes de escravizados em navios negreiros que eram jogados na água. Em sua homenagem, hinos de lamento eram cantados mar abaixo, mar acima. Posteriormente, o Marabaixo se integrou à vivência das comunidades negras em um ciclo de danças, cantorias com tambores e fes tas religiosas, recebendo, em 2018, o título de Patrimônio Cultural do Brasil.  A manifestação do Marabaixo se constituiu em expressão de arte e cultura, exercendo função de",ressignificar episódios dramáticos em novas práticas culturais.,adaptar coreografias como imitação dos movimentos do mar.,lembrar dos mortos no passado escravista como forma de lamento.,perpetuar uma narrativa de apagamento dos fatos históricos traumáticos.,ritualizar a passagem de atos fúnebres nas produções coletivas com espírito festivo.,2023,14,LC,A,portuguese
QUESTÃO 15,"O uso das redes sociais como forma de ampliar universos foi uma descoberta recente para o artista Wolney Fernandes, que começou a criar quando o ambiente em Goiás era mais árido em relação às artes visuais. “Hoje, ser diferente é uma potência e quem sabe o que quer com a própria arte encontra espaço”, diz. As colagens artísticas do goiano aparecem em capas de obras literárias pelo Brasil e exterior. O artista goiano Wolney Fernandes busca expor seu trabalho por meio de plataformas virtuais com o objetivo de","dar suporte à técnica de colagem em Artes Visuais, contornando dificuldades práticas.","aproximar-se da estética visual própria da editoração de obras artísticas, como capas de livros.","oferecer uma vitrine internacional para sua produção artística, a fim de dar mais visibilidade a suas obras.","enfatizar o caráter original e inovador de suas criações artísticas, diferenciando-se das artes tradicionais.","trazer um sentido tecnológico às suas colagens, uma vez que as imagens artísticas são recorrentes nas redes sociais.",2023,15,LC,C,portuguese
QUESTÃO 16,"O mais antigo grupo de rap indígena do país, Brô MCs, surgiu em 2009, na aldeia Jaguapiru, em Dourados, Mato Grosso do Sul. Os integrantes conheceram o rap pelo rádio, ouvindo um programa que apresentava cantores e grupos brasileiros desse gênero musical. O Brô MCs conseguiu influenciar outros a fazerem rap e a lutarem pelas causas indígenas. Um dos nomes do movimento, Kunumí MC, é um jovem de 16 anos, da aldeia Krukutu, em São Paulo. O adolescente enxerga o rap como uma cultura da defesa e começou a fazer rimas quando percebeu que a poesia, pela qual sempre se interessou, podia virar música. Nas letras que cria, inspiradas tanto pelo rap quanto pelos ritmos indígenas, tenta incluir sempre assuntos aos quais acha impo rtante dar voz, principalmente, a questão da demarcação de terras.  O movimento rap dos povos originários do Brasil revela o(a)",fusão de manifestações artísticas urbanas contemporâneas com a cultura indígena.,contraposição das temáticas socioambientais indígenas às questões urbanas.,rejeição da indústria radiofônica às músicas indígenas.,distanciamento da realidade social indígena.,estímulo ao estudo da poesia indígena.,2023,16,LC,A,portuguese
QUESTÃO 17,"Sol se põe embalado pelo Bolero de Ravel  O sol começa a descer por trás da vegetação da Ilha da Restinga, na outra margem do rio Paraíba, colorindo o céu de amarelo, laranja e lilás. Então se ouvem as primeiras notas do Bolero, do compositor francês Maurice Ravel, executadas pelo saxofonista Jurandy. É assim o pôr do sol da praia do Jacaré, em Cabedelo (Grande João Pessoa). Depois do Bolero , Jurandy toca Asa branca , de Luiz Gonzaga, e Meu sublime torrão , de Genival Macedo, espécie de hino não oficial da Paraíba.  A interpretação musical de Jurandy do Sax, codinome de José Jurandy Félix, apresenta um repertório caracterizado pela",inter-relação de referenciais estéticos aparentemente distanciados.,valorização de músicas que revelam mensagens de serenidade .,consagração do repertório erudito como cultura dominante.,iniciativa de estímulo à vocação turística da cidade.,divisão hierárquica entre gêneros e estilos musicais.,2023,17,LC,A,portuguese
QUESTÃO 18,"TEXTO 1 Descrição da pintura: Obra em óleo sobre tela intitulada Eternos caminhantes , de Lasar Segall. Cinco figuras humanas com cabeças e olhos grandes e desproporcionais ao corpo. As imagens se entrecruzam e os rostos retorcidos têm aspectos geométricos. Uma das figuras representa uma criança. (Fim da descrição)    TEXTO 2 Em 1933, a obra Eternos caminhantes ingressou em uma das primeiras edições das exposições de Arte Degenerada, promovida por membros do partido nazista alemão. Nos anos seguintes, ela voltaria a ser exibida na mostra denominada Exposição da Vergonha, promovida por pequenos grupos abastados. Em 1937, essa obra foi confiscada pelo Ministério da Propaganda daquele país, na grande ação nacional-socialista contra a ""Arte Degenerada"".   Quase cinquenta obras de Lasar Segall foram confiscadas pelo regime totalitário alemão na primeira metade do século 20, entre elas a obra Eternos caminhantes, considerada degenerada por",representar uma estética tida como inconveniente para o ideário político vigente.,manifestar um posicionamento político-cultural concebido por grupos de oposição.,expressar a cultura artística por meio da representação parcial do corpo humano.,apresentar uma composição que antecipa o imaginário artístico germânico.,estimular discussões sobre o papel da arte na construção coletiva de cultura.,2023,18,LC,A,portuguese
QUESTÃO 19,"TEXTO 1 Logo no início de Gira, um grupo de sete bailarinas ocupa o centro da cena. Mãos cruzadas sobre a lateral esquerda do quadril, olhos fechados, troncos que pendulam sobre si mesmos em vaguíssimas órbitas, tudo nelas sugere o transe. Está estabelecido o caráter volátil do que se passará no palco dali para frente. Mas engana-se quem pensa que vai assistir a uma representação mimética dos cultos afro-brasileiros.  TEXTO 2 Descrição da fotografia: Um grupo de bailarinos, homens e mulheres, que preenchem todo o espaço de um palco com fundo escuro. Todos têm o dorso aparentemente nu e vestem saia de tecido leve e de cor clara. Com os braços em diferentes inclinações, os bailarinos perfazem movimentos de giro variados. (Fim da descrição)   No diálogo que estabelece com religiões afro-brasileiras, sintetizado na descrição e na imagem do espetáculo, a dança exprime uma",crítica aos movimentos padronizados do balé clássico.,representação contemporânea de rituais ancestrais extintos.,reelaboração estética erudita de práticas religiosas populares.,releitura irônica da atmosfera mística presente no culto a entidades.,oposição entre o resgate de tradições e a efemeridade da vida humana.,2023,19,LC,C,portuguese
QUESTÃO 20,"Contos e novelas  João Alphonsus  Era um gato preto, como convinha a um cultor das boas letras, que já lera Poe traduzido por Baudelaire. Preto e gordo. E lerdo. Tão gordo e lerdo que a certa altura observei que ia perdendo inteiramente as qualidades características da raça, que são em suma o ódio de morte aos ratos. Já nem os afugentava! Os ratos de Ouro Preto são também dignos e solenes – não ria – tradicionalistas... descendentes de outros ratos que naqueles mesmos casarões presenciaram acontecimentos importantes da nossa história... No sobrado do desembargador Tomás Antônio Gonzaga, imagine o senhor uma reunião dos sonhadores inconfidentes, com os antepassados daqueles ratos a passearem pelo sótão ou mesmo pelo assoalho por entre as pernas dos homens absortos na esperança da independência nacional! E depois, os ancestres daqueles roedores que eu via agora deslizar sutilmente no meu quarto podiam ter subido pelo poste da ignomínia colonial, onde estava exposta a cabeça do Tiradentes! E quando as órbitas se descarnaram ignominiosamente, podiam até ter penetrado no recesso daquele crânio onde verdadeiramente ardera a literatura, com a simplicidade do heroísmo, a febre nacionalista...  Descrevendo seu gato, o narrador remete ao contexto e a protagonistas da Inconfidência para criar um efeito desconcertante centrado no",desenho imaginativo do casario colonial de Ouro Preto.,efeito de apagamento de limites entre ficção e realidade.,vínculo estabelecido entre animais urbanos e literatura.,questionamento sutil quanto à sanidade dos inconfidentes.,contraste entre austeridade pomposa e imagem repugnante.,2023,20,LC,E,portuguese
QUESTÃO 21,"Sombras de reis barbudos  José J. Veiga  Enquanto estivemos entretidos com os urubus outras coisas andaram acontecendo na cidade. A Companhia baixou novas proibições, umas inteiramente bobocas, só pelo prazer de proibir (ninguém podia cuspir pra cima, nem carregar água em jacá, nem tapar o sol com peneira, como se todo mundo estivesse abusando dessas esquisitices); mas outras bem irritantes, como a de pular muro pra cortar caminho, tática que quase todo mundo que não sofria de reumatismo vinha adotando ultimamente, principalmente os meninos. E não confiando na proibição só, nem na força dos castigos, que eram rigorosos, a Companhia ainda mandou fincar cacos de garrafa nos muros. Achei isso um exagero, e comentei o assunto com mamãe. Meu pai ouviu lá do quarto e veio explicar. Disse que em épocas normais bastava uma coisa ou outra; mas agora a Companhia não podia admitir nenhuma brecha em suas ordens; se alguém desobedecesse à proibição podia se cortar nos cacos; se alguém conseguisse pular um muro quebrando o corte de alguns cacos, ou jogando um couro por cima, era apanhado pela proibição, nhoc – e fez o gesto de quem torce o pescoço de um frango.  Sob a perspectiva do menino que narra, os fatos ficcionais oferecem um esboço do momento político vigente na década de 1970, aqui representado pelo","culto ao medo, infiltrado em situações do cotidiano.",sentimento de dúvida quanto à veracidade das informações.,"ambiente de sonho, delineado por imagens perturbadoras.",incentivo ao desenvolvimento econômico com a iniciativa privada.,espaço urbano marcado por uma política de isolamento das crianças.,2023,21,LC,A,portuguese
QUESTÃO 22,"Migalhas  Ana Martins Marques  Entre a toalha branca e um bule de café seria inapropriado dizer eu não te amo mais. Era necessário algo mais solene, um jardim japonês para as perdas pensadas, um noturno de tempestade para arrebentar de dor, uma praia de pedras para chorar em silêncio, uma cama alta para o incenso da despedida, uma janela dando para o abismo. No entanto você abaixa os olhos e recolhe lentamente as migalhas de pão sobre a mesa posta para dois.  Nesse poema, a representação do sentimento amoroso recupera a tradição lírica, mas se ajusta à visão contemporânea ao",invocar o interlocutor para uma tomada de posição.,questionar a validade do envolvimento romântico.,diluir em banalidade a comoção de um amor frustrado.,transformar em paz as emoções conflituosas do casal.,condicionar a existência da paixão a espaços idealizados.,2023,22,LC,C,portuguese
QUESTÃO 23,"Torto arado  Itamar Vieira Junior  Passado muito tempo, resolvi tentar falar, po rque estava sozinha me embrenhando na mesma vereda que Donana costumava entrar. Ainda recordo da palavra que escolhi: arado. Me deleitava vendo meu pai conduzindo o arado velho da fazenda carregado pelo boi, rasgando a terra para depois lançar grãos de arr oz em torrões marrons e vermelhos revolvidos. Gostava do som redondo, fácil e ruidoso que tinha ao ser enunciado. “Vou trabalhar no arado.” “Vou arar a terra.” “Seria bom ter um arado novo, esse arado tá troncho e velho.” O som que deixou minha boca era uma aberração, uma desordem, como se no lugar do pedaço perdido da língua tivesse um ovo quente. Era um arado torto, deformado, que penetrava a terra de tal forma a deixá-la infértil, destruída, dilacerada.  Com a perda de parte da língua na infância, a narradora tenta voltar a falar. Essa tentativa revela uma experiência que",reflete o olhar do pai sobre as etapas do plantio.,metaforiza a linguagem como ferramenta de lavoura.,"explicita, na busca pela palavra, o medo da solidão.",confirma a frustração da narradora com relação à terra.,"sugere, na ausência da linguagem, a estagnação do tempo .",2023,23,LC,B,portuguese
