question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTÃO 146,"Um banco solicitou aos seus clientes a criação de uma senha pessoal de seis dígitos, formada somente por algarismos de 0 a 9, para acesso à conta corrente pela internet. Entretanto, um especialista em sistemas de segurança eletrônica recomendou à direção do banco recadastrar seus usuários, solicitando, para cada um deles, a criação de uma nova senha com seis dígitos, permitindo agora o uso das 26 letras do alfabeto, além dos algarismos de 0 a 9. Nesse novo sistema, cada letra maiúscula era considerada distinta de sua versão minúscula. Além disso, era proibido o uso de outros tipos de caracteres. Uma forma de avaliar uma alteração no sistema de senhas é a verificação do coeficiente de melhora, que é a razão do novo número de possibilidades de senhas em relação ao antigo. O coeficient e de melhora da alteração recomendada é:",626 106,62!10!,62! 4! 10! 56!,62! − 10!,626 − 106,2013,146,MT,A,portuguese
QUESTÃO 147,"Uma torneira não foi fechada corretamente e ficou pingando, da meia-noite às seis horas da manhã, com a frequência de uma gota a cada três segundos. Sabe-se que cada gota d’agua tem volume de 0,2 mL. Qual foi o valor mais aproximado do total de água desperdiçada nesse período, em litros?","0,2","1,2","1,4","12,9","64,8",2013,147,MT,C,portuguese
QUESTÃO 148,"A parte interior de uma taça foi gerada pela rotação de uma parábola em torno de um eixo z , conforme mostra a figura: Descrição da imagem: A figura apresenta a rotação em torno de um eixo vertical de rotação (z). Verifica-se na figura que C é o valor da ordenada do ponto em que a parábola cruza o eixo O y , enquanto o ponto V é o vértice da parábola, que está sobre o eixo O x. A função real que expressa a parábola, no plano cartesiano da figura, é dada pela lei f(x) = 3 2x2 − 6 x + C , onde C é a medida da altura do líquido contido na taça, em centímetros. Sabe-se que o ponto V , na figura, representa o vértice da parábola, localizado sobre o eixo x . Nessas condições, a altura do líquido contido na taça, em centímetros, é",1.,2.,4.,5.,6.,2013,148,MT,E,portuguese
QUESTÃO 149,"Muitos processos fisiológicos e bioquímicos, tais como batimentos cardíacos e taxa de respiração, apresentam escalas construídas a partir da relação entre superfície e massa (ou volume) do animal. Uma dessas escalas, por exemplo, considera que “o cubo da área S da superfície de um mamífero é proporcional ao quadrado de sua massa M”.Isso é equivalente a dizer que, para uma constante k > 0, a área S pode ser escrita em função de M por meio da expressão:",S = k • M,S = k • M 13,S = k 1 • M 1 3 3,S = k 1 • M 2 3 3,S = k 1 • M 23,2013,149,MT,D,portuguese
QUESTÃO 150,"Na Argentina, algumas pizzarias vendem pizzas retangulares com 20 cm de largura, para que seja possível um melhor aproveitamento do forno. No Brasil, as pizzas convencionais são redondas. Uma pizzaria X produz, simultaneamente, em cada fornada, 4 pizzas de 35 cm de raio cada uma. A quantidade de massa usada em uma fornada da pizzaria X é a mesma para fazer 7 pizzas argentinas. Considere que as pizzas brasileiras e argentinas têm a mesma altura. Use 3 como aproximação para π . O comprimento, em metros, de cada pizza produzida na Argentina é","0,26.","1,05.","2,10.","6,00.","7,35.",2013,150,MT,B,portuguese
QUESTÃO 151,"Uma indústria tem um reservatório de água com capacidade para 900 m 3 . Quando há necessidade de limpeza do reservatório, toda a água precisa ser escoada. O escoamento da água é feito por seis ralos, e dura 6 horas quando o reservatório está cheio. Esta indústria construirá um novo reservatório, com capacidade de 500 m 3, cujo escoamento da água deverá ser realizado em 4 horas, quando o reservatório estiver cheio. Os ralos utilizados no novo reservatório deverão ser idênticos aos do já existente.A quantidade de ralos do novo reservatório deverá ser igual a",2.,4.,5.,8.,9.,2013,151,MT,C,portuguese
QUESTÃO 152,"Uma fábrica de fórmicas produz placas quadradas de lados de medida igual a y centímetros. Essas placas são vendidas em caixas com N unidades e, na caixa, é especificada a área máxima S que pode ser coberta pelas N placas. Devido a uma demanda do mercado por placas maiores, a fábrica triplicou a medida dos lados de suas placas e conseguiu reuni-las em uma nova caixa, de tal forma que a área coberta S não fosse alterada. A quantidade X , de placas do novo modelo, em cada nova caixa será igual a",N 9,N 6,N 3,3 N,9 N,2013,152,MT,A,portuguese
QUESTÃO 153,"Num parque aquático existe uma piscina infantil na forma de um cilindro circular reto, de 1 m de profundidade e volume igual a 12 m 3 , cuja base tem raio R e centro O. Deseja-se construir uma ilha de lazer seca no interior dessa piscina, também na forma de um cilindro circular reto, cuja base estará no fundo da piscina e com centro da base coincidindo com o centro do fundo da piscina, conforme a figura. O raio da ilha de lazer será r. Deseja-se que após a construção dessa ilha, o espaço destinado à água na piscina tenha um volume de, no mínimo, 4 m 3. Descrição da imagem: A figura apresenta dois círculos concêntricos: um círculo menor, de raio r, que representa a ilha de lazer, contido em um círculo maior, de raio R, que representa a piscina. Considere 3 como valor aproximado para π (pi). Para satisfazer as condições dadas, o raio máximo da ilha de lazer r, em metros, estará mais próximo de","1,6.","1,7.","2,0.","3,0.","3,8.",2013,153,MT,A,portuguese
QUESTÃO 154,O contribuinte que vende mais de R$ 20 mil de ações em Bolsa de Valores em um mês deverá pagar Imposto de Renda. O pagamento para a Receita Federal consistirá em 15% do lucro obtido com a venda das ações. Um contribuinte que vende por R$ 34 mil um lote de ações que custou R$ 26 mil terá de pagar de Imposto de Renda à Receita Federal o valor de,"R$ 900,00.","R$ 1 200,00.","R$ 2 100,00.","R$ 3 900,00.","R$ 5 100,00.",2013,154,MT,B,portuguese
QUESTÃO 155,"Para se construir um contrapiso, é comum, na constituição do concreto, se utilizar cimento, areia e brita, na seguinte proporção: 1 parte de cimento, 4 partes de areia e 2 partes de brita. Para construir o contrapiso de uma garagem, uma construtora encomendou um caminhão betoneira com 14 m 3 de concreto. Qual é o volume de cimento, em m 3, na carga de concreto trazido pela betoneira?","1,75","2,00","2,33","4,00","8,00",2013,155,MT,B,portuguese
QUESTÃO 156,"Para conquistar clientes, algumas empresas aéreas dispõem de um programa de recompensas. Voos realizados ou compras efetuadas com cartões de crédito vinculados ao programa geram pontos, que futuramente podem ser trocados por passagens aéreas. Um determinado programa de recompensas associa a cada cliente um número composto por nove algarismos, com exceção do número 000 000 000. Quantos associados esse programa pode ter?",3 265 919,3 628 799,387 420 488,899 999 999,999 999 999,2013,156,MT,E,portuguese
QUESTÃO 157,"Um artesão de joias tem à sua disposição pedras brasileiras de três cores: vermelhas, azuis e verdes. Ele pretende produzir joias constituídas por uma liga metálica, a partir de um molde no formato de um losango não quadrado com pedras nos seus vértices, de modo que dois vértices consecutivos tenham sempre pedras de cores diferentes. A figura ilustra uma joia, produzida por esse artesão, cujos vértices A, B, C e D correspondem às posições ocupadas pelas pedras. Descrição da imagem: A figura, no formato de um losango não quadrado, apresenta a letra","no seu vértice superior, a letra","no seu vértice direito, a letra",no seu vértice inferior e a letra,"no seu vértice esquerdo. Com base nas informações fornecidas, quantas joias diferentes, nesse formato, o artesão poderá obter? A 6 B 12 C 18 D 24",36,2013,157,MT,B,portuguese
QUESTÃO 158,"Em setembro de 1987, Goiânia foi palco do maior acidente radioativo ocorrido no Brasil, quando uma amostra de césio-137, removida de um aparelho de radioterapia abandonado, foi manipulada inadvertidamente por parte da população. A meia-vida de um material radioativo é o tempo necessário para que a massa desse material se reduza à metade. A meia-vida do césio-137 é 30 anos e a quantidade restante de massa de um material radioativo, após t anos, é calculada pela expressão M ( t ) = A · (2,7) kt, onde","é a massa inicial e k é uma constante negativa. Considere 0,3 como aproximação para log10 2. Qual o tempo necessário, em anos, para que uma quantidade de massa do césio-137 se reduza a 10% da quantidade inicial? A 27",36,50,54,100,2013,158,MT,E,portuguese
QUESTÃO 159,"Um restaurante utiliza, para servir bebidas, bandejas com bases quadradas. Todos os copos desse restaurante têm o formato representado na figura: Descrição da imagem: A figura representa um copo. A parte superior mais larga do copo é circular, com raio igual a AC, e a base do copo também é circular, com raio igual a BD. Considere que AC= 7 BD 5 e que l é a medida de um dos lados da base da bandeja. Qual deve ser o menor valor da razão l BD para que uma bandeja tenha capacidade de portar exatamente quatro copos de uma só vez?",2,14 5,4,24 5,28 5,2013,159,MT,D,portuguese
QUESTÃO 160,"O dono de um sítio pretende colocar uma haste de sustentação para melhor firmar dois postes de comprimentos iguais a 6 m e 4 m. A figura representa a situação real na qual os postes são descritos pelos segmentos AC e BD e a haste é representada pelo segmento EF , todos perpendiculares ao solo, que é indicado pelo segmento de reta AB. Os segmentos AD e BC representam cabos de aço que serão instalados. Descrição da imagem: A figura mostra dois triângulos retângulos CAB , retângulo em","e ABD , retângulo em",". O cateto CA mede 4 metros, enquanto que o cateto DB mede 6 metros. Os triângulos estão posicionados de modo que os seus catetos maiores coincidam com o segmento de reta AB e suas hipotenusas se intersectem no ponto E . O segmento EF é perpendicular ao cateto AB , comum aos dois triângulos. Qual deve ser o valor do comprimento da haste EF ? A 1 m B 2 m","2,4 m",3 m,2 6 m,2013,160,MT,C,portuguese
QUESTÃO 161,"Um professor resolveu propor uma série de pequenos trabalhos para sua turma. Ele disse que informaria à turma sobre as datas de entrega dos trabalhos apenas alguns dias antes da efetiva entrega, sendo que os trabalhos poderiam ser enviados por e-mail . Desta forma, ele está considerando que, além de segunda-feira até sexta-feira, o sábado ou domingo são possíveis datas de entrega. A data de entrega do primeiro trabalho foi dia 2, do segundo trabalho foi dia 5, do terceiro trabalho dia 8 e do quarto dia 11.Se o professor continuar a exigir que a entrega dos trabalhos siga esse padrão, qual será a data do segundo trabalho a ser entregue depois do dia 16?",22,20,19,18,17,2013,161,MT,B,portuguese
QUESTÃO 162,"Cinco empresas de gêneros alimentícios encontram- se à venda. Um empresário, almejando ampliar os seus investimentos, deseja comprar uma dessas empresas. Para escolher qual delas irá comprar, analisa o lucro (em milhões de reais) de cada uma delas, em função de seus tempos (em anos) de existência, decidindo comprar a empresa que apresente o maior lucro médio anual. O quadro apresenta o lucro (em milhões de reais) acumulado ao longo do tempo (em anos) de existência de cada empresa. Descrição da imagem:  O quadro apresenta que a empresa • F obteve um lucro de 24 milhões de reais em 3 anos; • G obteve um lucro de 24 milhões de reais em 2 anos; • H obteve um lucro de 25 milhões de reais em 2 anos e meio; • M obteve um lucro de 15 milhões de reais em 1 ano e meio; • P obteve um lucro de 9 milhões de reais em 1 ano e meio. O empresário decidiu comprar a empresa",F.,G.,H.,M.,P.,2013,162,MT,B,portuguese
QUESTÃO 163,"Deseja-se postar cartas não comerciais, sendo duas de 100 g, três de 200 g e uma de 350 g. O gráfico mostra o custo para enviar uma carta não comercial pelos Correios: Descrição da imagem: O gráfico apresenta a influência da massa, em gramas, no custo, em reais, da postagem de cartas, registrando os seguintes dados: • até 20 g — R$ 0,80; • superior a 20 g e até 50 g — R$ 1,25; • superior a 50 g e até 100 g — R$ 1,70; • superior a 100 g e até 150 g — R$ 2,15; • superior a 150 g e até 200 g — R$ 2,65; • superior a 200 g e até 250 g — R$ 3,10; • superior a 250 g e até 300 g — R$ 3,55; • superior a 300 g e até 350 g — R$ 4,00; • superior a 350 g e até 400 g — R$ 4,45. O valor total gasto, em reais, para postar essas cartas é de","8,35.","12,50.","14,40.","15,35.","18,05.",2013,163,MT,D,portuguese
QUESTÃO 164,"Foi realizado um levantamento nos 200 hotéis de uma cidade, no qual foram anotados os valores, em reais, das diárias para um quarto padrão de casal e a quantidade de hotéis para cada valor da diária. Os valores das diárias foram: A = R$ 200,00; B = R$ 300,00; C = R$ 400,00 e D = R$ 600,00. No gráfico, as áreas representam as quantidades de hotéis pesquisados, em porcentagem, para cada valor da diária. Descrição da imagem: O gráfico registra os seguintes dados: A: 25%; B: 25%; C: 40% e D: 10%. O valor mediano da diária, em reais, para o quarto padrão de casal nessa cidade, é","300,00.","345,00.","350,00.","375,00.","400,00.",2013,164,MT,C,portuguese
QUESTÃO 165,"Para aumentar as vendas no início do ano, uma loja de departamentos remarcou os preços de seus produtos 20% abaixo do preço original. Quando chegam ao caixa, os clientes que possuem o cartão fidelidade da loja têm direito a um desconto adicional de 10% sobre o valor total de suas compras. Um cliente deseja comprar um produto que custava R$ 50,00 antes da remarcação de preços. Ele não possui o cartão fidelidade da loja.Caso esse cliente possuísse o cartão fidelidade da loja, a economia adicional que obteria ao efetuar a compra, em reais, seria de","15,00.","14,00.","10,00.","5,00.","4,00.",2013,165,MT,E,portuguese
QUESTÃO 166,"Nos Estados Unidos a unidade de medida de volume mais utilizada em latas de refrigerante é a onça fluida (fl oz), que equivale a aproximadamente 2,95 centilitros (cL). Sabe-se que o centilitro é a centésima parte do litro e que a lata de refrigerante usualmente comercializada no Brasil tem capacidade de 355 mL.Assim, a medida do volume da lata de refrigerante de 355 mL, em onça fluida (fl oz), é mais próxima de","0,83.","1,20.","12,03.","104,73.","120,34.",2013,166,MT,C,portuguese
QUESTÃO 167,"Na aferição de um novo semáforo, os tempos são ajustados de modo que, em cada ciclo completo (verde-amarelo-vermelho), a luz amarela permaneça acesa por 5 segundos, e o tempo em que a luz verde permaneça acesa seja igual a 23 do tempo em que a luz vermelha fique acesa. A luz verd e fica acesa, em cada ciclo, durante X segundos e cada ciclo dura Y segundos. Qual é a expressão que representa a relação entre X e Y ?",5 X − 3 Y + 15 = 0,5 X − 2 Y + 10 = 0,3 X − 3 Y + 15 = 0,3 X − 2 Y + 15 = 0,3 X − 2 Y + 10 = 0,2013,167,MT,B,portuguese
QUESTÃO 168,"A temperatura T de um forno (em graus centígrados) é reduzida por um sistema a partir do instante de seu desligamento ( t = 0) e varia de acordo com a expressão T(t) = − t 2 4 + 400, com t em minutos. Por motivos de segurança, a trava do forno só é liberada para abertura quando o forno atinge a temperatura de 39  ºC. Qual o tempo mínimo de espera, em minutos, após se desligar o forno, para que a porta possa ser aberta?","19,0","19,8","20,0","38,0","39,0",2013,168,MT,D,portuguese
QUESTÃO 169,"O ciclo de atividade magnética do Sol tem um período de 11 anos. O início do primeiro ciclo registrado se deu no começo de 1755 e se estendeu até o final de 1765. Desde então, todos os ciclos de atividade magnética do Sol têm sido registrados.No ano de 2101, o Sol estará no ciclo de atividade magnética de número",32.,34.,33.,35.,31.,2013,169,MT,A,portuguese
QUESTÃO 170,"A figura apresenta dois mapas, em que o estado do Rio de Janeiro é visto em diferentes escalas. Descrição da imagem: a figura mostra um mapa do Brasil, cuja escala é 1 : 25 000 000, no qual o estado do Rio de Janeiro é destacado com uma ampliação, cuja é escala é 1 : 4 000 000. Há interesse em estimar o número de vezes que foi ampliada a área correspondente a esse estado no mapa do Brasil.Esse número é",menor que 10.,maior que 10 e menor que 20.,maior que 20 e menor que 30.,maior que 30 e menor que 40.,maior que 40.,2013,170,MT,D,portuguese
QUESTÃO 171,"A cerâmica constitui-se em um artefato bastante presente na história da humanidade. Uma de suas várias propriedades é a retração (contração), que consiste na evaporação da água existente em um conjunto ou bloco cerâmico quando submetido a uma determinada temperatura elevada. Essa elevação de temperatura, que ocorre durante o processo de cozimento, causa uma redução de até 20% nas dimensões lineares de uma peça. Suponha que uma peça, quando moldada em argila, possuía uma base retangular cujos lados mediam 30 cm e 15 cm. Após o cozimento, esses lados foram reduzidos em 20%.Em relação à área original, a área da base dessa peça, após o cozimento, ficou reduzida em",4%.,20%.,36%.,64%.,96%.,2013,171,MT,C,portuguese
QUESTÃO 172,"Uma fábrica d e parafusos possui duas máquinas, I e II, para a produção de certo tipo de parafuso. Em setembro, a máquina I produziu 54 100 do total de parafusos produzidos pela fábrica. Dos parafusos produzidos por essa máquina, 25 1 000 eram defeituosos. Por sua vez, 38 1 000 dos parafusos produzidos no mesmo mês pela máquina II eram defeituoso s. O desempenho conjunto das duas máquinas é classificado conforme o quadro, em que P indica a probabilidade de um parafuso escolhido ao acaso ser defeituoso. 0 ≤ P < 2 100Excelente 2 100 ≤ P < 4 100Bom 4 100 ≤ P < 6 100 Regular 6 100 ≤ P < 8 100 Ruim 8 100 ≤ P ≤ 1 Péssimo O desempenho conjunto dessas máquinas, em setembro, pode ser classificado como",excelente.,bom.,regular.,ruim.,péssimo.,2013,172,MT,B,portuguese
QUESTÃO 173,"Considere o seguinte jogo de apostas:Numa cartela com 60 números disponíveis, um apostador escolhe de 6 a 10 números. Dentre os números disponíveis, serão sorteados apenas 6. O apostador será premiado caso os 6 números sorteados estejam entre os números escolhidos por ele numa mesma cartela. O quadro apresenta o preço de cada cartela, de acordo com a quantidade de números escolhidos. Descrição da imagem:  O quadro mostra que as cartelas com • 6 números escolhidos custam R$ 2,00; • 7 números escolhidos custam R$ 12,00; • 8 números escolhidos custam R$ 40,00; • 9 números escolhidos custam R$ 125,00; • 10 números escolhidos custam R$ 250,00. Cinco apostadores, cada um com R$ 500,00 para apostar, fizeram as seguintes opções: Arthur: 250 cartelas com 6 números escolhidos;Bruno: 41 cartelas com 7 números escolhidos e 4 cartelas com 6 números escolhidos; Caio: 12 cartelas com 8 números escolhidos e 10 cartelas com 6 números escolhidos; Douglas: 4 cartelas com 9 números escolhidos; Eduardo: 2 cartelas com 10 números escolhidos. Os dois apostadores com maiores probabilidades de serem premiados são",Caio e Eduardo.,Arthur e Eduardo.,Bruno e Caio.,Arthur e Bruno.,Douglas e Eduardo.,2013,173,MT,A,portuguese
QUESTÃO 174,"Um comerciante visita um centro de vendas para fazer cotação de preços dos produtos que deseja comprar. Verifica que se aproveita 100% da quantidade adquirida de produtos do tipo A, mas apenas 90% de produtos do tipo B. Esse comerciante deseja comprar uma quantidade de produtos, obtendo o menor custo/benefício em cada um deles. O quadro mostra o preço por quilograma, em reais, de cada produto comercializado. Descrição da imagem: O quadro mostra que o quilo • do arroz tipo A custa R$ 2,00 e o do tipo B custa R$ 1,70; • do feijão tipo A custa R$ 4,50 e o do tipo B custa R$ 4,10; • da soja tipo A custa R$ 3,80 e o da tipo B custa R$ 3,50; • do milho tipo A custa R$ 6,00 e o do tipo B custa R$ 5,30. Os tipos de arroz, feijão, soja e milho que devem ser escolhidos pelo comerciante são, respectivamente,","A, A, A, A.","A, B, A, B.","A, B, B, A.","B, A, A, B.","B, B, B, B.",2013,174,MT,D,portuguese
QUESTÃO 175,"Em um sistema de dutos, três canos iguais, de raio externo 30 cm, são soldados entre si e colocados dentro de um cano de raio maior, de medida R. Para posteriormente ter fácil manutenção, é necessário haver uma distância de 10 cm entre os canos soldados e o cano de raio maior. Essa distância é garantida por um espaçador de metal, conforme a figura: Descrição da imagem: A figura mostra uma circunferência grande, de raio R, no interior da qual estão desenhadas três circunferências menores, de raios iguais a 30 cm, que se tangenciam mutuamente, posicionadas de modo que os seus centros formariam os vértices de um triângulo equilátero, e que o centro desse triângulo coincidiria com o centro da circunferência grande. As circunferências pequenas não encostam na circunferência grande porque entre a borda de cada circunferência pequena e a borda da circunferência grande encontra-se um espaçador que mede 10 cm. Utilize 1,7 como aproximação para 3. O valor de R, em centímetros, é igual a","64,0.","65,5.","74,0.","81,0.","91,0.",2013,175,MT,C,portuguese
QUESTÃO 176,"O índice de eficiência utilizado por um produtor de leite para qualificar suas vacas é dado pelo produto do tempo de lactação (em dias) pela produção média diária de leite (em kg), dividido pelo intervalo entre partos (em meses). Para esse produtor, a vaca é qualificada como eficiente quando esse índice é, no mínimo, 281 quilogramas por mês, mantendo sempre as mesmas condições de manejo (alimentação, vacinação e outros). Na comparação de duas ou mais vacas, a mais eficiente é a que tem maior índice. A tabela apresenta os dados coletados de cinco vacas. Descrição da imagem: A tabela, intitulada Dados relativos à produção das vacas e que apresenta informações referentes a Vacas, Tempo de lactação (em dias), Produção média diária de leite (em kg) e Intervalo entre partos (em meses), registra os seguintes dados: • Vaca Malhada: 360 dias de lactação, 12 kg de produção média diária de leite e 15 meses de intervalo entre partos; • Vaca Mamona: 310 dias de lactação, 11 kg de produção média diária de leite e 12 meses de intervalo entre partos; • Vaca Maravilha: 260 dias de lactação, 14 kg de produção média diária de leite e 12 meses de intervalo entre partos; • Vaca Mateira: 310 dias de lactação, 13 kg de produção média diária de leite e 13 meses de intervalo entre partos; • Vaca Mimosa: 270 dias de lactação, 12 kg de produção média diária de leite e 11 meses de intervalo entre partos. Após a análise dos dados, o produtor avaliou que a vaca mais eficiente é a",Malhada.,Mamona.,Maravilha.,Mateira.,Mimosa.,2013,176,MT,D,portuguese
QUESTÃO 177,"A Secretaria de Saúde de um município avalia um programa que disponibiliza, para cada aluno de uma escola municipal, uma bicicleta, que deve ser usada no trajeto de ida e volta, entre sua casa e a escola. Na fase de implantação do programa, o aluno que morava mais distante da escola realizou sempre o mesmo trajeto, representado na figura, na escala 1 : 25 000, por um período de cinco dias. Descrição da imagem: A figura mostra uma malha quadriculada formada por quadradinhos de lados iguais a 1 cm, os quais representam as quadras do município. O trajeto do aluno corresponde, no desenho, aos lados dos quadradinhos que ele percorre. Desse modo, no trajeto da casa até a escola, o aluno avança 3 lados de quadradinhos à frente, 3 à direita, 2 à frente, 2 à direita, 1 à frente, 4 à direita e 1 à frente, chegando à escola. Quantos quilômetros esse aluno percorreu na fase de implantação do programa?",4,8,16,20,40,2013,177,MT,E,portuguese
