question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTÃO 146,"O instrumento de percussão conhecido como triângulo é composto por uma barra fina de aço, dobrada em um formato que se assemelha a um triângulo, com uma abertura e uma haste, conforme ilustra a Figura 1. enemo021 Descrição da imagem: A Figura 1 apresenta o instrumento musical chamado triângulo. A Figura 2 é um triângulo equilátero com altura (h) igual a 8 centímetros.  Uma empresa de brindes promocionais contrata uma fundição para a produção de miniaturas de instrumentos desse tipo. A fundição produz, inicialmente, peças com o formato de um triângulo equilátero de altura h, conforme ilustra a Figura 2. Após esse processo, cada peça é aquecida, deformando os cantos, e cortada em um dos vértices, dando origem à miniatura. Assuma que não ocorram perdas de material no processo de produção, de forma que o comprimento da barra utilizada seja igual ao perímetro do triângulo equilátero representado na Figura 2. Considere 1,7 como valor aproximado para a raiz quadrada de três. Nessas condições, o valor que mais se aproxima da medida do comprimento da barra, em centímetro, é "," 9,07.","13,60. ","20,40.","  27,18. ","36,24. ",2021,146,MT,D,portuguese
QUESTÃO 147,"Uma pessoa comprou uma caneca para tomar sopa, conforme ilustração. Descrição da imagem: Imagem de uma caneca com alça no formato de coração. O topo da caneca é uma circunferência de diâmetro D, a base é um círculo de diâmetro de a altura está identificada pela letra h. O topo e a base da caneca são paralelos. E l Sabe-se que 1 centímetro cúbico é igual a 1 mililitro e que o topo da caneca é uma circunferência de diâmetro (D) medindo 10 centímetros, e a base é um círculo de diâmetro (d) medindo 8 centímetros. Além disso, sabe-se que a altura (h) dessa caneca mede 12 centímetros (distância entre o centro das circunferências do topo e da base). Utilize 3 como aproximação para pi. Qual é a capacidade volumétrica, em mililitro, dessa caneca? ",216,408,732,2196,2928,2021,147,MT,C,portuguese
QUESTÃO 148,"O dono de uma loja pretende usar cartões imantados para a divulgação de sua loja. A empresa que fornecerá o serviço lhe informa que o custo de fabricação do cartão é de 0,01 real por centímetro quadrado e que disponibiliza modelos tendo como faces úteis para impressão: * um triângulo equilátero de lado 12 centímetros; * um quadrado de lado 8 centímetros; * um retângulo de lados 11 centímetros e 8 centímetros; * um hexágono regular de lado 6 centímetros; * um círculo de diâmetro 10 centímetros. O dono da loja está disposto a pagar, no máximo, 0,80 real por cartão. Ele escolherá, dentro desse limite de preço, o modelo que tiver maior área de impressão. Use 3 como aproximação para pi e use 1,7 como aproximação para raiz quadrada de 3. Nessas condições, o modelo que deverá ser escolhido tem como face útil para impressão um ", triângulo. , quadrado,retângulo,hexágono,círculo,2021,148,MT,E,portuguese
QUESTÃO 149,"A relação de Newton-Laplace estabelece que o módulo volumétrico de um fluido é diretamente proporcional ao quadrado da velocidade do som (em metro por segundo) no fluido e à sua densidade (em quilograma por metro cúbico), com uma constante de proporcionalidade adimensional. Nessa relação, a unidade de medida adequada para o módulo volumétrico é"," quilograma, vezes metro elevado a menos dois, vezes segundo elevado a menos um. ","quilograma, vezes metro elevado a menos um, vezes segundo elevado a menos dois.","quilograma, vezes metro elevado a menos cinco, vezes segundo elevado a dois.","quilograma elevado a menos um, vezes metro elevado a um, vezes segundo elevado a dois. ","quilograma elevado a menos um, vezes metro elevado a cinco, vezes segundo elevado a menos dois. ",2021,149,MT,B,portuguese
QUESTÃO 150,"Uma pessoa pretende viajar por uma companhia aérea que despacha gratuitamente uma mala com até 10 quilogramas. Em duas viagens que realizou, essa pessoa utilizou a mesma mala e conseguiu 10 quilogramas com as seguintes combinações de itens: Descrição da imagem: O quadro apresenta as seguintes informações: Na viagem 1, constam 12 camisetas, 4 calças e 3 sapatos. Na viagem 2, constam 18 camisetas, 3 calças e 2 sapatos. Para ter certeza de que sua bagagem terá massa de 10 quilogramas, ela decide levar essa mala com duas calças, um sapato e o máximo de camisetas, admitindo que itens do mesmo tipo têm a mesma massa. Qual a quantidade máxima de camisetas que essa pessoa poderá levar”?",22,24,26,33,39,2021,150,MT,B,portuguese
QUESTÃO 151,"Um automóvel apresenta um desempenho médio de 16 quilômetros por litro. Um engenheiro desenvolveu um novo motor a combustão que economiza, em relação ao consumo do motor anterior, 0,1 litro de combustível a cada 20 quilômetros percorridos. O valor do desempenho médio do automóvel com o novo motor, em quilômetro por litro, expresso com uma casa decimal, é ","15,9","16,1","16,4","17,4","18,0",2021,151,MT,D,portuguese
QUESTÃO 152,"O projeto de um contêiner, em forma de paralelepípedo reto retangular, previa a pintura dos dois lados (interno e externo) de cada uma das quatro paredes com tinta acrílica e a pintura do piso interno com tinta epóxi. O construtor havia pedido, a cinco fornecedores diferentes, orçamentos das tintas necessárias, mas, antes de iniciar a obra, resolveu mudar o projeto original, alterando o comprimento e a largura para o dobro do originalmente previsto, mantendo inalterada a altura. Ao pedir novos orçamentos aos fornecedores, para as novas dimensões, cada um deu uma resposta diferente sobre as novas quantidades de tinta necessárias. Em relação ao previsto para o projeto original, as novas quantidades de tinta necessárias informadas pelos fornecedores foram as seguintes: * Fomecedor 1: “O dobro, tanto para as paredes quanto para o piso.” * Fomecedor 2: “O dobro para as paredes e quatro vezes para o piso.” * Fomecedor 3: “Quatro vezes, tanto para as paredes quanto para o piso.” * Fomecedor 4: “Quatro vezes para as paredes e o dobro para o piso.” * Fomecedor 5: “Oito vezes para as paredes e quatro vezes para o piso.” Analisando as informações dos fornecedores, o construtor providenciará a quantidade adequada de material. Considere a porta de acesso do contêiner como parte de uma das paredes. enemoZ1 Qual dos fornecedores prestou as informações adequadas, devendo ser o escolhido pelo construtor para a aquisição do material?",1,2,3,4,5,2021,152,MT,B,portuguese
QUESTÃO 153,"Um povoado com 100 habitantes está passando por uma situação de seca prolongada e os responsáveis pela administração pública local decidem contratar a construção de um reservatório. Ele deverá ter a forma de um cilindro circular reto, cuja base tenha 5 metros de diâmetro interno, e atender à demanda de água da população por um período de exatamente sete dias consecutivos. No oitavo dia, o reservatório vazio é completamente reabastecido por carros-pipa. Considere que o consumo médio diário por habitante é de 120 litros de água. Use 3 como aproximação para pi. Nas condições apresentadas, o reservatório deverá ser construído com uma altura interna mínima, em metro, igual a ","1,12","3,10","4,35","4,48","5,60",2021,153,MT,D,portuguese
QUESTÃO 154,O quadro representa a relação entre o preço de um produto (R) e seu respectivo imposto devido (1). Descrição da imagem: O quadro apresenta o imposto devido (/) sobre o preço (R) do produto: Produto com preço (R) menor ou igual a 5 mil tem imposto devido (/) isento. Produto com preço (R) maior que 5 mil e menor ou igual a 10 mil tem imposto devido (/) igual a 10 por cento de (R menos 5 mil). Produto com preço (R) maior que 10 mil e menor ou igual a 15 mil tem imposto devido (/) igual a 500 mais 30 por cento de (R menos 10 mil). O gráfico que melhor representa essa relação é ,"Descrição da imagem: O gráfico apresenta no eixo horizontal o preço (R) do produto: 0, 5 000, 10 000 e 15 000, e no eixo vertical o imposto devido (I): 0, 500 e 2 000. O segmento do gráfico inicia no ponto (0, 0), segue constante até o ponto (5 000, 0), a partir desse ponto segue crescente linearmente até o ponto (10 000, 500) e continua crescente, linearmente, porém de forma mais acentuada até o ponto (15 000, 2 000). ","Descrição da imagem: O gráfico apresenta no eixo horizontal o preço (R) do produto: 0, 5 000, 10 000 e 15 000, e no eixo vertical o imposto devido (/): 0, 500 e 1 000. O segmento do gráfico inicia no ponto (0, 0), segue constante até o ponto (5 000, 0), a partir desse ponto segue crescente linearmente até o ponto (15 000, 1 000), passando pelo ponto (10 000, 500). ","Descrição da imagem: O gráfico apresenta no eixo horizontal o preço (R) do produto: 0, 5 000, 10 000 e 15 000, e no eixo vertical o imposto devido (I): 0, 500 e 2 000. O segmento do gráfico é crescente linearmente, inicia-se no ponto (0, 0), passa pelo ponto (10 000, 500) e termina no ponto (15 000 ,1 000)","Descrição da imagem: O gráfico apresenta no eixo horizontal o preço (R) do produto: 0, 5 000, 10 000 e 15 000, e no eixo vertical o imposto devido (I): 0, 500 e 2 000. O gráfico é formado por três segmentos paralelos ao eixo R. O primeiro segmento inicia no ponto (0, 0) e termina
fechado no ponto (5 000, 0). O segundo segmento inicia aberto no ponto (5 000, 500) e termina fechado no ponto (10 000, 500). O terceiro segmento inicia aberto no ponto (10 000, 2 000) e termina fechado no ponto (15 000, 2 000).","Descrição da imagem: O gráfico apresenta no eixo horizontal o preço (R) do produto: 0, 5 000, 10 000 e 15 000, e no eixo vertical o imposto devido (I): 0, 500 e 2 000. O segmento do gráfico é crescente linearmente, inicia-se no ponto (5 000, 0), passa pelo ponto (10 000, 500) e
termina no ponto (15 000, 1 000).",2021,154,MT,A,portuguese
QUESTÃO 155,"O administrador de um teatro percebeu que, com o ingresso do evento a 20 reais, um show conseguia atrair Descrição da imagem: 200 pessoas e que, a cada 1 real de redução no preço do No gráfico, no eixo horizontal está o desconto ingresso, o número de pessoas aumentava em 40. Ele sabe | numerado de O a 23, e no eixo vertical está a que os donos do teatro só admitem trabalhar com valores | arrecadação numerada de O a 7 000 com intervalo de inteir ra OS ingressos, pela dificuldade de disponibilizar EU UA a 9 Pp É p O gráfico é construído com pontos, o primeiro ponto troco, e pretende convencê-los a diminuir o preço do está em (0, 4 000), segue com intervalo não contínuo ingresso. Assim, apresentará um gráfico da arrecadação de desconto de um em um, crescente linearmente em em função do valor do desconto no preço atual do ingresso. relação à arrecadação, e finaliza no ponto (20, 5 500). O gráfico que mais se assemelha ao que deve ser elaborado pelo administrador é O .  O MT - 2º dia | Caderno 11 - LARANJA LEDOR - 1º Aplicação  O . O  * 02112 5 LL A2ZÕS3 x ","Descrição da imagem: No gráfico, no eixo horizontal está o desconto numerado de 0 a 23, e no eixo vertical está a arrecadação numerada de 0 a 7 000 com intervalo de 500 entre os números. O gráfico é um segmento crescente que inicia no ponto (0, 4 000) e finaliza no ponto (20, aproximadamente 5 500)","Descrição da imagem: No gráfico, no eixo horizontal está o desconto numerado de 0 a 23, e no eixo vertical está a arrecadação numerada de 0 a 7 000 com intervalo de 500 entre os números. O gráfico é construído com pontos, o primeiro ponto está em (0, 4000), segue com intervalo não contínuo de desconto um em um, crescente linearmente em relação à arrecadação, e finaliza no ponto (20, 5500)","Descrição da imagem: No gráfico, no eixo horizontal está o desconto numerado de 0 a 23, e no eixo vertical está a arrecadação numerada de 0 a 7 000 com intervalo de 500 entre os números. O gráfico é um segmento decrescente que inicia no ponto (0, 4 000) e finaliza no ponto (20, aproximadamente 3 500).  ","Descrição da imagem: No gráfico, no eixo horizontal está o desconto numerado de 0 a 23, e no eixo vertical está a arrecadação numerada de 0 a 7 000 com intervalo de 500 entre os números. 0 gráfico é parte de uma parábola com concavidade para baixo que inicia no ponto (0, 4 000), seu ponto mais alto é aproximadamente (8, 6 000) e finaliza no ponto (20, 0)","Descrição da imagem: No gráfico, no eixo horizontal está o desconto numerado de 0 a 23, e no eixo vertical está a arrecadação numerada de 0 a 7 000 com intervalo de 500 entre os números. O gráfico é construído com pontos, o primeiro ponto está em (0, 4 000), segue em formato de parte de uma parábola, não contínua, com concavidade para baixo com o ponto mais alto em aproximadamente (7, 6 000) e finaliza no ponto (20, 0). ",2021,155,MT,E,portuguese
QUESTÃO 156,"Uma construtora, pretendendo investir na construção de imóveis em uma metrópole com cinco grandes regiões, fez uma pesquisa sobre a quantidade de famílias que mudaram de uma região para outra, de modo a determinar qual região foi o destino do maior fluxo de famílias, sem levar em consideração o número de famílias que deixaram a região. Os valores da pesquisa estão dispostos em uma matriz A é igual a, a índice i e j, em que i e j pertencem ao conjunto formado pelos números abre chaves 1,2,3,4e 5 fecha chaves, em que o elemento a índice / e j corresponde ao total de famílias (em dezena) que se mudaram da região | para a região j durante um certo período, e o elemento a índice 1 e | é considerado nulo, uma vez que somente são consideradas mudanças entre regiões distintas. A seguir, está apresentada a matriz com os dados da pesquisa. Descrição da imagem: A é igual a uma matriz formada por cinco linhas e cinco colunas com os valores: Primeira linha: 0,4,2,2 e 5; Segunda linha: 0,0,6,2 e 3; Terceira linha: 2,2,0,3 e 0; Quarta linha: 1,0,2,0 e 4; Quinta linha: 1,2,0,4 e 0. Qual região foi selecionada para o investimento da construtora?",1,2,3,4,5,2021,156,MT,E,portuguese
QUESTÃO 157,"Para realizar um voo entre duas cidades que distam 2 000 quilômetros uma da outra, uma companhia aérea utilizava um modelo de aeronave A, capaz de transportar até 200 passageiros. Quando uma dessas aeronaves está lotada de passageiros, o consumo de combustível é de 0,02 litro por quilômetro e por passageiro. Essa companhia resolveu trocar o modelo de aeronave A pelo modelo de aeronave B, que é capaz de transportar 10 por cento de passageiros a mais do que o modelo A, mas consumindo 10 por cento menos combustível por quilômetro e por passageiro. A quantidade de combustível consumida pelo modelo de aeronave B, em relação à do modelo de aeronave A, em um voo lotado entre as duas cidades, é",10 por cento menor. ,1 por cento menor. , igual. ,1 por cento maior. ,11 por cento maior. ,2021,157,MT,B,portuguese
QUESTÃO 158,"Em uma corrida automobilística, os carros podem fazer paradas nos boxes para efetuar trocas de pneus. Nessas trocas, o trabalho é feito por um grupo de três pessoas em cada pneu. Considere que os grupos iniciam o trabalho no mesmo instante, trabalham à mesma velocidade e cada grupo trabalha em um único pneu. Com os quatro grupos completos, são necessários 4 segundos para que a troca seja efetuada. O tempo gasto por um grupo para trocar um pneu é inversamente proporcional ao número de pessoas trabalhando nele. Em uma dessas paradas, um dos trabalhadores passou mal, não pôde participar da troca e nem foi substituído, de forma que um dos quatro grupos de troca ficou reduzido. enem2021 Nessa parada específica, com um dos grupos reduzido, qual foi o tempo gasto, em segundo, para trocar os quatro pneus”?","6,0","5,7","5,0","4,5","4,4",2021,158,MT,A,portuguese
QUESTÃO 159,"Umnutricionista verificou, na dieta diária do seu cliente, a falta de 800 miligramas do mineral A, de 1 000 miligramas do mineral B e de 1 200 miligramas do mineral C. Por isso, recomendou a compra de suplementos alimentares que forneçam os minerais faltantes e informou que não haveria problema se consumisse mais desses minerais do que o recomendado. O cliente encontrou cinco suplementos, vendidos em sachês unitários, cujos preços e as quantidades dos minerais estão apresentados a seguir: * Suplemento 1: contém 50 miligramas do mineral, 100 miligramas do mineral B e 200 miligramas do mineral C e custa 2 reais; Suplemento 2: contém 800 miligramas do mineral A, 250 miligramas do mineral B e 200 miligramas do mineral C e custa 3 reais; Suplemento 3: contém 250 miligramas do mineral A, 1 000 miligramas do mineral B e 300 miligramas do mineral C e custa 5 reais; Suplemento 4: contém 600 miligramas do mineral A, 500 miligramas do mineral B e 1 000 miligramas do mineral C e custa 6 reais; Suplemento 5: contém 400 miligramas do mineral A, 800 miligramas do mineral B e 1 200 miligramas do mineral C e custa 8 reais. O cliente decidiu comprar sachês de um único suplemento no qual gastasse menos dinheiro e ainda suprisse a falta de minerais indicada pelo nutricionista, mesmo que consumisse alguns deles além de sua necessidade. enemo0271   Nessas condições, o cliente deverá comprar sachês do suplemento ",1,2,3,4,5,2021,159,MT,D,portuguese
QUESTÃO 160,"Um atleta produz sua própria refeição com custo fixo de dez reais. Ela é composta por quatrocentos gramas de frango, seiscentos gramas de batata-doce e uma hortaliça. Atualmente, os preços dos produtos para essa refeição são: enem2021 Descrição da imagem: O quadro apresenta os preços das seguintes refeições: Frango (quilograma): 12,50 reais; Batata-doce (quilograma): 5 reais; Hortaliças (unidade): 2 reais. Em relação a esses preços, haverá um aumento de 50 por cento no preço do quilograma de batata-doce, e os outros preços não serão alterados. O atleta deseja manter o custo da refeição, a quantidade de batata-doce e a hortaliça. Portanto, terá que reduzir a quantidade de frango. Qual deve ser a redução percentual da quantidade de frango para que o atleta alcance seu objetivo?  ","12,5",28,30,50,70,2021,160,MT,C,portuguese
QUESTÃO 161,"Uma mola é solta da posição distendida conforme a figura. A figura à direita representa o gráfico da posição P (em centímetro) da massa m em função do tempo t (em segundo) em um sistema de coordenadas cartesianas. Esse movimento periódico é descrito por uma expressão do tipo P de t é igual a mais ou menos A cosseno de ômega t ou P de t é igual a mais ou menos 4 seno de ômega t, em que A maior que zero é a amplitude de deslocamento máximo e ômega é a frequência, que se relaciona com o período T pela fórmula ômega é igual a dois pi sobre T. Considere a ausência de quaisquer forças dissipativas. Descrição da imagem: À imagem é composta por uma figura ao lado de um gráfico. Na figura, estão representadas duas molas com massa (Mm). A primeira mola está em posição de equilíbrio, sua altura é relativa à posição (P) igual a zero no gráfico. A segunda mola está distendida e sua altura é relativa à posição (P) igual a menos três no gráfico. No gráfico, o eixo horizontal representa o tempo (t), e o eixo vertical, a posição (P) da massa. Esse gráfico está representado por uma linha sinuosa que se inicia no ponto (0, —3). A linha sinuosa do gráfico faz suas curvas. Nos pontos mais altos, a curva atinge o valor de (P) igual a três positivo nos instantes: pi sobre dois, três pi sobre dois e cinco pi sobre dois. Nos pontos mais baixos, a curva atinge o valor de (P) igual a três negativo e nos instantes: Zero, pi, dois pi e três pi.  A expressão algébrica que representa as posições P(t) da massa m, ao longo do tempo, no gráfico, é",6 menos 3 cosseno de 2t. , menos 3 seno de 2t. , 3 cosseno de 2t. , menos 6 cosseno de 2t. , 6 seno de 2t. ,2021,161,MT,A,portuguese
QUESTÃO 162,"Para a comunicação entre dois navios é utilizado um sistema de codificação com base em valores numéricos. Para isso, são consideradas as operações triângulo e estrela, definidas sobre o conjunto dos números reais por x triângulo y é igual a (x ao quadrado) mais xy, menos (y ao quadrado) e x estrela y é igual a xy mais x. O navio que deseja enviar uma mensagem deve fornecer um valor de entrada b, que irá gerar um valor de saída, a ser enviado ao navio receptor, dado pela soma das duas maiores soluções da equação (a triângulo b) estrela (b triângulo a) é igual a zero. Cada valor possível de entrada e saída representa uma mensagem diferente já conhecida pelos dois navios. Um navio deseja enviar ao outro a mensagem “ATENÇÃO”. Para isso, deve utilizar o valor de entrada b é igual a 1. Dessa forma, o valor recebido pelo navio receptor será OQ  O  OOG  MT - 2º dia | Caderno 11 - LARANJA LEDOR - 1º Aplicação ",Raiz quadrada de 5.,Raiz quadrada de 3., Raiz quadrada de 1. , Fração com numerador menos 1 mais raiz quadrada de 5 e denominador 2. ,Fração com numerador 3 mais raiz quadrada de 5 e denominador 2. ,2021,162,MT,E,portuguese
QUESTÃO 163,"Um parque temático brasileiro construiu uma réplica em miniatura do castelo de Liechtenstein. O castelo original, representado na imagem, está situado na Alemanha e foi reconstruído entre os anos de 1840 e 1842, após duas destruições causadas por guerras. enem Descrição da imagem: Fotografia de um castelo com uma ponte em sua entrada.  O castelo possui uma ponte de 38,4 metros de comprimento e 1,68 metros de largura. O artesão que trabalhou para o parque produziu a réplica do castelo, em escala. Nessa obra, as medidas do comprimento e da largura da ponte eram, respectivamente, 160 centímetros e 7 centímetros . A escala utilizada para fazer a réplica é",1 para 576,1 para 240,1 para 24,"1 para 4,2","1 para 2,4",2021,163,MT,C,portuguese
