question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTÃO 57,"No processo de industrialização da mamona, além do óleo que contém vários ácidos graxos, é obtida uma massa orgânica, conhecida como torta de mamona. Esta massa tem potencial para ser utilizada como fertilizante para o solo e como complemento em rações animais devido a seu elevado valor proteico. No entanto, a torta apresenta compostos tóxicos e alergênicos diferentemente do óleo da mamona. Para que a torta possa ser utilizada na alimentação animal, é necessário um processo de descontaminação. A característica presente nas substâncias tóxicas e alergênicas, que inviabiliza sua solubilização no óleo de mamona, é a",lipofilia.,hidrofilia.,hipocromia.,cromatofilia.,hiperpolarização.,2011,57,CN,B,portuguese
QUESTÃO 58,"A pele humana, quando está bem hidratada, adquire boa elasticidade e aspecto macio e suave. Em contrapartida, quando está ressecada, perde sua elasticidade e se apresenta opaca e áspera. Para evitar o ressecamento da pele é necessário, sempre que possível, utilizar hidratantes umectantes, feitos geralmente à base de glicerina e polietilenoglicol. A glicerina possui: três carbonos ligados em série, um grupo —OH ligado a cada um desses carbonos e hidrogênios suficientes para completar o octeto de cada carbono. A estrutura do polietilenoglicol é HO—CH 2—CH2—[O—CH2—CH2] n —O— CH2—CH2—OH. A retenção de água na superfície da pele promovida pelos hidratantes é consequência da interação dos grupos hidroxila dos agentes umectantes com a umidade contida no ambiente por meio d e",ligaçõe s iônicas.,forças de London.,ligações covalentes.,forças dipolo-dipolo.,ligações de hi drogênio.,2011,58,CN,E,portuguese
QUESTÃO 59,"Nos dias de hoje, podemos dizer que praticamente todos os seres humanos já ouviram em algum momento falar sobre o DNA e seu papel na hereditariedade da maioria dos organismos. Porém, foi apenas em 1952, um ano antes da descrição do modelo do DNA em dupla hélice por Watson e Crick, que foi confirmado sem sombra de dúvidas que o DNA é material genético. No artigo em que Watson e Crick descreveram a molécula de DNA, eles sugeriram um modelo de como essa molécula deveria se replicar. Em 1958, Meselson e Stahl realizaram experimentos utilizando isótopos pesados de nitrogênio que foram incorporados às bases nitrogenadas para avaliar como se daria a replicação da molécula. A partir dos resultados, confirmaram o modelo sugerido por Watson e Crick, que tinha como premissa básica o rompimento das pontes de hidrogênio entre as bases nitrogenadas. Considerando a estrutura da molécula de DNA e a posição das pontes de hidrogênio na mesma, os experimentos realizados por Meselson e Stahl a respeito da replicação dessa molécula levaram à conclusão de que","a re plicação do DNA é conservativa, isto é, a fita dupla filha é recém-sintetizada e o filamento parental é conservado.","a replicação de DNA é dispersiva, isto é, as fitas filhas contêm DNA recém-sintetizado e parentais em cada uma das fitas.","a replicação é semiconservativa, isto é, as fitas filhas consistem de uma fita parental e uma recém-sintetizada.","a replicação do DNA é conservativa, isto é, as fitas filhas consistem de moléculas de DNA parental.","a replicação é semi conservativa, isto é, as fitas filhas consistem de uma fita molde e uma fita codificadora.",2011,59,CN,C,portuguese
QUESTÃO 60,"A eutrofização é um processo em que rios, lagos e mares adquirem níveis altos de nutrientes, especialmente fosfatos e nitratos, provocando posterior acúmulo de matéria orgânica em decomposição. Os nutrientes são assimilados pelos produtores primários e o crescimento desses é controlado pelo nutriente limítrofe, que é o elemento menos disponível em relação à abundânc ia necessária à sobrevivência dos organismos vivos. O ciclo que reflete a dinâmica dos nutrientes em um lago pode ser assim descrito: os produtores primários, como algas e outros organismos fixadores de nitrogênio e fotossintéticos, assimilam carbono (C), nitrogênio (N) e fósforo (P) nas razões de 106: 16: 1, além de microelementos, tais como ferro (Fe), manganês (Mn), cobre (Cu). O fósforo, geralmente limitado, é extraído de fosfatos, encontrados em solos, detergentes e esgotos. O nitrogênio, possivelmente limitado, é extraído do N 2 atmosférico e de nitratos, encontrados em solos e esgotos. O carbono, geralmente abundante, é extraído do CO2 atmosférico. Esses produtores primários são utilizados como nutrientes no crescimento de peixes e outros produtores secundários. Parte dos resíduos dos produtores primários e secundários (vegetais e animais) é decomposta por ação bacteriana, na presença de O 2 , geralmente encontrado em quantidade suficiente, produzindo CO 2, NO3 - e PO43 - . Outra parte desses resíduos sedimenta-se, em um processo conhecido como envelhecimento. A análise da água de um lago que recebe a descarga de águas residuais provenientes de lavouras adubadas revelou as concentrações dos elementos carbono (21,2 mol/L), nitrogênio (1,2 mol/L) e fósforo (0,2 mol/L). Nessas condições, o nutriente limítrofe é o",C.,N.,P.,CO 2.,PO43 - .,2011,60,CN,B,portuguese
QUESTÃO 61,"A cal (óxido de cálcio, CaO), cuja suspensão em água é muito usada como uma tinta de baixo custo, dá uma tonalidade branca aos troncos de árvores. Essa é uma prática muito comum em praças públicas e locais privados, geralmente usada para combater a proliferação de parasitas. Essa aplicação, também chamada de caiação , gera um problema: elimina microrganismos benéficos para a árvore. A destruição do microambiente, no tronco de árvores pintadas com cal, é devida ao processo de","difusão, pois a cal se difunde nos corpos dos seres do microambiente e os intoxica.","osmose, pois a cal retira água do microambiente, tornando-o inviável ao desenvolvimento de microrganismos.","oxidação, pois a luz solar que incide sobre o tronco ativa fotoquimicamente a cal, que elimina os seres vivos do microambiente.","aquecimento, pois a luz do Sol incide sobre o tronco e aquece a cal, que mata os seres vivos do microambiente.","vaporização, pois a cal facilita a volatilização da água para a atmosfera, eliminando os seres vivos do microambiente.",2011,61,CN,B,portuguese
QUESTÃO 62,"Em um manual de um chuveiro elétrico, são encontradas informações sobre algumas características técnicas, como a tensão de alimentação, a potência dissipada, o dimensionamento do disjuntor ou fusível e a área da seção transversal dos condutores utilizados. Essas características técnicas são apresentadas para dois modelos do chuveiro: A e B. O modelo A do chuveiro utiliza tensão alternada de alimentação de 127 volts, e o modelo B, de 220 volts. Os dois modelos do chuveiro têm seletor de temperatura (multitemperaturas) com quatro níveis de ajuste: zero, 1, 2 e 3. Quando o seletor de temperatura está no nível zero, ambos os modelos de chuveiro funcionam à potência nula; no nível 1, o modelo A funciona à potência de 2 440 watts, e o modelo B, de 2 540 watts; no nível 2, ambos os modelos de chuveiro funcionam à potência de 4 400 watts; no nível 3, o modelo A funciona à potência de 5 500 watts, e o modelo B, de 6 000 watts. O modelo A do chuveiro precisa ser ligado a um disjuntor de 50 amperes, utilizando-se condutores de seção transversal igual a 10 milímetros quadrados; o modelo B precisa de um disjuntor de 30 amperes e condutores de 4 milímetros quadrados de seção transversal. Uma pessoa adquiriu um chuveiro do modelo A e, ao ler o manual, verificou que precisava ligá-lo a um disjuntor de 50 amperes. No entanto, intrigou-se com o fato de que o disjuntor a ser utilizado para uma correta instalação de um chuveiro do modelo B devia possuir amperagem 40% menor. Considerando-se os chuveiros de modelos A e B funcionando à mesma potência de 4 400 watts, a razão entre as suas respectivas resistências elétricas, R","e RB , que justifica a diferença de dimensionamento dos disjuntores, é mais próxima de: A 0,3.","0,6.","0,8.","1,7.","3,0.",2011,62,CN,A,portuguese
QUESTÃO 63,"Um motor só poderá realizar trabalh o se receber uma quantidade de energia de outro sistema. No caso, a energia armazenada no combustível é, em parte, liberada durante a combustão para que o aparelho possa funcionar. Quando o motor funciona, parte da energia convertida ou transformada na combustão não pode ser utilizada para a realização de trabalho. Isso significa dizer que há vazamento da energia em outra forma. De acordo com o texto, as transformações de energia que ocorrem durante o funcionamento do motor são decorrentes de a",liberação de calor dentro do motor ser impossível.,realização de trabalho pelo motor ser incontrolável.,conversão integral de calor em trabalho ser impossível.,transformação de energia térmica em cinética ser impossível.,utilização de energia potencial do combustível ser incontrolável.,2011,63,CN,C,portuguese
QUESTÃO 64,"O padrão de atividade de animais como roedores, cuícas e gambás, animais alvo de predação por outras espécies, pode variar com as fases da lua. Essas presas potenciais evitam a lua cheia, pois a intensidade luminosa pode facilitar sua captura por predadores noturnos. Quanto maior a atividade desses animais, maiores as chances de serem capturados. Em um estudo comparativo feito entre duas espécies de ratos silvestres, Calomys tener e Oligoryzomys nigripes , verificou-se que este último não apresentava diferenças no seu padrão de atividade durante as fases da lua. Uma diferença marcante entre esses dois roedores é que O. nigripes é um rato com patas traseiras bem maiores que as dianteiras e com uma cauda bem maior que o corpo, o que lhe confere capacidade de saltar e maior agilidade para fugir de seus predadores. Com base no texto, pode-se compreender que o padrão de atividade de animais alvo de predação deve ser analisado levando-se em conta as",adaptações quanto à morfologia e ao comportamento das presas.,adaptações quanto aos hábitos alimentares dos predadores.,incompatibilidades quanto ao comportamento reprodutivo das presas.,compatibilidades quanto ao comportamento reprodutivo dos predadores.,variações dos hábitos alimentares das presas.,2011,64,CN,A,portuguese
QUESTÃO 65,"Para que uma substância seja colorida ela deve absorver luz na região do visível. Quando uma amostra absorve luz visível, a cor que percebemos é a soma das cores restantes que são refletidas ou transmitidas pelo objeto. O espectro de absorção de luz é dado pela curva que representa a relação entre a intensidade de luz absorvida e o comprimento de onda. Considere que o espectro de absorção de luz para a substância X apresente seu valor máximo em torno de 500 nanômetros e seu valor mínimo em torno de 700 nanômetros. Um observador pode prever a cor da substância X com base nessas informações e nas apresentadas a seguir: 1. se uma substância absorve mais luz na região entre 400 nanômetros e 430 nanômetros, ela apresenta cor amarela; 2. se uma substância absorve mais luz na região entre 430 nanômetros e 490 nanômetros, ela apresenta cor laranja; 3. se uma substância absorve mais luz na região entre 490 nanômetros e 560 nanômetros, ela apresenta cor vermelha; 4. se uma substância absorve mais luz na região entre 560 nanômetros e 580 nanômetros, ela apresenta cor violeta; 5. se uma substância absorve mais luz na região entre 580 nanômetros e 650 nanômetros, ela apresenta cor azul; 6. se uma substância absorve mais luz na região entre 650 nanômetros e 750 nanômetros, ela apresenta cor v erde. Com base nessas informações, conclui-se que a cor da substância X é",azul.,verde.,violeta.,laranja.,vermelh o.,2011,65,CN,E,portuguese
QUESTÃO 66,"Em 1999, a geneticista Emma Whitelaw desenvolveu um experimento no qual ratas prenhes foram submetidas a uma dieta rica em vitamina B12, ácido fólico e soja. Os filhotes dessas ratas, apesar de possuírem o gene para obesidade, não expressaram essa doença na fase adulta. A autora concluiu que a alimentação da mãe, durante a gestação, silenciou o gene da obesidade. Dez anos depois, as geneticistas Eva Jablonka e Gal Raz listaram 100 casos comprovados de traços adquiridos e transmitidos entre gerações de organismos, sustentando, assim, a epigenética, que estuda as mudanças na atividade dos genes que não envolvem alterações na sequência do DNA. Alguns cânceres esporádicos representam exemplos de alteração epigenética, pois são ocasionados por",aneuploidia do cromossomo sexual X.,polipoidia dos cromossomos autossômicos.,mutação em genes autossômicos com expressão dominante.,substituição no gene da cadeia beta da hemoglobina.,inativação de genes por meio de modificações nas bases nitrogenadas.,2011,66,CN,E,portuguese
QUESTÃO 67,"O processo de interpretação de imagens capturadas por sensores instalados a bordo de satélites que imageiam determinadas faixas ou bandas do espectro de radiação eletromagnética (REM) baseia-se na interação dessa radiação com os objetos presentes sobre a superfície terrestre. Uma das formas de avaliar essa interação é por meio da quantidade de energia refletida pelos objetos. A relação entre a refletância de um dado objeto e o comprimento de onda da REM é conhecida como curva de comportamento espectral ou assinatura espectral do objeto.  São apresentados a seguir valores da curva de comportamento espectral de objetos comuns na superfície terrestre: água: refletância abaixo de 7%, entre 0,5 micrômetro e 0,75 micrômetro de comprimento de onda; refletância nula, entre 0,75 micrômetro e 0,9 micrômetro de comprimento de onda; asfalto: refletância entre 7% e 9%, entre 0,4 micrômetro e 0,9 micrômetro de comprimento de onda; solo arenoso: refletância entre 3% e 7%, entre 0,4 micrômetro e 0,5 micrômetro de comprimento de onda; refletância entre 7% e 12%, entre 0,5 micrômetro e 0,6 micrômetro de comprimento de onda; refletância entre 12% e 17%, entre 0,6 micrômetro e 0,7 micrômetro de comprimento de onda; refletância entre 17% e 21%, entre 0,7 micrômetro e 0,8 micrômetro de comprimento de onda; refletância entre 21% e 26%, entre 0,8 micrômetro e 0,9 micrômetro de comprimento de onda; concreto: refletância entre 26% e 30%, entre 0,4 micrômetro e 0,5 micrômetro de comprimento de onda;  refletância entre 30% e 34%, entre 0,5 micrômetro e 0,6 micrômetro de comprimento de onda; refletância entre 34% e 35%, entre 0,6 micrômetro e 0,9 micrômetro de comprimento de onda; grama: refletância entre 4% e 8%, entre 0,4 micrômetro e 0,5 micrômetro de comprimento de onda;  refletância entre 8% e 20%, entre 0,5 micrômetro e 0,6 micrômetro de comprimento de onda; refletância entre 13% e 20%, entre 0,6 micrômetro e 0,7 micrômetro de comprimento de onda; refletância entre 20% e 48%, entre 0,7 micrômetro e 0,8 micrômetro de comprimento de onda; refletância em torno de 48%, entre 0,8 micrômetro e 0,9 micrômetro de comprimento de onda. De acordo com as curvas de assinatura espectral apresentadas, para que se obtenha a melhor discriminação dos alvos mostrados, convém selecionar a banda correspondente a que comprimento de onda em micrômetros?","0,4 a 0,5.","0,5 a 0,6.","0,6 a 0,7.","0,7 a 0,8.","0,8 a 0,9.",2011,67,CN,E,portuguese
QUESTÃO 68,"Um instituto de pesquisa norte-americano divulgou recentemente ter criado uma “célula sintética”, uma bactéria chamada de Mycoplasma mycoides . Os pesquisadores montaram uma sequência de nucleotídeos, que formam o único cromossomo dessa bactéria, o qual foi introduzido em outra espécie de bactéria, a Mycoplasma capricolum . Após a introdução, o cromossomo da M. capricolum foi neutralizado e o cromossomo artificial da M. mycoides começou a gerenciar a célula, pro duzindo suas p roteínas. A importância dessa inovação tecnológica para a comunidade científica se deve à",possibilidade de sequenciar os genomas de bactérias para serem usados como receptoras de cromossomos artificiais .,"capacidade de criação, pela ciência, de novas formas de vida, utilizando substâncias como carboidratos e lipídios.",possibilidade de produção em massa da bactéria Mycoplasma capricolum para sua distribuição em ambientes naturais.,"possibilidade de programar geneticamente microrganismos ou seres mais complexos para produzir medicamentos, vacinas e combustíveis.",capacidade da bactéria Mycoplasma capricolum  de expressar suas proteínas na bactéria sintética e estas serem usadas na indústria.,2011,68,CN,D,portuguese
QUESTÃO 69,"Os biocombustíveis de primeira geração são derivados da soja, milho e cana-de-açúcar e sua produção ocorre através da fermentação. Biocombustíveis derivados de material celulósico ou biocombustíveis de segunda geração — coloquialmente chamados de “gasolina de capim” — são aqueles produzidos a partir de resíduos de madeira (serragem, por exemplo), talos de milho, palha de trigo ou capim de crescimento rápido e se apresentam como uma alternativa para os problemas enfrentados pelos de primeira geração, já que as matérias-primas são baratas e abundantes . O texto mostra um dos pontos de vista a respeito do uso dos biocombustíveis na atualidade, os quais","são matrizes energéticas com menor carga de poluição para o ambiente e podem propiciar a geração de novos empregos, entretanto, para serem oferecidos com baixo custo, a tecnologia da degradação da celulose nos biocombustíveis de segunda geração deve ser extremamente eficiente.","oferecem múltiplas dificuldades, pois a produção é de alto custo, sua implantação não gera empregos, e deve-se ter cuidado com o risco ambiental, pois eles oferecerem os mesmos riscos que o uso de combustíveis fósseis.","sendo de segunda geração, são produzidos por uma tecnologia que acarreta problemas sociais, sobretudo decorrente do fato de a matéria-prima ser abundante e facilmente encontrada, o que impede a geração de novos empregos.","sendo de primeira e segunda geração, são produzidos por tecnologias que devem passar por uma avaliação criteriosa quanto ao uso, pois uma enfrenta o problema da falta de espaço para plantio da matéria-prima e a outra impede a geração de novas fontes de emprego.","podem acarretar sérios problemas econômicos e sociais, pois a substituição do uso de petróleo afeta negativamente toda uma cadeia produtiva na medida em que exclui diversas fontes de emprego nas refinarias, postos de gasolina e no transporte de petróleo e gasolina.",2011,69,CN,A,portuguese
QUESTÃO 70,"Em um experimento realizado para determinar a densidade da água de um lago, foram utilizados um dinamômetro com graduação de 0 N a 50 N e um cubo maciço e homogêneo de 10 cm de aresta e 3 kg de massa. Inicialmente, foi conferida a calibração do dinamômetro, constatando-se a leitura de 30 N quando o cubo, preso à haste do dinamômetro, foi suspenso verticalmente no ar. Ainda suspenso verticalmente pela haste do dinamômetro, o cubo foi mergulhado na água do lago, até que metade do seu volume ficasse submersa. Nesse momento, foi registrada a leitura de 24 N no dinamômetro. Com base nessas informações e considerando que a aceleração da gravidade local é de 10 m/s 2, a densidade da água do lago, em g/cm3, é","0,6.","1,2.","1,5.","2,4.","4,8.",2011,70,CN,B,portuguese
QUESTÃO 71,"Uma equipe de cientistas lançará uma expedição ao Titanic para criar um detalhado mapa 3D que “vai tirar, virtualmente, o Titanic do fundo do mar para o público”. A expedição ao local, a 4 quilômetros de profundidade no Oceano Atlântico, está sendo apresentada como a mais sofisticada expedição científica ao Titanic. Ela utilizará tecnologias de imagem e sonar que nunca tinham sido aplicadas ao navio, para obter o mais completo inventário de seu conteúdo. Esta complementação é necessária em razão das condições do navio, naufragado há um século. No problema apresentado para gerar imagens através de camadas de sedimentos depositados no navio, o sonar é mais adequado, pois a",propagação da luz na água ocorre a uma velocidade maior que a do som neste meio.,absorção da luz ao longo de uma camada de água é facilitada enquanto a absorção do som não.,refração da luz a uma grande profundidade acontece com uma intensidade menor que a do som.,atenuação da luz nos materiais analisados é distinta da atenuação de som nestes mesmos materiais.,reflexão da luz nas camadas de sedimentos é menos intensa do que a reflexão do som neste material.,2011,71,CN,D,portuguese
QUESTÃO 72,"Os sintomas mais sérios da Gripe A, causada pelo vírus H1N1, foram apresentados por pessoas mais idosas e por gestantes. O motivo aparente é a menor imunidade desses grupos contra o vírus. Para aumentar a imunidade populacional relativa ao vírus da gripe A, o governo brasileiro distribuiu vacinas para os grupos mais suscetíveis. A vacina contra o H1N1, assim como qualquer outra vacina contra agentes causadores de doenças infecto- contagiosas, aumenta a imunidade das pessoas porque",possui anticorpos contra o agente causador da doença.,possui proteínas que eliminam o agente causador da doença.,estimula a produção de glóbulos vermelhos pela medula óssea.,possui linfócitos B e T que neutralizam o agente causador da doença.,estimula a produção de anticorpos contra o agente causador da doença.,2011,72,CN,E,portuguese
