question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTÃO 60,"O governo Vargas, principalmente durante o Estado
Novo (1937-1945), pretendeu construir um Estado capaz
de criar uma nova sociedade. Uma dimensão-chave
desse projeto tinha no território seu foco principal. Não por
acaso, foram criadas então instituições encarregadas de
fornecer dados confiáveis para a ação do governo, como
o Conselho Nacional de Geografia, o Conselho Nacional
de Cartografia, o Conselho Nacional de Estatística e o
Instituto Brasileiro de Geografia e Estatística (IBGE), este
de 1938.
A criação dessas instituições pelo governo Vargas
representava uma estratégia política de","levantar informações para a preservação da paisagem
dos sertões.","controlar o crescimento exponencial da população
brasileira.","obter conhecimento científico das diversidades
regionais.",conter o fluxo migratório do campo para a cidade.,propor a criação de novas unidades da federação.,2021,60,CH,C,portuguese
QUESTÃO 61,"Doenças e curas: o Brasil nos primeiros séculos

De um lado, ancorados pela prática médica europeia,
por outro, pela terapêutica indígena, com seu amplo uso
da flora nativa, os jesuítas foram os reais iniciadores do
exercício de uma medicina híbrida que se tornou marca
do Brasil colonial. Alguns religiosos vinham de Portugal já
versados nas artes de curar, mas a maioria aprendeu na
prática diária as funções que deveriam ser atribuídas a um
físico, cirurgião, barbeiro ou boticário.

Conforme o texto, o que caracteriza a construção da
prática medicinal descrita é a",adoção de rituais místicos.,rejeição dos dogmas cristãos.,superação da tradição popular.,imposição da farmacologia nativa.,conjugação de saberes empíricos.,2021,61,CH,E,portuguese
QUESTÃO 62,"A espiritualidade da Idade Média Ocidental,
séculos de oito a treze

Desde o século doze que a cristandade ocidental era
agitada pelo desafio lançado pela cultura profana — a dos
romances de cavalaria, mas também a cultura folclórica
dos camponeses e igualmente a dos citadinos, de caráter
mais jurídico — à cultura eclesiástica, cujo veículo era o
latim. Francisco de Assis veio alterar a situação, propondo
aos seus ouvintes uma mensagem acessível a todos e,
simultaneamente, enobrecendo a língua vulgar através
do seu uso na religião.


O comportamento desse religioso demonstra uma
preocupação com as características assumidas pela
Igreja e com as desigualdades sociais compartilhada no
seu tempo pelos(as)",senhores feudais.,movimentos heréticos.,integrantes das Cruzadas.,corporações de ofícios.,universidades medievais.,2021,62,CH,B,portuguese
QUESTÃO 63,"Por que o Brasil continuou um só enquanto a
América espanhola se dividiu em vários países?

Para o historiador brasileiro José Murilo de Carvalho,
no Brasil, parte da sociedade era muito mais coesa
ideologicamente do que a espanhola. Carvalho argumenta
que isso se deveu à tradição burocrática portuguesa.
“Portugal nunca permitiu a criação de universidades
em sua colônia”. Por outro lado, na América espanhola,
entre 1772 e 1872, 150 mil estudantes se formaram em
universidades locais. Para o historiador mexicano Alfredo
Ávila Rueda, as universidades na América espanhola
eram, em sua maioria, reacionárias. Nesse sentido, o
historiador mexicano diz acreditar que a livre circulação
de impressos (jornais, livros e panfletos) na América
espanhola, que não era permitida na América portuguesa
(a proibição só foi revertida em 1808), teve função muito
mais importante na construção de regionalismos do que
propriamente as universidades.

Os pontos de vista dos historiadores referidos no texto
são divergentes em relação ao","papel desempenhado pelas instituições de ensino na
criação das múltiplas identidades.","controle exercido pelos grupos de imprensa na
centralização das esferas administrativas.","abandono sofrido pelas comunidades de docentes na
concepção de coletividades políticas.","lugar ocupado pelas associações de acadêmicos no
fortalecimento das agremiações estudantis.","protagonismo assumido pelos meios de comunicação
no desenvolvimento das nações alfabetizadas.",2021,63,CH,A,portuguese
QUESTÃO 64,"TEXTO 1

Macaulay enfatizou o glorioso acontecimento
representado pela luta do Parlamento contra Carlos |
em prol da liberdade política e religiosa do povo inglês;
significou o primeiro confronto entre a liberdade e a
tirania real, primeiro combate em favor do Iluminismo e
do Liberalismo.

TEXTO 2

A Revolução Inglesa, como todas as revoluções,
foi causada pela ruptura da velha sociedade, e não
pelos desejos da velha burguesia. Na década de 1640,
camponeses se revoltaram contra os cercamentos, tecelões
contra a miséria resultante da depressão e os crentes contra
o Anticristo a fim de instalar o reino de Cristo na Terra.

A concepção da Revolução Inglesa apresentada no Texto
2 diferencia-se da do Texto 1 ao destacar a existência de",pluralidade das demandas sociais.,homogeneidade das lutas religiosas.,unicidade das abordagens históricas.,superficialidade dos interesses políticos.,superioridade dos aspectos econômicos.,2021,64,CH,A,portuguese
QUESTÃO 65,"As grandes empresas seriam, certamente,
representação de um exercício de poder, ante o grau de
autonomia de ação de que dispõem. O que se pretende
salientar é a ideia de enclave: plantas industriais que
estabelecem relações escassas com o entorno, mas
exercem grande influência na economia extralocal.

Que tipo de ação tomada por empresas reflete a forma
de territorialização da produção industrial apresentada no
texto?",Criação de vilas operárias.,Promoção de eventos comunitários.,Recuperação de áreas degradadas.,Incorporação de saberes tradicionais.,Importação de mão de obra qualificada.,2021,65,CH,E,portuguese
QUESTÃO 66,"Desde 2009, a área portuária carioca vem sofrendo
grandes transformações realizadas no escopo da
operação urbana consorciada conhecida como Porto
Maravilha. Parte importante na tentativa de tornar o
Rio de Janeiro um polo de serviços internacional, a
“revitalização” urbana deveria deixar para trás uma
paisagem geográfica que ainda recordava a cidade do
início do século passado para abrir espaço, em seu lugar,
à instalação de modernas torres comerciais, espaços
de consumo e lazer inéditos e cerca de cem mil novos
moradores, uma nova configuração socioespacial capaz
de alçar a área portuária do Rio de Janeiro ao patamar
dos waterfronts de Baltimore, Barcelona e Buenos Aires.

As intervenções urbanas descritas derivam de um
processo socioespacial que busca a","intensificação da participação na competitividade
global.",contenção da especulação no mercado imobiliário.,democratização da habitação popular.,valorização das funções tradicionais.,priorização da gestão participativa.,2021,66,CH,A,portuguese
QUESTÃO 67,"À industrialização do Brasil ante a nova divisão
internacional do trabalho

Constatou-se uma ínfima inserção da indústria
brasileira nas novas tecnologias ancoradas na
microeletrônica, capazes de acarretar elevação da
produtividade nacional de forma sustentada. Os motores
do crescimento nacional, há décadas, são os grupos
relacionados a commodities agroindustriais e à indústria
representativa do antigo padrão fordista de produção,
esta última também limitada pela baixa potencialidade
futura de desencadear inovações tecnológicas capazes
de proporcionar elevação sustentada da produtividade.

Um efeito desse cenário para a sociedade brasileira tem
sido o(a)",barateamento da cesta básica.,retorno à estatização econômica.,ampliação do poder de consumo.,subordinação aos fluxos globais.,incentivo à política de modernização.,2021,67,CH,D,portuguese
QUESTÃO 68,"Conflitos pelo uso do território na Amazônia mineral

As atividades mineradoras têm criado conflitos
com extrativistas, quilombolas, pequenos agricultores,
ribeirinhos, pescadores artesanais e povos indígenas. Em
geral, estes sujeitos têm encontrado grande dificuldade de
reproduzir suas dinâmicas territoriais depois da instalação
da atividade mineradora, nem sempre com reconhecimento
do impacto ao seu território pelo Estado e pela empresa,
ficando sem qualquer tipo de compensação econômica.
Em outros casos, nem a compensação econômica tem
sido capaz de evitar o esgarçamento das relações sociais
destes grupos que sofrem com a reconstrução abrupta das
suas identidades e de suas dinâmicas territoriais.

O texto apresenta uma relação entre atividade econômica
e organização social marcada pelo(a)",escassez de incentivo cultural.,rompimento de vínculos locais.,carência de investimento financeiro.,estabelecimento de práticas agroecológicas.,enriquecimento das comunidades autóctones.,2021,68,CH,B,portuguese
QUESTÃO 69,"Mil platôs, Gilles Deleuze e Felix Guattari

Por maioria, nós não entendemos uma quantidade
relativa maior, mas a determinação de um estado ou
de um padrão em relação ao qual tanto as quantidades
maiores quanto as menores serão ditas minoritárias.
Maioria supõe um estado de dominação. É nesse sentido
que as mulheres, as crianças e também os animais são
minoritários.

No texto, a caracterização de uma minoria decorre da
existência de",ameaças de extinção social.,políticas de incentivos estatais.,relações de natureza arbitrária.,valorações de conexões simétricas.,hierarquizações de origem biológica.,2021,69,CH,C,portuguese
QUESTÃO 70,"À situação da classe trabalhadora na Inglaterra,
Friedrich Engels

Ao mesmo tempo, graças às amplas possibilidades
que tive de observar a classe média, vossa adversária,
rapidamente concluí que vós tendes razão, inteira razão,
em não esperar dela qualquer ajuda. Seus interesses
são diametralmente opostos aos vossos, mesmo que ela
procure incessantemente afirmar o contrário e vos queira
persuadir que sente a maior simpatia por vossa sorte.
Mas seus atos desmentem suas palavras.

No texto, o autor apresenta delineamentos éticos que
correspondem ao(s)",conceito de luta de classes.,alicerce da ideia de mais-valia.,fundamentos do método científico.,paradigmas do processo indagativo.,domínios do fetichismo da mercadoria.,2021,70,CH,A,portuguese
QUESTÃO 71,"Tecnologias indígenas: esplendor e captura

Foram esses cientistas Xavante que esclareceram
os mistérios da germinação de cada uma das sementes.
Eles tinham o conhecimento para quebrar a dormência.
O fogo era fundamental para muitas; para outras, o
caminho para despertar passava pelo sistema digestivo
dos animais silvestres. “Essa planta nasce depois
que fazemos a caçada com fogo, diziam eles, esta
outra quando a anta caga a semente, aquela precisa
ser comida pelo lobo”. Aliando os conhecimentos dos
cientistas da aldeia e da cidade, essa área do Cerrado
foi recuperada totalmente.

No texto, a relação socioespacial dos indígenas evidencia
a importância do(a)",prática agrícola para a logística nacional.,cultivo de hortaliças para o consumo urbano.,saber tradicional para a conservação ambiental.,criação de gado para o aprimoramento genético.,reflorestamento comercial para a produção orgânica.,2021,71,CH,C,portuguese
QUESTÃO 72,"Desde os primórdios da formação da crosta terrestre
até os dias de hoje, as rochas formadas vêm sendo
continuamente destruídas. Os produtos resultantes da
destruição das rochas são transportados pela água, vento
e gelo a toda superfície terrestre, acionados pelo calor e
pela gravidade. Cessada a energia transportadora, são
depositados nas regiões mais baixas da crosta, podendo
formar pacotes rochosos.

As transformações na superfície terrestre, conforme
descritas no texto, compõem o seguinte processo
geomorfológico:",Ciclo sedimentar.,Instabilidade sísmica.,Intemperismo biológico.,Derramamento basáltico.,Compactação superficial.,2021,72,CH,A,portuguese
QUESTÃO 73,"A participação social no planejamento e na gestão
urbanos ganhou impulso a partir do Estatuto da
Cidade (Lei número 10.257/2001), que estabeleceu
condições para elaboração de planos diretores
participativos, instrumentos esses indutores da
expansão urbana e do ordenamento territorial
que, a Princípio, devem buscar representar os
interesses dos diversos segmentos da sociedade.
No entanto, é notório o limite à representação dos
interesses das camadas sociais menos favorecidas
nesse processo. Este rumo deve ser corrigido e deve-
se continuar buscando mecanismos de inclusão dos
interesses de toda a sociedade.

Qual medida promove a participação social descrita no
texto?",Redução dos impostos municipais.,Privatização dos espaços públicos.,Adensamento das áreas de comércio.,Valorização dos condomínios fechados.,Fortalecimento das associações de bairro.,2021,73,CH,E,portuguese
QUESTÃO 74,"Quando Getúlio Vargas se suicidou, em agosto de
1954, o país parecia à beira do caos. Acuado por uma
grave crise política, o velho líder preferiu uma bala no
peito à humilhação de aceitar uma nova deposição,
como a que sofrera em outubro de 1945. Entretanto, ao
contrário do que imaginavam os inimigos, ao ruído do
estampido não se seguiu o silêncio que cerca a derrota.
O evento analisado no texto teve como repercussão
imediata na política nacional a",reação popular.,intervenção militar.,abertura democrática.,campanha anticomunista.,radicalização oposicionista.,2021,74,CH,A,portuguese
QUESTÃO 75,"História dos ciganos no Brasil

Eu, Dom João, pela graça de Deus, faço saber a
Vossa Mercê que me aprouve banir para essa cidade
vários ciganos — homens, mulheres e crianças — devido
ao seu escandaloso procedimento neste reino. Tiveram
ordem de seguir em diversos navios destinados a esse
porto, e, tendo eu proibido, por lei recente, o uso da
sua língua habitual, ordeno a Vossa Mercê que cumpra
essa lei sob ameaça de penalidades, não permitindo que
ensinem dita língua a seus filhos, de maneira que daqui
por diante o seu uso desapareça.

A ordem emanada da Coroa portuguesa para sua colônia
americana, em 1718, apresentava um tratamento da
identidade cultural pautado em",converter grupos infiéis à religião oficial.,suprimir formas divergentes de interação social.,evitar envolvimento estrangeiro na economia local.,reprimir indivíduos engajados em revoltas nativistas.,"controlar manifestações artísticas de comunidades
autóctones.",2021,75,CH,B,portuguese
QUESTÃO 76,"Refugiados no Brasil: reflexões acerca do processo
de integração local

A categoria de refugiado carrega em si as noções
de transitoriedade, provisoriedade e temporalidade.
Os refugiados situam-se entre o país de origem e o
país de destino. Ao transitarem entre os dois universos,
ocupam posição marginal, tanto em termos identitários
— assentada na falta de pertencimento pleno enquanto
membros da comunidade receptora e nos vínculos
introjetados por códigos partilhados com a comunidade
de origem — quanto em termos jurídicos, ao deixarem
de exercitar, ao menos em caráter temporário, o status
de cidadãos no país de origem e portar o status de
refugiados no país receptor.

A condição de transitoriedade dos refugiados no Brasil,
conforme abordada no texto, é provocada pela associação",ascensão social e burocracia estatal.,miscigenação étnica e limites fronteiriços.,desqualificação profissional e ação policial.,instabilidade financeira e crises econômicas.,desenraizamento cultural e insegurança legal.,2021,76,CH,E,portuguese
QUESTÃO 77,"Mulheres naturalistas raramente figuraram na corrida
por conhecer terras exóticas. No século dezenove,
mulheres como Lady Charlotte Canning eventualmente
coletavam espécimes botânicos, mas quase sempre no
papel de esposas coloniais, viajando para locais onde
seus maridos as levavam e não em busca de seus
próprios projetos científicos.

No contexto do século dezenove, a relação das mulheres
com o campo científico, descrita no texto, é representativa
da",afirmação da igualdade de gênero.,transformação dos espaços de lazer.,superação do pensamento patriarcal.,incorporação das estratificações sociais.,substituição das atividades domésticas.,2021,77,CH,D,portuguese
QUESTÃO 78,"A ideologia da sociedade industrial: o homem
unidimensional, Herbert Marcuse

Nos setores mais altamente desenvolvidos da
sociedade contemporânea, o transplante de necessidades
sociais para individuais é de tal modo eficaz que a diferença
entre elas parece puramente teórica. As criaturas se
reconhecem em suas mercadorias; encontram sua alma
em seu automóvel, casa em patamares, utensílios de
cozinha.

O texto indica que, no capitalismo, a satisfação dos
desejos pessoais é influenciada por",políticas estatais de divulgação.,incentivos controlados de consumo.,prescrições coletivas de organização.,mecanismos subjetivos de identificação.,repressões racionalizadas do narcisismo.,2021,78,CH,D,portuguese
QUESTÃO 79,"A vida das pessoas se modifica com a mesma rapidez
com que se reproduz a cidade. O lugar da festa, do
encontro quase desaparecem; o número de brincadeiras
infantis nas ruas diminui — as crianças quase não são
vistas; os pedaços da cidade são vendidos, no mercado,
como mercadorias; árvores são destruídas, praças
transformadas em concreto. Por outro lado, os habitantes
parecem perder na cidade suas próprias referências.
A imagem de uma grande cidade hoje é tão mutante
que se assemelha à de um grande guindaste, aliás, a
presença maciça destes, das britadeiras, das betoneiras
nos dão o limite do processo de transformação diária ao
qual está submetida a cidade.

No contexto das grandes cidades brasileiras, a situação
apresentada no texto vem ocorrendo como consequência
da",manutenção dos modos de convívio social.,preservação da essência do espaço público.,ampliação das normas de controle ambiental.,flexibilização das regras de participação política.,alteração da organização da paisagem geográfica.,2021,79,CH,E,portuguese
QUESTÃO 80,"No semiárido brasileiro, o sertanejo desenvolveu uma
acuidade detalhada para a observação dos fenômenos,
ao longo dos tempos, presenciados na natureza, em
especial para a previsão do tempo e do clima, utilizando
como referência a posição dos astros, constelação
e nuvens. Conforme os sertanejos, a estação vai
ser chuvosa quando a primeira lua cheia de janeiro
“sair vermelha, por detrás de uma barra de nuvens”, mas
“se surgir prateada, é sinal de seca”.

O texto expõe a produção de um conhecimento que se
constitui pela",técnica científica.,experiência perceptiva.,negação das tradições.,padronização das culturas.,uniformização das informações.,2021,80,CH,B,portuguese
QUESTÃO 81,"Admirável gado novo, Zé Ramalho

Vocês que fazem parte dessa massa
Que passa nos projetos do futuro
É duro tanto ter que caminhar
E dar muito mais do que receber
É, Ô, Ô, vida de gado
Povo marcado
É, povo feliz!
Qual comportamento coletivo é criticado no trecho da
letra da canção lançada em 1979?",Militância política.,Passividade social.,Altruísmo religioso.,Autocontrole moral.,Inconformismo eleitoral.,2021,81,CH,B,portuguese
QUESTÃO 82,"TEXTO 1

Em 2016, foram gerados 44,7 milhões de toneladas
de resíduos eletrônicos, um aumento de 8 por cento
na comparação com 2014. Especialistas previram um
crescimento de mais 17 por cento, para 52,2 milhões de
toneladas, até 2021.
TEXTO 2

Há ainda quem exporte deliberadamente lixo
eletrônico para o Gana. É mais caro reciclar devidamente
os resíduos no mundo industrializado, onde até existem
os recursos e a tecnologia. Um negócio muito mais
lucrativo é vender o lixo eletrônico a negociantes locais,
que o importam alegando tratar-se de material usado.
Os negociantes depois vendem o lixo aos jovens no
mercado, ou noutro lado, que o desmantelam e extraem os
fios de cobre. Estes são derretidos em lareiras ao ar livre,
poluindo o ar e, muitas vezes, intoxicando diretamente os
próprios jovens.

No contexto das discussões ambientais, as práticas
descritas nos textos refletem um padrão de relações
derivado do(a):",Exercício pleno da cidadania.,Divisão internacional do trabalho.,Gestão empresarial do toyotismo.,Concepção sustentável da economia.,Protecionismo alfandegário dos Estados.,2021,82,CH,B,portuguese
