question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTÃO 59,"Descrição do climograma: Indica a variação anual da temperatura e da pluviosidade de uma cidade, apresentando os seguintes dados: • de janeiro até o ﬁm de março: a temperatura subiu de aproximadamente 10 graus Celsius negativos para 0 grau Celsius, enquanto a pluviosidade desceu de mais de 40 milímetros para um pouco mais de 30 milímetros; • do ﬁm de março a julho: a temperatura subiu de 0 grau Celsius até o pico de um pouco menos de 20 graus Celsius, enquanto a pluviosidade subiu de mais de 30 milímetros para aproximadamente 90 milímetros; e • a partir de julho: a temperatura iniciou um processo de queda até chegar a 0 grau Celsius, no início de novembro, descendo ainda mais em dezembro, para aproximadamente 10 graus Celsius negativos, enquanto a pluviosidade desceu de 90 milímetros para um pouco mais de 50 milímetros em dezembro. Descrição do mapa: O mapa-múndi indica as cidades de Moscou e Barcelona, na Europa; Mumbai, na Ásia; Cidade do Cabo, na África; e Sydney, na Oceania. As temperaturas médias mensais e as taxas de pluviosidade expressas no climograma apresentam o clima típico da seguinte cidade:","Cidade do Cabo (África do Sul), marcado pela reduzida amplitude térmica anual.","Sydney (Austrália), caracterizado por precipitações abundantes no decorrer do ano.","Mumbai (Índia), deﬁnido pelas chuvas monçônicas torrenciais.","Barcelona (Espanha), afetado por massas de ar seco.","Moscou (Rússia), influenciado pela localização geográﬁca em alta la titude.",2017,59,CH,E,portuguese
QUESTÃO 60,"No livro Desenvolvimento como liberdade , Amartya Sen escreve: Procuramos demonstrar que o desenvolvimento pode ser visto como um processo de expansão das liberdades reais que as pessoas desfrutam. O enfoque nas liberdades humanas contrasta com visões mais restritas de desenvolvimento, como as que identiﬁcam desenvolvimento com crescimento do Produto Nacional Bruto, ou industrialização. O crescimento do PNB pode ser muito importante como um meio de expandir as liberdades. Mas as liberdades dependem também de outros determinantes, como os serviços de educação e saúde e os direitos civis. A concepção de desenvolvimento proposta no texto fundamenta-se no vínculo entre",incremento da indústria e atuação no mercado ﬁnanceiro.,criação de programas assistencialistas e controle de preços.,elevação da renda média e arrecadação de impostos.,garantia da cidadania e ascensão econômica.,ajuste de políticas econômicas e incentivos ﬁscais.,2017,60,CH,D,portuguese
QUESTÃO 61,"A primeira Guerra do Golfo, genuinamente apoiada pelas Nações Unidas e pela comunidade internacional, assim como a reação imediata ao Onze de Setembro, demonstravam a força da posição dos Estados Unidos na era pós-soviética. Um aspecto que explica a força dos Estados Unidos, apontada pelo texto, reside no(a)",poder de suas bases militares espalhadas ao redor do mundo.,alinhamento geopolítico da Rússia em relação aos EUA.,política de expansionismo territorial exercida sobre Cuba.,"aliança estratégica com países produtores de petróleo, como Kuwait e Irã.",incorporação da China à Organização do Tratado do Atlântico Norte (Otan).,2017,61,CH,A,portuguese
QUESTÃO 62,"O New Deal visa restabelecer o equilíbrio entre o custo de produção e o preço, entre a cidade e o campo, entre os preços agrícolas e os preços industriais, reativar o mercado interno — o único que é importante —, pelo controle de preços e da produção, pela revalorização dos salários e do poder aquisitivo das massas, isto é, dos lavradores e operários, e pela regulamentação das condições de emprego. Tendo como referência os condicionantes históricos do entreguerras, as medidas governamentais descritas objetivavam",flexibilizar as regras do mercado ﬁnanceiro.,fortalecer o sistema de tributação regressiva.,introduzir os dispositivos de contenção creditícia.,racionalizar os custos da automação industrial mediante negociação sindical.,recompor os mecanismos de acumulação econômica por meio da intervenção estatal.,2017,62,CH,E,portuguese
QUESTÃO 63,"No Manifesto Futurista , Marinetti escreve: E venham, então, os alegres incendiários de dedos carbonizados! Vamos! Ateiem fogo às estantes das bibliotecas! Desviem o curso dos canais, para inundar os museus! Empunhem as picaretas, os machados, os martelos e deitem abaixo sem piedade as cidades veneradas! Que princípio marcante do Futurismo e comum a várias correntes artísticas e culturais das primeiras três décadas do século XX está destacado no texto?",A tradição é uma força incontornável.,A arte é expressão da memória coletiva.,A modernidade é a superação decisiva da história.,A realidade cultural é determinada economicamente.,A memória é um elemento crucial da identidade cultural.,2017,63,CH,C,portuguese
QUESTÃO 64,"No livro Uma teoria da justiça , John Rawls escreve: Uma sociedade é uma associação mais ou menos autossuﬁciente de pessoas que em suas relações mútuas reconhecem certas regras de conduta como obrigatórias e que, na maioria das vezes, agem de acordo com elas. Uma sociedade é bem ordenada não apenas quando está planejada para promover o bem de seus membros, mas quando é também efetivamente regulada por uma concepção pública de justiça. Isto é, trata-se de uma sociedade na qual todos aceitam, e sabem que os outros aceitam, o mesmo princípio de justiça . A visão expressa nesse texto do século XX remete a qual aspecto do pensamento moderno?",A relação entre liberdade e autonomia do Liberalismo.,A independência entre poder e moral do Racionalismo.,A convenção entre cidadãos e soberano do Absolutismo.,A dialética entre indivíduo e governo autocrata do Idealismo.,A contraposição entre bondade e condição selvagem do Naturalismo.,2017,64,CH,A,portuguese
QUESTÃO 65,"No livro Os Pré-Socráticos , consta: A representação de Demócrito é semelhante à de Anaxágoras, na medida em que um inﬁnitamente múltiplo é a origem; mas nele a determinação dos princípios fundamentais aparece de maneira tal que contém aquilo que para o que foi formado não é, absolutamente, o aspecto simples para si. Por exemplo, partículas de carne e de ouro seriam princípios que, através de sua concentração, formam aquilo que aparece como ﬁgura. O texto faz uma apresentação crítica acerca do pensamento de Demócrito, segundo o qual o “princípio constitutivo das coisas” estava representado pelo(a)","número, que fundamenta a criação dos deuses.","devir, que simboliza o constante movimento dos objetos.","água, que expressa a causa material da origem do universo.","imobilidade, que sustenta a existência do ser atemporal.","átomo, que explica o surgimento dos entes.",2017,65,CH,E,portuguese
QUESTÃO 66,"Uma conversação de tal natureza transforma o ouvinte; o contato de Sócrates paralisa e embaraça; leva a refletir sobre si mesmo, a imprimir à atenção uma direção incomum: os temperamentais, como Alcibíades, sabem que encontrarão junto dele todo o bem de que são capazes, mas fogem porque receiam essa influência poderosa, que os leva a se censurarem. É sobretudo a esses jovens, muitos quase crianças, que ele tenta imprimir sua orientação. O texto evidencia características do modo de vida socrático, que se baseava na",contemplação da tradição mítica.,sustentação do método dialético.,relativização do saber verdadeiro.,valorização da argumentação retórica.,investigação dos fundamentos da natureza.,2017,66,CH,B,portuguese
QUESTÃO 67,"A grande maioria dos países ocidentais democráticos adotou o Tribunal Constitucional como mecanismo de controle dos demais poderes. A inclusão dos Tribunais no cenário político implicou alterações no cálculo para a implementação de políticas públicas. O governo, além de negociar seu plano político com o Parlamento, teve que se preocupar em não infringir a Constituição. Essa nova arquitetura institucional propiciou o desenvolvimento de um ambiente político que viabilizou a participação do Judiciário nos processos decisórios. O texto faz referência a uma importante mudança na dinâmica de funcionamento dos Estados contemporâneos que, no caso brasileiro, teve como consequência a",adoção de eleições para a alta magistratura.,diminuição das tensões entre os entes federativos.,suspensão do princípio geral dos freios e contrapesos.,judicialização de questões próprias da esfera legislativa.,proﬁssionalização do quadro de funcionários da Justiça.,2017,67,CH,D,portuguese
QUESTÃO 68,"Ao destruir uma paisagem de árvores de troncos retorcidos, folhas e arbustos ásperos sobre os solos ácidos, não raro laterizados ou tomados pelas formas bizarras dos cupinzeiros, essa modernização lineariza e aparentemente não permite que se questione a pretensão modernista de que a forma deve seguir a função. O processo descrito ocorre em uma área biogeográﬁca com predomínio de vegetação",tropóﬁla e clima tropical.,xeróﬁla e clima semiárido.,hidróﬁla e clima equatorial.,aciculifoliada e clima subtropical.,semidecídua e clima tropical úmido.,2017,68,CH,A,portuguese
QUESTÃO 69,"A instalação de uma reﬁnaria obedece a diversos fatores técnicos. Um dos mais importantes é a localização, que deve ser próxima tanto dos centros de consumo como das áreas de produção. A Petrobras possui reﬁnarias estrategicamente distribuídas pelo país. Elas são responsáveis pelo processamento de milhões de barris de petróleo por dia, suprindo o mercado com derivados que podem ser obtidos a partir de petróleo nacional ou importado. A territorialização de uma unidade produtiva depende de diversos fatores locacionais. A partir da leitura do texto, o fator determinante para a instalação das reﬁnarias de petróleo é a proximidade a",sedes de empresas petroquímicas.,zonas de importação de derivados.,polos de desenvolvimento tecnológico.,áreas de aglomerações de mão de obra.,espaços com infraestrutura de circulação.,2017,69,CH,E,portuguese
QUESTÃO 70,"Mas era sobretudo a lã que os compradores, vindos da Flandres ou da Itália, procuravam por toda a parte. Para satisfazê-los, as raças foram melhoradas através do aumento progressivo das suas dimensões. Esse crescimento prosseguiu durante todo o século XIII, e as abadias da Ordem de Cister, onde eram utilizados os métodos mais racionais de criação de gado, desempenharam certamente um papel determinante nesse aperfeiçoamento. O texto aponta para a relação entre aperfeiçoamento da atividade pastoril e avanço técnico na Europa ocidental feudal, que resultou do(a)",crescimento do trabalho escravo.,desenvolvimento da vida urbana.,padronização dos impostos locais.,uniformização do processo produtivo.,desconcentração da estrutura fundiária.,2017,70,CH,B,portuguese
QUESTÃO 71,"Descrição do infográfico: Indica o ranking da eﬁciência das dez maiores usinas hidrelétricas do Brasil, comparando a área alagada e a energia produzida por essas usinas, apresentando os seguintes dados: • Itaipu, no Paraná: com área alagada de 1,4 mil quilômetros quadrados e potência de 14 mil megawatts; • Belo Monte, em destaque, no Pará: com área alagada de 0,5 mil quilômetros quadrados e potência de 11,2 mil megawatts; • Tucuruí, no Pará: com área alagada de 3,5 mil quilômetros quadrados e potência de 8,7 mil megawatts; • Jirau, em Rondônia: com área alagada de 0,3 mil quilômetros quadrados e potência de 3,8 mil megawatts; • Ilha Solteira, em São Paulo e Mato Grosso do Sul: com área alagada de 1,2 mil quilômetros quadrados e potência de 3,4 mil megawatts; • Xingó, em Alagoas e Sergipe: com área alagada de 0,1 mil quilômetros quadrados e potência de 3,2 mil megawatts; • Santo Antônio, em Rondônia: com área alagada de 0,4 mil quilômetros quadrados e potência de 3,2 mil megawatts; • Marimbondo, em São Paulo e Minas Gerais: com área alagada de 0,4 mil quilômetros quadrados e potência de 1,4 mil megawatts; • Serra da Mesa, em Goiás: com área alagada de 1,8 mil quilômetros quadrados e potência de 1,3 mil megawatts; • Sobradinho, na Bahia: com área alagada de 4,1 mil quilômetros quadrados e potência de 1,1 mil megawatts. Comparando os dados das hidrelétricas, uma característica territorial positiva de Belo Monte é o(a)",reduzido espaço relativo inundado.,acentuado desnível do relevo local.,elevado índice de urbanização regional.,presença dos grandes parques industriais.,proximidade de fronteiras internacionais estratégicas.,2017,71,CH,A,portuguese
QUESTÃO 72,"Trata-se da perda progressiva da produtividade de biomas inteiros, afetando parcelas muito expressivas dos domínios subúmidos e semiáridos em todas as regiões quentes do mundo. É nessas áreas, ecologicamente transicionais, que a pressão sobre a biomassa se faz sentir com muita força, devido à retirada da cobertura florestal, ao superpastoreio e às atividades mineradoras não controladas, desencadeando um quadro agudo de degradação ambiental, refletido pela incapacidade de suporte para o desenvolvimento de espécies vegetais, seja uma floresta natural ou plantações agrícolas. O texto enfatiza uma consequência da relação conflituosa entre a sociedade humana e o ambiente, que diz respeito ao processo de",inversão térmica.,poluição atmosférica.,eutroﬁzação da água.,contaminação dos solos.,desertiﬁcação de ecossistemas.,2017,72,CH,E,portuguese
QUESTÃO 73,"O fenômeno da mobilidade populacional vem, desde as últimas décadas do século XX, apresentando transformações signiﬁcativas no seu comportamento, não só no Brasil como também em outras partes do mundo. Esses novos processos se materializam, entre outros aspectos, na dimensão interna, pelo redirecionamento dos fluxos migratórios para as cidades médias, em detrimento dos grandes centros urbanos; pelos deslocamentos de curta duração e a distâncias menores; pelos movimentos pendulares, que passam a assumir maior relevância nas estratégias de sobrevivência, não mais restritos aos grandes aglomerados urbanos. A redeﬁnição dos fluxos migratórios internos no Brasil, no período apontado no texto, tem como causa a intensiﬁcação do processo de",descapitalização do setor primário.,ampliação da economia informal.,tributação da área residencial citadina.,desconcentração da atividade industrial.,saturação da empregabilidade no setor terciário.,2017,73,CH,D,portuguese
QUESTÃO 74,"A participação da mulher no processo de decisão política ainda é extremamente limitada em praticamente todos os países, independentemente do regime econômico e social e da estrutura institucional vigente em cada um deles. É fato público e notório, além de empiricamente comprovado, que as mulheres estão em geral sub-representadas nos órgãos do poder, pois a proporção não corresponde jamais ao peso relativo dessa parte da população. No âmbito do Poder Legislativo brasileiro, a tentativa de reverter esse quadro de sub-representação tem envolvido a implementação, pelo Estado, de",leis de combate à violência doméstica.,cotas de gênero nas candidaturas partidárias.,programas de mobilização política nas escolas.,propagandas de incentivo ao voto consciente.,apoio ﬁnanceiro às lideranças femininas.,2017,74,CH,B,portuguese
QUESTÃO 75,"Palestinos se agruparam em frente a aparelhos de televisão e telas montadas ao ar livre em Ramalah, na Cisjordânia, para acompanhar o voto da resolução que pedia o reconhecimento da chamada Palestina como um Estado observador não membro da Organização das Nações Unidas (ONU). O objetivo era esperar pelo nascimento, ao menos formal, de um Estado palestino. Depois da aprovação da resolução, centenas de pessoas foram à praça da cidade com bandeiras palestinas, soltaram fogos de artifício, ﬁzeram buzinaços e dançaram pelas ruas. Aprovada com 138 votos dos 193 da Assembleia-Geral, a resolução eleva o status do Estado palestino perante a organização. A mencionada resolução da ONU referendou o(a)",delimitação institucional das fronteiras territoriais.,aumento da qualidade de vida da população local.,implementação do tratado de paz com os israelenses.,apoio da comunidade internacional à demanda nacional.,equiparação da condição política com a dos demais países.,2017,75,CH,D,portuguese
QUESTÃO 76,"Sou ﬁlho natural de uma negra, africana livre, da Costa da Mina (Nagô de Nação), de nome Luiza Mahin, pagã, que sempre recusou o batismo e a doutrina cristã. Minha mãe era baixa de estatura, magra, bonita, a cor era de um preto retinto e sem lustro, tinha os dentes alvíssimos como a neve, era muito altiva, geniosa, insofrida. Dava-se ao comércio — era quitandeira, muito laboriosa e, mais de uma vez, na Bahia, foi presa como suspeita de envolver-se em planos de insurreição de escravos, que não tiveram efeito. Nesse trecho de suas memórias, Luiz Gama ressalta a importância dos(as)",laços de solidariedade familiar.,estratégias de resistência cultural.,mecanismos de hierarquização tribal.,instrumentos de dominação religiosa.,limites da concessão de alforria.,2017,76,CH,B,portuguese
QUESTÃO 77,"Descrição da figura 1: Apresenta a formação da brisa marinha da seguinte forma: a brisa, sob alta pressão, é impulsionada do mar, ambiente morno, para a terra, ambiente quente, onde, sob baixa pressão, a brisa é impulsionada para cima. Descrição da figura 2: Apresenta a formação do terral da seguinte forma: a brisa, sob alta pressão, é impulsionada da terra, ambiente frio, para o mar, ambiente morno, onde, sob baixa pressão, a brisa é impulsionada para cima. Nas imagens constam informações sobre a formação de brisas em áreas litorâneas. Esse processo é resultado de",uniformidade do gradiente de pressão atmosférica.,aquecimento diferencial da superfície.,quedas acentuadas de médias térmicas.,mudanças na umidade relativa do ar.,variações altimétricas acentuadas.,2017,77,CH,B,portuguese
QUESTÃO 78,"Durante o Estado Novo, os encarregados da propaganda procuraram aperfeiçoar-se na arte da empolgação e envolvimento das “multidões” através das mensagens políticas. Nesse tipo de discurso, o signiﬁcado das palavras importa pouco, pois, como declarou Goebbels, “não falamos para dizer alguma coisa, mas para obter determinado efeito”. O controle sobre os meios de comunicação foi uma marca do Estado Novo, sendo fundamental à propaganda política, na medida em que visava",conquistar o apoio popular na legitimação do novo governo.,ampliar o envolvimento das multidões nas decisões políticas.,aumentar a oferta de informações públicas para a sociedade civil.,estender a participação democrática dos meios de comunicação no Brasil.,alargar o entendimento da população sobre as intenções do novo governo.,2017,78,CH,A,portuguese
QUESTÃO 79,"TEXTO I Sólon é o primeiro nome grego que nos vem à mente quando terra e dívida são mencionadas juntas. Logo depois de 600 anos antes de Cristo , ele foi designado “legislador” em Atenas, com poderes sem precedentes, porque a exigência de redistribuição de terras e o cancelamento das dívidas não podiam continuar bloqueados pela oligarquia dos proprietários de terra por meio da força ou de pequenas concessões. TEXTO II A “Lei das Doze Tábuas” se tornou um dos textos fundamentais do direito romano, uma das principais heranças romanas que chegaram até nós. A publicação dessas leis, por volta de 450 anos antes de Cristo , foi importante, pois o conhecimento das “regras do jogo” da vida em sociedade é um instrumento favorável ao homem comum e potencialmente limitador da hegemonia e arbítrio dos poderosos. O ponto de convergência entre as realidades sociopolíticas indicadas nos textos consiste na ideia de que a",discussão de preceitos formais estabeleceu a democracia.,invenção de códigos jurídicos desarticulou as aristocracias.,formulação de regulamentos oﬁciais instituiu as sociedades.,deﬁnição de princípios morais encerrou os conflitos de interesses.,criação de normas coletivas diminuiu as desigualdades de tratamento.,2017,79,CH,E,portuguese
QUESTÃO 80,"Com a Lei de Terras de 1850, o acesso à terra só passou a ser possível por meio da compra com pagamento em dinheiro. Isso limitava, ou mesmo praticamente impedia, o acesso à terra para os trabalhadores escravos que conquistavam a liberdade. O fato legal evidenciado no texto acentuou o processo de",reforma agrária.,expansão mercantil.,concentração fundiária.,desruralização da elite.,mecanização da produ ção.,2017,80,CH,C,portuguese
QUESTÃO 81,"Estão aí, como se sabe, dois candidatos à presidência, os senhores Eduardo Gomes e Eurico Dutra, e um terceiro, o senhor Getúlio Vargas, que deve ser candidato de algum grupo político oculto, mas é também o candidato popular. Porque há dois “queremos”: o “queremos” dos que querem ver se continuam nas posições e o “queremos” popular... Afinal, o que é que o senhor Getúlio Vargas é?  É fascista? É comunista? É ateu? É cristão? Quer sair? Quer ficar? O povo, entretanto, parece que gosta dele por isso mesmo, porque ele é “à moda da casa”. O movimento político mencionado no texto de 1945 caracterizou-se por",reclamar a participação das agremiações partidárias.,apoiar a permanência da ditadura estadonovista.,demandar a conﬁrmação dos direitos trabalhistas.,reivindicar a transição constitucional sob influência do governante.,resgatar a representatividade dos sindicatos sob controle social.,2017,81,CH,D,portuguese
QUESTÃO 82,"Na Gazeta de Notícias , em 1892, Machado de Assis escreve: O instituto popular, de acordo com o exame da razão, fez da ﬁgura do alferes Xavier o principal dos inconﬁdentes, e colocou os seus parceiros a meia ração de glória. Merecem, decerto, a nossa estima aqueles outros; eram patriotas. Mas o que se ofereceu a carregar com os pecadores de Israel, o que chorou de alegria quando viu comutada a pena de morte dos seus companheiros, pena que só ia ser executada nele, o enforcado, o esquartejado, o decapitado, esse tem de receber o prêmio na proporção do martírio, e ganhar por todos, visto que pagou por todos. No processo de transição para a República, a narrativa machadiana sobre a Inconﬁdência Mineira associa",redenção cristã e cultura cívica.,veneração aos santos e radicalismo militar.,apologia aos protestantes e culto ufanista.,tradição messiânica e tendência regionalista.,representação eclesiástica e dogmati smo ideológico.,2017,82,CH,A,portuguese
QUESTÃO 83,"No período anterior ao golpe militar de 1964, os documentos episcopais indicavam para os bispos que o desenvolvimento econômico, e claramente o desenvolvimento capitalista, orientando-se no sentido da justa distribuição da riqueza, resolveria o problema da miséria rural e, consequentemente, suprimiria a possibilidade do proselitismo e da expansão comunista entre os camponeses. Foi nesse sentido que o golpe de Estado, de 31 de março de 1964, foi acolhido pela Igreja. Em que pesem as divergências no interior do clero após a instalação da ditadura civil-militar, o posicionamento mencionado no texto fundamentou-se no entendimento da hierarquia católica de que o(a)",luta de classes é estimulada pelo livre mercado.,poder oligárquico é limitado pela ação do Exército.,doutrina cristã é beneﬁciada pelo atraso do interior.,espaço político é dominado pelo interesse empresarial.,manipulação ideológica é favorecida pela privação material.,2017,83,CH,E,portuguese
